	SP90989	SP117290	SP116797	SP84743	SP84982	SP9816	SP124439	SP107363	SP97194	SP5559	SP28659	SP107439	SP102581	SP23925	SP2293	SP53810	SP52667	SP79243	SP116578	SP121761	SP80754	SP96116	SP102133	SP30113	SP67609	SP116276	SP50097	SP116919	SP114898	SP81312	SP92364	SP125584	SP22031	SP26649	SP84384	SP112907	SP102045	SP85818	SP80615	SP79427	SP111031	SP112290	SP54113	SP29559	SP103894	SP93227	SP77956	SP21400	SP116520	SP112985	SP82103	SP49229	SP114980	SP96118	SP110847	SP16886	SP19295	SP105018	SP99013	SP112947	SP80217	SP116545	SP23502	SP25350	SP125778	SP99325	SP94741	SP49114	SP1305	SP2155	SP90125	SP56553	SP94933	SP62616	SP90629	SP18787	SP116365	SP107784	SP48189	SP102973	SP57189	SP27825	SP17905	SP55235	SP123975	SP111119	SP25494	SP21017	SP98953	SP33688	SP107012	SP5052	SP23775	SP56704	SP59448	SP116676	SP111170	SP63546	SP116819	SP116589	SP93540	SP101670	SP94348	SP103080	SP107076	SP110242	SP125752	SP84392	SP96126	SP95126	SP24135	SP90209	SP59803	SP92659	SP1365	SP57735	SP125746	SP102957	SP3631	SP18310	SP112817	SP112777	DRUP01010025T	CPCT02050439T	CPCT02340026T	CPCT02340014T	DRUP01330020T	CPCT02070336T	CPCT02050424T	CPCT02340081T	CPCT02020865T	DRUP01030028T	CPCT02020597TII	DRUP01340014T	WIDE01010510T	CPCT02100089T	CPCT02080153T	CPCT02020815T	CPCT02120078T	CPCT02450014T	CPCT02020413T	CPCT02070357T	CPCT02070053T	CPCT02010605T	CPCT02100101T	CPCT02040317T	CPCT02030278T	CPCT02250003T	DRUP01030015T	CPCT02050117T	CPCT02070466TII	WIDE01010470T	CPCT02210064T	CPCT02010648T	DRUP01050003T	CPCT02100090T	CPCT02050149T	WIDE01010075T	CPCT02030532T	CPCT02050104T	CPCT02150052T	CPCT02100092T	CPCT02340022T	DRUP01070080T	CPCT02340010T	CPCT02100141T	CPCT02060054T	CPCT02050370T	CPCT02010373T	WIDE01010071T	CPCT02130184T	CPCT02070373T	CPCT02140057T	CPCT02070069TII	DRUP01070015T	CPCT02100044T	CPCT02010408T	CPCT02060291T	DRUP01230001T	WIDE01010539T	CPCT02010486T	CPCT02160034T	WIDE01010016T	CPCT02080120T	CPCT02220045T	CPCT02310006T	CPCT02010786T	CPCT02050170T	CPCT02010530T	DRUP01050017T	CPCT02140107T	CPCT02220047T	CPCT02020476T	CPCT02050385T	CPCT02040113T	CPCT02080273T	CPCT02080045T	CPCT02070436T	CPCT02130170T	DRUP01010022T	CPCT02240008T	CPCT02020436T	CPCT02010523T	CPCT02060033T	CPCT02060246T	CPCT02010772T	CPCT02040329T	CPCT02030430T	CPCT02010715T	CPCT02080110T	CPCT02010662T	CPCT02140012T	CPCT02090019T	CPCT02220023T	CPCT02080294T	CPCT02060224T	DRUP01070038T	WIDE01010565T	WIDE01010404T	CPCT02010579T	DRUP01020002T	CPCT02050390T	CPCT02050349T	CPCT02130140T	CPCT02380029T	DRUP01010078T	DRUP01070009T	CPCT02080157T	CPCT02050192T	WIDE01010208T	CPCT02360007T	CPCT02060265T	CPCT02070192T	CPCT02070058T	CPCT02010505T	CPCT02050211T	CPCT02030451T	CPCT02050089T	CPCT02120032T	WIDE01010228T	CPCT02040299T	CPCT02080078T	CPCT02160058T	CPCT02180009T	CPCT02190055T	CPCT02040280TII	CPCT02130146T	DRUP01010106T	CPCT02020789T	CPCT02020599T	CPCT02060225T	CPCT02010635T	WIDE01010028T	CPCT02110059T	CPCT02180068T	CPCT02020428T	CPCT02390002T	DRUP01340015T	CPCT02010794T	CPCT02090032T	CPCT02370012T	CPCT02070353T
Del3:U3:R4	15	1	0	2	27	0	0	0	0	0	4	0	0	12	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	29	0	2	1	46	0	0	0	1	0	2	1	0	1	6	19	1	0	0	0	1	0	0	2	1	1	0	2	0	0	0	0	0	1	0	71	22	1	0	2	0	1	8	1	1	2	1	0	1	1	0	0	1	0	1	5	2	29	0	0	6	1	1	0	0	1	1	0	0	0	43	0	14	0	1	33	0	28	0	1	0	16	0	1	0	1	17	0	1	44	0	1	49	2	0	0	58	0	1	0	0	0	1	1	2	11	0	0	0	12	0	0	0	1	1	0	0	1	2	0	1	1	4	0	4	2	0	4	3	1	5	1	0	48	1	2	1	0	0	0	0	2	1	0	24	0	0	0	20	0	0	3	0	1	1	0	30	14	3	15	0	1	1	3	0	44	1	1	0	17	0	1	0	0	7	1	1	4	0	1	0	3	2	0	1	0	4	0	0	1	1	1	1	36	57	2	0	10	0	14	17	1	12	0	1	35	1	0	4	2	0	0	0	2	3	2	1	0	2	2	3	0	0	3	0	0	0	1	0	0	0	0
Del3:U3:R(5,9)	41	0	0	1	26	3	0	1	0	1	4	1	0	7	0	0	1	0	0	1	0	3	0	1	3	0	1	0	0	1	42	0	0	0	62	6	0	0	3	0	0	0	0	1	2	30	0	1	1	11	1	0	1	9	1	3	0	2	1	41	1	0	2	0	5	144	53	0	1	0	2	0	10	0	8	0	0	0	0	0	1	1	1	0	1	1	4	77	0	0	13	0	2	0	1	0	0	1	0	3	107	0	59	0	0	84	2	79	1	3	1	50	2	1	1	1	30	0	1	66	7	2	130	0	0	0	117	1	1	0	2	0	1	0	0	9	0	0	1	42	0	0	0	1	2	0	1	3	1	0	0	2	1	0	2	1	0	2	6	3	3	1	0	137	1	4	0	0	0	2	1	1	0	1	42	0	0	0	53	4	0	4	1	2	0	2	101	19	1	35	0	2	1	1	0	92	1	1	1	32	0	0	2	0	6	0	1	5	0	0	1	2	0	1	0	1	8	0	1	6	1	4	0	84	189	0	0	42	0	11	33	0	24	1	0	99	0	1	2	1	3	0	1	3	1	1	13	0	2	3	2	0	1	0	1	0	1	0	1	0	1	3
Del4:U1:R(5,9)	1	0	0	0	3	0	0	1	2	7	1	0	0	5	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	4	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	4	2	3	1	1	0	0	0	0	1	0	1	2	0	0	0	1	0	2	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	1	1	1	0	0	0	0	1	0	0	3	0	0	0	4	4	0	0	1	2	0	0	0	0	0	1	2	4	4	2	5	0	0	0	1	1	1	0	0	1	0	0	3	0	0	1	1	1	1	1	0	4	11	0	2	1	1	1	1	1	0	0	1	0	2	0	7	0	1	1	1	0	0	0	2	4	1	3	0	1	1	1	0	1	3	3	7	1	0	0	0	0	2	0	0	1	1	0	0	1	0	1	1	0	0	2	0	1	0	0	0	2	2	0	0	1	0	1	2	1	1	0	0	2	1	1	0	0	2	0	0	1	0	1	4	0	1	1	2	0	2	0	1	0	0	1	2	0	4	0
Del4:U2:R3	1	0	0	1	2	0	0	0	0	3	0	0	0	7	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	4	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3	1	2	1	1	1	0	0	0	1	3	2	1	0	0	2	0	2	0	1	1	1	0	0	1	1	3	0	0	2	0	0	3	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	3	0	0	2	3	0	0	0	1	1	0	1	1	0	2	0	0	0	1	0	0	1	0	0	1	0	2	2	1	2	0	0	1	0	0	3	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	1	0	1	1	0	2	0	0	0	0	0	4	0	0	0	0	1	1	1	2	2	0	3	0	2	0	2	1	1	0	0	0	1	0	0	1	2	0
Del4:U2:R4	4	0	0	2	4	2	0	0	0	2	2	0	0	11	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	18	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	6	5	0	1	1	1	0	0	0	1	0	0	1	3	0	1	1	0	0	0	1	4	6	1	3	2	1	1	0	2	0	0	0	0	1	13	0	4	0	0	6	1	8	0	2	3	4	1	1	0	0	4	0	0	12	1	0	13	0	0	1	19	1	1	0	0	2	1	1	1	6	1	0	0	3	2	0	0	0	2	0	1	1	1	0	0	0	1	0	1	0	0	2	1	2	3	0	1	5	7	1	1	1	2	0	2	2	1	0	8	0	0	0	7	1	0	2	0	1	0	1	12	8	0	22	1	1	1	2	0	25	1	0	1	10	0	0	1	1	6	0	0	7	1	1	1	1	0	1	0	0	4	0	0	0	2	0	0	10	12	1	1	3	0	4	3	0	5	1	0	7	3	1	0	3	0	2	2	2	1	1	1	0	4	2	2	1	4	2	2	0	0	1	2	0	2	0
Del4:U2:R(5,9)	10	0	0	1	11	0	1	1	0	1	1	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	13	0	1	0	21	0	0	0	0	0	2	1	1	0	4	10	0	0	0	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	60	12	0	0	0	0	2	2	1	0	0	0	1	4	0	0	2	0	1	1	2	4	18	0	1	3	0	0	1	3	2	1	0	0	0	22	0	4	0	0	14	0	20	0	2	2	16	0	2	0	0	6	0	0	26	0	0	139	0	0	0	95	1	0	0	2	5	0	0	1	13	1	1	0	23	0	2	1	2	8	1	1	2	0	1	0	3	2	1	9	2	1	12	3	0	7	2	3	256	17	2	1	0	1	2	1	7	2	0	52	3	1	1	46	7	1	2	0	2	3	0	108	17	0	44	0	0	1	3	1	93	2	1	4	33	0	4	1	1	17	1	2	14	1	1	2	0	1	4	0	3	13	0	1	1	3	2	1	62	134	0	0	21	1	10	33	2	16	0	0	73	4	0	1	6	1	3	0	3	0	1	8	1	3	2	1	1	2	2	5	0	1	4	1	0	11	0
Del4:U4:R2	47	2	0	8	42	3	1	0	8	26	30	0	0	113	4	2	1	0	3	3	10	5	8	3	7	0	9	0	8	1	58	0	2	24	168	3	9	0	7	0	9	7	4	3	52	39	2	6	1	0	7	5	4	19	7	4	2	14	5	5	0	0	9	24	1	184	56	8	4	2	0	4	26	5	12	10	5	3	23	6	9	20	10	7	16	26	30	41	5	5	43	4	19	3	17	16	10	3	0	2	145	3	66	8	10	86	7	68	6	21	28	53	13	11	5	6	72	4	2	114	4	1	110	12	4	6	164	10	5	1	5	15	23	1	7	71	1	9	5	28	9	6	4	4	6	3	6	14	3	6	12	10	16	0	12	26	3	16	14	5	44	14	2	94	71	7	6	4	9	15	6	38	7	3	113	7	9	0	72	12	3	17	7	1	9	5	74	33	9	30	2	8	6	19	7	117	6	12	16	61	6	7	8	6	63	1	5	23	3	10	7	13	5	16	0	2	18	10	3	15	6	22	2	112	106	10	8	33	5	38	73	6	44	1	3	50	13	8	3	11	10	5	10	17	7	8	15	2	9	23	29	2	12	7	17	0	5	4	9	1	37	22
Del4:U4:R3	13	0	0	3	13	0	1	0	1	8	4	1	0	24	1	2	0	0	0	1	1	0	3	0	3	0	0	0	0	0	19	0	1	11	33	1	2	0	1	0	2	1	0	0	12	12	0	0	2	0	1	0	0	3	1	2	2	2	1	1	0	0	5	3	0	58	15	0	3	2	0	5	5	2	5	0	1	0	7	0	2	6	1	3	5	4	4	15	2	1	13	2	3	0	1	6	1	2	0	0	36	0	17	2	0	19	0	20	1	3	6	15	3	1	2	0	20	0	2	26	0	0	36	1	1	3	61	2	2	0	0	6	5	2	1	27	0	4	4	25	0	3	1	2	5	3	2	1	3	0	2	2	2	2	8	9	0	4	3	1	8	10	2	29	18	3	3	0	2	0	0	12	1	0	28	1	2	0	24	7	3	1	0	1	2	1	27	15	1	31	1	1	1	3	1	47	0	0	4	17	2	5	4	3	16	0	0	7	0	1	3	4	2	7	2	4	8	0	1	5	1	5	1	43	46	2	1	14	1	15	26	0	15	0	0	27	2	2	3	6	4	2	1	6	1	3	5	2	4	10	7	1	4	1	3	0	0	0	1	1	7	1
Del4:U4:R4	12	0	0	3	3	0	0	0	0	4	2	0	0	6	0	0	0	0	1	1	0	1	0	1	0	0	1	0	3	1	13	0	0	6	25	1	1	0	1	0	4	0	0	0	1	11	0	0	1	0	1	0	0	0	2	0	1	2	0	9	0	0	2	6	3	48	11	0	0	3	0	0	1	0	3	0	0	1	1	0	1	2	0	0	0	1	5	20	0	0	4	0	8	0	1	0	1	1	0	0	26	0	11	0	1	16	2	22	0	4	5	10	1	0	1	2	13	0	0	24	3	1	26	1	0	0	44	1	4	0	1	2	7	0	1	13	1	1	3	28	0	0	0	0	6	1	0	1	0	0	1	1	3	1	5	3	0	2	2	1	6	5	1	34	13	0	0	0	2	0	0	6	0	2	19	1	1	0	14	5	0	6	0	0	0	0	18	3	3	20	0	0	1	1	0	26	1	0	0	9	0	1	2	1	13	0	1	7	0	2	0	1	2	1	1	0	2	0	0	0	0	2	1	23	31	0	3	16	0	5	13	0	12	0	1	25	0	1	0	1	1	0	3	2	3	0	2	1	2	3	5	0	3	0	1	0	0	1	2	0	4	4
Del4:U4:R(5,9)	33	2	0	0	27	0	0	0	1	2	2	0	0	7	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	29	0	0	3	32	2	1	0	1	1	2	1	0	2	1	13	0	0	0	2	0	0	1	2	1	0	0	0	0	8	0	0	1	3	1	72	31	0	1	0	1	1	6	0	4	0	0	0	2	0	1	2	0	0	0	4	2	45	1	0	9	0	2	0	0	2	0	1	1	0	53	0	21	1	0	32	1	40	0	0	6	28	2	0	0	1	20	0	0	39	5	0	85	0	0	0	92	0	1	0	1	1	1	0	1	7	0	0	2	36	0	0	1	0	6	0	0	1	0	0	2	0	5	1	8	5	0	11	13	1	2	4	0	86	10	0	2	0	1	1	2	3	0	0	43	4	1	0	37	1	0	4	0	0	0	0	74	19	1	12	0	1	1	0	0	95	1	1	1	28	0	2	0	1	3	0	1	7	0	1	1	1	1	0	1	1	2	0	0	2	1	3	0	67	99	1	1	33	0	5	36	0	20	0	1	64	0	1	2	1	2	2	2	4	1	1	8	0	0	4	5	0	2	0	2	1	0	0	1	0	1	4
Del5:U1:R(5,9)	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0
Del5:U5:R2	2	0	0	1	4	0	1	0	2	6	4	0	0	14	0	0	0	0	0	0	0	2	0	2	2	0	1	0	4	2	5	0	0	11	14	2	2	0	0	0	2	0	1	0	10	8	1	2	2	0	2	0	0	0	0	0	2	7	1	2	0	0	4	3	3	16	7	2	1	3	2	0	2	0	4	1	0	3	6	0	1	8	1	5	5	7	11	5	1	1	5	5	4	1	4	2	0	0	0	0	12	3	5	0	2	8	0	8	3	6	3	4	2	3	2	1	7	0	1	13	0	0	16	2	1	1	14	6	0	0	0	3	8	0	0	19	1	5	1	6	2	3	0	1	2	0	4	4	1	2	0	0	1	1	2	12	0	3	3	1	15	3	1	16	33	4	0	2	3	2	0	6	3	0	15	2	1	1	6	1	2	0	0	1	3	1	10	2	0	3	2	5	5	4	0	21	2	8	3	8	3	3	3	1	10	0	1	3	0	1	1	2	3	0	0	3	4	1	2	4	4	3	0	14	12	2	1	10	1	2	14	1	4	1	0	14	2	0	1	3	2	3	1	9	5	2	7	1	2	10	6	0	2	0	3	0	1	0	3	1	5	5
Del5:U5:R3	0	1	0	0	3	0	0	0	1	3	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	4	1	0	0	0	0	1	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	12	3	1	0	0	0	0	2	0	0	0	2	1	0	0	1	0	1	0	1	1	2	5	0	0	3	0	0	0	0	0	0	0	0	0	6	0	6	0	0	10	0	5	0	0	2	2	0	0	1	0	3	0	1	5	0	0	15	0	0	0	16	1	1	0	1	1	0	0	0	2	1	1	2	6	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	4	0	0	5	8	1	0	0	0	1	0	0	0	1	3	1	1	0	8	1	0	1	0	0	0	0	6	4	1	4	0	0	1	0	0	12	1	3	0	4	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	9	10	0	0	2	0	0	4	0	5	0	0	3	1	1	0	0	0	1	0	4	0	0	2	0	0	0	2	1	2	0	1	0	0	0	1	1	4	1
Del5:U5:R4	5	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	17	9	0	0	0	0	0	6	0	0	0	0	0	0	0	1	1	0	0	1	0	1	8	0	0	3	0	0	0	1	1	0	0	0	0	9	0	6	0	0	6	0	10	1	0	1	2	0	0	0	0	5	0	0	7	0	0	12	0	0	0	10	0	1	0	0	0	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	12	0	2	0	0	0	1	0	0	2	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	7	8	0	1	4	0	1	1	0	1	0	0	3	0	1	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0
Del5:U5:R(5,9)	8	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	12	0	4	0	0	3	0	4	0	0	0	5	0	0	0	0	4	0	0	6	0	0	14	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	1	4	1	0	1	1	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	9	1	0	2	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	10	0	1	6	0	3	0	0	8	0	1	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0
Del(6,):U1:R(7,9)	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	2	0	0	18	1	0	0	1	1	0	0	0	0	1	0	0	3	0	0	0	2	2	0	1	2	0	0	0	0	0	2	1	0	0	0	4	1	1	0	0	29	2	0	0	0	0	0	0	0	0	1	7	0	1	0	3	0	1	1	1	0	0	1	11	3	1	28	1	0	1	0	0	17	0	2	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	4	15	1	1	5	2	0	4	0	3	0	0	9	0	1	1	2	0	0	1	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	0	2	1
Del(6,):U3:R(3,9)	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	2	1	0	4	0	0	1	7	1	1	0	1	0	1	0	0	1	0	0	0	5	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	1	2	0	3	1	1	10	0	0	0	0	0	0	0	1	0	1	2	0	2	0	3	3	0	0	0	0	0	0	5	0	0	2	0	0	0	1	0	5	0	4	1	2	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	6	5	0	1	4	0	1	3	0	1	0	0	5	2	0	1	1	2	0	0	0	1	1	2	0	0	1	2	0	3	0	2	0	0	0	0	0	0	0
Del(6,):U(4,):R(2,9)	3	1	1	5	8	2	0	0	3	4	4	0	0	0	2	0	2	0	0	0	1	1	5	2	3	0	0	0	4	1	9	0	1	1	19	1	5	0	4	0	6	1	0	1	2	7	2	0	0	0	1	1	0	0	5	2	2	8	2	0	0	0	9	0	9	30	11	2	7	8	2	5	9	3	3	0	1	9	0	1	10	2	1	2	2	4	3	23	2	2	3	3	0	3	9	7	10	1	0	0	15	2	12	1	2	28	0	25	2	2	2	7	1	3	3	2	14	0	0	34	1	0	29	0	0	3	29	11	17	1	2	0	9	2	5	1	3	2	3	42	1	21	0	4	6	3	7	9	3	1	2	6	7	15	10	1	1	8	6	7	32	2	4	77	8	5	3	7	3	3	3	5	6	0	7	7	6	8	21	13	1	2	2	5	5	3	12	8	1	9	3	5	5	10	7	41	5	10	3	7	3	5	12	5	4	1	2	3	2	2	5	6	3	7	2	0	6	3	1	6	3	2	1	36	34	5	4	23	1	3	12	3	7	12	2	15	4	7	9	5	5	2	4	10	1	7	26	1	3	7	3	2	5	3	16	1	1	0	5	1	10	1
Ins(2,4):M	23	5	1	63	18	2	20	7	9	1	5	1	0	2	7	6	1	0	2	2	0	8	49	9	6	0	4	0	7	77	49	0	19	2	21	0	7	0	183	0	13	3	5	1	5	43	2	46	0	0	4	0	0	1	3	89	23	3	8	0	0	0	12	0	11	77	44	7	5	2	3	8	128	1	3	11	1	4	0	1	21	1	82	2	1	15	7	62	3	3	14	3	0	6	2	0	11	3	1	1	44	4	37	2	9	91	1	34	10	3	3	56	1	32	3	2	25	2	0	58	1	3	234	18	12	90	512	10	196	6	11	6	15	9	15	6	21	51	12	1403	5	26	2	30	133	25	14	91	14	5	11	486	35	4	411	3	16	28	452	125	33	6	346	173	17	36	6	40	48	13	9	6	22	10	158	17	15	27	313	51	13	49	11	8	16	8	176	147	20	579	14	13	24	41	16	548	8	19	6	87	10	29	22	16	9	13	17	193	7	4	39	20	19	30	16	10	191	15	30	44	15	10	18	158	186	56	8	167	8	5	167	5	108	8	8	351	2	27	24	54	10	10	10	9	15	41	353	14	24	14	8	13	18	13	28	7	12	13	30	27	57	7
Ins(5,):M	12	4	2	5	3	1	15	10	11	4	0	2	1	0	3	2	0	0	0	2	1	8	12	1	10	0	2	0	12	11	14	1	8	0	10	2	4	0	40	0	9	2	1	2	3	9	3	14	0	0	1	0	1	0	1	21	3	6	24	1	0	0	4	1	11	7	7	3	9	4	6	9	34	5	5	1	2	4	0	3	7	0	13	0	4	3	2	16	3	4	4	9	1	2	1	3	3	1	0	3	14	2	8	1	6	31	1	6	3	1	3	13	1	16	1	2	16	2	1	13	0	0	303	24	33	52	548	22	306	27	13	19	21	6	15	9	46	44	22	1786	12	34	12	24	159	25	20	20	19	12	24	539	40	17	480	12	10	103	492	68	63	14	376	206	27	43	17	40	40	14	18	15	33	12	161	23	29	49	357	65	20	38	11	8	33	35	228	141	22	494	35	34	42	49	23	508	12	53	15	98	19	31	18	38	16	13	19	203	31	9	43	31	27	46	26	34	147	15	36	46	27	20	33	218	151	59	11	220	26	14	179	23	134	18	33	335	11	36	28	62	18	12	18	24	24	59	471	25	29	15	25	41	23	26	44	6	21	25	48	28	50	15
Ins2:U1:R0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	2	0	4	0	0	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	4	4	5	1	0	0	0	2	4	0	1	0	0	0	0	1	2	1	3	2	1	0	0	0	2	1	0	0	1	3	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	1	1	0	0	0	0	3	1	0	1	0	0	7	0	0	3	31	1	9	1	2	0	0	8	0	1	0	6	3	63	1	0	0	2	7	6	2	6	2	1	1	10	3	1	77	0	0	0	56	0	5	2	11	3	1	2	0	4	5	0	2	0	5	1	7	1	0	1	23	4	0	1	1	1	0	3	5	2	1	11	1	2	3	4	0	12	1	0	0	1	2	3	2	3	1	1	1	5	1	1	3	1	1	7	3	0	6	1	3	1	4	1	5	6	1	4	0	6	1	0	5	3	3	0	0	8	0	2	0	3	2	0	0	3	0	5	18	1	2	3	0	0	0	1	0	2	0	17	1	4	3	0
