hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24
C[Del(T):R1]G	7.28778674664133e-05	0.0112009537687196	0.00397342317208835	0.0059296804170139	0.0109882033959433	0.00186575485283493	0.00157408850605966	0.000821969993525109	1.75217860425154e-05	0.000383703280530338	0.00943109079105792	5.33195624155355e-05	0.00801868338574908	0.000292669248918051	0.0091794764424409	0.0035277966184706	0.0106492720223275	0.000649528570621578	0.00199312938496745	0.0095140454434403	0.000289956971731119	0.0078776907131221	0.000859427645178655	0.000971828453741043
C[Del(T):R2]A	0.000154479355387852	0.00568511668495181	0.0234446897035874	0.00793428370098478	0.00623037776663384	0.000510669622910583	0.00298189822391866	0.00158228407659468	0.000315959293458305	2.75073412026528e-06	0.00466146806011614	0.000192152341365807	0.00413900005760912	0.000633947506628765	0.00589926799415642	0.00124667861544483	0.00117526689086103	0.000378731961572767	0.000854887883625533	0.00542559081312831	0.000535667901827652	0.000810848146372727	0.00105370230164283	0.000696024624411183
C[Del(T):R2]C	0.000172087992111859	0.00596154022145246	0.00284159939519369	0.00607429007202434	0.00600443096811028	0.000366984228006084	0.000773413929640085	0.000294813999365514	0.000450402435426771	3.08854357363119e-06	0.00350304573181939	0.000341525471851946	0.00402550580629891	0.000410665734927499	0.00800761792476517	0.00269171334551577	0.00307785563502865	0.000226041452687898	0.000884695374213274	0.00325140193795241	0.000638520934909465	0.00262066050829502	0.000710245347469725	0.00149815150937446
C[Del(T):R2]G	0.000168301669877901	0.00532473207462115	0.00128378236182071	0.00922886660675125	0.00507680342768519	0.00028112487366315	0.000667086250045884	0.000663362102101752	0.000387061328131681	1.9303397335195e-06	0.0033081873286781	0.00014571904149765	0.00428511206191938	0.000497295020450312	0.00539675168520142	0.00178160948678497	0.00194135446521791	0.000156825509291669	0.000549676363311728	0.00443611672089966	0.000505138580481402	0.000903599515210947	0.000836804722745907	0.000815001866872377
C[Del(T):R3]A	0.000257832757972572	0.0044414206613208	0.00694756718982843	0.00388573076189112	0.00330602901150522	0.000314934926790678	0.00232273355335985	0.00335350754258665	0.000926550254944972	0.000192406612938556	0.00387377387025268	0.000331181009622678	0.0100170126224519	0.00156012513081245	0.00799295509362306	0.00174328347401498	0.00171035917088809	0.000408567524122238	0.000899518284068545	0.00173635327242015	0.000432752235319866	0.00131596570643329	0.00132880057325667	0.000978343504827575
C[Del(T):R3]C	0.000212680806429052	0.0042759995091937	0.00129381897117741	0.00175506731921589	0.00288637520770294	0.0018322380352072	0.000725289404493217	0.000779859537145149	0.00077410773140302	3.18506056030717e-06	0.00367983991081582	0.000437692052984049	0.00558477521469269	0.000954532289082414	0.00938757592839566	0.00151063924556713	0.002229806867838	0.000212205755827039	0.000690089829743799	0.00344821792030762	0.00120196228734051	0.00284145052103552	0.00086288650893602	0.00120094108361742
C[Del(T):R3]G	0.000164558936294429	0.00410426072976541	0.00149694380414331	0.00458537127604898	0.00319531893626219	0.000702562933983042	0.000318834276726507	0.00133703419320092	0.000614411725734438	0.000193854367738695	0.00350490685194266	0.00020103516799968	0.00888626494847372	0.00180521709354906	0.00802555924446087	0.00246872718154665	0.00106830461706004	0.000311353930397095	0.000771516521837507	0.00255798720118508	0.000491269750444272	0.00201144767673808	0.00112203462800133	0.000600005181016816
C[Del(T):R4]A	0.00237554257502823	0.00471878347845889	0.0123229160053383	0.00431502782309026	0.00155836564836115	0.000923589191961136	0.000330995574812308	0.00143922277807904	0.00678643847191996	0.000190476273205036	0.00278517412836471	0.000616508853092897	0.0120413399915136	0.00197886757753167	0.00649813727435409	0.00259545028828614	0.00617706050773716	0.000633955255237933	0.00161230208580329	0.00145609456943508	0.00412001781294635	0.00230744031829735	0.00176430733373456	0.000944217046755264
C[Del(T):R4]C	0.00285420132671223	0.00370896833355258	0.00136553583044818	0.00306455933952161	0.00155828182154564	0.000817584558781592	0.000890452477273156	0.00132554086773546	0.00381994338045281	2.46118316023736e-06	0.00363915215510676	0.000556318096538183	0.00586513194117974	0.00130541713559187	0.00707466930058921	0.00210121599398616	0.00313822989624076	0.000240163530348408	0.00211061792101257	0.0076641757009642	0.00597561358612065	0.00183737643942372	0.00138138739521366	0.00105481779496235
C[Del(T):R4]G	0.0020814016492739	0.00438856521681999	0.0014154290317746	0.0063563161787144	0.00108983242843543	0.000169724707287192	7.64636968330455e-05	0.00124106152517218	0.00237711235652769	3.04028508029321e-06	0.00303340386454341	0.00027224093094856	0.0129138829796492	0.00314408140129915	0.00609424963912917	0.00125886603797261	0.00286663215494689	0.000305326641668539	0.00169602450435324	0.00316900941174696	0.00353095938929189	0.00214325302190909	0.00200035656838886	0.00104907834519564
C[Del(T):R5]A	0.00514072056252035	0.00364062119196289	0.00439286933118337	0.00313954801991105	0.000386533828994587	0.000704161067456979	0.00121973728844037	0.00217990979766143	0.00794932389039409	0.000189945429778318	0.00240129057933236	0.00160545601745995	0.00718682211194127	0.00101226861964847	0.00353667292809396	0.00114931534417593	0.00155276808748797	0.000641523200167152	0.00260388038651737	0.00076301398543915	0.0142174208432052	0.00107637138658376	0.00272384978264778	0.0010146416465954
C[Del(T):R5]C	0.00671630419664364	0.00324613779944978	0.00085998283762533	0.00249348638987689	0.00100431231125292	0.000664750216283174	0.000510774519603622	0.000767250883054638	0.00333394515310832	0.00019134492608512	0.00121101426267222	0.000831632982759533	0.0050602755611206	0.00071771299460602	0.00343152808831756	0.000429701636811111	0.00949926551491563	0.000549459627404539	0.00311324989055921	9.56631648410946e-05	0.0141206611477074	0.000489714963787255	0.00241686981031388	0.00275695245145085
C[Del(T):R5]G	0.00468068123302293	0.00247837720484268	0.000844120902905881	0.0032985228548673	0.00111664862671683	0.000821601885128922	0.000572957059051507	0.000948083737567418	0.00233562124477455	1.64078877349157e-06	0.00134684981871161	0.000102811749148283	0.00543958113988486	0.00115832937723587	0.00309420912346268	0.00106212054596069	0.0023328579958697	0.000457162841585668	0.00108635438809659	1.43685691702442e-05	0.00798407070920097	0.000515366491419673	0.00224126464616983	0.000954454984176957
C[Del(T):R6]A	0.0116444393765373	0.00133103464769843	0.00180271371162299	0.0019204658890537	0.00134972908724024	0.000904748811098659	0.000417203186319603	0.00266612507034051	0.0151662251843228	0.000190814082658402	0.00164666316409102	0.00610589982351956	0.00451737783666126	0.000357875534499894	0.00167835682013771	0.00143447494377651	0.000785189523859923	0.00106908610897521	0.00258191624305779	0.00160732256654915	0.0204649171838473	0.00148091218292223	0.00594145663016237	0.00100967779814852
C[Del(T):R6]C	0.00645575127126653	0.00187889902992093	0.000752745701752423	0.00149444039543366	0.000716551618972855	0.00140568301541571	0.000864419117456457	0.000804015922975514	0.00652465642150623	2.94376809361723e-06	0.00179678303551785	0.00254616920717894	0.00440874959873485	0.000279603910404349	0.00171903573086889	0.000964768617104565	0.00130025068715698	0.000747283508643112	0.00311177637599273	0.00707329812890678	0.0104269711701025	0.0015025780150261	0.00444871738750579	0.0017407596022158
C[Del(T):R6]G	0.0054721498116565	0.0013912193762144	0.000438610058727407	0.00153153673470635	0.000224999555508311	0.000400163824809031	0.000114286449595306	0.00185744380933582	0.00567404385598572	2.02685672019547e-06	0.00130541761495324	0.00054426336997822	0.00580054786902008	0.000568106133215301	0.00163379308509201	0.000772083708866442	0.00196371930428539	0.000303284516979032	0.000824669287092913	0.0014292191393924	0.0111593706629149	0.000700664834453625	0.00277171884467036	0.00139018780565479
C[Del(T):R7]A	0.0275689131380641	0.000857017988880815	0.000889967634321787	0.000635567672389967	0.000589336043756055	0.00222933754904327	0.000655780333782632	0.00621085706584895	0.0143507158903287	0.000771556791487742	0.00107804815193087	0.01885285398778	0.00261388815492913	0.000448275211350207	0.000467541229821185	0.000641056156478475	0.000965080620707045	0.00303700917078443	0.00160783535042465	6.9169623680013e-05	0.02912958954258	0.000610877187931501	0.0153652495400048	0.00113594569301607
C[Del(T):R7]C	0.0277039543114792	0.0012195320642183	0.000200925417438695	0.000969339205622902	0.000963983230311434	0.00616656661960139	0.000588800218025669	0.00159263487029789	0.0103995382128811	0.000186084750311279	0.000596009302350209	0.0040840735506785	0.00402447930448975	0.000203660154717642	0.000916212202466767	0.00103903873596159	0.000759410535446876	0.00141598871762118	0.00765497284120958	0.00270434611505873	0.0281096936769141	0.00659764006529766	0.0152077464346824	0.00129928733097127
C[Del(T):R7]G	0.0319319497381486	0.000857685457142016	0.000111562084751982	0.000841373949171764	0.0013434839894848	0.00146825947107412	0.000507910850023785	0.0017164907539529	0.0121008976676652	2.21989069354742e-06	0.000459135713115306	0.0029473806439109	0.0025593486661777	0.000462157428636178	0.000774969007691727	0.00073148354233487	0.000827607088197569	0.00130101105581294	0.00272865796954026	0.00459865817613116	0.0300707641394288	0.0015248278318228	0.0127432540703412	0.00101929525451435
C[Del(T):R8]A	0.0483749929622001	0.000265255103715641	0.000322359297463943	0.00032499959291139	0.00198537944656514	0.00241953009421686	0.000401843504027751	0.00236887639019592	0.00157090125052718	0.000571091010161743	0.00013873820441944	0.0082299878486096	0.000982398422135117	0.000427836715594313	0.000233973698522832	0.000283180348571173	0.000733804415355124	0.00417438682943548	0.000606164167805372	0.000818005984389719	0.00108625150666943	0.00410898929681615	0.0219492579415555	0.000834702140395938
C[Del(T):R8]C	0.0426929531958171	0.000327707615962438	0.000279894096380559	0.000222888476355332	0.000857062127129418	0.00270527342700194	0.000723727402904215	0.00410653118488759	0.000534802520665633	0.00038389631450369	0.000164973881800366	0.00189754204200784	0.00279404909264643	0.000163777111076161	0.000307149873980108	0.000422056850600109	0.000830848369221841	0.00184674531610638	0.00133794660719506	0.00831014074419259	0.00258679628326092	0.00479743425157237	0.0204185301114284	0.00288771883397339
C[Del(T):R8]G	0.0501066475264897	0.000217726538446389	8.89086731462054e-05	0.000168163349576184	0.0001535707260129	0.00150947372057173	0.000296817492424385	0.00184376063132606	0.000577218973760036	0.000186856886204687	0.000190375987069741	0.000721806889594172	0.000481192463463198	0.000372487276469771	0.000134276163675706	0.000353242432288319	0.00059671983656856	0.00212527420674582	0.000400698959555984	0.000710361055888388	0.00324093083650251	0.000640076422572842	0.0150558184410011	0.00128144850061528
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	3.21648898424798e-05	0.00341001010353945	0.00335473951909876	0.00353419246749876	0.00331788212321823	0.000669075439905299	0.00165910602111819	0.0015186559386924	2.10888276644585e-05	0.000193854367738695	0.00258843363473256	0.000255605408295811	0.00626374036005406	0.0009199636793033	0.00581176713634678	0.00117478473206436	0.0025018367799351	0.000152789594224834	0.000852661444688095	0.00365945020794327	7.10889384806437e-05	0.00266388997518153	0.00093885748241803	0.00110786892523839
G[Del(T):R1]C	4.65232269263219e-05	0.00255542555918682	0.00186156938914166	0.00153067439937528	0.00427409460773196	0.000613873857066989	0.000343640349580418	0.00129044882075216	2.49991410742873e-05	1.97859822685748e-06	0.00189448747316306	0.000144830005413853	0.00439687573646158	0.0018067186395004	0.00538771689368655	0.00254826017993173	0.00100099401445598	0.000124166014553217	0.000638004092277912	0.00186084904782213	7.2153706722204e-05	0.00195386678602535	0.00123020202624766	0.000495454123104372
G[Del(T):R1]G	0.00016520216340698	0.00349053250955634	0.00279673586503413	0.00276871464081867	0.00505618203106992	0.000751841159725289	0.000733545698606512	0.00235415949297269	4.10284410825168e-05	0.000192599646911908	0.00479686149090558	0.000733236277213837	0.00586382907349888	0.0014803307124738	0.00529386311407393	0.00283356723089839	0.00345142407734613	0.000322346361344101	0.000278683638949262	0.00095782505116595	0.000252045853752203	0.00530202622540939	0.000929707229663228	0.00170632290361556
G[Del(T):R2]A	0.000130312393873417	0.00350378859005951	0.0886239426089627	0.00154372086959943	0.00194790047735096	0.000415074849974121	0.00496694190994191	0.00391715654529516	0.000270886215222874	2.89550960027924e-06	0.00238714431886485	0.000124645872630015	0.00325630062368868	0.00044202821357152	0.00483940668770932	0.00150018721219407	0.00280139597219837	8.83055799907992e-05	0.000948814044110753	0.000108551914595134	0.000209401438296099	0.00133406923191092	0.00192483675104912	0.000644679817038751
G[Del(T):R2]C	3.72730084505812e-05	0.00257857142845655	0.001475608905205	0.000480620606764664	0.00384686285980764	0.000309598040694226	0.000743438375336858	0.00141748747145915	0.000162367555669953	3.71590398702503e-06	0.00192946429876616	0.000123447934178119	0.00196595494887544	0.000524400757977563	0.00515817994049141	0.00153145824421741	0.00229035399737141	0.0001859155150758	0.000961909385163945	0.000706828583733577	0.000288534298198278	0.00111349821343023	0.000754385782268433	0.000464585190575327
G[Del(T):R2]G	6.43474507594802e-05	0.00271321827284916	0.00195823569069777	0.00357425524031032	0.00500771336634249	0.0003397279882992	0.000502146320350088	0.00151283446733238	2.17604463798871e-05	2.36466617356138e-06	0.00226166812441303	5.3470246497535e-05	0.00281295712436836	0.000657223829795838	0.00411010137032193	0.000967916136649896	0.00163963441893847	0.000163127095241833	0.00132268025721947	0.00395140425792737	0.000424278827548793	0.00201207546028287	0.000648350135553429	0.00175952915415557
G[Del(T):R3]A	0.000256323648208508	0.00319417338486875	0.00351310312030172	0.00136220856909836	0.00285364083624659	0.00127012024385581	0.00130300684933978	0.00174742072094516	0.00479005930273858	2.94376809361723e-06	0.00287094118426149	0.0013607224656804	0.00533722377519005	0.00145627528527537	0.00549267128184573	0.000804693145597347	0.00212733917039066	0.000219661323480445	0.00132599220061811	0.00162159566349899	0.00112382261462163	0.00111195065399424	0.00107147258240791	0.000556261266578672
G[Del(T):R3]C	0.000450301389364908	0.00281450296268252	0.00182918058012477	0.000795341162529755	0.00254293674456165	0.000184797011977175	0.000571655391060672	0.000308415567963692	0.00551476574640674	3.66764549368704e-06	0.00268922071641294	0.00136650873442918	0.00338478443346855	0.00077209917783725	0.00634439812142878	0.000872327952980436	0.00256923381669981	0.000161383434930023	0.00113987668678559	0.00186261528389954	0.00157181266771777	0.00195374998908679	0.000673002485443994	0.000732322766179005
G[Del(T):R3]G	0.000323655154418708	0.00296052893466066	0.00106163571032884	0.00148480346644157	0.00360928089929139	0.000357087529887662	0.000469195524924952	0.000710613951411824	0.00295065981464338	2.99202658695522e-06	0.00257661858012839	0.000611875317571412	0.00603216549999143	0.00149506994419427	0.00520844750713447	0.00149381844742037	0.00145641560690643	0.000258888242886038	0.000714395891338823	0.00350511936366619	0.0014413203985168	0.00149805213365669	0.000881619566210889	0.00490629882895059
G[Del(T):R4]A	0.00198065767536006	0.0033683938595429	0.00795911078528188	0.00161334715089939	0.00379276941575954	0.00100236690898378	0.0010935126838434	0.0013820281821237	0.0170104454023087	2.50944165357534e-06	0.00284408688103677	0.00168742815806769	0.00945490088976979	0.00177488869843756	0.00485022744898159	0.00187161153216227	0.00292335457287166	0.000754433361771994	0.0014656019318321	1.2650069203039e-05	0.00518859774585879	0.0013815909862897	0.00161553123159015	0.00059612717441769
G[Del(T):R4]C	0.00196228918243167	0.00237508046008217	0.00175043354770891	0.000947825929117431	0.00290131314622668	0.00039146939223981	0.00103516076733997	0.00108662931530846	0.00813504885250062	2.02685672019547e-06	0.00168783323825456	0.00105521802363044	0.00487287975969066	0.00133343654966499	0.00481607442121598	0.000606836097133383	0.00436289390991171	0.000116171519319031	0.00208761908393891	0.00323918149374118	0.00576437788320673	0.000965618689589156	0.00134955375580085	0.00131666080053535
G[Del(T):R4]G	0.00197372118957489	0.00286360771806256	0.00158669359743945	0.00240770127114251	0.00149322383002893	0.000698589592960682	0.000450042410202667	0.000819467304903044	0.0068609732244722	1.39949630680163e-06	0.00253595528984818	0.000486822597919998	0.00915323767060287	0.00229699464090459	0.00513066551195462	0.00239190501981502	0.00116928132523621	0.00065488280405306	0.000968214549374741	0.00315750500918872	0.00402521764891835	0.0024482390277379	0.00173126596018147	0.000560449513705729
G[Del(T):R5]A	0.00599791729186928	0.00316558161793052	0.0029699895661887	0.000703479896385714	0.00310303399506808	0.00149921047807855	0.00058861426545555	0.00113256181246451	0.0250084243374205	0.000386357497663927	0.00286667371445771	0.00203162073817103	0.00926935410762431	0.00138251065995516	0.00351665413106349	0.00153769090003781	0.00259192278386972	0.000817294551474663	0.0019669479411969	0.00185884413119372	0.0137108685368232	0.00286270756385442	0.00381170817009898	0.00155259872202619
G[Del(T):R5]C	0.00415540854289673	0.00235717622710944	0.000563834662671634	0.000981173099704599	0.00145898057589341	0.00097953852532395	0.000510328233435336	0.00102806096092471	0.00710403950001598	0.000388191320410771	0.00159307513725521	0.00118991452452983	0.0043684265020263	0.000875953745216942	0.00244018466624124	0.000500098321705148	0.00233655305623737	0.000579918702581102	0.00228159642157126	0.00137885754313125	0.0104367419845544	0.00135617305253442	0.00264049287149652	0.000530976663552369
G[Del(T):R5]G	0.00496897303311092	0.00178810404611057	0.000972800919357964	0.00210980023434241	0.000484284278559895	0.00163777891351145	0.00058649440615619	0.000900206216101831	0.00928450189666618	0.000387515701504039	0.00165558605549893	0.000362591106515481	0.0097237325013931	0.0018142287301784	0.00284806984204394	0.00158933290540678	0.0046594927321728	0.000723913868705209	0.0027575185307044	0.00191846653283371	0.0112239188821974	0.000867056673057309	0.00305490536918522	0.00120264740652104
G[Del(T):R6]A	0.0094156385824002	0.00120011436706775	0.00189205999457693	0.000601780047449086	0.000977739210736498	0.000268369129421628	0.00119180721240845	0.000457175923721968	0.0159738093774748	0.000193516558285329	0.00181749476857046	0.00117502693722827	0.00408838891231967	0.000338749710990769	0.00083630025858821	0.000368520662297547	0.0011244652129406	0.000362886765683122	0.0014735930923337	0.00200830589223038	0.0186836136015106	0.00129086896425906	0.00377055063707937	0.00114013394014312
G[Del(T):R6]C	0.00515078129428077	0.00111163702606316	0.000453494475434765	0.000613754568523234	0.000202441759454778	0.000417625998822425	0.000333189815139715	0.000387209454852939	0.00629205247306279	3.47461152033509e-06	0.00142323787770548	0.00114927502761455	0.00287633703094419	0.000292940754868371	0.000896962985440572	0.000370698405550532	0.00164000176412122	0.000629890339583791	0.00160527171222905	0.00180275420170855	0.00968251921660616	0.000844631660852758	0.00376434297662017	0.000798248878364151
G[Del(T):R6]G	0.00493185317397285	0.00123843830376146	0.000686121029335333	0.000821802917165801	0.000139186044471517	0.000769098068888819	0.000521634149698588	0.000703201096525817	0.0108032407602951	2.50944165357534e-06	0.00164556396732338	0.00127476473110377	0.00515675686097194	0.000494509133307889	0.00124355577802377	0.000441429691621461	0.000969510371440217	0.000568986689524317	0.00170659777972211	0.00011681026165976	0.00875641243252031	0.00180512588476236	0.00312916008888892	0.00118077544930197
G[Del(T):R7]A	0.0156145325390077	0.000495192290448862	0.000527103855042899	0.000345610733993592	0.00068452139276678	0.00203852920932009	0.00010409624875277	0.00211531594838868	0.00741974507084846	1.9303397335195e-06	0.000334704541981527	0.00249915577359509	0.00150132469729465	0.000477718260971524	0.00048697895508075	0.00063578193453765	0.000866416026328191	0.0013265738651659	0.00111751991405281	0.00460438650935518	0.0177893603883487	0.0015973587306719	0.00593121957171778	0.00119256458936331
G[Del(T):R7]C	0.0146029059332796	0.000921969888303288	0.000287913154026257	0.000399393925257268	0.00085380964668766	0.00116766376022391	0.0003596694611247	0.00245675612490875	0.00567628258503715	2.17163220020943e-06	0.00105460852356144	0.00151212229706943	0.0022537768439682	0.000503825328785856	0.000581670333132372	0.000339761974704083	0.00089007737780538	0.000998205048524465	0.00151092982663103	0.00432503479246392	0.0170553145311964	0.00246499938842203	0.00770331748832135	0.0015907583069616
G[Del(T):R7]G	0.0154257948604825	0.000692388148523622	0.000217219278721626	0.000354531261326028	0.000488710334418782	0.0011102042640371	0.000105732631369819	0.00128810935095328	0.00816530154441559	0.000387177892050673	0.00112307153113837	0.00140607084015816	0.00282901924562579	0.000202215270877674	0.000547208307334744	0.0006026280619935	0.000474329065092032	0.000636107340487644	0.000465519742977302	0.00238284341286074	0.0149221274141047	0.00173218619662829	0.00583303187136754	0.000960039313679699
G[Del(T):R8]A	0.0250141446348893	0.000157998583391096	0.000137915288368638	0.00020214997497808	0.000639774638647956	0.00254504954990843	0.000522192007408945	0.00174227932801505	0.00163109321228993	0.000577364614295681	0.000742574696471186	0.00437934654356069	0.00116075969161648	0.000147508002348673	0.00011364325734889	0.000103499516580696	0.000747158493175126	0.00127924248996592	0.00026547281869807	0.00355906116819236	0.00196694905692403	0.00292732547011571	0.00917133616503837	0.000757607369205308
G[Del(T):R8]C	0.0172147201992219	0.000197813467261028	0.000137955071078432	0.0001195541702989	0.000241161365538489	0.0016513997024774	0.000352342929862001	0.00103362400248136	0.000756033725527818	0.000193564816778667	0.00032226037634977	0.00153155300944327	0.000777213212749639	0.000273574117385919	6.96780845287398e-05	0.000247672925376009	0.00069117076561586	0.00111672561541533	0.00054694181590309	0.00115769614457397	0.0036229142062542	0.00351444908066648	0.00931883786735825	0.00181661341129471
G[Del(T):R8]G	0.0189886463299082	0.000162307372479666	0.000130788500071185	6.5659538777056e-05	0.000231647021978192	0.00163522776466315	0.000330028621447688	0.000723127394522148	0.000886103883415827	0.00019110363361843	0.000322512020760804	0.000497038978679566	0.000187655716952128	0.000240927297550815	0.000187820275488498	0.000106284078917196	0.000526492081042657	0.00103900766650705	0.000304915893566925	0.000801393818040068	0.000792285995675967	0.000517366638992605	0.00671054297099079	0.000511586630556738
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	0.000554859959231936	0.00134774547958728	0.00720182985461289	0.000985227402430346	0.00060291598786855	0.000175838667458129	0.000555179993348105	0.285804510748041	8.55492994852625e-05	0.000188690708951531	0.00137593397102299	0.0425271766841156	0.00168197256535732	0.00168197700131646	0.000560794503824408	0.00116250089902799	0.00068414799006327	0.00138387177553692	0.000727066268943375	0.00222259329091884	0.000159133640135714	0.000278327104601265	0.00534613051942545	0.00165513321650709
A[Ins(C):R0]G	1.94640995486742e-05	0.000237618700987424	0.00042055439172501	0.000409818896074978	0.000119050843386201	4.92195786422862e-05	2.54011210782928e-05	0.010615793064212	2.219326732983e-05	0.000200031454885958	0.000216038474403312	0.000194179042268701	0.0002437349584173	6.33742106475044e-05	0.000168405870835122	0.000331964065920606	0.000220428718190689	7.54885287590855e-05	6.76015225091568e-05	1.30796941948403e-05	4.45771040290204e-05	5.44857718407428e-05	0.000156904664528936	0.00557517740716789
A[Ins(C):R0]T	6.35475401195123e-05	0.000733393216762923	0.00061684228185053	0.00126504593067287	7.96354747337637e-05	0.000151705385824169	0.000321511993736225	0.166203660203872	8.24150788132623e-05	1.68904726682956e-06	0.000343464913040648	0.00126784833173999	0.000477731309927184	0.000534392176949371	0.000147254081020574	0.000219549412898	0.000307316658181353	0.000237480976022548	9.89933876934567e-05	1.43685691702442e-05	0.000104293601879218	0.000238732942427606	0.00091613843737078	0.00116836582818476
A[Ins(C):R1]A	3.01963321408798e-05	0.000669303396829616	0.000999455334920205	0.000510571502817174	0.000599722186197648	0.000583392026862248	0.000246126821809871	0.00786717448032351	7.79823952914334e-05	0.0407818532236263	0.000932325067574607	0.000511278624428522	0.00084306725189114	0.000327844615473099	0.00103825670819569	0.00073055346448724	0.000396905665692244	0.000271880505999396	0.000224071216631137	0.000746258610758898	9.91397656847744e-05	0.00144839883514909	0.000172377304734447	0.0007935952704452
A[Ins(C):R1]G	1.94381819727105e-06	2.16179298766208e-05	5.85771985501112e-05	0.000222095127850752	1.39655474638369e-05	0.000100697070633072	7.69843640293795e-06	0.00038085752231759	1.31040273810294e-05	0.00600644511481926	0.000248355558384225	1.619853881495e-05	7.62440798893457e-05	2.08233259289568e-05	5.21176680674888e-05	7.87673855227009e-05	0.000164678684573203	1.71248468045486e-05	3.35305399312586e-05	1.6898583010852e-05	7.0775771350773e-06	8.84298821113021e-05	1.88555360901232e-05	0.000125182053019796
A[Ins(C):R1]T	3.096679098998e-05	0.000375197580657548	0.000540845939654733	0.000428652299705446	0.000358309340212631	0.000123745380917753	0.000192126195447234	0.00503136984172072	4.24164530944026e-05	0.0363724264288411	0.000725115117925071	0.000368641072407762	0.000364835851338981	0.000207222784970113	0.000894384115072702	0.000193654684530468	0.000421236881914449	0.000120365729258248	0.000253144259519598	2.36293745490728e-05	7.51243206398344e-05	0.000129177414053294	0.000449698799399863	0.000324356471950921
A[Ins(C):R2]A	1.81104952403927e-05	0.000431488476256972	0.000265111978069815	0.000489334173617644	0.000613930831426462	0.000114537786223872	4.60790468755561e-05	0.00141015622598473	5.26250575689176e-05	0.015789262108816	0.000521139847475701	7.9402977009655e-05	0.000564319369585758	4.91071631884697e-05	0.00129954272333499	0.000289696564710966	0.000578914399475224	4.15795920508409e-05	0.000195935864830435	1.12657220072347e-05	3.74905792616611e-05	0.00126348008216548	0.000101714780156612	0.00188517656796726
A[Ins(C):R2]G	2.87920707523058e-06	2.99476121049535e-05	5.99582269044022e-06	0.000243138763268226	5.19726256157195e-05	7.58013766996186e-05	1.75167321052356e-05	6.62804437789227e-05	6.56693855085755e-06	0.00154793943230928	0.000113255712740985	3.69176000898861e-07	0.000147628726534687	2.03653071953721e-05	8.30816029365805e-05	1.55788039477903e-05	0.000145771211931614	2.36258117924453e-05	9.8526851733537e-05	1.54664997048476e-05	1.18824556705217e-05	6.70998412058023e-05	3.32909822778503e-05	0.000593179889402354
A[Ins(C):R2]T	4.34944047534832e-06	0.000237691077063939	0.000324229084824279	0.000450059442631708	0.00071360091506693	0.000226978938624138	1.86324475259513e-05	0.000338611050251648	5.25952078482318e-05	0.0188944066041555	0.000394968135832271	0.000133136920650689	0.000352705363613426	0.000122678192961503	0.000959852830184103	0.000255323382793399	0.00143491510944542	8.61087855023241e-05	0.000152460256367423	1.50846108232465e-05	2.14922127414105e-05	0.000648266807889738	3.52568447809153e-05	0.00157586676162095
A[Ins(C):R3]A	9.17340820515773e-05	0.000236415649760007	0.000309367401093946	0.000678949772891255	0.000258018938137394	6.63885171558749e-05	8.18563213665044e-05	0.000706560683969567	5.02520047744031e-05	0.0046823768331049	0.000436868677800062	0.000144408089984254	0.000204270569952956	4.05016050239518e-05	0.000314668826092612	0.000117927065631726	0.000485046901012293	0.000322137315443933	0.000580259874110029	1.67553746802516e-05	0.000368642450019197	0.000208803726920231	0.000148955944455423	0.000703780637609435
A[Ins(C):R3]G	1.67733839349971e-05	0.000103140734106684	0.000212638583851015	0.000709954044717404	2.12668630946904e-05	4.60672970193814e-05	5.16948144931582e-06	7.16802665123995e-05	4.32820949942884e-06	0.00116616649151247	5.81543243777019e-05	1.30341730929598e-06	4.88246373331272e-05	7.03318457396399e-06	1.65518002435231e-05	3.82125886422319e-05	0.00016059467048262	1.74885625036856e-05	3.80342286532557e-05	0.00179989003509654	7.88107451400264e-05	6.70998412058023e-05	1.35191806204468e-05	0.000288523690974994
