MutationType	CPCT02060042T	CPCT02130027T	CPCT02290024T	CPCT02230080T	CPCT02070282T	CPCT02060201T	CPCT02010752T	CPCT02130046T	CPCT02190033T	WIDE01010213T	CPCT02440010T	WIDE01010272T	DRUP01070085T	CPCT02380045T	CPCT02150013T	CPCT02010769T	CPCT02450014T	CPCT02130122T	CPCT02230107T	DRUP01090017T	CPCT02020781T	CPCT02310016T	CPCT02300050T	CPCT02020808T	CPCT02050414T	CPCT02230042T	CPCT02040170T	CPCT02330059T	CPCT02330063T	CPCT02020512T	CPCT02110031T	CPCT02030347T	CPCT02050179T	CPCT02010591T	CPCT02170007T	CPCT02210025T	CPCT02030376T	CPCT02050110T	CPCT02030318T	CPCT02100056T	CPCT02030326T	CPCT02120007T	WIDE01010573T	WIDE01010693T
C[Del(T):R8]G	0	3	34	16	25	16	5	13	17	8	13	19	2196	7	6	13	1406	6	18	17	7	7	17	14	12	1	4	20	28	13	15	5049	30	3	6	11	7	13	21	6	10	12	14	8
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	1	2	2	0	1	1	0	1	0	3	3	0	5	0	0	0	2	0	2	3	7	1	1	1	2	1	2	3	3	0	0	10	2	1	2	3	0	1	4	0	2	2	6	1
G[Del(T):R1]C	0	0	2	1	2	0	3	2	2	3	4	0	8	1	0	2	2	1	2	9	9	3	7	1	0	1	1	3	1	1	2	8	0	1	2	12	4	2	2	1	2	3	4	3
G[Del(T):R1]G	1	0	2	1	1	2	2	2	4	1	5	0	20	2	2	3	14	1	4	4	5	3	4	1	2	1	2	3	5	0	4	40	2	3	3	4	1	2	1	2	4	4	8	3
G[Del(T):R2]A	0	2	15	2	4	2	1	4	7	10	15	0	29	10	2	7	5	0	7	19	3	16	5	2	2	2	0	11	16	0	1	16	3	7	8	16	2	4	8	8	10	21	2	10
G[Del(T):R2]C	0	0	6	0	2	1	0	1	3	2	3	0	16	2	0	2	4	1	3	6	2	5	4	1	0	0	1	2	4	1	0	11	0	0	2	0	0	0	3	1	2	6	3	3
G[Del(T):R2]G	0	2	9	0	3	0	0	3	0	4	8	0	15	5	0	3	3	0	1	6	5	5	4	2	0	0	1	4	6	0	1	12	5	4	5	4	4	4	5	3	7	9	4	3
G[Del(T):R3]A	0	1	4	0	1	1	0	1	3	3	3	1	28	2	0	2	12	2	3	2	5	1	2	0	4	0	1	2	1	1	1	48	2	0	1	4	1	1	5	2	0	1	4	0
G[Del(T):R3]C	1	1	1	1	0	0	0	0	0	2	1	1	24	0	1	1	15	0	0	4	1	0	1	1	1	1	0	1	1	0	1	57	1	2	1	3	0	1	2	3	4	2	1	2
G[Del(T):R3]G	0	0	4	1	2	1	0	0	2	1	1	0	30	2	3	1	7	0	1	2	6	1	1	0	4	0	0	2	1	0	2	47	2	1	4	1	3	4	2	1	2	4	4	1
G[Del(T):R4]A	0	2	6	1	3	1	2	3	4	7	1	1	112	0	1	5	48	0	5	1	7	1	3	1	1	0	1	4	1	3	2	325	3	2	2	4	3	7	4	2	4	3	4	4
G[Del(T):R4]C	0	2	4	0	0	0	1	1	4	6	4	2	83	3	0	4	28	1	1	9	5	4	0	2	0	0	2	3	4	1	1	297	3	1	4	3	3	1	4	1	5	3	2	2
G[Del(T):R4]G	0	0	12	0	0	1	1	1	4	5	6	3	89	4	3	2	33	1	5	9	7	4	7	1	1	0	1	5	5	0	2	251	2	2	3	8	2	4	3	1	3	9	4	1
G[Del(T):R5]A	0	0	9	4	5	2	2	1	4	3	4	0	297	3	4	1	104	0	1	5	4	7	6	1	3	0	0	5	4	1	2	942	2	2	1	2	1	4	8	0	4	4	6	1
G[Del(T):R5]C	0	1	7	2	4	2	2	1	2	2	3	0	192	1	1	2	106	2	3	4	2	5	3	2	4	1	0	7	2	2	0	585	2	1	4	0	0	1	5	0	4	3	2	1
G[Del(T):R5]G	0	1	4	1	2	5	0	2	3	5	7	2	193	4	1	2	127	3	5	9	8	4	8	4	2	0	0	9	1	1	1	625	8	2	3	4	3	6	5	0	4	6	1	3
G[Del(T):R6]A	0	1	2	5	0	1	1	1	3	2	3	0	509	1	0	1	261	0	7	4	6	2	2	2	1	1	0	6	7	2	1	1391	4	1	0	2	2	6	2	1	3	2	6	1
G[Del(T):R6]C	1	1	6	7	1	6	0	0	5	6	3	1	255	1	0	4	247	1	8	4	9	3	3	7	4	0	0	4	4	0	2	682	0	1	2	2	2	6	8	1	3	8	3	1
G[Del(T):R6]G	0	0	7	5	3	0	2	3	1	5	5	0	253	1	0	1	184	0	9	6	4	3	4	4	1	0	3	3	3	1	2	698	1	2	1	2	4	1	5	0	5	6	2	1
G[Del(T):R7]A	0	1	8	6	4	2	1	3	5	4	8	2	746	4	0	3	682	2	12	11	6	3	14	5	6	0	0	5	6	3	3	1967	16	1	1	5	0	11	14	8	7	10	2	5
G[Del(T):R7]C	1	2	12	9	6	7	1	6	13	6	14	2	665	4	1	4	960	2	9	13	7	6	8	7	4	0	0	11	10	0	1	1482	10	1	4	4	7	6	13	5	1	3	8	4
G[Del(T):R7]G	0	3	8	8	2	3	0	2	4	4	4	1	665	2	5	5	844	3	10	3	5	4	11	1	9	0	1	7	8	5	2	1723	10	1	8	5	7	6	5	1	2	3	5	1
G[Del(T):R8]A	0	3	17	10	12	9	3	10	12	12	14	6	1238	3	4	5	1052	8	21	13	8	1	17	6	10	0	1	13	19	5	4	3148	23	4	8	8	5	13	19	2	6	20	3	5
G[Del(T):R8]C	0	0	23	14	9	4	0	7	8	11	5	9	854	9	0	4	1110	2	15	6	2	2	16	8	10	0	1	19	13	2	2	1866	16	1	6	4	2	9	21	7	8	11	5	7
G[Del(T):R8]G	0	3	10	4	8	7	1	7	13	6	5	6	988	3	4	9	950	7	13	8	7	5	4	7	9	0	3	11	10	4	4	2215	16	4	6	6	5	10	13	5	7	6	4	4
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	0	4	15	18	26	14	8	35	25	35	135	2	171	19	11	41	80	1	19	230	5	28	59	7	6	2	60	43	13	2	11	57	6	22	9	138	7	47	7	8	37	90	12	22
A[Ins(C):R0]G	0	0	0	1	0	0	0	0	0	2	10	0	14	0	0	2	6	0	0	15	0	2	3	0	0	0	3	1	0	0	0	1	1	1	0	5	0	1	0	0	5	6	1	1
A[Ins(C):R0]T	0	2	0	8	19	5	9	21	14	16	54	1	71	12	4	27	22	0	4	87	3	3	28	1	2	1	44	14	3	2	4	12	3	7	4	84	1	24	4	7	6	56	4	12
A[Ins(C):R1]A	1	0	1	0	3	0	1	2	4	1	6	1	10	1	1	2	49	0	1	9	0	0	5	0	2	1	1	4	2	1	0	7	1	1	0	4	1	1	0	1	1	3	1	2
A[Ins(C):R1]G	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
A[Ins(C):R1]T	0	0	0	0	0	0	3	0	0	1	2	0	4	0	0	3	33	0	2	8	0	1	3	0	0	0	3	4	2	0	0	0	1	0	0	5	1	2	2	1	1	1	1	1
A[Ins(C):R2]A	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	20	0	0	0	0	1	1	0	0	0	0	1	0	0	0	5	1	1	0	0	0	0	2	0	0	1	0	1
A[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
A[Ins(C):R2]T	0	0	0	0	0	2	0	0	0	0	2	0	3	1	0	0	26	1	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
A[Ins(C):R3]A	0	0	1	0	0	0	0	0	1	0	1	0	10	0	2	0	75	1	0	0	0	0	1	1	0	1	1	1	0	0	0	11	2	0	0	1	0	0	1	0	0	1	0	0
A[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0
A[Ins(C):R3]T	0	0	1	1	0	0	1	0	0	0	0	0	2	1	0	1	46	0	0	0	0	1	0	0	0	0	0	0	1	0	0	7	1	0	0	1	0	0	2	0	0	0	0	0
A[Ins(C):R4]A	0	0	1	1	1	0	0	0	1	0	0	0	19	3	1	1	1940	2	2	1	0	2	0	0	0	0	0	2	3	0	1	41	0	0	2	1	0	3	2	0	0	1	1	0
A[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	103	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	1	0
A[Ins(C):R4]T	0	0	1	0	0	0	1	1	0	0	0	0	13	0	1	0	2228	0	1	1	0	0	0	0	1	0	1	0	1	0	0	23	0	1	1	0	0	0	0	0	1	0	2	1
A[Ins(C):R5]A	0	0	0	1	0	0	0	0	3	0	1	0	26	1	0	1	2188	2	1	2	1	0	0	0	1	1	1	0	2	0	0	49	1	2	0	0	1	1	3	1	0	0	0	0
A[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R5]T	0	0	1	0	0	0	1	1	0	0	1	0	10	0	0	0	794	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	1	1	0	0	0	0	0
A[Ins(C):R6]A	1	0	0	0	0	0	0	0	1	2	3	0	31	0	0	0	870	2	0	3	0	0	1	0	1	0	0	1	1	1	1	53	4	1	0	1	0	0	1	0	0	0	1	0
A[Ins(C):R6]G	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	274	0	0	1	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	0	1
A[Ins(C):R6]T	0	0	1	0	2	0	0	1	1	0	0	0	10	0	0	0	641	1	0	0	0	0	0	0	2	0	0	0	0	2	0	37	1	0	0	0	0	0	0	0	1	0	0	0
A[Ins(C):R7]A	1	1	5	4	1	3	1	3	2	3	3	4	102	2	0	3	1636	3	6	3	0	2	2	3	3	0	1	7	7	1	0	135	2	0	1	1	1	3	5	0	0	5	2	0
A[Ins(C):R7]G	0	0	0	0	0	0	0	1	1	1	1	0	29	2	1	0	216	3	0	1	1	0	1	0	0	0	0	2	1	0	0	33	0	0	0	0	0	1	1	0	1	0	0	1
A[Ins(C):R7]T	0	0	1	1	1	0	0	0	2	1	2	0	28	0	0	0	603	0	0	2	0	1	1	2	1	0	0	0	0	0	0	36	0	0	0	1	0	0	1	0	0	0	0	0
A[Ins(C):R8]A	0	0	2	3	0	0	2	1	7	4	3	1	90	6	0	1	258	2	2	3	2	1	1	4	1	0	1	5	2	2	0	71	6	1	0	0	0	2	3	0	4	1	2	0
A[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	29	1	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0
A[Ins(C):R8]T	0	0	2	0	0	0	0	0	1	0	0	0	24	1	0	2	86	0	0	0	0	0	1	0	1	0	1	0	0	0	0	24	0	0	0	1	0	0	1	0	0	0	0	0
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	9	0	0	2	1	3	1	2	0	0	0	1	0	0	1	2	0	0	0	1	0	1	0	0	0	1	4	2
G[Ins(C):R0]G	0	0	1	0	0	1	0	0	0	0	1	0	2	1	0	0	19	1	1	2	0	0	0	0	1	0	3	1	0	0	0	3	0	0	1	1	0	0	0	1	0	0	0	3
G[Ins(C):R0]T	0	0	0	3	0	0	0	0	0	0	0	0	6	1	0	1	20	0	0	0	0	1	0	0	1	0	0	0	0	0	0	5	0	0	1	3	0	0	0	0	0	1	0	0
G[Ins(C):R1]A	0	1	0	0	0	1	1	0	2	0	1	0	7	0	0	0	19	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	1	1	0	3
G[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
G[Ins(C):R1]T	0	0	2	1	0	0	0	0	0	0	1	0	4	0	0	0	27	0	1	3	1	0	0	0	0	0	1	1	0	0	1	4	0	0	0	1	0	0	1	0	0	0	0	0
G[Ins(C):R2]A	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
G[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
G[Ins(C):R2]T	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	26	0	0	1	0	1	0	1	0	0	0	0	1	0	0	7	1	1	0	0	0	2	0	0	0	0	0	0
G[Ins(C):R3]A	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	1	0
G[Ins(C):R3]G	0	0	0	0	1	0	0	0	1	0	0	1	5	1	0	0	8	0	0	0	1	0	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R3]T	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	27	0	0	2	0	0	0	0	1	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	2	0
G[Ins(C):R4]A	0	0	1	0	1	1	0	0	1	0	2	0	20	0	0	1	1939	0	0	2	1	1	0	1	1	1	0	2	1	0	0	56	0	0	0	2	0	0	2	0	0	2	0	0
G[Ins(C):R4]G	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	1	100	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R4]T	0	1	1	1	2	1	0	0	0	0	0	0	10	0	1	0	2613	0	1	1	0	0	1	0	1	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R5]A	0	0	0	0	1	0	0	1	0	0	1	1	11	0	0	0	879	1	1	1	0	0	0	0	0	1	0	2	1	0	1	31	1	0	0	0	0	1	0	0	0	0	1	1
G[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	1	0	0	0	0	1	0	0	0	0	0
G[Ins(C):R5]T	0	0	1	1	0	1	0	0	0	0	0	0	22	2	0	0	512	0	0	0	0	1	2	0	2	0	0	1	0	0	0	42	0	0	0	1	1	0	0	0	1	0	0	0
G[Ins(C):R6]A	0	0	6	0	0	0	0	0	2	0	2	0	43	0	0	0	1284	0	1	2	0	0	1	1	2	0	0	2	0	0	1	72	0	2	0	0	1	0	1	0	0	1	1	0
G[Ins(C):R6]G	0	0	2	0	0	1	0	0	1	0	1	0	37	0	1	0	283	0	0	1	0	0	0	1	0	0	0	2	0	0	0	37	0	0	0	0	1	0	2	0	0	0	0	0
G[Ins(C):R6]T	0	0	0	1	0	1	0	0	0	0	0	0	35	0	0	0	769	1	0	0	4	0	1	0	0	0	0	0	0	1	0	58	0	0	0	1	0	1	1	0	1	0	2	0
G[Ins(C):R7]A	0	1	3	2	1	3	1	1	3	3	0	1	86	1	2	0	1075	1	0	1	1	0	0	1	3	0	0	1	0	1	3	121	2	7	1	2	0	3	4	0	3	6	1	2
G[Ins(C):R7]G	0	0	1	1	0	6	0	0	1	0	0	0	38	2	0	1	209	0	0	1	1	1	0	1	1	0	1	1	3	0	0	45	0	0	0	0	0	0	1	0	0	1	0	0
G[Ins(C):R7]T	0	0	0	0	0	3	1	0	0	0	1	0	35	0	0	0	545	1	2	1	0	0	0	2	2	0	0	1	1	1	0	45	2	1	0	2	0	0	3	0	1	0	0	1
G[Ins(C):R8]A	0	0	2	0	0	1	0	0	5	3	3	0	67	1	1	1	246	2	2	3	1	1	2	1	2	0	0	3	4	1	1	49	2	1	0	1	0	4	2	0	1	2	3	2
G[Ins(C):R8]G	0	0	0	1	0	0	1	0	0	0	0	1	14	0	1	0	48	0	0	1	1	0	0	0	0	0	0	0	1	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R8]T	0	0	0	2	0	0	0	0	1	0	1	1	20	1	0	0	102	0	0	1	0	0	1	1	0	0	0	0	1	1	0	15	0	0	0	1	0	0	2	0	0	1	0	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	0	0	1	2	0	1	0	1	1	0	2	0	2	0	0	0	32	0	1	6	0	1	1	1	2	1	1	1	1	0	1	8	2	1	1	0	2	1	3	1	1	1	2	0
T[Ins(C):R0]G	0	1	0	0	0	0	0	1	0	1	0	0	4	1	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	1	0	1	0	2	1	0	0	0	0	0	0
T[Ins(C):R0]T	0	0	5	5	4	4	0	6	4	6	8	3	44	9	1	7	164	3	7	13	2	8	7	5	3	0	10	9	3	5	1	57	7	5	2	13	4	5	4	2	4	17	2	2
T[Ins(C):R1]A	0	0	0	2	0	0	1	0	0	2	1	0	7	0	0	1	72	2	2	1	2	0	2	1	1	0	2	0	1	0	1	11	0	0	0	1	1	2	1	0	0	2	1	0
T[Ins(C):R1]G	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
T[Ins(C):R1]T	0	1	4	3	1	1	0	2	4	3	2	0	11	3	0	1	193	1	3	1	1	1	1	3	2	2	0	2	5	2	3	13	3	3	2	0	1	2	2	0	3	2	4	1
T[Ins(C):R2]A	0	0	1	1	1	0	0	0	1	0	0	0	4	0	0	1	48	1	0	1	0	0	0	0	1	0	0	1	0	0	0	13	0	1	0	0	0	1	0	0	0	1	0	2
T[Ins(C):R2]G	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R2]T	0	0	0	0	0	0	0	1	2	0	1	0	10	1	0	0	78	0	1	1	0	0	1	1	0	0	0	2	1	0	0	8	0	0	2	1	0	0	1	0	1	0	0	0
T[Ins(C):R3]A	0	0	1	0	0	0	0	0	3	3	1	0	4	0	0	2	97	1	0	1	0	0	0	0	0	0	0	0	0	0	1	10	1	0	1	1	0	0	1	1	0	1	1	0
T[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	17	0	0	0	0	0	0	0	0	0	0	2	0	1	0	5	1	0	0	0	0	1	0	0	0	0	0	0
T[Ins(C):R3]T	0	0	0	1	0	2	0	1	2	1	0	0	12	1	1	0	104	0	1	1	1	1	2	1	0	0	1	0	0	0	0	12	0	0	1	0	0	1	1	0	1	0	0	0
T[Ins(C):R4]A	1	0	1	3	1	0	0	0	1	2	1	1	66	0	1	2	6173	1	1	1	3	0	3	0	2	1	2	2	3	1	2	121	1	1	1	1	1	2	2	0	0	1	3	0
T[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	160	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R4]T	0	0	1	2	1	0	0	0	0	1	2	0	38	2	2	2	7786	0	0	0	0	0	2	0	0	0	0	1	1	1	2	67	0	1	1	1	1	1	3	0	1	2	0	2
T[Ins(C):R5]A	0	0	1	0	0	0	1	1	1	0	0	1	23	1	0	0	2246	0	1	0	0	0	1	0	0	1	0	2	0	0	0	45	0	1	0	0	0	0	0	0	0	0	3	0
T[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	243	0	1	1	1	0	0	0	0	0	0	0	0	0	1	11	0	0	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]T	0	0	2	3	0	0	0	1	1	0	1	1	32	1	0	0	1678	0	1	3	0	0	0	0	0	0	0	0	0	1	2	40	0	0	0	0	0	0	0	0	1	2	0	1
T[Ins(C):R6]A	0	2	2	0	0	2	1	1	1	1	1	0	51	4	0	0	1783	1	3	1	0	1	1	2	3	0	0	4	2	1	1	57	0	0	1	1	0	0	2	0	2	1	1	2
T[Ins(C):R6]G	0	0	1	0	0	1	0	0	0	0	0	0	11	0	0	1	382	0	0	0	0	0	1	0	0	0	1	1	1	0	0	17	0	0	0	0	0	0	1	0	0	2	0	1
T[Ins(C):R6]T	0	0	0	0	1	1	0	0	0	0	1	0	14	0	0	0	1132	0	0	0	0	0	0	0	0	0	0	2	1	0	1	25	2	0	0	1	0	1	0	0	1	1	0	0
T[Ins(C):R7]A	1	0	4	1	1	0	0	0	4	3	2	1	86	1	0	1	1233	4	4	2	1	0	1	1	6	0	1	4	0	2	0	121	4	2	1	4	3	0	5	0	0	1	1	1
T[Ins(C):R7]G	0	1	1	1	0	1	1	1	1	1	1	1	35	0	0	1	197	1	1	1	0	0	0	1	0	0	0	1	0	0	0	33	0	1	1	0	0	0	0	0	0	2	0	1
T[Ins(C):R7]T	0	1	1	1	2	2	0	1	2	0	1	1	23	1	0	1	761	0	1	1	0	0	0	2	0	0	0	4	2	0	0	55	1	1	0	1	0	1	0	0	0	2	0	2
T[Ins(C):R8]A	0	1	3	2	1	1	1	0	3	0	1	2	59	4	0	2	238	2	1	1	0	3	1	4	3	1	0	1	6	0	1	54	1	0	1	2	0	0	3	0	0	2	3	0
T[Ins(C):R8]G	0	0	0	0	0	0	0	0	1	0	1	0	7	1	0	0	35	1	1	1	0	0	0	0	0	0	1	0	1	0	0	8	1	0	0	0	0	1	0	0	0	0	0	0
T[Ins(C):R8]T	0	1	1	1	1	1	0	0	4	0	0	0	22	1	2	0	112	1	0	0	0	0	0	0	0	0	0	2	0	0	0	27	4	0	0	1	0	1	0	0	0	0	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	0	4	11	10	10	8	3	9	17	13	7	8	128	8	5	10	295	7	10	26	7	5	11	5	16	2	10	24	12	0	5	93	10	8	4	23	3	15	17	2	6	12	9	4
A[Ins(T):R0]C	0	0	0	0	1	1	0	0	1	0	0	0	5	1	0	2	18	0	2	1	0	0	1	0	1	0	1	0	3	0	0	4	0	0	1	3	0	2	0	0	0	2	1	0
A[Ins(T):R0]G	0	0	2	1	1	2	0	3	0	0	4	1	13	0	0	0	31	0	3	2	1	1	3	1	2	0	1	1	2	0	1	39	0	4	0	0	0	1	0	1	0	0	5	0
A[Ins(T):R1]A	0	0	4	0	4	4	4	3	7	2	4	2	17	4	2	5	102	4	1	5	2	1	7	1	8	1	3	4	3	4	1	18	5	3	5	11	0	6	1	1	1	3	2	3
A[Ins(T):R1]C	0	1	1	2	0	0	0	0	1	0	2	0	2	0	0	0	29	1	1	2	2	0	1	0	0	0	0	0	1	0	1	9	0	0	2	1	0	0	0	0	0	0	0	0
A[Ins(T):R1]G	0	0	1	0	1	1	1	0	1	0	0	1	13	1	0	1	30	2	0	1	1	1	1	2	1	1	1	3	2	0	2	12	1	0	0	1	0	2	3	0	1	3	2	3
A[Ins(T):R2]A	1	3	2	1	0	0	0	1	2	2	3	2	21	0	0	2	126	1	1	3	2	2	6	3	3	0	0	4	3	2	2	30	4	1	1	1	2	1	1	1	5	1	4	2
A[Ins(T):R2]C	0	0	0	0	0	3	2	0	0	1	0	0	13	1	1	0	42	0	1	0	0	1	1	1	0	0	1	1	0	0	0	11	0	1	1	0	0	1	1	1	0	2	0	1
A[Ins(T):R2]G	0	0	1	0	1	0	0	0	0	0	4	0	26	0	1	1	75	0	1	4	4	0	0	0	2	0	1	2	2	0	1	42	5	1	0	0	0	3	2	0	2	1	2	1
A[Ins(T):R3]A	0	0	6	2	5	0	3	1	4	0	3	1	24	3	1	1	121	1	3	5	3	1	3	1	4	0	1	5	4	0	0	32	3	1	4	1	1	2	1	2	0	2	2	1
A[Ins(T):R3]C	1	0	0	1	0	2	0	0	0	1	0	2	10	0	0	0	45	0	0	0	0	0	2	1	1	0	0	0	2	1	1	25	0	2	0	0	0	2	0	1	0	0	1	0
A[Ins(T):R3]G	0	0	1	2	0	2	0	0	2	1	4	1	23	2	0	0	46	2	1	5	2	3	1	1	0	0	0	1	1	1	0	33	3	1	1	0	0	0	0	0	0	0	2	0
A[Ins(T):R4]A	1	0	3	2	2	2	0	1	3	3	1	0	60	1	3	4	1354	3	2	2	1	1	0	2	3	1	1	1	4	0	1	76	4	0	2	2	3	3	3	0	2	1	4	2
