MutationType	SP101845	SP101682	SP61553	SP101724	SP102103	SP102174	SP101622	SP102161	SP101654	SP102074	SP101694	SP101616	SP101666	SP101558	SP102096	SP102084	SP101580	SP102064	SP101564	SP101921	SP101648	SP101628	SP101708	SP102055	SP101634	SP101588	SP101584	SP101686	SP101532	SP101732	SP101528	SP101536	SP101576	SP102015	SP102168	SP101716	SP101592	SP101658	SP102045	SP101552	SP101519	SP101690	SP102123	SP101662	SP101600	SP101544	SP102133	SP101881	SP102035	SP101642	SP101596	SP101670	SP101674	SP101572	SP101678	SP101740	SP101700	SP101891	SP102143	SP102113	SP101521	SP101526	SP101540	SP101604	SP101548	SP101523	SP102090	SP101795	SP102187	SP101515	SP101931	SP101610	SP61703	SP59707	SP68659	SP62616	SP59761	SP66960	SP61453	SP63796	SP69155	SP59950	SP59938	SP64976	SP64296	SP65807	SP59803	SP66159	SP63356	SP68348	SP62450	SP67428	SP61713	SP68725	SP67609	SP62110	SP64546	SP63546	SP60322	SP60243	SP63966	SP60362	SP69077	SP67346	SP66687	SP63716	SP65376	SP61343	SP60001	SP59860	SP60610	SP64036	SP60842
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	5	1	1	2	4	3	4	1	4	1	2	3	3	5	3	2	3	1	2	3	4	3	4	3	6	4	4	3	3	1	3	2	5	0	3	4	2	0	5	7	3	2	4	5	0	1	7	5	2	6	1	0	1	1	3	5	2	3	1	5	1	3	3	0	4	4	5	2	3	2	6	1	1	2	1	3	2	1	1	4	0	6	2	2	2	3	5	5	3	2	2	5	2	0	5	3	1	1	2	1	2	3	8	5	2	1	2	0	1	4	1	3	3
T[Del(C):R1]G	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	3	0	2	0	0	0	3	0	1	1	1	0	4	0	0	2	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	3	0	3	0	0	0	0	2	0	0	1	2	0	0	0	0	1	0	1	2	0	1	1	0	1	2	0	0	0	0	1	1	0	0	2	0	1	5	0	2	0	1	1
T[Del(C):R1]T	15	4	0	16	1	15	23	6	9	4	15	16	4	6	3	11	4	11	4	11	6	3	5	1	3	8	9	1	11	14	13	2	6	28	5	10	12	2	23	43	6	13	4	8	1	9	8	14	11	25	5	16	9	2	13	20	9	14	7	9	6	9	2	3	7	4	9	7	15	4	13	7	11	1	6	33	5	1	6	4	1	29	12	7	11	14	13	15	3	17	2	6	7	7	12	14	4	7	6	5	9	1	14	13	8	7	15	4	16	9	4	9	13
T[Del(C):R2]A	1	1	0	5	3	5	4	2	0	1	1	2	4	1	3	3	3	5	0	4	0	0	0	0	1	2	2	3	2	4	5	1	3	2	0	3	1	0	8	2	2	3	0	1	1	2	1	3	2	4	2	1	0	0	4	4	0	2	1	1	3	4	1	1	0	1	4	1	2	5	4	1	0	0	1	5	2	3	1	3	0	6	3	2	2	4	4	5	1	7	0	2	1	3	4	3	2	5	0	1	2	2	0	7	1	2	4	1	4	2	1	1	1
T[Del(C):R2]G	1	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	2	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	3	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	2	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1
T[Del(C):R2]T	6	3	1	6	3	5	6	6	6	5	4	6	4	4	2	1	2	7	3	4	2	1	2	2	6	5	6	6	4	8	4	1	5	10	0	5	4	1	11	14	3	7	3	5	5	4	3	4	0	9	7	11	1	1	9	8	0	7	3	4	0	7	2	6	7	2	5	5	9	8	7	5	1	1	3	8	1	3	0	3	2	14	3	6	7	7	6	12	3	5	2	8	5	2	7	4	2	8	5	3	6	2	9	4	4	5	7	3	14	5	3	3	6
T[Del(C):R3]A	3	0	0	4	1	2	4	1	1	1	3	0	3	3	1	0	2	1	1	0	1	0	1	0	1	1	1	0	3	8	1	0	2	2	1	3	0	0	3	3	4	0	0	2	1	0	5	3	0	7	2	2	1	2	3	6	1	3	2	0	2	3	0	1	3	1	2	2	4	1	3	1	0	0	0	2	0	2	0	1	2	3	1	0	3	3	0	5	0	5	0	1	1	2	6	0	0	2	1	1	2	2	2	3	1	2	8	0	1	1	0	0	2
T[Del(C):R3]G	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
T[Del(C):R3]T	0	1	0	1	0	0	1	0	2	1	1	3	1	0	0	1	2	0	0	1	0	0	1	0	2	0	2	1	0	2	0	1	3	1	0	3	0	0	4	1	1	1	0	2	0	2	3	4	2	2	2	5	1	0	2	3	0	1	1	1	0	0	2	3	1	1	0	1	1	1	1	0	0	0	0	0	3	3	1	1	1	3	0	1	1	3	0	5	0	3	0	3	1	0	3	1	3	2	1	2	3	0	0	4	2	1	4	0	1	0	0	1	2
T[Del(C):R4]A	1	0	0	0	0	1	1	0	0	1	0	0	2	1	0	3	2	0	1	1	0	1	0	0	2	0	1	0	0	1	1	0	0	1	1	2	0	0	1	2	1	2	1	1	0	1	5	3	1	0	0	0	0	1	1	2	1	1	3	0	0	1	0	1	2	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	3	1	0	2	0	1	4	0	0	1	1	1	2	1	1	0	1	1	1	1	0	2	0	0	0	1	1	2	0	0	1	1
T[Del(C):R4]G	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
T[Del(C):R4]T	1	2	0	0	0	0	2	0	1	1	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	2	0	2	0	1	0	1	3	1	2	0	2	1	0	1	1	0	0	1	1	2	0	1	0	0	0	0	2	2	2	0	0	0	1	0	0	0	1	1	0	1	1	4	0	2	1	1	1	1	1	0	0	0	2	0	2	1	0	0	2	0	1	1	0	1	2
T[Del(C):R5]A	1	0	0	1	0	2	1	0	0	0	2	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	3	3	0	1	0	0	0	0	3	0	0	1	1	0	1	0	3	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	2	0	0	0	2	0	1	1	2	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	4	2
T[Del(C):R5]G	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
T[Del(C):R5]T	0	0	0	2	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	6	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1
T[Del(C):R6]A	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	1	6	0	3	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	2
T[Del(C):R6]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R6]T	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
T[Del(C):R7]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R7]G	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R7]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
T[Del(C):R8]A	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
T[Del(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	4	6	5	6	2	3	11	1	4	4	6	5	7	2	2	1	1	5	1	6	1	5	3	3	4	0	3	0	6	8	2	3	6	3	3	3	2	0	7	9	0	7	3	3	1	3	10	4	5	8	6	4	1	1	7	9	2	9	2	5	4	4	2	4	4	1	2	1	6	0	7	4	8	0	3	7	6	3	5	2	3	6	1	2	2	3	2	9	3	4	2	6	2	1	8	5	4	4	5	1	0	0	6	9	3	2	9	0	2	4	2	2	3
A[Del(T):R1]C	1	2	0	1	1	1	3	3	2	1	2	2	2	2	1	4	2	0	0	1	4	1	2	1	0	2	4	0	3	4	0	1	3	2	3	2	1	1	4	4	3	3	2	2	1	3	3	2	0	6	3	6	2	0	4	2	1	5	0	2	1	3	0	3	2	2	2	0	1	3	4	1	2	2	1	4	2	0	3	3	0	6	3	0	3	3	3	2	1	3	2	3	0	0	5	0	1	2	0	1	1	1	3	7	2	0	4	1	4	2	0	3	0
A[Del(T):R1]G	1	1	0	1	2	3	3	1	1	1	3	4	2	0	4	0	3	1	0	1	1	2	3	1	0	1	3	0	0	2	6	0	2	1	2	1	3	1	2	2	0	2	2	3	1	3	3	0	2	5	4	4	1	0	3	2	1	4	2	3	2	2	3	1	1	1	4	4	1	1	4	0	2	2	1	3	2	1	1	1	3	4	0	0	4	0	3	2	2	2	1	3	1	1	2	2	0	2	2	0	0	1	4	5	2	0	7	1	2	1	1	1	1
A[Del(T):R2]A	3	0	1	5	5	0	1	1	2	0	0	3	0	0	2	4	2	2	1	1	1	1	3	1	0	2	3	2	2	1	2	2	3	6	2	0	3	1	2	2	2	0	3	2	1	3	3	2	0	4	0	3	2	0	2	0	3	1	0	0	1	2	1	2	0	0	3	3	1	2	3	0	2	0	3	2	0	3	1	1	0	5	2	3	0	0	3	4	2	3	4	2	2	1	2	5	3	3	1	0	0	1	1	8	1	1	3	3	0	2	1	4	0
A[Del(T):R2]C	2	2	0	0	2	2	4	1	2	0	2	1	2	1	0	0	2	1	1	3	0	0	0	4	2	1	2	0	1	0	3	0	0	1	2	2	1	2	3	1	1	1	0	1	2	1	2	1	0	3	2	3	0	1	2	1	0	6	0	2	1	1	1	0	1	2	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	5	0	0	2	1	2	1	1	1	1	2	0	1	1	1	0	1	0	0	3	3	2	6	0	0	3	1	0	0	1	0	1
A[Del(T):R2]G	3	2	1	3	2	3	2	1	2	1	1	0	3	1	1	1	2	2	0	1	1	0	1	0	1	1	0	2	1	3	0	1	1	3	0	2	0	1	4	3	0	2	0	1	0	2	1	2	0	4	0	0	2	0	0	3	0	1	1	1	1	0	0	2	1	1	0	1	1	0	1	2	1	0	1	4	0	3	1	0	0	1	1	2	2	0	0	0	0	2	0	0	1	1	2	1	0	2	0	1	0	1	1	4	0	1	1	1	2	0	1	0	1
A[Del(T):R3]A	2	2	0	5	3	5	7	0	3	1	2	4	1	2	1	2	3	1	2	0	1	0	3	1	0	3	1	1	2	10	2	0	0	4	3	2	0	2	5	8	1	5	4	1	0	3	18	4	1	5	1	6	4	0	2	6	2	4	4	1	1	6	1	1	1	3	1	3	5	1	7	1	3	0	1	8	0	3	2	3	1	5	1	3	3	1	2	5	2	5	1	2	2	2	2	3	3	8	1	3	3	0	4	4	1	2	7	1	2	1	0	0	7
A[Del(T):R3]C	2	2	1	1	1	1	3	0	0	0	1	0	1	0	0	0	1	0	2	0	1	1	1	0	1	0	3	1	0	1	0	0	3	1	0	1	2	0	2	1	0	0	3	0	0	0	4	0	0	0	2	1	0	2	1	2	0	0	0	1	2	0	1	1	1	0	2	0	1	1	1	0	1	0	0	0	1	0	1	0	0	5	2	0	1	0	1	3	2	1	1	1	2	0	1	2	1	0	1	0	3	0	0	3	0	0	0	0	1	1	0	1	1
A[Del(T):R3]G	2	0	0	2	1	1	2	0	0	0	2	1	1	2	0	0	0	1	0	1	0	2	0	0	1	1	2	0	0	1	1	2	4	1	0	4	2	1	3	3	0	2	2	1	0	1	4	1	2	1	0	2	2	1	2	2	2	2	1	1	1	5	2	0	1	0	2	0	0	1	3	0	2	0	1	3	0	0	1	1	1	4	0	1	0	2	0	5	1	4	1	2	1	1	3	2	2	2	0	2	1	2	1	1	0	0	1	0	2	1	0	0	0
A[Del(T):R4]A	7	2	2	4	1	3	2	3	3	0	3	3	2	1	2	0	1	3	0	1	2	3	0	1	0	1	1	3	4	3	0	1	1	3	0	3	2	0	5	13	1	6	0	3	1	5	24	0	2	4	4	3	0	3	7	5	1	1	4	1	1	5	0	3	2	2	0	3	10	1	2	0	5	1	1	4	0	1	1	1	2	7	1	4	3	5	3	6	1	6	1	3	2	1	6	2	1	4	0	2	4	0	1	1	2	0	3	0	7	2	1	1	3
A[Del(T):R4]C	1	1	0	0	1	1	3	0	3	1	0	0	1	0	1	2	0	2	0	0	3	1	1	0	0	0	0	0	4	1	1	0	2	1	0	4	0	0	5	1	1	2	1	0	0	1	14	1	4	1	0	0	0	0	2	3	0	3	0	2	2	1	0	0	0	0	2	0	1	1	2	2	1	0	1	2	0	0	1	0	1	4	0	2	0	0	1	3	0	1	0	1	1	2	2	1	0	2	0	0	2	0	4	1	1	1	0	4	2	0	0	3	2
A[Del(T):R4]G	3	0	0	1	0	3	4	3	1	0	2	2	1	0	1	1	0	3	4	0	1	1	4	1	1	0	1	1	1	1	1	0	1	4	2	2	0	0	5	3	0	2	1	0	0	2	5	2	0	3	2	1	2	0	3	4	1	4	1	1	0	0	0	0	2	4	2	0	6	1	4	1	0	1	0	7	0	0	1	0	0	6	4	3	2	3	4	2	0	4	0	3	0	1	2	1	2	1	0	1	0	3	3	2	2	2	4	0	5	2	1	0	1
A[Del(T):R5]A	4	10	2	2	0	2	3	2	4	0	4	4	2	0	1	5	4	4	0	2	1	1	5	1	1	1	1	1	1	4	1	1	2	3	3	5	3	0	8	7	0	5	2	4	0	4	35	0	1	4	4	4	2	0	2	5	0	3	2	0	2	4	5	0	2	1	1	1	1	1	6	2	2	2	0	2	1	2	3	0	0	9	0	2	2	0	4	6	2	4	0	1	0	0	4	3	3	4	0	2	2	0	8	4	1	0	3	2	2	3	0	0	2
A[Del(T):R5]C	0	0	0	1	3	2	0	1	4	0	1	4	1	1	0	1	2	0	1	0	1	2	0	1	0	1	0	2	0	6	1	0	3	2	1	3	2	0	1	2	1	2	1	2	1	0	26	1	0	1	1	1	1	0	1	2	2	3	4	0	1	1	1	0	0	1	2	0	2	0	1	1	3	0	0	0	2	0	0	1	0	5	0	0	1	0	2	4	0	0	0	0	1	2	3	3	1	0	2	0	2	0	1	2	2	2	1	1	2	4	0	0	1
A[Del(T):R5]G	2	1	0	1	1	1	0	2	1	1	4	4	0	1	1	2	0	1	1	1	1	1	0	0	0	3	3	4	3	6	1	1	4	3	0	1	0	1	4	2	1	3	0	2	2	1	23	4	0	1	0	1	2	1	1	2	0	5	2	2	1	4	0	0	0	1	1	1	1	0	0	2	1	1	1	4	1	1	1	0	0	5	2	1	1	2	2	4	1	2	0	3	2	0	4	0	1	4	0	0	1	1	4	5	1	3	4	1	2	2	0	0	1
A[Del(T):R6]A	0	4	0	7	0	0	5	3	11	0	1	2	2	3	1	2	1	1	0	5	2	0	3	0	1	2	0	1	1	5	1	0	1	2	1	4	0	2	3	6	0	4	3	3	0	4	103	3	4	6	5	2	0	1	2	2	1	3	3	0	3	6	0	1	1	1	5	4	1	2	4	1	1	1	0	5	5	3	4	0	1	4	2	1	7	4	3	3	1	2	1	0	1	0	4	4	0	4	2	2	6	2	0	3	4	1	3	0	3	2	0	1	3
A[Del(T):R6]C	1	0	0	4	0	0	3	1	4	1	1	3	0	0	2	1	0	1	2	2	0	1	1	0	1	1	0	1	1	0	0	0	3	3	1	2	0	0	3	3	2	0	0	0	0	1	42	0	3	3	0	1	0	1	2	0	0	6	0	1	0	0	2	0	0	0	2	1	0	0	2	0	2	0	0	4	1	0	1	1	0	2	1	2	3	1	2	0	1	1	0	0	2	0	2	1	0	1	0	0	1	0	0	1	3	1	2	1	0	2	2	1	0
A[Del(T):R6]G	2	0	0	5	0	1	1	2	2	1	3	4	0	1	0	1	3	1	1	0	0	0	0	0	1	4	2	1	1	1	1	0	1	1	1	2	1	1	3	4	1	4	0	1	1	1	27	0	1	4	0	1	0	1	4	2	1	1	0	0	1	2	0	3	0	0	0	2	2	0	2	0	1	0	0	0	2	1	0	0	0	7	2	0	3	1	1	6	0	4	0	2	0	0	2	1	0	1	2	0	1	2	2	3	2	1	3	1	4	1	1	0	2
A[Del(T):R7]A	3	4	2	1	3	2	0	1	3	0	1	4	2	0	0	4	2	4	0	2	0	0	3	4	1	6	0	3	1	3	4	0	5	3	1	11	2	0	1	3	2	4	3	1	0	1	129	3	0	4	1	0	0	0	2	2	2	2	1	0	4	5	1	0	0	0	1	1	1	0	4	1	1	0	1	2	1	3	3	1	1	2	1	5	3	1	0	3	0	7	0	1	0	1	0	3	0	1	1	0	1	2	1	4	5	0	7	1	1	6	0	3	2
A[Del(T):R7]C	5	2	3	1	0	2	0	2	6	1	2	1	0	1	2	2	0	2	2	0	0	0	1	1	1	3	2	2	2	2	0	0	3	3	0	4	0	0	1	4	2	2	0	1	0	2	108	1	1	4	6	1	0	0	1	4	2	0	1	1	2	0	2	1	3	1	0	1	1	0	3	0	2	2	0	3	3	3	0	1	0	5	1	1	5	2	4	2	0	2	1	4	1	0	3	3	0	0	0	2	3	2	2	4	1	0	2	5	3	3	0	1	2
A[Del(T):R7]G	0	3	0	4	0	1	3	1	4	1	2	3	2	0	1	1	0	1	1	1	1	0	3	0	0	1	1	2	0	1	0	0	0	1	1	3	2	0	3	3	1	2	1	2	0	1	80	0	0	2	2	1	1	1	1	0	1	1	0	0	2	2	2	0	1	0	2	0	1	0	4	1	2	0	0	0	0	1	1	0	1	2	0	0	0	0	0	3	0	6	0	1	0	0	3	4	0	2	2	0	4	1	1	0	2	0	2	1	3	2	2	0	1
A[Del(T):R8]A	1	1	2	3	2	1	0	0	1	0	1	1	0	1	0	5	1	2	1	1	0	2	1	1	0	5	3	0	2	2	0	0	0	1	1	6	3	1	2	1	2	2	1	3	1	2	166	1	0	4	1	1	0	0	2	2	1	2	0	0	5	2	1	2	0	1	1	1	0	0	4	0	1	0	0	1	0	2	2	0	0	2	0	5	4	2	4	0	1	5	1	0	3	0	1	6	1	0	3	1	4	0	1	3	5	2	4	3	0	4	0	2	0
A[Del(T):R8]C	0	4	1	6	0	1	3	1	4	0	4	0	1	0	2	5	2	1	3	4	0	1	2	0	0	1	2	1	1	0	1	2	3	0	0	7	0	1	1	0	1	2	1	1	1	1	141	2	1	2	2	1	0	1	0	2	1	5	1	0	2	2	3	0	3	2	1	1	1	0	1	1	0	0	0	0	3	0	1	0	1	2	0	2	2	2	1	1	1	0	1	2	2	1	3	2	0	1	1	0	4	0	1	1	3	1	1	1	0	3	2	0	1
A[Del(T):R8]G	0	2	1	1	0	1	1	1	3	0	0	1	0	0	2	2	2	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	4	0	1	0	1	0	1	0	0	0	0	108	0	1	3	1	0	0	0	1	3	1	3	1	0	0	2	1	0	1	0	0	1	1	0	1	2	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	4	0	0	0	0	1	0	1	2	1	0	2	0	0	4	1	1	3	2	0	2	1	0	1
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	5	0	1	3	0	1	3	1	0	1	1	1	2	5	3	0	1	1	0	3	3	3	0	1	3	2	3	4	2	4	3	3	2	2	1	1	1	2	5	4	2	2	0	1	2	0	4	4	0	6	2	4	1	0	3	7	5	5	3	3	2	3	2	1	4	3	3	2	3	4	3	3	2	2	1	3	1	1	2	0	0	9	3	2	1	5	2	5	2	6	1	6	3	1	7	3	2	4	1	2	1	2	4	2	3	0	0	0	2	2	0	3	3
