MutationType	CPCT02020389T	CPCT02080033T	CPCT02060156T	DRUP01340014T	DRUP01010121T	CPCT02130034T	CPCT02260015T	CPCT02220071T	CPCT02010710T	CPCT02340068T	CPCT02130050T	DRUP01060016T	CPCT02260017T	CPCT02020682T	DRUP01030013T	CPCT02130059T	WIDE01010296T	CPCT02380044T	CPCT02060117T	CPCT02080220T	CPCT02210056T	CPCT02020734T	CPCT02020716T	CPCT02080226T	DRUP01080014T	DRUP01270003T	CPCT02190044T	CPCT02130131T	CPCT02220054T	CPCT02330075T	CPCT02130134T	CPCT02130148T	CPCT02070381T	DRUP01070053T	DRUP01060025T	DRUP01100007T	CPCT02380019T	CPCT02020598T	DRUP01070059T	CPCT02080152T	CPCT02070406T	CPCT02450002T	DRUP01070024T	DRUP01060027T	CPCT02030381T	DRUP01220005T	CPCT02370010T	CPCT02020623T	CPCT02290023T	DRUP01010022T	CPCT02070159T	CPCT02030354T	CPCT02020565T	CPCT02060114T	CPCT02060118T	CPCT02220002T	DRUP01030002T	CPCT02070060T	CPCT02030320T	CPCT02060035T	CPCT02070110T	CPCT02020492T	CPCT02030327T	CPCT02020503T	CPCT02380029T	CPCT02020636T	CPCT02130013T	DRUP01110002T	WIDE01010639T	DRUP01010167T	WIDE01010570T
A[Del(T):R1]C	0	4	2	0	3	0	5	3	1	1	1	3	2	4	9	0	9	3	0	2	0	1	2	1	2	0	1	0	0	2	2	0	0	0	3	0	5	0	0	0	2	1	1	2	4	0	3	3	3	5	2	1	3	2	0	0	3	2	0	0	2	2	3	5	7	6	7	15	0	3	3
A[Del(T):R1]G	0	4	4	0	2	0	8	3	2	0	3	4	0	3	10	4	2	2	1	0	1	0	0	6	2	3	1	2	1	4	2	5	2	4	2	1	2	1	0	0	1	2	0	1	3	1	2	3	3	6	2	1	1	2	0	2	0	8	0	0	0	2	3	9	23	5	3	15	2	7	1
A[Del(T):R2]A	3	3	4	0	3	5	5	13	2	2	2	8	4	5	50	3	4	2	0	2	0	0	2	4	14	4	3	2	1	5	2	1	2	3	4	1	3	2	2	8	5	4	3	5	6	2	3	3	4	27	1	0	4	5	2	1	1	6	3	0	6	6	0	4	60	10	4	59	0	21	5
A[Del(T):R2]C	1	2	2	0	0	1	1	4	1	0	0	2	0	2	7	0	6	2	0	0	2	0	1	2	3	0	1	0	3	4	1	0	0	0	3	2	1	1	0	2	1	2	1	0	0	3	2	0	1	6	0	0	0	1	3	0	0	3	0	0	1	2	2	4	16	6	3	16	0	6	0
A[Del(T):R2]G	0	0	3	2	2	1	0	4	1	1	0	3	0	1	8	1	2	0	0	0	1	1	0	1	6	1	2	0	3	3	1	1	0	0	1	1	4	1	0	3	4	0	0	0	3	1	1	0	3	8	0	1	1	1	0	0	0	2	1	0	1	1	0	2	14	3	3	16	1	6	1
A[Del(T):R3]A	0	1	3	0	2	1	4	13	2	3	2	3	4	5	45	2	7	3	3	2	0	1	1	2	14	1	3	1	2	3	1	9	0	2	11	2	1	1	0	12	4	1	2	7	3	3	9	3	2	37	1	1	1	2	2	0	1	0	4	0	0	4	0	7	70	6	8	75	1	24	5
A[Del(T):R3]C	1	2	0	0	0	0	4	1	1	0	1	3	2	0	6	1	7	2	0	0	2	1	0	1	11	1	3	0	0	1	3	2	1	0	2	1	2	1	1	2	3	1	3	0	3	0	2	0	1	10	0	2	0	0	2	0	1	2	0	0	3	2	2	1	21	3	7	19	0	14	2
A[Del(T):R3]G	0	0	0	2	0	2	3	4	4	2	2	2	2	3	19	0	4	1	2	1	1	0	0	1	7	0	1	2	0	2	1	5	2	1	4	1	3	1	2	5	1	1	0	2	2	0	4	0	0	18	0	0	0	0	0	0	1	4	0	0	0	1	1	2	26	4	3	27	1	10	0
A[Del(T):R4]A	1	2	6	2	9	3	6	27	5	3	4	2	2	6	92	2	7	1	0	1	1	1	0	3	43	0	4	2	1	5	4	2	1	1	4	2	2	0	1	48	4	2	3	5	3	1	5	4	5	87	2	0	5	1	2	0	2	3	2	0	3	1	4	5	140	2	7	123	1	90	5
A[Del(T):R4]C	0	0	0	0	3	0	4	13	1	1	1	1	0	1	47	1	2	3	0	2	1	0	0	1	28	0	0	1	5	0	2	1	1	0	3	1	2	0	1	21	0	1	0	1	4	4	3	0	2	59	0	0	2	1	0	0	3	2	0	0	0	3	0	2	97	2	2	74	0	65	3
A[Del(T):R4]G	2	0	3	2	0	2	3	14	3	3	2	4	1	1	49	1	3	2	0	0	0	1	2	2	25	1	2	0	1	2	0	1	1	0	5	2	6	4	1	16	2	2	1	2	0	0	5	1	1	36	0	1	0	0	0	2	0	1	1	1	1	0	0	0	85	2	0	72	0	51	2
A[Del(T):R5]A	2	3	1	1	8	4	7	100	3	1	3	4	2	17	444	2	6	0	3	2	0	3	0	4	147	3	3	1	6	5	4	3	0	3	12	6	3	3	0	138	3	5	1	6	1	4	10	2	4	437	1	2	1	3	0	1	0	3	1	1	1	2	2	2	656	8	3	606	2	344	3
A[Del(T):R5]C	2	1	2	0	4	2	5	43	0	1	1	1	1	4	158	2	2	0	2	1	0	0	1	0	87	0	1	0	1	7	2	2	1	3	2	0	0	0	1	67	1	0	0	1	0	1	2	4	1	129	0	0	1	1	1	2	0	2	0	2	0	0	3	4	332	2	1	269	1	217	3
A[Del(T):R5]G	0	3	3	1	2	3	2	68	0	1	2	4	1	6	251	1	2	1	0	1	1	0	0	1	88	1	4	0	1	2	1	2	0	0	6	0	4	0	0	91	5	2	1	3	1	1	6	1	1	247	2	0	1	3	0	0	2	4	3	1	1	2	2	2	419	3	4	317	1	218	4
A[Del(T):R6]A	2	1	17	0	19	3	11	226	6	0	7	2	3	40	767	3	6	1	4	1	4	1	4	2	303	3	0	4	8	7	3	6	0	4	10	4	5	2	0	311	2	11	2	1	1	8	10	10	1	960	1	3	3	2	3	3	1	1	4	4	2	6	3	5	1429	5	7	1151	2	738	4
A[Del(T):R6]C	0	3	3	0	6	2	4	61	3	0	1	1	4	11	241	3	2	0	1	0	2	3	1	1	100	2	2	1	2	4	0	0	0	2	1	2	0	1	0	71	1	4	0	2	2	1	2	6	3	246	0	0	0	1	1	1	1	8	1	1	0	1	1	1	530	2	3	370	2	217	1
A[Del(T):R6]G	0	0	4	0	5	4	5	105	3	0	4	2	3	11	519	4	4	1	0	1	3	2	0	2	139	3	2	1	3	1	2	1	0	2	6	2	4	0	3	143	2	4	1	4	1	3	6	4	3	450	1	2	0	1	1	1	0	2	2	1	1	1	1	1	812	2	1	548	3	353	2
A[Del(T):R7]A	2	4	7	1	11	2	11	304	5	1	1	2	4	34	1032	5	7	0	6	1	5	6	1	3	407	2	1	2	8	8	1	3	0	4	8	5	5	1	0	445	1	14	4	3	2	8	8	9	3	1139	3	2	4	1	3	0	1	5	10	5	4	2	1	5	1874	2	3	1580	15	914	14
A[Del(T):R7]C	6	2	6	2	9	4	4	122	2	2	4	1	6	23	605	4	9	0	1	3	2	2	6	2	304	4	2	4	1	11	2	1	0	1	3	8	4	1	0	205	3	10	1	3	1	2	4	6	7	638	0	1	2	0	1	1	1	3	8	5	2	3	1	10	1193	2	7	895	5	531	6
A[Del(T):R7]G	2	4	8	0	8	0	7	236	4	0	3	2	7	22	967	1	5	0	0	2	5	3	0	1	368	1	0	3	3	8	1	0	0	1	5	1	2	1	0	344	0	7	1	1	0	4	5	11	4	989	0	2	1	1	1	0	1	3	4	4	1	0	3	1	1652	1	0	1283	6	769	3
A[Del(T):R8]A	7	6	10	3	34	7	15	522	10	5	7	2	9	40	1565	10	18	2	3	6	1	2	1	2	667	4	1	3	8	17	4	4	0	5	5	9	2	2	0	748	1	26	2	3	3	8	5	12	6	1746	2	4	5	1	5	4	4	8	11	2	3	4	3	10	2847	3	3	2462	5	1349	13
A[Del(T):R8]C	5	3	8	2	19	4	5	254	4	1	4	0	4	27	1013	3	6	4	5	2	2	3	2	8	527	2	2	5	10	13	0	5	1	2	5	13	2	0	1	329	2	15	0	1	1	10	5	10	2	1038	0	3	1	0	6	1	4	9	4	4	0	1	1	11	1977	3	4	1577	8	843	15
A[Del(T):R8]G	2	2	10	1	9	3	11	328	3	2	5	1	7	12	1013	3	5	3	0	2	3	1	2	0	353	2	0	2	2	10	1	3	1	2	2	11	1	0	1	424	0	7	0	1	1	3	3	4	4	1117	0	3	1	0	1	0	1	6	4	2	0	0	3	6	2045	3	3	1612	2	869	4
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	2	4	3	2	0	0	5	0	2	3	1	5	4	3	5	3	12	4	2	1	3	0	0	3	4	1	2	1	2	5	1	1	0	1	6	2	4	0	0	2	5	5	1	4	6	2	6	1	1	6	0	0	2	3	0	2	2	6	0	0	1	5	2	6	20	5	3	10	0	5	1
C[Del(T):R1]C	1	3	2	1	5	2	6	8	1	1	0	4	9	3	23	2	5	2	2	2	1	1	3	4	10	2	3	1	2	3	2	3	2	2	2	2	1	2	2	9	4	2	1	5	4	5	2	1	1	12	1	1	2	3	3	2	2	4	2	4	1	3	2	5	28	11	3	32	1	12	4
C[Del(T):R1]G	2	2	1	1	2	2	7	4	2	2	1	5	3	4	9	1	8	2	1	3	0	1	1	3	8	0	0	1	4	1	1	3	1	2	6	3	3	1	1	4	1	1	3	2	2	4	6	1	5	5	1	1	0	3	4	3	0	3	2	2	3	3	1	5	15	5	5	16	0	6	0
C[Del(T):R2]A	0	1	3	1	1	1	1	6	0	1	2	3	2	1	10	1	7	2	3	0	1	0	0	1	1	0	0	0	3	3	0	1	1	0	3	0	1	0	1	1	0	2	2	1	2	2	1	0	3	12	1	1	0	3	3	0	0	1	1	0	3	2	1	1	7	4	4	8	2	3	2
C[Del(T):R2]C	0	1	1	4	0	1	4	6	2	5	0	5	1	1	8	4	4	2	1	2	0	1	0	1	10	2	0	1	1	0	1	0	1	0	2	1	2	0	0	6	3	2	0	2	1	2	1	0	4	9	1	0	0	4	0	2	0	3	0	0	0	3	1	4	18	5	5	14	0	6	2
C[Del(T):R2]G	0	0	6	0	1	0	3	1	1	0	5	1	0	1	10	0	2	2	0	0	3	0	0	2	1	0	0	0	0	0	1	3	1	2	1	0	2	0	0	3	2	1	0	2	2	0	1	0	5	6	0	2	0	0	1	0	0	2	0	1	0	3	0	4	21	3	3	6	0	10	1
C[Del(T):R3]A	0	2	0	1	0	5	1	4	0	1	4	3	4	1	9	0	4	1	1	0	1	0	1	4	4	1	1	0	1	3	2	1	1	1	9	1	2	0	1	4	1	0	3	6	1	3	8	0	4	6	0	4	0	1	0	0	3	3	0	0	3	2	1	2	28	4	1	15	1	12	2
C[Del(T):R3]C	0	1	3	1	2	1	4	2	0	2	1	6	1	1	10	1	5	3	2	3	0	2	0	0	3	0	1	0	2	3	0	2	2	0	4	1	4	0	4	5	3	0	2	3	3	0	3	1	1	9	1	0	0	5	3	0	2	3	1	2	2	1	3	3	29	1	6	17	2	16	2
C[Del(T):R3]G	0	1	4	1	1	1	0	6	3	2	2	3	3	3	10	0	3	3	0	1	4	1	2	4	2	0	3	1	4	3	1	1	0	3	7	0	2	1	0	3	4	1	1	3	2	2	8	0	1	5	1	1	0	1	1	0	3	2	1	0	1	3	0	4	17	2	0	15	0	11	2
C[Del(T):R4]A	1	0	0	1	1	2	6	20	0	0	3	0	2	3	75	2	3	2	0	0	1	0	0	2	28	2	3	0	0	1	2	2	1	0	5	4	4	0	1	26	5	2	0	2	3	0	7	3	3	67	3	2	1	1	1	1	0	1	1	0	0	0	1	1	163	2	2	109	1	86	4
C[Del(T):R4]C	1	2	1	0	2	5	5	28	1	0	4	2	1	4	81	0	2	2	0	1	2	0	0	2	42	0	2	1	2	0	0	0	0	3	3	1	3	1	0	43	2	0	2	1	0	2	4	2	0	86	0	3	0	2	2	0	1	3	0	1	2	3	2	1	177	1	2	129	1	92	0
C[Del(T):R4]G	0	1	3	2	3	1	1	18	2	2	2	2	1	2	57	0	1	0	2	0	0	0	0	4	27	0	4	2	0	2	1	2	1	0	9	2	4	1	1	16	3	2	1	3	0	1	9	0	1	57	0	1	0	1	3	1	0	3	0	0	1	1	2	4	113	0	1	113	0	72	1
C[Del(T):R5]A	2	0	2	1	0	4	1	65	2	1	2	2	4	4	205	1	4	0	1	0	1	1	0	0	69	1	2	0	2	1	2	4	1	2	2	4	3	0	1	81	2	0	2	2	3	2	2	1	2	192	1	0	0	2	0	0	1	3	0	1	2	0	2	1	352	2	3	239	0	180	2
C[Del(T):R5]C	0	1	0	0	0	1	3	57	1	0	2	0	2	6	168	0	2	2	2	0	0	1	0	1	93	0	3	0	1	1	1	1	0	0	4	0	2	1	0	67	2	3	0	1	0	3	4	2	0	205	0	2	0	0	1	1	3	2	3	0	0	0	2	1	428	0	1	321	1	247	2
C[Del(T):R5]G	0	2	2	0	4	1	4	46	0	0	2	2	2	2	121	0	2	1	0	1	2	0	0	0	60	0	1	0	4	2	1	1	0	2	6	0	0	0	0	45	1	1	1	1	0	3	5	2	0	158	0	0	1	1	0	0	4	1	0	0	1	0	0	2	306	2	1	221	0	163	2
C[Del(T):R6]A	2	1	3	0	3	2	6	114	3	1	1	1	4	7	321	1	5	0	0	1	0	1	1	0	122	0	0	0	0	4	0	2	0	0	0	1	2	1	0	122	0	2	3	0	1	0	0	2	1	385	0	1	1	1	1	0	2	4	0	0	3	1	3	1	614	1	0	469	3	284	2
C[Del(T):R6]C	1	0	1	0	2	3	2	53	0	0	0	1	3	5	122	1	1	2	1	0	0	1	0	2	76	0	0	5	0	0	0	2	0	1	0	0	2	1	0	60	0	1	1	3	1	0	0	0	2	149	0	1	0	1	3	0	0	2	0	0	1	0	1	0	250	1	0	232	0	140	3
C[Del(T):R6]G	1	0	2	0	1	1	3	43	2	0	0	0	1	2	189	0	2	1	1	0	2	1	0	2	75	0	0	0	1	2	2	1	0	1	2	0	0	1	0	62	0	4	0	1	1	1	2	0	1	170	0	0	1	1	0	0	0	1	0	0	0	1	0	1	266	0	2	215	0	127	0
C[Del(T):R7]A	5	1	1	1	5	4	7	193	1	2	5	1	7	17	857	3	7	2	2	3	1	2	1	0	292	2	1	0	5	4	2	4	0	1	5	5	1	2	0	318	1	11	2	0	0	4	4	4	1	863	0	1	1	0	1	2	2	1	7	3	2	1	1	4	1383	1	2	1079	5	606	5
C[Del(T):R7]C	2	0	6	1	4	2	3	158	3	1	0	3	7	14	702	3	4	2	2	1	2	1	0	1	410	3	1	2	2	6	1	1	0	1	4	4	0	1	0	223	1	4	0	0	0	2	3	4	1	730	0	1	0	2	1	1	2	5	2	1	0	1	0	8	1315	2	1	1082	3	549	6
C[Del(T):R7]G	1	4	9	0	6	4	6	221	2	0	3	0	1	12	876	2	3	0	4	0	0	0	1	0	324	1	0	0	1	3	0	1	0	0	3	9	1	0	0	372	0	5	0	0	1	1	2	5	3	982	1	4	1	0	3	2	1	2	0	2	0	2	3	3	1531	0	1	1302	2	709	4
C[Del(T):R8]A	6	1	10	2	10	6	9	376	5	2	7	1	7	26	1711	8	4	0	2	3	2	2	2	3	533	4	1	3	9	11	2	0	0	3	1	9	1	1	0	583	0	12	0	2	3	9	1	8	5	1686	1	2	4	1	2	0	1	8	6	4	0	4	2	8	2588	3	6	2000	6	1004	6
C[Del(T):R8]C	4	2	15	0	7	0	9	295	1	1	3	2	9	18	1278	4	5	2	1	4	4	2	2	1	663	3	4	3	4	9	2	4	0	2	5	8	0	0	0	413	4	6	1	0	0	3	3	4	2	1313	1	1	1	2	1	1	2	4	4	5	1	0	2	6	2118	2	6	1577	4	884	9
C[Del(T):R8]G	3	0	4	1	5	2	7	466	3	1	1	1	5	23	1634	7	6	1	0	0	1	2	1	2	577	3	0	2	2	19	1	3	0	2	3	4	1	0	0	669	0	11	0	1	1	2	3	3	5	1736	1	1	5	1	2	1	1	4	5	1	0	3	2	2	2886	3	2	2242	6	1119	4
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	0	1	2	0	2	3	2	3	3	0	1	3	1	1	3	0	2	3	0	1	1	0	0	2	0	0	4	0	2	2	0	1	0	1	1	0	4	1	0	2	3	1	1	2	0	2	1	0	0	2	0	1	1	2	1	1	0	3	2	1	1	2	0	2	8	3	5	2	0	2	1
G[Del(T):R1]C	1	0	4	0	0	3	6	1	0	0	1	5	3	3	1	0	3	3	1	0	2	0	0	0	1	0	3	0	0	0	1	0	0	1	9	3	2	0	0	0	3	1	0	3	2	0	8	1	0	5	2	1	0	2	0	0	2	3	1	1	0	2	1	3	11	4	6	3	0	1	0
G[Del(T):R1]G	2	2	1	1	2	0	1	5	0	2	2	0	5	1	18	2	3	4	0	2	1	2	1	3	10	1	2	1	0	3	1	3	0	0	8	0	1	3	1	8	5	1	0	3	4	0	7	2	3	12	2	3	0	1	2	0	1	4	0	0	0	3	0	5	19	10	7	33	1	11	1
G[Del(T):R2]A	0	1	2	0	0	1	3	0	0	0	2	2	5	2	3	0	4	3	0	0	0	0	1	1	2	0	2	0	2	1	3	1	1	0	3	0	0	0	2	2	2	1	2	1	1	2	3	1	0	2	0	0	1	3	0	0	0	2	0	0	2	0	1	3	8	3	4	1	0	4	0
G[Del(T):R2]C	1	0	0	0	1	0	1	1	0	0	0	0	2	0	4	2	3	3	0	0	2	0	1	1	0	2	1	0	0	1	0	1	0	1	3	0	0	0	0	0	2	0	1	1	0	0	3	0	1	2	1	1	2	0	2	0	0	1	0	0	1	5	0	1	7	2	2	5	1	2	0
G[Del(T):R2]G	0	2	2	0	1	1	1	1	1	0	1	3	2	2	2	0	4	0	0	3	0	1	0	0	5	0	1	0	0	0	0	1	0	0	2	0	2	0	0	4	4	0	1	3	1	0	2	2	0	5	2	0	0	0	1	0	0	3	0	0	2	4	1	1	5	3	2	21	0	8	1
G[Del(T):R3]A	0	1	0	0	0	2	0	1	2	0	2	1	0	1	17	1	2	1	0	0	3	0	2	4	6	1	0	0	0	0	1	0	0	1	1	2	2	2	0	2	0	2	0	4	3	0	1	1	1	7	0	0	1	1	2	0	0	3	2	0	0	1	0	3	11	2	1	18	1	3	2
G[Del(T):R3]C	0	0	0	0	0	3	1	4	1	1	0	1	0	1	21	1	2	1	0	0	1	0	0	1	7	1	1	0	0	0	1	2	0	3	1	1	2	0	0	2	1	0	0	3	2	0	0	0	2	16	2	1	0	1	0	0	0	0	1	0	0	4	1	1	22	2	1	15	0	12	0
G[Del(T):R3]G	0	0	2	0	2	0	2	2	0	1	1	0	1	3	16	2	1	2	0	1	1	0	0	0	7	2	1	0	1	1	1	1	0	0	4	1	0	0	0	4	1	1	0	4	0	2	4	0	1	19	1	1	0	1	2	1	1	5	1	1	1	2	0	2	21	2	1	16	0	11	0
G[Del(T):R4]A	1	0	0	0	1	2	3	10	3	0	0	0	2	4	63	1	2	1	0	0	0	0	0	1	35	1	1	0	4	2	2	2	3	2	8	0	1	0	3	10	1	5	1	3	0	2	6	4	0	63	1	1	1	0	1	1	1	2	2	1	1	1	0	1	107	1	3	71	0	45	3
G[Del(T):R4]C	0	1	1	0	0	1	2	10	2	0	1	0	0	1	57	1	1	1	0	0	1	0	1	0	32	0	5	0	1	0	0	1	0	0	3	0	1	1	0	13	5	0	1	3	2	1	3	1	2	65	0	0	1	0	1	1	0	1	1	0	1	0	0	0	94	2	3	60	0	40	1
G[Del(T):R4]G	0	0	0	1	3	2	5	10	1	1	2	0	1	4	57	0	2	1	2	0	0	0	0	1	40	1	2	1	0	3	2	2	1	1	6	0	4	0	1	17	1	0	0	2	2	1	5	1	0	53	1	0	0	1	2	0	1	3	0	0	0	2	0	2	90	3	0	73	0	46	0
G[Del(T):R5]A	1	3	3	1	1	3	3	31	2	1	1	0	3	4	174	1	5	0	0	0	0	0	1	2	123	1	0	1	3	4	3	2	0	0	3	0	1	1	0	29	0	1	1	5	0	3	4	2	3	207	0	3	1	1	3	1	0	2	0	1	1	0	2	2	242	2	2	196	0	113	2
G[Del(T):R5]C	0	1	0	0	3	1	1	23	1	0	0	0	4	0	106	1	3	0	1	0	0	0	0	0	84	1	0	0	0	1	0	1	0	1	0	0	0	0	0	24	0	0	2	0	1	0	1	0	2	141	0	0	0	0	0	0	0	2	0	0	1	0	1	0	191	1	2	131	1	99	2
G[Del(T):R5]G	1	2	0	0	0	4	3	42	1	1	1	0	2	4	155	4	1	0	0	2	1	0	2	2	77	2	2	0	3	6	0	1	0	1	11	1	3	3	0	52	2	0	0	2	1	5	9	2	0	155	1	0	1	0	1	1	1	4	0	1	0	2	0	2	212	0	1	215	0	140	3
G[Del(T):R6]A	0	1	2	0	0	2	6	53	0	0	1	0	5	2	239	0	1	1	1	0	1	2	1	1	141	0	1	0	1	4	0	0	0	1	3	0	1	0	0	70	1	0	2	1	0	1	3	3	0	342	1	0	0	0	2	0	2	1	1	0	2	1	1	1	396	0	1	312	2	171	1
G[Del(T):R6]C	1	1	0	0	3	2	0	18	2	0	0	0	1	6	110	1	1	0	0	2	1	1	1	1	65	0	2	0	0	2	1	2	1	1	1	0	1	0	1	31	2	4	0	2	0	1	1	1	0	120	2	2	1	0	0	1	1	1	3	2	0	3	1	0	219	2	0	165	1	101	3
G[Del(T):R6]G	2	0	2	0	2	2	3	25	4	0	1	2	2	5	111	0	4	1	0	3	1	0	0	1	79	0	1	0	0	1	2	2	0	1	0	2	0	0	0	39	1	0	0	1	1	1	0	5	2	164	3	0	0	1	2	0	0	3	1	0	0	0	2	0	222	1	0	166	3	92	1
G[Del(T):R7]A	1	0	2	1	2	1	3	93	2	1	0	1	2	7	394	0	3	0	1	1	1	0	1	2	215	1	0	0	0	0	0	3	0	3	3	4	0	1	0	131	0	4	2	0	0	2	3	2	1	498	0	0	0	1	1	1	0	1	0	0	2	2	1	2	796	2	2	570	2	312	5
G[Del(T):R7]C	3	0	5	0	0	1	3	66	6	0	2	0	1	10	373	2	5	2	0	2	1	2	0	1	219	1	0	0	2	2	0	0	0	2	1	3	0	0	0	114	1	2	1	1	0	1	1	6	0	346	0	0	1	0	0	0	2	4	4	2	1	2	0	1	810	0	2	581	2	341	4
G[Del(T):R7]G	0	0	1	0	3	3	3	86	1	0	1	0	1	8	397	1	1	1	0	1	0	0	0	1	226	0	0	1	0	2	3	2	0	1	2	1	1	0	0	144	0	1	1	1	1	0	1	1	1	427	0	1	0	0	1	1	0	3	2	0	1	0	0	2	730	1	0	595	0	333	0
G[Del(T):R8]A	2	0	5	0	0	6	4	164	3	1	0	0	4	12	769	4	5	0	0	4	1	0	0	0	382	1	0	0	2	1	1	2	0	0	4	2	2	2	0	280	0	3	1	2	1	2	2	4	1	892	0	1	1	0	1	1	1	3	7	1	1	1	3	1	1399	1	1	1027	7	530	4
G[Del(T):R8]C	2	0	4	1	3	2	2	97	2	0	1	2	2	15	463	1	3	0	2	2	0	0	0	0	276	3	1	0	3	4	0	0	0	0	1	6	1	1	0	152	1	3	0	0	0	2	2	3	0	503	1	0	0	1	1	0	1	2	0	0	0	0	1	3	917	1	3	723	2	389	2
G[Del(T):R8]G	0	0	2	0	2	1	2	145	2	0	0	0	5	7	599	4	2	3	1	1	1	0	2	0	268	3	0	1	4	4	0	0	0	0	2	3	0	1	0	224	0	6	0	1	0	8	1	2	1	635	0	1	0	0	1	0	2	4	3	0	0	0	0	2	1183	0	1	913	1	472	6
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	3	2	3	1	0	1	4	8	0	1	1	0	10	3	12	0	4	0	0	0	0	0	1	4	6	0	0	5	3	2	1	3	0	2	5	0	1	0	0	9	1	3	1	1	0	3	5	1	0	16	2	3	1	0	2	0	3	1	3	0	1	1	2	2	26	2	4	42	1	8	6
A[Ins(C):R0]G	0	0	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	6	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
A[Ins(C):R0]T	0	1	2	0	0	0	5	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	2	0	0	3	2	2	0	0	0	5	0	0	1	0	0	4	0	0	1	0	1	1	0	1	0	2	1	0	2	0	0	0	0	3	0	0	3	0	2	5
A[Ins(C):R1]A	1	0	0	0	0	1	0	1	1	0	0	0	0	1	5	0	1	1	0	1	0	1	0	1	2	0	2	1	0	0	2	1	0	0	1	3	0	0	0	3	2	1	1	1	0	0	1	1	0	4	0	0	0	0	0	1	0	1	1	0	1	0	0	0	9	0	1	10	0	0	0
A[Ins(C):R1]G	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
A[Ins(C):R1]T	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	1	0	1	1	0	2	0	3	1
