MutationType	SP95454	SP94741	SP90209	SP90989	SP93540	SP93227	SP94348	SP94588	SP90725	SP94236	SP93772	SP92195	SP89957	SP92268	SP92707	SP89687	SP90269	SP94933	SP95126	SP95646	SP89443	SP89651	SP94060	SP92787	SP92723	SP92364	SP95406	SP91746	SP92332	SP91730	SP92947	SP91666	SP90245	SP90893	SP89519	SP94917	SP92659	SP94332	SP94661	SP93652	SP90125	SP94540	SP95222	SP89389	SP90503	SP92460	SP92931	SP91265	SP89909	SP90629	SP95550
C[Del(T):R4]A	48	100	304	100	122	606	66	0	0	0	2	4	2	1	0	2	0	41	6	1	0	1	1	0	2	139	0	0	4	3	2	4	0	3	1	30	5	2	0	1	2	1	3	2	1	20	0	0	24	5	1
C[Del(T):R4]C	43	101	214	125	170	329	79	0	0	2	1	0	3	0	0	1	0	55	3	1	2	0	0	2	0	167	0	0	1	2	0	1	0	0	0	33	2	0	1	1	0	1	5	0	0	27	2	2	42	4	3
C[Del(T):R4]G	45	73	148	75	128	297	74	0	0	2	0	3	0	1	0	3	0	30	2	4	1	1	0	0	1	100	2	0	5	5	0	1	5	1	0	31	1	6	0	3	2	2	3	0	0	32	2	2	29	5	3
C[Del(T):R5]A	107	206	527	222	391	768	159	1	0	0	0	1	2	2	1	1	2	97	1	0	1	0	0	0	1	288	1	1	0	4	5	1	0	0	0	62	4	2	1	2	2	1	3	1	2	48	1	2	90	3	3
C[Del(T):R5]C	110	242	341	263	400	433	214	1	1	2	1	2	0	0	2	1	1	141	3	1	1	0	0	0	1	359	1	1	3	1	0	0	0	3	0	80	3	0	0	1	1	0	2	0	1	66	1	1	74	0	0
C[Del(T):R5]G	99	180	254	175	312	296	159	2	0	0	1	2	0	1	1	0	0	96	3	0	0	1	1	1	0	218	2	1	5	2	1	2	2	0	0	62	1	0	0	0	2	0	3	1	0	37	1	5	70	1	5
C[Del(T):R6]A	198	399	1142	450	752	1314	338	1	2	1	1	1	2	2	0	0	0	211	2	1	0	0	4	0	0	505	1	1	0	0	1	0	0	0	1	115	9	1	0	2	0	1	3	4	2	111	2	1	123	6	5
C[Del(T):R6]C	85	162	571	211	299	581	173	0	2	3	0	0	2	1	0	5	0	107	2	1	0	0	0	1	1	233	0	2	2	0	1	0	0	0	0	70	8	2	1	1	3	0	0	0	1	44	0	1	53	3	2
C[Del(T):R6]G	82	203	465	182	397	557	144	1	0	4	0	1	1	0	1	1	0	113	2	0	0	1	0	0	2	199	0	0	1	2	1	0	1	1	1	45	0	3	1	1	1	0	2	0	2	49	4	3	80	3	2
C[Del(T):R7]A	415	871	1988	816	1799	1709	766	2	3	0	2	2	6	1	0	0	1	519	4	2	1	0	2	1	0	858	1	1	0	3	1	4	1	0	1	297	30	3	1	0	2	1	5	2	3	231	2	0	245	3	4
C[Del(T):R7]C	382	730	1396	816	1402	1473	649	3	1	0	0	2	1	3	1	3	2	426	6	1	0	2	1	0	1	814	0	2	3	7	0	0	0	2	1	253	5	3	3	2	1	5	5	2	1	156	2	5	211	3	2
C[Del(T):R7]G	478	1014	1792	1037	2215	1791	907	0	0	1	0	1	1	1	0	0	1	574	5	2	0	1	0	1	1	942	0	2	3	2	0	1	0	0	3	269	11	2	3	0	1	1	2	2	1	235	3	3	287	3	1
C[Del(T):R8]A	746	1660	2114	1545	3203	1866	1494	1	3	2	2	2	5	4	2	2	0	1011	5	2	0	2	2	1	4	1403	1	0	1	0	3	4	2	0	1	446	25	2	1	1	1	2	3	4	0	307	3	8	327	1	7
C[Del(T):R8]C	591	1153	1284	1333	2206	1228	1133	2	2	2	3	0	3	3	1	1	1	765	4	2	0	1	1	1	0	1171	0	0	3	0	2	7	0	2	3	363	8	3	1	2	0	1	3	2	1	236	3	3	204	7	5
C[Del(T):R8]G	831	1919	1605	1940	3812	1318	1678	0	2	1	1	0	4	1	1	1	0	999	6	0	2	0	0	1	2	1595	0	0	1	0	1	3	0	0	2	451	3	1	1	0	1	2	4	7	1	339	3	4	414	4	2
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	0	2	1	2	1	2	2	0	0	1	0	0	1	1	1	2	1	1	2	1	2	1	0	1	0	2	0	1	4	1	0	2	4	0	0	2	2	1	2	0	3	0	3	1	0	2	1	2	0	4	0
G[Del(T):R1]C	0	0	2	1	0	2	0	1	1	1	0	1	0	0	1	0	1	1	3	4	1	0	2	0	0	3	1	0	2	3	0	0	1	4	0	0	0	3	0	0	2	3	3	0	0	1	0	4	0	4	1
G[Del(T):R1]G	3	3	5	4	5	10	6	1	0	1	2	2	2	0	3	4	0	3	2	0	0	0	3	3	0	6	1	1	1	3	0	0	1	5	0	1	1	4	0	0	2	1	5	3	0	1	2	3	3	4	1
G[Del(T):R2]A	0	6	12	0	0	21	4	0	0	0	0	0	2	0	2	2	0	1	3	0	0	0	1	0	0	2	0	0	3	3	1	1	1	2	1	2	1	1	0	2	3	0	2	0	2	1	0	0	1	2	0
G[Del(T):R2]C	2	2	7	2	4	7	4	2	0	0	0	1	2	0	0	3	0	2	0	0	2	0	0	0	1	4	0	1	0	2	0	0	0	2	0	1	0	2	1	3	0	0	0	2	1	2	1	2	0	0	0
G[Del(T):R2]G	0	5	3	2	2	6	1	1	0	1	2	1	0	0	0	0	0	1	1	1	1	0	0	0	1	2	1	2	1	0	1	0	1	0	3	1	1	4	0	0	1	1	1	0	0	1	2	0	1	1	0
G[Del(T):R3]A	4	9	137	6	11	347	5	5	0	1	1	1	1	0	2	1	0	6	1	0	1	1	0	2	1	20	1	0	0	1	0	1	1	4	1	7	6	2	1	0	0	1	6	2	0	6	1	0	7	4	1
G[Del(T):R3]C	9	20	228	13	6	448	6	1	0	1	1	0	0	0	0	1	2	3	2	2	0	1	2	0	1	23	0	0	3	0	0	3	1	2	1	2	0	1	0	1	0	0	0	2	1	5	3	1	4	0	0
G[Del(T):R3]G	5	7	71	4	13	259	13	1	1	2	1	5	0	0	0	0	1	4	2	1	0	0	0	0	0	15	0	0	1	1	0	0	2	0	0	7	1	1	0	1	3	0	3	1	0	8	2	3	1	2	1
G[Del(T):R4]A	35	54	1035	65	93	1303	39	1	1	0	1	3	1	1	0	1	1	23	2	1	0	1	0	1	1	68	1	1	4	4	0	2	0	0	0	31	8	1	0	0	1	0	2	2	2	14	1	3	12	4	3
G[Del(T):R4]C	26	49	535	65	72	671	45	1	1	1	1	1	0	1	2	2	0	22	2	0	1	1	2	1	0	54	0	1	2	0	0	0	3	2	0	18	0	2	0	0	1	2	2	0	0	17	1	0	11	1	2
G[Del(T):R4]G	17	64	458	73	80	633	51	1	1	0	0	3	2	1	0	3	0	37	2	1	2	0	1	0	1	63	0	1	4	2	0	0	3	2	1	18	2	4	0	2	0	1	5	1	1	19	2	2	22	2	4
G[Del(T):R5]A	91	157	1810	142	231	2005	130	0	2	0	3	2	0	1	0	0	1	82	0	1	0	0	1	0	2	209	2	1	4	0	0	2	3	2	0	56	7	3	1	2	2	2	5	1	1	51	5	1	38	8	3
G[Del(T):R5]C	53	82	518	132	152	619	75	0	0	0	1	2	2	1	0	2	2	70	1	2	0	0	0	0	1	117	0	0	3	0	1	1	2	1	0	44	3	1	0	1	1	0	1	0	1	33	0	0	32	2	0
G[Del(T):R5]G	66	139	724	148	280	811	120	1	0	0	2	0	1	1	0	0	0	106	3	1	0	1	0	0	0	169	2	1	10	1	0	1	0	1	0	50	1	1	0	2	3	0	1	2	1	32	1	2	47	5	2
G[Del(T):R6]A	156	234	1424	268	432	1382	250	0	1	2	0	0	4	0	0	3	0	114	3	1	1	0	0	1	0	277	0	0	0	2	0	3	0	0	0	91	3	1	0	0	2	0	6	0	0	76	0	2	61	3	2
G[Del(T):R6]C	58	122	579	140	215	542	109	0	0	0	0	1	0	0	0	1	2	98	2	0	0	0	0	0	0	141	0	0	3	1	1	1	2	1	0	50	4	1	3	0	1	0	0	0	1	36	1	4	45	5	1
G[Del(T):R6]G	76	104	921	134	201	953	123	0	1	2	0	1	0	3	1	2	0	66	4	2	0	1	1	1	1	155	1	0	4	2	0	1	1	0	1	42	3	0	0	0	0	0	3	1	1	44	0	5	40	1	2
G[Del(T):R7]A	251	368	1030	438	789	1014	383	0	0	0	1	1	0	1	0	0	0	224	2	1	1	0	1	0	0	410	1	0	0	1	0	0	1	0	1	136	7	1	1	0	0	0	2	3	0	109	3	1	76	1	1
G[Del(T):R7]C	184	368	807	420	698	796	407	0	0	3	2	1	3	2	0	1	0	289	2	0	1	1	2	0	1	427	1	1	2	0	2	2	1	1	0	119	5	3	1	1	0	4	2	1	0	87	0	1	101	2	1
G[Del(T):R7]G	249	401	1122	505	852	1216	420	0	2	0	0	1	0	1	0	2	1	228	3	0	0	2	1	0	1	410	1	0	2	1	1	2	0	1	0	124	7	1	0	0	1	0	6	0	0	102	3	1	99	0	1
G[Del(T):R8]A	355	653	1034	849	1341	1069	665	2	0	1	0	1	3	2	1	1	0	404	3	0	0	0	2	0	0	670	0	1	0	0	3	1	2	0	1	204	5	0	3	0	0	2	4	3	2	148	0	1	145	6	1
G[Del(T):R8]C	236	458	598	560	831	626	429	0	0	2	1	0	3	2	0	1	0	345	3	0	0	0	1	0	2	505	0	1	1	0	1	0	1	0	2	125	5	0	0	0	1	1	1	1	0	85	0	2	100	6	2
G[Del(T):R8]G	302	621	715	670	1152	665	543	1	1	0	1	1	2	2	0	1	0	326	2	0	0	0	0	1	0	566	0	0	1	0	2	0	0	0	0	142	4	2	0	2	0	1	0	3	1	130	0	1	121	0	2
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	5	7	9	9	13	14	8	0	1	0	0	0	2	0	2	3	4	24	0	2	1	1	0	2	1	25	1	0	2	0	2	1	1	0	1	13	72	1	3	2	0	1	0	0	0	1	1	2	1	6	1
A[Ins(C):R0]G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
A[Ins(C):R0]T	0	0	0	1	0	6	0	0	1	2	1	0	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0
A[Ins(C):R1]A	0	3	6	1	3	2	1	0	0	0	0	0	0	0	0	0	1	16	0	0	0	2	0	0	0	5	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0
A[Ins(C):R1]G	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
A[Ins(C):R1]T	1	2	4	1	1	3	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0
A[Ins(C):R2]A	0	2	1	0	2	5	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0
A[Ins(C):R2]G	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
A[Ins(C):R2]T	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
A[Ins(C):R3]A	5	6	7	3	4	4	7	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0
A[Ins(C):R3]G	1	1	0	1	3	1	4	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A[Ins(C):R3]T	0	4	2	2	4	2	5	2	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A[Ins(C):R4]A	10	17	17	17	19	17	18	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	10	0	1	8	0	0
A[Ins(C):R4]G	5	6	6	2	8	10	6	1	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	0	9	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	8	0	0	2	0	0
A[Ins(C):R4]T	6	7	9	7	12	9	10	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0
A[Ins(C):R5]A	10	19	27	12	28	31	21	0	1	0	2	1	0	1	0	0	0	66	0	0	1	0	0	0	0	27	1	0	1	0	0	0	1	2	0	6	2	0	1	0	0	0	0	0	0	7	1	0	13	0	0
A[Ins(C):R5]G	0	1	3	2	5	4	4	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
A[Ins(C):R5]T	9	13	11	10	19	26	15	1	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	16	0	0	0	1	1	1	0	0	1	6	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0
A[Ins(C):R6]A	10	16	44	18	30	55	20	0	0	0	0	1	1	0	0	0	0	72	0	0	0	0	0	0	0	33	0	0	0	0	0	2	0	0	0	12	1	0	0	0	0	0	1	0	0	9	0	0	4	0	1
A[Ins(C):R6]G	2	8	6	5	7	7	6	0	0	0	0	0	0	0	1	0	0	27	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0
A[Ins(C):R6]T	6	8	17	9	21	34	10	0	0	0	1	0	0	0	0	0	0	35	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	6	0	0	1	0	0
A[Ins(C):R7]A	42	56	83	65	79	58	52	0	0	0	0	1	0	1	1	0	0	206	0	0	0	1	0	0	1	104	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	2	0	17	0	0	20	0	0
A[Ins(C):R7]G	11	13	21	6	13	14	16	0	0	0	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	26	0	1	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0
A[Ins(C):R7]T	11	16	24	14	25	18	15	1	0	0	0	0	0	0	1	0	0	61	0	0	0	0	0	0	0	25	0	1	0	0	1	1	0	0	0	8	0	0	0	0	0	0	0	1	0	5	0	0	1	0	0
A[Ins(C):R8]A	15	44	26	37	25	21	33	1	0	0	0	1	2	1	0	1	0	74	0	0	0	0	0	0	0	57	0	0	0	1	1	1	0	0	0	14	0	0	0	0	0	0	0	0	0	8	0	1	2	1	0
A[Ins(C):R8]G	2	1	1	4	1	1	3	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
A[Ins(C):R8]T	10	10	9	9	4	7	5	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	19	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]G	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
G[Ins(C):R0]T	0	1	4	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	6	1	0	0	1	1	0	0	0	0	0	0	0	0	0
G[Ins(C):R1]A	0	3	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	2	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0
G[Ins(C):R1]G	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R1]T	0	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	2	2	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
G[Ins(C):R2]A	0	1	3	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
G[Ins(C):R2]G	0	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R2]T	0	1	2	0	1	4	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R3]A	1	3	1	1	2	6	4	0	0	1	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
G[Ins(C):R3]G	1	0	1	0	1	2	3	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
G[Ins(C):R3]T	2	5	1	0	1	5	2	0	1	1	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
G[Ins(C):R4]A	12	17	14	16	36	16	21	0	0	0	0	0	0	1	0	0	0	72	1	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	1	7	0	0
G[Ins(C):R4]G	2	3	2	3	5	2	4	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
G[Ins(C):R4]T	4	4	10	5	17	17	10	0	0	0	0	0	0	0	0	0	0	29	1	0	1	0	0	0	0	18	0	0	0	0	0	1	0	0	0	5	0	1	0	0	1	0	0	0	0	2	0	0	5	0	0
G[Ins(C):R5]A	13	15	16	5	18	39	8	0	0	0	2	1	0	0	0	0	0	54	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0
G[Ins(C):R5]G	4	4	5	2	3	4	3	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
G[Ins(C):R5]T	11	22	24	8	23	28	9	0	0	0	1	0	0	0	0	0	0	57	0	0	0	0	0	0	0	28	0	0	0	0	0	0	2	0	0	7	2	0	0	0	0	0	0	0	0	5	0	0	9	0	0
G[Ins(C):R6]A	16	41	64	26	62	65	23	0	0	1	2	0	0	0	0	0	2	105	1	0	0	0	0	0	0	59	0	0	0	1	0	0	1	1	0	14	2	0	0	0	0	0	0	1	0	16	0	0	13	0	0
G[Ins(C):R6]G	6	15	20	10	19	12	14	1	0	0	0	0	0	0	0	0	0	60	1	0	0	1	0	0	0	26	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0
G[Ins(C):R6]T	18	33	45	14	46	47	23	0	0	0	1	0	0	0	0	0	0	89	0	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	0	10	1	1	0	0	0	0	0	0	0	6	0	0	5	0	0
G[Ins(C):R7]A	33	78	76	60	76	75	47	1	0	0	0	1	0	1	0	0	0	179	0	0	0	1	0	0	1	98	0	0	0	0	0	2	1	0	1	20	1	0	0	1	0	0	0	0	0	22	0	0	16	0	0
G[Ins(C):R7]G	14	25	23	9	24	20	17	1	1	0	0	2	0	0	0	0	0	53	0	0	0	0	0	1	0	29	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	5	0	0	4	1	0
G[Ins(C):R7]T	14	18	35	21	30	36	18	1	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	38	0	0	0	1	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	10	0	0	4	0	1
G[Ins(C):R8]A	26	46	36	32	40	25	31	1	0	0	0	0	0	1	0	0	0	81	1	0	0	0	1	1	0	60	0	0	0	0	0	0	0	0	0	9	1	0	0	1	0	0	0	1	0	6	0	0	6	0	0
G[Ins(C):R8]G	2	10	7	5	6	3	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
G[Ins(C):R8]T	7	13	10	6	14	4	10	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
T[Ins(C):R0]G	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]T	7	40	29	32	45	17	34	0	0	0	0	1	0	0	1	1	2	217	0	1	1	0	1	0	1	97	2	1	1	1	2	2	0	1	0	11	4	1	2	1	2	0	2	0	2	8	1	1	5	4	3
T[Ins(C):R1]A	0	4	2	2	4	3	2	1	0	2	0	1	0	0	0	0	0	6	0	0	0	1	0	0	0	3	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0
T[Ins(C):R1]G	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
T[Ins(C):R1]T	0	0	6	2	3	3	2	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	5	1	0	0	1	0	0	0	0	2	0	0	2	0	0
T[Ins(C):R2]A	0	2	2	1	3	5	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	2	0
T[Ins(C):R2]G	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
T[Ins(C):R2]T	1	3	7	0	2	11	1	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	1	4	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0
T[Ins(C):R3]A	0	1	9	3	3	13	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
T[Ins(C):R3]G	1	1	2	2	3	2	1	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R3]T	1	7	14	2	7	16	3	0	1	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0
T[Ins(C):R4]A	23	47	37	48	72	42	50	1	0	0	0	0	0	0	0	0	0	175	0	0	1	0	0	0	0	94	0	0	1	0	0	0	0	0	0	9	1	0	0	1	0	0	0	0	0	11	0	0	8	1	0
T[Ins(C):R4]G	2	0	4	2	5	6	3	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0
