MutationType	SP135192	SP135335	SP135278	SP135287	SP135345	SP85122	SP84384	SP135184	SP135226	SP135436	SP135262	SP135431	SP135425	SP135222	SP135230	SP135205	SP135180	SP135213	SP135217	SP135405	SP135238	SP135270	SP135411	SP135188	SP135194	SP135186	SP135420	SP135258	SP135234	SP135293	SP135393	SP135299	SP135415	SP135310	SP135323	SP135390	SP135209	SP135240	SP135182	SP85251	SP84408	SP84491	SP84743	SP83967	SP105253	SP84998	SP84062	SP84982	SP84790	SP105673	SP85339	SP84719	SP105425	SP84056	SP105261	SP85379	SP105086	SP84392	SP105018	SP84858	SP84086	SP105213	SP105577	SP85431	SP84962	SP105006	SP84439	SP105159	SP85230	SP84922	SP85130	SP104984	SP85222	SP105375	SP85287
A[Del(T):R1]A	0	1	0	20	2	21	32	0	0	3	1	7	4	1	2	0	0	4	0	3	1	3	0	1	1	0	4	0	4	0	4	8	1	0	0	1	1	3	6	3	2	12	9	3	6	5	1	18	4	5	4	3	3	5	2	8	20	25	19	6	1	7	3	3	2	7	41	7	8	16	8	1	3	12	3
A[Del(T):R1]C	0	1	0	3	1	4	10	0	0	0	1	5	2	0	2	0	0	2	0	2	0	1	0	1	1	1	4	0	1	0	1	4	1	0	1	1	0	1	2	3	0	6	3	0	3	1	0	4	4	7	0	1	3	5	0	3	14	8	10	0	1	5	1	1	1	6	12	4	1	10	2	0	0	3	1
A[Del(T):R1]G	0	0	0	2	0	8	9	0	1	2	0	1	1	0	0	0	0	1	0	1	0	3	0	2	0	0	1	0	1	0	2	2	1	0	0	0	0	1	5	3	2	5	3	2	3	0	0	3	1	3	3	2	0	2	0	4	3	12	5	2	2	2	0	1	5	6	8	3	5	1	4	1	0	3	3
A[Del(T):R2]A	0	0	0	26	2	35	49	0	1	3	0	1	1	0	0	0	0	0	0	4	0	3	0	0	1	2	4	0	5	0	1	0	2	0	0	0	0	1	6	2	2	10	5	1	1	1	0	21	6	4	3	0	0	2	2	2	5	65	10	5	0	3	1	1	2	4	75	0	4	4	2	1	1	7	5
A[Del(T):R2]C	0	0	0	12	1	13	14	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	2	1	0	3	0	1	0	0	0	0	0	1	0	0	1	3	0	1	5	7	0	2	1	1	7	3	3	0	1	2	0	0	3	3	11	3	2	1	2	3	1	4	3	23	0	3	4	0	3	0	7	1
A[Del(T):R2]G	0	0	0	15	1	11	19	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	2	0	1	1	0	1	0	3	0	0	0	0	1	0	0	0	1	0	3	4	0	3	2	0	9	2	3	1	1	2	2	1	4	5	20	8	1	1	2	0	3	1	2	16	0	1	2	1	0	1	3	0
A[Del(T):R3]A	0	0	0	46	2	59	69	1	0	2	0	5	6	1	2	0	0	0	0	3	0	2	2	1	1	1	1	0	4	0	2	4	2	0	2	0	0	2	6	0	2	10	9	1	7	2	0	36	1	3	5	0	1	5	1	5	3	67	18	4	0	2	0	2	4	7	96	0	4	8	3	0	0	11	7
A[Del(T):R3]C	0	1	1	12	2	23	41	0	0	2	1	2	1	1	1	0	0	0	0	3	0	0	1	0	0	1	0	0	4	0	1	2	0	0	0	0	0	0	6	2	0	4	4	1	2	2	1	18	3	0	3	1	1	2	2	1	5	31	8	2	1	0	1	2	2	1	49	0	1	3	0	2	0	3	1
A[Del(T):R3]G	0	0	0	18	2	36	33	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	1	1	1	2	2	0	5	0	0	1	0	0	0	1	1	1	6	3	0	6	3	2	2	1	0	26	3	5	1	1	1	4	1	0	3	30	8	1	0	1	0	0	2	2	40	2	0	5	0	1	0	4	2
A[Del(T):R4]A	0	0	1	129	5	179	171	0	2	4	0	2	1	2	0	0	0	0	0	5	0	1	2	2	1	1	3	0	3	0	3	6	0	0	0	0	1	2	11	0	0	13	13	5	4	1	0	102	9	4	7	2	6	0	0	6	7	203	15	4	1	4	3	3	2	1	230	0	3	10	6	3	2	10	2
A[Del(T):R4]C	0	0	0	83	2	148	156	0	0	2	0	2	2	1	2	0	0	2	0	3	0	1	2	2	3	2	2	0	3	0	1	2	1	0	0	0	0	3	4	0	0	9	8	0	1	0	0	78	7	3	2	3	3	1	2	5	1	115	3	1	2	0	0	3	4	2	173	0	3	13	7	0	0	11	1
A[Del(T):R4]G	0	0	0	68	1	99	117	0	0	1	0	4	1	0	1	0	0	1	0	5	0	1	0	0	1	1	3	0	3	0	3	4	0	0	0	0	0	1	5	0	0	10	2	2	1	1	1	61	2	1	3	1	2	3	0	0	4	123	17	7	2	0	0	0	1	1	151	0	2	9	2	5	0	4	4
A[Del(T):R5]A	0	1	0	651	4	995	1041	0	1	16	1	11	10	4	2	2	0	2	0	6	0	4	6	2	3	5	7	0	9	0	5	5	5	0	3	0	1	5	29	2	2	14	11	5	9	5	1	497	11	4	5	4	13	6	2	12	11	1091	14	11	0	4	2	1	10	6	1238	4	4	29	10	4	3	25	3
A[Del(T):R5]C	0	0	0	258	1	350	536	0	0	6	0	6	6	1	3	1	0	1	0	4	0	2	3	3	1	4	1	0	2	0	3	2	1	0	0	0	0	7	13	0	1	11	10	2	10	5	0	268	5	3	6	4	7	5	5	5	7	378	10	9	1	3	0	0	1	2	539	1	2	16	3	1	0	9	4
A[Del(T):R5]G	0	0	0	380	1	546	549	0	1	6	3	6	4	1	1	0	0	1	0	2	0	4	2	1	2	1	3	2	4	0	2	2	0	0	0	0	0	3	12	2	1	11	6	0	9	2	4	301	3	2	6	6	5	3	3	6	2	675	23	7	1	6	3	1	6	2	687	3	3	10	5	1	1	6	6
A[Del(T):R6]A	0	0	3	1370	6	2231	2138	0	4	14	3	22	14	6	6	4	0	2	0	11	0	6	7	1	14	7	13	2	17	0	4	5	3	0	0	2	0	10	62	1	2	28	32	2	26	11	3	1028	15	10	15	19	18	5	6	26	12	2078	25	27	3	10	10	2	4	11	2221	12	5	37	16	12	3	36	4
A[Del(T):R6]C	0	0	0	419	4	548	1002	0	0	11	0	18	4	4	3	0	0	7	0	5	0	4	3	1	2	1	8	0	4	0	1	6	1	0	0	0	0	1	29	2	0	18	18	3	12	12	1	370	12	2	5	8	13	5	3	9	9	646	8	20	0	10	2	3	3	5	859	7	2	26	9	3	2	25	6
A[Del(T):R6]G	0	0	0	701	4	970	1362	0	3	13	0	13	4	0	3	2	0	2	0	6	0	4	3	1	2	7	5	0	10	0	2	4	1	0	0	1	2	2	27	5	0	18	11	3	8	9	0	548	9	3	15	11	10	5	1	9	7	1092	13	8	3	6	6	0	1	7	1274	6	1	20	9	5	1	14	5
A[Del(T):R7]A	0	2	0	1857	2	2952	2809	0	5	21	2	20	14	10	8	0	0	5	0	14	0	8	5	2	10	3	14	2	18	0	11	12	3	0	2	1	2	5	75	1	5	39	50	5	37	12	1	1408	10	12	31	10	31	10	10	27	16	2755	14	33	4	19	18	2	9	17	2569	9	3	48	29	10	1	35	8
A[Del(T):R7]C	0	0	0	1129	4	1366	2399	0	2	14	1	22	10	6	7	1	0	1	0	9	0	7	5	0	2	2	9	2	10	0	8	6	3	0	1	0	1	13	51	1	1	29	43	10	25	7	0	995	20	11	18	14	16	9	8	24	18	1624	15	26	4	12	10	1	10	10	1756	12	2	42	19	6	3	30	11
A[Del(T):R7]G	0	0	0	1361	1	2327	2566	0	1	17	0	14	7	3	1	1	0	2	0	3	0	4	4	2	4	2	10	1	17	0	4	3	0	0	1	0	0	6	48	3	1	24	27	4	14	10	0	1137	9	6	18	12	22	4	5	23	9	2459	13	26	2	9	6	3	6	7	2308	2	1	33	14	5	1	23	10
A[Del(T):R8]A	0	1	0	2204	3	4055	3065	0	3	24	0	29	9	6	3	0	0	3	0	8	0	20	4	3	4	4	13	2	18	0	12	9	1	0	0	0	0	12	63	3	2	47	40	6	26	25	0	1849	16	3	37	15	40	15	4	48	17	3547	3	42	4	33	17	2	11	16	2723	6	2	51	33	19	6	26	15
A[Del(T):R8]C	0	0	0	1522	1	2034	2784	0	1	15	1	25	6	3	5	1	0	4	0	13	0	8	2	1	3	5	6	0	16	0	4	6	0	0	0	0	0	9	53	2	3	46	37	4	32	12	0	1576	14	3	25	8	29	6	8	26	20	2295	3	28	6	20	10	6	2	14	1937	7	0	50	26	11	4	25	8
A[Del(T):R8]G	0	0	0	1329	1	2542	1911	0	3	19	0	14	2	4	3	1	0	2	0	4	0	4	1	1	5	1	4	0	8	0	5	2	1	0	0	1	1	3	37	0	2	19	18	3	12	8	1	1193	8	7	14	6	20	6	5	18	5	2258	2	24	2	13	5	1	2	13	1562	3	0	19	8	10	2	15	4
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	0	0	0	4	1	6	11	0	1	0	1	1	4	1	0	0	0	0	0	0	0	2	0	1	1	2	4	0	1	0	2	3	2	0	0	0	0	1	8	1	0	5	8	1	2	1	2	5	3	4	0	2	1	1	3	2	5	11	7	3	2	4	1	1	1	1	24	0	2	3	2	0	1	2	2
C[Del(T):R1]C	0	0	0	12	5	18	33	1	0	3	0	2	5	1	0	0	0	1	0	5	0	1	3	2	0	2	4	0	3	0	1	2	2	0	1	0	0	1	4	2	4	12	9	2	4	1	2	18	3	3	1	4	2	0	1	7	7	18	11	2	0	1	1	1	0	4	30	1	3	17	3	0	0	4	4
C[Del(T):R1]G	0	0	1	1	3	6	13	0	0	0	0	0	2	1	1	2	0	1	0	0	0	0	2	1	0	1	1	0	4	0	2	3	0	0	0	0	0	1	4	1	3	8	6	3	4	2	0	9	4	3	0	1	2	1	5	3	5	8	6	3	3	5	3	2	3	2	20	3	2	5	4	8	1	6	4
C[Del(T):R2]A	0	1	0	7	0	7	16	0	1	2	0	2	3	0	0	1	0	0	0	4	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	10	10	3	1	0	1	13	0	5	1	0	5	2	4	1	3	16	4	3	1	1	2	0	0	6	34	0	2	6	1	0	1	3	4
C[Del(T):R2]C	0	0	0	6	0	14	20	0	0	3	1	3	2	2	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	2	1	1	6	1	0	4	0	0	10	1	1	1	3	0	1	0	4	2	13	7	1	1	0	1	1	1	1	39	0	1	1	2	0	0	3	1
C[Del(T):R2]G	0	0	0	11	0	13	15	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	3	0	0	1	0	0	0	1	1	1	8	4	0	0	0	1	9	3	3	3	1	3	2	1	2	0	22	7	2	0	1	1	3	0	1	45	0	0	3	0	1	0	3	2
C[Del(T):R3]A	0	0	0	12	3	19	14	1	0	0	0	0	2	1	2	0	0	0	0	4	0	2	0	0	1	0	3	0	1	0	0	3	0	0	0	0	0	1	6	0	0	6	13	2	7	1	0	15	2	2	2	0	3	0	0	2	5	26	8	1	2	2	1	3	2	3	57	2	2	3	4	2	1	7	1
C[Del(T):R3]C	0	0	0	12	0	21	32	0	0	0	0	1	3	1	0	1	0	1	0	3	0	2	2	0	0	3	1	0	0	0	1	3	0	0	1	0	0	0	3	0	1	3	2	1	3	2	1	17	3	4	2	2	2	3	0	1	1	20	8	2	0	1	1	1	0	0	54	2	1	2	3	1	0	6	5
C[Del(T):R3]G	0	0	0	7	1	19	13	0	0	0	0	1	2	0	0	0	0	1	0	2	0	0	1	0	0	2	4	0	1	0	0	2	0	0	0	0	0	0	2	1	1	3	6	3	6	2	0	11	2	3	0	0	2	2	1	2	2	12	11	4	1	0	0	1	0	3	19	3	2	0	3	1	0	7	2
C[Del(T):R4]A	0	0	0	130	0	178	173	0	0	1	0	1	1	1	1	0	0	0	0	3	0	0	0	2	0	1	1	0	3	0	2	4	0	0	1	0	1	3	1	1	0	7	7	1	2	2	0	109	9	3	5	3	0	2	1	5	0	176	13	2	1	3	3	2	0	6	214	2	7	10	2	4	1	7	2
C[Del(T):R4]C	0	1	1	132	1	221	211	0	1	4	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	2	2	0	1	0	0	1	2	0	1	0	0	2	5	2	0	4	1	0	4	1	0	133	1	6	3	4	3	0	1	4	4	249	11	3	0	4	3	1	0	1	257	2	3	6	0	1	0	3	1
C[Del(T):R4]G	0	0	0	104	0	124	144	0	0	0	0	2	2	0	1	0	0	2	0	3	0	2	1	0	1	4	1	0	3	0	2	2	0	0	2	0	0	0	8	0	1	9	5	1	0	2	3	96	4	8	1	3	3	1	1	4	6	181	21	0	2	4	1	1	0	2	200	5	6	3	0	1	1	2	5
C[Del(T):R5]A	1	0	0	299	1	439	391	0	0	5	0	6	2	1	1	1	0	1	0	1	0	0	2	0	3	3	2	0	5	0	4	5	0	0	1	0	1	1	6	1	0	4	8	1	2	1	1	223	6	2	4	9	5	1	1	7	3	452	8	1	2	2	3	0	5	2	599	2	1	7	6	2	0	9	2
C[Del(T):R5]C	0	0	0	342	1	529	502	0	0	5	0	3	6	2	1	0	0	1	0	1	0	0	2	0	2	1	2	0	3	0	1	3	0	0	0	0	0	2	10	1	1	5	5	0	5	1	0	304	5	3	4	4	4	1	2	3	3	521	6	3	0	6	2	1	3	1	609	1	0	6	4	1	2	4	6
C[Del(T):R5]G	0	0	0	250	0	322	303	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	3	1	1	0	0	0	3	0	1	3	0	0	0	0	0	1	8	0	2	6	5	0	5	3	0	172	1	1	0	4	3	2	0	5	2	421	5	3	0	4	3	0	1	1	461	0	3	3	7	1	1	2	2
C[Del(T):R6]A	0	1	0	601	2	953	750	0	1	11	0	11	4	2	1	0	0	1	0	3	0	2	1	0	1	2	2	1	3	0	3	1	0	0	0	0	2	2	19	2	0	6	12	2	6	2	1	473	10	4	5	9	1	6	0	6	6	901	7	6	0	3	3	1	1	2	925	4	3	12	4	2	1	11	4
C[Del(T):R6]C	0	0	0	323	3	461	609	0	0	3	2	4	1	1	0	0	0	1	0	3	0	3	2	0	2	1	2	0	4	0	1	1	0	0	0	0	1	1	17	3	0	11	6	3	4	2	0	293	3	1	7	3	2	4	0	4	2	448	7	3	3	3	1	1	1	2	556	1	0	9	4	2	1	9	2
C[Del(T):R6]G	0	0	0	270	2	450	411	0	0	2	0	3	4	1	0	1	0	0	0	3	0	1	0	0	1	3	0	0	2	0	3	2	2	0	1	1	0	3	7	1	1	7	6	1	4	3	1	199	2	6	0	5	4	3	1	4	5	466	5	1	0	1	0	0	1	2	494	3	0	9	3	1	2	10	2
C[Del(T):R7]A	0	0	0	1371	0	1916	1814	0	2	12	0	17	10	3	3	0	0	4	0	2	0	4	4	0	6	5	9	1	3	0	3	9	1	0	0	0	1	1	36	3	1	28	25	4	15	11	0	958	14	10	18	13	16	9	4	18	11	2183	10	13	4	8	4	3	6	5	2106	5	4	33	10	6	3	19	8
C[Del(T):R7]C	0	1	0	1479	0	1621	2753	0	2	25	0	17	8	4	1	1	0	4	0	5	0	6	3	1	3	0	5	1	9	0	1	1	1	0	0	0	0	5	41	1	0	18	21	5	18	7	2	1314	8	4	18	7	12	4	6	23	15	1937	9	15	0	4	9	3	0	7	2165	8	2	36	16	5	1	17	6
C[Del(T):R7]G	0	0	1	1535	1	2452	2170	0	3	20	0	19	8	6	2	2	0	4	0	2	0	2	2	2	5	3	6	0	7	0	2	8	0	0	0	0	0	0	29	3	1	19	22	2	4	5	0	1040	10	4	17	6	13	6	3	8	7	2433	4	19	1	10	7	1	3	6	2360	4	2	19	12	9	1	16	5
C[Del(T):R8]A	0	0	0	2101	1	3047	2379	0	3	15	0	19	11	9	2	2	0	5	0	6	0	10	2	1	4	4	8	0	17	0	4	2	1	0	0	0	0	6	29	2	1	32	35	6	19	17	0	1481	5	5	24	10	27	8	6	30	10	3183	4	36	0	11	11	3	8	13	2774	2	1	31	17	10	1	25	4
C[Del(T):R8]C	0	0	0	1995	0	2461	3315	0	1	16	0	16	7	0	3	0	0	2	0	9	0	2	1	1	4	3	7	0	5	0	4	3	0	0	0	0	0	7	28	2	5	40	25	6	22	14	1	1975	8	1	21	13	19	3	9	24	17	2889	5	19	1	12	10	1	4	7	2540	4	1	36	15	3	1	20	9
C[Del(T):R8]G	0	0	0	1998	0	3569	2560	0	0	13	0	14	1	3	5	1	0	6	0	1	0	4	1	4	4	4	7	0	12	0	2	6	1	0	0	0	0	1	29	1	2	17	20	1	14	12	0	1521	1	3	13	7	27	5	0	17	2	3442	3	24	1	10	8	2	4	5	2567	3	1	23	14	8	1	15	8
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	0	1	0	2	0	0	0	0	1	0	0	1	0	1	2	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	2	0	1	1	4	1	1	1	0	2	2	0	1	0	0	1	0	2	6	4	10	1	0	1	1	2	0	1	3	0	1	1	4	3	1	3	1
G[Del(T):R1]C	0	1	0	3	1	4	5	0	0	0	0	2	6	0	3	0	0	0	0	2	0	0	1	0	1	1	3	0	2	0	0	2	1	0	1	1	0	1	2	0	2	8	7	0	1	0	1	9	4	1	0	1	0	0	0	2	2	6	5	1	0	0	0	1	0	2	2	4	4	10	4	1	0	4	1
G[Del(T):R1]G	0	0	0	8	1	10	18	0	2	1	0	1	2	3	0	0	0	0	0	1	0	1	2	0	1	3	3	0	0	0	0	3	0	0	0	1	0	2	0	1	0	6	6	0	0	2	0	5	0	3	0	1	2	3	1	5	2	11	6	2	1	3	0	2	0	5	17	0	3	9	2	1	1	3	0
G[Del(T):R2]A	0	0	0	3	11	6	11	0	1	1	1	1	17	1	2	0	0	0	0	3	0	0	2	0	0	3	6	0	11	0	5	0	0	0	0	0	0	0	12	1	1	29	23	0	3	2	2	18	9	2	2	0	1	2	2	14	6	12	1	3	1	2	1	2	2	6	22	2	3	40	2	1	0	7	3
G[Del(T):R2]C	0	0	0	3	2	2	11	0	1	1	0	1	4	0	1	0	0	1	0	1	0	0	0	0	1	0	3	0	2	0	1	0	0	0	0	0	0	2	8	0	2	11	9	0	3	0	2	7	5	0	1	2	2	2	0	3	3	11	5	0	2	1	2	1	2	2	14	2	2	5	1	0	0	4	1
G[Del(T):R2]G	0	1	0	2	4	6	10	0	0	3	1	1	5	0	0	0	0	0	0	2	0	1	1	3	0	1	2	0	2	0	1	0	0	0	0	0	0	0	2	1	0	10	10	1	3	1	0	14	5	2	1	0	1	3	1	4	2	11	10	1	1	2	0	0	0	0	20	0	0	10	1	2	0	2	2
G[Del(T):R3]A	0	0	0	12	1	18	37	0	0	2	0	2	3	0	0	0	0	1	0	0	0	1	1	0	3	2	0	1	0	0	4	1	0	0	0	0	0	0	0	0	1	10	2	0	2	0	1	22	3	3	2	0	2	2	0	3	7	31	14	5	2	1	1	0	0	3	73	3	1	9	3	0	0	4	1
G[Del(T):R3]C	0	0	0	14	0	21	71	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	3	0	0	1	0	0	0	5	1	1	3	2	0	3	1	1	41	1	0	1	1	0	4	0	1	2	28	6	1	1	0	0	1	0	1	73	3	1	4	0	2	0	0	2
G[Del(T):R3]G	0	1	0	15	0	23	49	0	0	2	0	1	2	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	2	1	0	0	0	0	0	0	3	1	0	3	2	0	4	2	1	28	2	3	1	0	1	2	1	0	2	31	11	0	0	1	3	1	1	2	88	3	3	2	1	0	1	4	3
G[Del(T):R4]A	0	0	0	114	0	127	273	0	0	3	0	3	2	0	0	0	0	0	0	0	0	2	0	0	1	3	1	0	1	0	1	3	0	0	1	0	1	0	6	1	0	11	5	1	2	1	2	146	5	4	2	6	1	1	1	2	3	184	6	1	3	2	3	3	2	5	259	2	4	16	3	1	2	5	0
G[Del(T):R4]C	0	0	0	115	1	125	219	0	1	0	0	2	2	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	2	4	0	0	1	0	0	3	10	1	1	8	5	1	2	1	1	121	1	8	0	3	1	5	1	5	5	171	19	1	0	1	3	0	1	0	218	0	1	5	2	0	1	6	1
G[Del(T):R4]G	0	0	1	98	3	98	206	0	0	5	0	0	4	0	1	0	0	1	0	0	0	3	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	3	2	1	16	6	0	3	1	1	117	3	7	2	2	3	1	1	8	0	154	12	0	2	1	1	3	0	2	209	0	2	12	4	1	0	4	5
G[Del(T):R5]A	0	1	0	379	1	420	652	0	3	3	1	8	3	2	0	1	0	1	0	2	0	2	0	1	1	4	4	0	4	0	1	3	1	0	0	0	0	2	6	1	1	11	7	1	5	1	0	320	3	3	2	3	4	4	1	2	2	513	16	2	1	3	4	5	3	6	715	3	3	11	4	2	1	15	1
G[Del(T):R5]C	0	0	0	240	0	202	439	0	0	5	2	1	0	2	2	0	0	0	0	1	0	0	1	0	1	0	1	0	2	0	1	3	1	0	0	0	0	2	6	0	0	5	5	2	6	5	1	278	5	1	2	3	4	1	1	1	3	342	9	2	2	1	2	1	2	1	470	2	2	6	2	0	0	6	2
G[Del(T):R5]G	0	0	0	265	4	318	408	0	2	6	1	5	3	1	0	0	0	2	0	2	0	2	4	0	0	2	2	0	4	0	4	3	1	0	1	1	0	1	14	0	1	6	4	2	7	2	0	207	6	5	3	3	2	4	0	2	1	462	17	4	0	3	2	3	5	2	478	2	1	7	4	0	1	5	2
G[Del(T):R6]A	0	0	0	647	1	690	906	0	1	8	0	3	1	1	0	1	0	2	0	2	0	1	0	0	1	2	2	0	3	0	3	2	1	0	0	0	0	1	11	1	0	7	9	0	2	4	1	509	5	0	6	5	3	3	0	5	1	788	8	1	0	2	4	1	2	4	1002	3	1	11	4	5	2	8	2
G[Del(T):R6]C	0	0	0	269	0	295	563	0	1	5	1	6	0	1	0	0	0	0	0	4	0	2	1	2	2	3	2	1	1	0	1	1	0	0	0	0	0	0	9	0	0	4	3	3	4	0	0	259	1	4	5	3	7	4	1	4	4	388	7	4	0	4	1	2	1	0	476	1	1	9	6	0	0	8	1
G[Del(T):R6]G	0	0	0	284	1	307	549	0	0	0	0	4	4	1	2	0	0	1	0	1	0	1	0	0	4	0	1	0	1	0	2	1	0	0	1	0	0	0	8	0	1	5	7	2	4	2	1	238	2	1	1	4	3	1	1	1	4	375	5	2	0	3	1	1	0	1	444	2	1	9	1	1	0	7	3
G[Del(T):R7]A	0	1	0	874	1	1003	1611	0	3	5	1	2	0	4	1	0	0	0	0	3	0	2	1	1	0	0	2	0	2	0	2	2	1	0	0	0	0	0	11	0	0	11	13	0	9	4	0	805	1	2	4	6	7	3	1	11	8	1233	3	6	0	5	4	0	1	1	1273	4	2	7	7	2	1	13	2
G[Del(T):R7]C	0	0	0	718	1	789	1573	0	0	6	0	11	2	1	1	1	0	2	0	5	0	0	2	0	2	0	3	1	3	0	6	4	0	0	0	0	0	3	25	1	1	9	17	2	5	3	0	719	2	5	4	3	14	6	2	9	5	1058	7	10	4	3	2	2	3	2	1174	1	1	19	6	2	0	14	2
G[Del(T):R7]G	0	0	0	746	0	981	1449	0	0	4	0	4	2	1	0	0	0	0	0	2	0	1	1	1	0	5	2	0	2	0	3	5	0	0	0	0	0	3	13	0	0	13	5	2	2	5	0	666	2	1	10	6	14	5	1	4	5	1172	5	12	0	5	3	1	3	6	1142	2	1	13	10	1	1	8	1
G[Del(T):R8]A	0	0	0	1167	1	1614	1771	0	0	6	0	16	1	1	0	1	0	0	0	1	0	2	1	0	6	1	6	0	5	0	3	2	0	0	1	0	0	2	20	2	0	6	15	2	3	6	1	1110	5	3	10	5	12	6	6	10	4	1715	1	8	1	2	5	2	4	5	1605	2	0	15	9	7	1	9	2
G[Del(T):R8]C	0	0	0	789	1	985	1384	0	0	4	0	6	3	0	1	0	0	1	0	5	0	3	1	0	3	2	3	0	2	0	1	0	0	0	0	0	0	1	25	1	0	21	9	3	10	6	0	810	3	1	15	4	17	2	4	8	6	1137	2	14	0	3	3	2	0	8	1022	3	0	13	10	2	2	8	7
G[Del(T):R8]G	0	0	0	765	1	1249	1296	0	1	4	1	5	3	1	2	0	0	4	0	1	0	2	2	0	0	1	4	0	3	0	1	3	0	0	0	0	0	3	10	0	0	14	6	1	9	5	0	720	1	2	8	2	15	2	3	6	4	1324	4	12	1	9	4	0	2	1	1020	3	0	10	5	2	5	6	2
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	0	0	0	10	1	22	22	0	0	7	3	26	14	2	1	0	0	0	0	1	0	2	0	7	1	2	3	0	14	0	26	22	1	0	0	1	3	2	14	0	3	76	486	3	60	0	0	52	55	4	10	4	15	13	2	41	2	28	48	13	1	4	3	0	2	1	220	0	1	60	8	3	1	201	2
A[Ins(C):R0]G	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	2	0	0	0	1	1	0	1	0	0	4	1	0	0	0	0	0	0	28	0	1	3	0	0	0	7	0
