MutationType	SP101845	SP101682	SP61553	SP101724	SP102103	SP102174	SP101622	SP102161	SP101654	SP102074	SP101694	SP101616	SP101666	SP101558	SP102096	SP102084	SP101580	SP102064	SP101564	SP101921	SP101648	SP101628	SP101708	SP102055	SP101634	SP101588	SP101584	SP101686	SP101532	SP101732	SP101528	SP101536	SP101576	SP102015	SP102168	SP101716	SP101592	SP101658	SP102045	SP101552	SP101519	SP101690	SP102123	SP101662	SP101600	SP101544	SP102133	SP101881	SP102035	SP101642	SP101596	SP101670	SP101674	SP101572	SP101678	SP101740	SP101700	SP101891	SP102143	SP102113	SP101521	SP101526	SP101540	SP101604	SP101548	SP101523	SP102090	SP101795	SP102187	SP101515	SP101931	SP101610	SP61703	SP59707	SP68659	SP62616	SP59761	SP66960	SP61453	SP63796	SP69155	SP59950	SP59938	SP64976	SP64296	SP65807	SP59803	SP66159	SP63356	SP68348	SP62450	SP67428	SP61713	SP68725	SP67609	SP62110	SP64546	SP63546	SP60322	SP60243	SP63966	SP60362	SP69077	SP67346	SP66687	SP63716	SP65376	SP61343	SP60001	SP59860	SP60610	SP64036	SP60842
3:Ins:R:0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	1	1	0	1	0	2	2	0	2	1	2	1	0	3	2	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	2	0	0	0	1	0	0	1	1	0	0	1	1	1	3	2	0	4	0	5	0	3	0	0	3	1	0	1	1	1	0	0	1	0	0	0	0	1	2	0	0	0	1
3:Ins:R:1	2	1	1	1	0	0	1	1	0	1	0	2	0	0	1	0	0	0	1	0	1	1	1	0	1	2	2	0	0	0	0	0	1	1	4	3	2	0	1	1	0	1	1	1	0	1	9	0	0	2	4	0	2	0	1	2	0	0	2	0	0	1	2	0	0	2	2	1	1	0	1	1	3	1	1	0	2	1	0	0	1	2	2	1	0	1	1	3	1	0	2	2	0	0	1	1	0	1	1	3	1	0	3	2	1	3	0	1	0	3	1	0	0
3:Ins:R:2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	1	0	0	0	2	0	1	1	0	2	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	1	1	1	1	0	0	0
3:Ins:R:3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3:Ins:R:4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0
3:Ins:R:5	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	95	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
4:Ins:R:0	0	0	2	1	0	0	1	0	0	0	1	1	2	0	1	0	0	0	2	0	0	1	0	1	0	0	0	1	2	1	0	2	2	0	0	0	0	0	8	0	0	1	1	0	0	0	6	2	2	1	0	1	1	0	0	3	0	0	0	1	2	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	2	0	0	0	0	0	1	4	2	3	2	1	0	1	1	1	1	0	3	1	0	0	1	0	2	0	2	0	0	0	1	0	0	2	0
4:Ins:R:1	4	0	1	3	4	3	2	1	0	3	2	1	0	0	4	0	0	1	0	4	1	1	1	1	4	0	1	1	1	0	0	0	1	0	1	1	3	0	1	2	1	1	2	1	0	2	3	1	1	2	2	0	0	0	4	2	0	2	0	1	1	3	2	0	3	2	1	1	0	0	3	2	2	1	2	4	1	1	1	0	1	1	0	1	3	0	1	0	2	0	1	1	1	0	0	1	3	1	1	1	2	0	1	3	3	0	2	3	1	1	2	1	2
4:Ins:R:2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4:Ins:R:4	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	26	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4:Ins:R:5	0	1	2	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
5:Ins:R:0	2	3	1	1	0	3	0	3	1	1	1	0	1	0	2	3	2	2	2	0	0	1	3	1	1	2	0	0	0	5	0	1	3	2	0	1	4	0	10	1	0	0	1	1	0	2	12	1	0	5	0	3	2	0	2	7	1	3	3	3	1	4	1	1	0	2	1	0	3	1	3	3	1	1	0	6	2	1	2	0	0	0	1	1	0	6	3	14	2	14	0	11	1	4	15	2	2	2	1	1	0	1	3	0	1	1	3	1	3	2	1	5	7
5:Ins:R:1	12	3	4	6	4	8	3	3	3	3	2	3	2	5	1	2	9	6	2	0	5	4	1	3	1	8	2	0	4	8	6	3	9	4	8	5	3	0	20	8	1	5	3	4	3	10	15	5	5	16	4	1	6	3	4	14	7	8	3	4	3	5	11	6	8	7	5	5	5	2	8	7	8	3	5	7	1	4	1	2	1	5	1	1	8	7	4	16	4	8	2	12	8	7	12	5	4	6	6	8	4	5	13	3	1	4	6	6	13	8	0	9	9
5:Ins:R:2	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	1
5:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5:Ins:R:4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5:Ins:R:5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
2:Del:M:1	10	7	2	7	9	6	5	7	17	6	7	6	2	0	11	7	5	8	7	9	9	5	4	4	3	6	11	7	2	11	2	5	7	7	5	13	8	3	21	7	3	12	7	6	1	7	24	5	9	7	8	8	2	5	10	16	6	12	5	5	6	15	10	7	10	8	2	11	3	7	12	3	12	4	1	6	6	7	8	5	2	22	3	11	6	7	14	8	4	7	1	9	6	2	16	19	3	7	3	3	6	1	9	14	7	3	4	5	9	17	1	6	6
3:Del:M:1	7	4	1	6	3	3	2	3	8	1	2	2	3	3	1	3	4	2	2	3	1	0	1	1	1	2	3	4	0	4	1	1	2	2	4	4	2	1	13	2	1	7	5	3	3	2	0	5	5	2	2	7	3	1	1	6	3	3	0	2	2	5	1	2	0	1	5	3	2	2	5	2	5	1	1	2	1	2	0	2	0	7	0	5	2	5	4	4	2	4	0	5	0	0	5	4	0	4	4	1	3	0	4	4	1	0	2	0	5	6	1	1	2
3:Del:M:2	3	9	6	2	5	4	7	2	15	3	4	1	6	2	3	6	3	1	6	4	3	1	3	1	2	10	10	4	2	7	0	4	7	4	3	8	8	0	12	11	4	7	4	2	0	2	14	3	9	7	4	2	2	1	8	4	6	11	2	4	4	9	4	6	4	2	1	3	2	1	10	4	11	0	2	5	3	4	0	1	3	10	4	5	4	4	7	8	7	5	0	10	2	3	12	7	3	4	1	4	3	4	5	4	4	1	9	1	6	10	2	2	3
4:Del:M:1	3	3	1	3	1	3	3	3	1	1	3	4	2	0	1	2	4	2	0	4	2	2	1	0	2	1	3	1	2	3	1	1	2	4	2	3	1	0	14	4	2	6	2	2	2	2	4	1	2	12	2	2	1	0	7	13	0	4	6	2	2	1	1	0	0	2	3	0	3	2	9	1	4	0	4	4	2	0	0	0	0	4	2	3	3	4	2	11	3	4	2	3	3	1	10	3	2	1	2	2	5	3	4	5	1	1	3	2	2	1	1	1	3
4:Del:M:2	2	4	0	4	1	3	2	4	12	1	4	5	5	2	3	6	2	4	5	2	3	5	4	2	5	5	13	2	4	7	2	9	5	1	2	13	3	1	18	8	2	9	5	2	1	2	8	3	5	13	5	9	4	4	3	8	3	5	5	4	1	3	3	4	5	0	4	1	6	1	9	2	5	1	5	10	3	3	3	2	1	8	1	3	1	9	4	8	1	4	1	8	2	2	8	2	0	5	5	2	6	1	6	3	7	3	6	1	5	3	2	4	3
4:Del:M:3	3	8	1	4	4	7	2	2	10	2	5	7	1	3	4	6	3	2	2	4	5	12	3	7	1	9	7	3	1	10	5	7	6	0	2	7	2	0	8	9	2	7	2	6	1	5	8	4	3	9	5	4	3	1	2	7	3	7	6	0	2	6	3	5	6	4	1	4	3	3	4	3	2	2	3	6	5	2	4	2	0	13	4	1	4	7	7	8	3	9	3	6	2	3	12	6	3	7	0	4	6	5	1	6	5	2	3	4	3	6	2	1	3
5:Del:M:1	97	18	1	22	13	10	131	17	8	14	19	14	64	80	21	20	39	99	11	7	55	9	10	3	75	9	16	5	81	102	13	7	19	134	16	26	12	5	206	194	18	21	14	41	5	6	13	78	103	145	8	120	44	5	112	314	94	142	88	67	11	35	16	40	44	101	7	107	52	57	74	91	30	8	72	136	15	12	14	8	5	82	57	7	149	94	24	89	16	75	9	58	110	37	135	24	73	9	38	87	10	6	235	23	7	8	218	5	74	28	10	121	65
5:Del:M:2	86	12	2	34	7	17	145	32	15	13	30	35	66	63	18	40	56	108	10	7	62	9	10	6	95	19	12	4	106	111	14	5	27	138	3	24	14	1	332	227	24	32	13	89	2	16	13	120	183	229	9	185	64	4	118	387	99	159	155	71	3	27	5	60	119	121	7	116	63	63	101	91	21	1	83	269	20	6	10	4	4	86	98	15	166	185	22	190	17	123	9	128	143	62	264	13	95	11	52	88	8	4	256	27	7	6	217	4	163	26	6	110	54
5:Del:M:3	53	5	2	18	3	13	118	20	14	9	15	17	34	71	2	22	23	64	10	5	65	6	9	5	76	5	13	5	58	101	10	6	12	82	4	24	8	3	288	164	11	24	4	87	3	11	5	72	150	162	5	158	58	2	77	280	57	132	147	51	12	26	8	43	82	89	5	77	55	43	78	65	11	0	48	206	12	7	5	5	0	86	65	19	107	158	9	130	5	102	7	87	82	47	206	10	57	8	44	48	8	5	159	23	4	8	173	3	141	21	2	71	51
5:Del:M:4	29	6	2	11	7	12	59	15	8	3	7	13	13	30	2	9	13	54	5	4	34	4	8	3	44	5	7	1	37	37	4	2	10	55	3	9	3	2	155	94	12	19	3	37	0	5	4	41	77	73	4	93	35	2	51	149	37	55	70	37	6	20	4	19	41	46	6	44	27	19	42	23	4	0	16	110	7	3	4	0	2	55	30	5	59	89	15	92	4	75	4	56	48	23	112	8	42	8	35	27	7	2	94	15	4	1	97	3	84	9	1	45	33
5:Del:M:5	24	4	3	4	3	9	54	16	3	3	11	6	22	30	9	14	15	26	7	3	28	7	3	4	36	4	7	2	24	27	3	2	10	36	4	19	7	0	117	63	10	18	2	38	3	3	7	33	76	77	6	53	22	1	27	114	22	39	64	27	1	7	4	20	34	24	4	27	20	18	29	18	10	1	20	120	5	5	8	3	2	35	22	4	41	70	5	71	2	52	8	46	38	27	104	5	29	10	23	22	3	2	67	12	4	0	55	1	60	10	1	34	14
