MutationType	SP111062	SP111006	SP110846	SP111086	SP111096	SP111021	SP111058	SP111092	SP111076	SP111098	SP111039	SP111052	SP111166	SP111014	SP111066	SP111094	SP111015	SP110853	SP111051	SP110855	SP111004	SP111078	SP110863	SP111013	SP111042	SP111040	SP111031	SP23496	SP111030	SP111019	SP111026	SP110860	SP110851	SP111059	SP111170	SP111054	SP111033	SP111113	SP110865	SP111061	SP111101	SP110859	SP111168	SP111067	SP111036	SP111116	SP111099	SP23502	SP111069	SP111043	SP111024	SP111011	SP111082	SP111074	SP110845	SP110857	SP111017	SP111080	SP23506	SP111075	SP111112	SP111001	SP111027	SP111117	SP110842	SP111173	SP111008	SP111070	SP110847	SP111077	SP111091	SP111072	SP111084	SP23504	SP23500	SP111029	SP111175	SP111049	SP23498	SP111002	SP110866	SP111035	SP111009	SP111114	SP111000	SP111045	SP110861	SP111047	SP111088	SP111056	SP111089	SP111038	SP110849	SP111164	SP111057	SP111119	SP111095	SP111064
4:Ins:R:3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	2	0	0	1	0	0	0	0	1	2	0	0	1	0	1	1	3	0	1	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
4:Ins:R:4	1	1	0	1	1	0	1	0	0	0	0	0	2	0	0	3	0	2	0	2	0	0	0	0	0	0	1	0	0	1	0	1	1	0	3	2	0	2	3	0	1	1	1	0	1	2	1	3	0	0	0	0	0	1	2	0	1	0	0	1	1	1	0	1	0	0	1	0	1	2	0	1	2	0	2	0	1	0	0	0	0	2	0	1	0	1	0	0	1	0	0	1	0	1	1	2	3	1
4:Ins:R:5	1	6	0	2	1	0	3	5	6	1	1	0	5	0	4	1	0	1	1	1	0	0	1	0	0	1	2	1	0	0	2	6	0	3	4	2	3	4	2	4	5	1	1	1	2	4	2	1	5	2	6	3	0	2	2	2	4	0	0	4	3	1	0	2	4	0	0	1	1	4	1	1	0	0	0	0	5	3	0	0	3	3	1	5	2	2	4	2	1	1	2	7	0	3	0	10	2	4
5:Ins:R:0	5	5	1	4	2	0	5	9	4	8	3	1	3	0	4	2	0	4	6	3	2	0	1	2	0	0	9	2	1	1	6	4	4	3	5	2	2	8	6	1	0	2	4	2	1	8	3	1	3	5	9	4	5	2	6	0	3	2	0	7	4	13	0	6	5	3	4	3	2	5	1	5	3	2	1	2	10	2	3	0	1	7	5	7	2	2	4	1	2	6	1	8	2	2	3	4	3	1
5:Ins:R:1	12	31	7	22	5	0	6	17	13	18	5	0	16	5	28	13	9	20	13	21	20	4	20	16	1	8	48	8	20	4	13	20	22	20	18	9	8	26	17	17	13	18	9	6	9	27	25	22	30	27	13	15	33	17	14	11	17	5	10	17	12	28	5	21	19	20	35	33	14	20	14	10	14	4	9	3	33	18	20	5	16	29	12	26	18	17	21	21	9	34	4	26	21	21	19	24	24	19
5:Ins:R:2	0	2	0	1	0	0	3	0	1	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	1	0	0	1	1	1	0	0	0	1	1	1	2	0	1	0	0	0	1	1	0	1	0	2	0	0	0	1	2	4	1	0	1	0	0	0	0	0	0	1	3	0	1	3	0	2	0	0	0	1	2	1	0	1	1	0	0	1	1	1
5:Ins:R:3	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	2	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	1
5:Ins:R:4	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	2	1	1	0	0	0	1
5:Ins:R:5	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	2	0	1	0	1	0	0	3	1	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0
2:Del:M:1	14	18	16	24	7	0	11	19	12	10	1	5	22	3	16	35	3	17	4	15	25	11	9	7	0	7	22	8	9	8	14	12	25	15	23	11	12	24	19	13	15	7	10	9	13	16	21	15	13	20	9	27	13	11	18	10	10	2	17	12	11	29	4	14	19	11	12	17	22	24	10	11	16	12	8	5	27	15	15	5	7	11	10	21	17	16	22	23	19	17	7	28	14	18	12	41	24	19
3:Del:M:1	1	6	2	4	5	0	2	4	2	3	1	1	7	0	4	6	2	5	1	1	4	0	5	1	1	3	2	1	1	2	7	3	1	2	4	4	3	4	7	1	5	4	2	0	2	2	4	4	3	5	3	0	2	1	2	0	5	2	0	4	3	2	0	2	3	1	3	4	5	1	2	4	1	3	1	1	5	1	2	4	1	3	3	8	2	5	1	2	6	2	4	2	2	5	2	5	1	1
3:Del:M:2	7	14	10	12	7	0	6	10	8	11	6	4	11	2	3	16	1	6	4	25	16	4	5	2	2	5	13	8	4	3	5	11	13	13	10	8	6	20	18	11	8	12	7	7	11	14	17	14	7	9	10	21	4	7	4	4	7	6	10	4	11	21	1	9	14	3	7	15	8	18	6	8	8	5	5	6	13	7	14	4	13	2	9	13	7	14	12	20	10	11	10	15	7	9	6	29	13	15
4:Del:M:1	1	2	3	3	3	0	4	3	1	3	1	1	5	2	2	3	1	5	1	6	6	1	2	1	0	1	3	1	0	4	4	4	0	6	5	1	2	6	9	6	2	0	0	1	2	4	7	4	3	4	1	5	3	2	5	2	3	0	1	2	0	3	0	3	0	1	4	4	2	4	4	2	2	1	2	2	4	1	5	3	2	2	4	6	1	3	1	3	7	2	1	5	3	2	2	4	1	2
4:Del:M:2	7	7	5	8	3	0	4	7	4	2	3	1	6	1	1	13	0	6	0	7	8	2	6	5	2	3	9	4	2	4	6	6	6	7	7	4	3	5	12	7	2	5	2	3	7	8	10	13	7	10	6	9	1	4	5	6	6	2	4	5	3	8	3	5	10	6	5	4	2	9	6	3	5	3	1	1	8	9	3	2	4	3	8	10	3	5	4	7	4	6	6	6	5	10	1	15	15	6
4:Del:M:3	9	7	4	3	11	0	5	12	11	4	1	1	8	1	4	25	1	12	4	9	7	4	7	8	0	0	14	5	3	0	6	8	11	10	13	4	9	12	21	3	2	5	1	8	4	5	21	19	4	9	3	14	5	4	7	6	8	4	9	4	6	6	5	7	13	4	5	7	3	10	8	9	8	3	3	2	12	11	9	7	5	5	11	12	5	5	8	13	9	5	6	11	1	7	5	23	10	9
5:Del:M:1	6	22	11	39	12	0	30	83	14	13	4	6	26	3	14	21	6	22	17	18	17	2	17	16	2	12	12	12	10	7	17	21	24	27	25	8	16	31	93	9	9	9	6	6	11	9	14	29	18	34	21	13	13	14	17	7	12	7	18	15	11	46	8	24	15	10	18	20	8	30	7	13	17	7	6	2	33	15	12	8	6	15	19	15	5	27	18	19	14	15	12	23	11	12	8	15	18	13
5:Del:M:2	11	33	10	19	10	0	22	130	11	11	3	2	21	3	12	17	11	28	16	26	12	3	11	8	0	18	11	10	12	7	12	17	17	32	21	22	12	31	125	10	15	8	8	10	5	15	11	23	15	45	26	13	8	23	13	8	14	5	9	6	10	37	1	25	14	10	10	14	5	29	5	9	21	11	4	6	41	12	15	7	8	13	38	21	3	22	10	19	13	18	10	16	5	9	12	16	11	20
5:Del:M:3	9	14	7	14	9	0	21	109	11	10	1	2	12	3	7	14	8	20	17	9	6	2	5	4	1	5	8	11	2	5	12	7	11	13	22	15	21	25	126	4	6	5	6	6	6	7	6	13	12	45	12	11	5	17	9	8	10	4	15	7	10	13	4	14	14	11	6	10	3	15	7	7	15	6	2	0	35	12	24	4	4	7	27	10	3	15	13	14	6	10	6	12	6	12	7	15	10	8
5:Del:M:4	2	6	4	3	5	0	6	60	5	4	2	0	5	0	4	12	5	10	13	14	2	3	4	2	0	7	6	6	6	2	2	7	4	9	13	8	14	12	56	5	3	5	5	4	2	3	3	9	4	18	4	9	5	8	7	7	4	2	5	4	2	12	1	16	11	3	6	8	3	11	3	0	9	6	3	1	15	7	7	0	3	8	21	12	1	7	2	9	11	4	5	8	2	6	8	9	9	1
5:Del:M:5	5	18	9	11	6	0	8	47	6	8	3	2	9	1	6	8	2	14	9	13	7	0	6	2	1	4	13	3	3	7	6	7	10	8	28	14	16	11	51	3	5	4	3	8	3	7	5	12	9	16	7	6	14	9	5	3	8	3	8	9	4	11	3	18	6	7	3	8	11	12	0	8	9	3	2	2	25	5	4	3	3	6	27	17	5	11	7	10	9	6	7	12	8	6	4	10	16	2
