MutationType	CPCT02030262T	CPCT02190001T	CPCT02160010T	CPCT02330006T	CPCT02030290T	CPCT02060058T	CPCT02130025T	CPCT02060167T	CPCT02090031T	CPCT02220061T	DRUP01020037T	CPCT02380033T	CPCT02100135T	CPCT02080286T	CPCT02380032T	CPCT02250006T	CPCT02050312T	CPCT02270017T	CPCT02060210T	CPCT02090039T	CPCT02110060T	CPCT02130044T	CPCT02130047T	WIDE01010068T	WIDE01010103T	CPCT02440009T	WIDE01010243T	CPCT02130079T	CPCT02130082T	CPCT02210054T	CPCT02120131T	CPCT02370030T	CPCT02090047T	CPCT02130118T	CPCT02080238T	CPCT02130120T	CPCT02030501T	CPCT02190041T	CPCT02130133T	CPCT02130129T	CPCT02290049T	CPCT02380050T	CPCT02090060T	CPCT02210068T	CPCT02410012T	DRUP01090022T	CPCT02050246T	CPCT02050244T	CPCT02060111T	CPCT02050070T	CPCT02250001T	CPCT02070231T	CPCT02210016T	CPCT02070132T	CPCT02180029T	CPCT02050195T	CPCT02060107T	CPCT02070177T	CPCT02030366T	CPCT02050223T	CPCT02060116T	CPCT02050239T	CPCT02210031T	CPCT02230035T	CPCT02050089T	CPCT02180009T	CPCT02330014T	CPCT02230001T	CPCT02040083T	CPCT02180020T	CPCT02050135T	CPCT02020483T	CPCT02080091T	CPCT02260012T	CPCT02210036T	CPCT02130014T	CPCT02130010T	CPCT02250002T	CPCT02090027T	DRUP01070119T	CPCT02050447T	CPCT02330135T	CPCT02200008T	CPCT02200009T
T[Del(C):R6]A	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	2	0	0	1	0	0	2	1	0	0	0	1	663	2	0	0	0	1	0	0	0	0	0	0	4	2	0	0	0	5	0	1	1	0	0	0	0	0	0	11	0	0	0	0
T[Del(C):R6]G	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	137	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
T[Del(C):R6]T	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	306	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	6	0	0	1	0
T[Del(C):R7]A	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	1	1	0	0	1	0	1	17	0	0	0	0
T[Del(C):R7]G	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	0
T[Del(C):R7]T	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	216	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	7	0	0	0	0
T[Del(C):R8]A	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	301	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	2	0	0	0
T[Del(C):R8]G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0
T[Del(C):R8]T	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	1	3	5	0	10	2	5	0	3	7	3	2	2	5	5	4	0	0	1	5	2	5	5	5	0	2	3	3	2	4	0	5	9	2	5	0	1	3	6	0	5	6	6	5	0	3	3	2	4	0	2	2	201	2	1	4	6	7	2	3	2	5	2	3	8	13	4	0	4	5	8	2	7	2	4	2	4	0	3	10	2	3	1	4
A[Del(T):R1]C	0	1	1	1	1	1	1	0	1	1	3	3	0	1	1	1	0	1	0	3	1	2	3	0	0	1	1	0	0	0	2	1	1	0	0	1	1	2	4	0	0	1	1	4	1	1	0	1	1	1	0	1	18	1	1	1	2	1	1	1	0	0	1	3	5	1	0	1	0	4	3	0	2	1	0	0	1	0	3	3	1	0	0	0
A[Del(T):R1]G	1	3	1	2	1	0	1	1	0	4	4	2	1	1	1	0	0	1	0	1	1	1	1	0	0	0	1	0	4	0	0	0	3	0	1	3	2	4	4	0	0	0	0	2	1	2	1	3	3	1	1	0	35	0	1	2	3	1	2	2	0	1	1	1	2	3	1	0	1	3	0	1	0	1	0	2	0	0	0	5	1	0	0	4
A[Del(T):R2]A	2	1	4	2	4	1	1	3	3	1	7	0	1	3	3	3	1	1	1	0	0	0	1	2	1	1	1	2	2	2	0	2	7	1	1	2	2	1	1	0	5	4	3	5	2	4	2	3	2	1	0	3	133	2	3	3	0	1	2	3	1	2	0	0	7	6	2	1	1	5	3	3	2	1	6	0	1	0	1	11	0	4	0	3
A[Del(T):R2]C	0	2	1	1	2	0	1	0	1	2	2	0	1	1	1	2	0	0	3	3	0	0	1	1	0	0	0	2	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	39	0	1	1	2	0	0	0	2	2	0	0	0	2	0	0	3	2	1	1	1	2	0	0	0	1	0	5	0	1	0	0
A[Del(T):R2]G	0	1	1	0	0	1	0	0	0	0	1	1	2	2	0	0	0	2	2	1	0	1	4	2	0	2	2	2	0	2	0	2	3	0	3	1	2	1	2	0	1	2	1	0	1	2	1	1	1	0	3	0	31	0	1	4	0	1	0	1	0	0	1	0	3	1	0	0	3	0	0	2	0	0	4	1	2	2	2	2	1	0	0	0
A[Del(T):R3]A	1	0	1	1	8	1	2	1	2	3	5	5	0	0	1	9	0	1	1	2	0	2	2	1	0	2	1	0	0	2	0	2	2	0	2	1	3	2	3	0	2	1	2	4	0	2	3	2	3	0	0	3	163	3	1	5	2	0	4	1	1	3	2	2	9	15	0	1	1	7	1	1	0	0	3	2	4	1	1	5	0	2	1	0
A[Del(T):R3]C	1	1	2	0	2	1	0	1	2	1	5	0	0	0	1	2	0	0	0	2	0	2	2	0	0	0	2	0	1	0	0	2	0	1	1	1	1	0	0	0	1	1	2	0	0	1	2	2	1	1	3	1	34	0	1	2	1	0	0	0	0	1	2	0	2	5	0	0	0	3	0	1	1	6	2	1	0	0	0	1	0	0	0	3
A[Del(T):R3]G	1	1	0	0	1	0	3	1	1	2	1	2	0	0	0	1	1	2	2	0	3	1	0	0	1	0	2	1	1	0	0	0	2	0	0	2	3	2	1	0	0	0	0	1	1	2	0	1	1	1	0	1	51	0	0	3	0	1	3	0	0	1	0	1	1	2	1	0	1	3	2	0	1	0	0	1	1	0	1	2	0	0	0	1
A[Del(T):R4]A	1	2	4	2	7	5	2	1	4	3	7	0	2	1	2	5	1	1	0	2	2	1	1	6	0	0	2	4	4	3	0	1	5	1	0	3	1	2	1	2	2	0	3	4	2	3	1	0	5	2	2	4	313	2	1	4	2	0	3	1	3	0	2	1	16	12	1	1	2	12	5	4	2	1	5	1	1	3	1	23	2	2	1	0
A[Del(T):R4]C	0	1	2	1	4	0	3	1	1	0	5	1	1	1	2	2	2	0	1	2	0	1	1	1	0	3	0	0	1	2	0	1	2	0	1	1	1	1	0	1	0	0	0	2	0	6	0	1	0	0	0	1	201	1	1	0	2	0	4	1	0	3	0	1	14	1	1	0	0	4	3	2	0	1	0	2	1	2	0	10	0	0	0	0
A[Del(T):R4]G	0	1	1	3	8	1	0	0	1	2	6	0	1	0	2	1	1	0	2	0	1	0	3	0	0	1	0	1	0	0	0	1	2	1	2	0	0	2	1	0	2	0	2	1	0	3	0	1	2	1	1	1	159	0	0	1	2	0	0	1	1	2	1	0	6	4	0	0	1	3	2	0	1	0	2	1	0	1	0	7	0	1	0	0
A[Del(T):R5]A	2	1	0	2	7	1	3	2	2	4	4	4	0	2	3	8	0	1	3	1	2	3	7	3	0	5	0	3	2	3	3	3	6	4	4	1	5	6	7	0	5	2	1	2	0	2	2	9	1	2	1	1	1513	3	0	2	4	2	3	2	1	3	0	5	34	10	0	0	0	11	4	4	4	1	8	1	3	1	1	51	2	1	1	0
A[Del(T):R5]C	1	0	1	1	5	0	1	2	0	5	1	0	1	0	1	1	1	1	0	1	2	1	6	3	0	2	1	0	0	1	1	2	4	0	2	0	0	5	4	1	1	0	3	0	1	3	1	0	1	1	0	0	595	3	2	1	1	1	2	2	3	1	1	3	23	3	0	0	2	3	3	2	0	0	0	0	2	1	0	24	0	0	0	1
A[Del(T):R5]G	1	3	2	0	5	0	1	2	0	1	2	1	0	0	1	2	2	2	2	0	1	0	1	1	0	2	0	3	0	1	0	1	2	0	0	2	1	2	2	0	1	1	5	2	0	5	2	2	1	1	0	3	896	1	1	1	0	0	2	1	1	2	1	1	10	4	0	1	3	4	0	1	1	1	0	1	2	0	1	41	0	0	0	1
A[Del(T):R6]A	1	4	3	2	4	3	4	4	2	6	6	0	1	0	9	4	1	4	5	5	1	3	13	7	0	11	1	3	1	1	10	3	1	1	2	2	5	9	4	1	9	1	1	8	0	2	5	3	1	2	3	5	3232	4	0	0	3	1	3	3	5	4	3	3	50	3	0	1	3	11	4	10	3	3	3	3	5	7	4	123	3	4	4	0
A[Del(T):R6]C	0	2	1	0	0	1	2	3	0	6	1	0	3	0	3	2	0	0	0	0	1	1	5	0	0	1	1	1	1	3	0	1	6	2	1	2	1	8	2	1	4	0	3	1	1	1	0	4	2	1	0	2	1069	4	1	0	1	0	7	2	1	4	1	2	22	3	0	0	0	3	2	1	1	0	2	1	3	0	1	35	3	1	0	1
A[Del(T):R6]G	1	1	2	2	6	4	4	2	1	5	3	1	2	0	2	2	0	2	2	0	1	0	8	3	0	4	0	2	1	2	4	1	0	2	1	4	0	6	0	1	1	0	3	4	1	3	4	5	2	0	2	3	1760	2	2	1	6	2	2	1	0	3	2	4	17	6	1	0	0	3	2	5	3	0	3	1	2	1	0	71	1	0	2	1
A[Del(T):R7]A	0	6	4	2	3	6	7	7	0	16	4	3	5	0	14	8	4	5	2	5	2	4	16	11	0	14	0	2	5	4	7	1	3	6	3	7	3	15	5	2	7	3	5	0	2	2	0	6	3	1	3	7	4458	4	0	1	6	2	5	2	6	6	1	9	86	9	1	1	1	16	8	6	4	3	4	5	10	3	3	139	5	3	3	2
A[Del(T):R7]C	4	1	0	5	3	2	10	6	1	6	4	2	2	1	12	2	1	7	6	7	4	3	14	8	2	13	0	7	2	1	6	1	3	6	7	4	0	11	5	4	3	0	8	1	2	4	1	5	0	1	6	1	2779	6	0	3	7	1	3	1	5	5	1	5	58	4	1	0	2	8	6	5	3	4	8	3	3	1	1	89	3	4	1	3
A[Del(T):R7]G	0	2	3	0	3	3	4	10	0	3	1	5	0	1	6	1	1	5	4	4	5	3	7	3	0	8	1	0	1	1	2	0	2	9	1	2	0	9	1	1	4	1	4	0	2	2	1	3	2	2	2	3	3715	1	2	3	5	0	3	5	4	4	1	4	33	2	1	1	3	5	3	1	2	1	4	1	4	4	2	134	4	1	3	0
A[Del(T):R8]A	2	10	9	4	10	4	16	16	2	21	2	5	7	1	17	7	3	6	1	7	8	3	16	10	1	18	4	6	2	12	11	3	3	11	7	14	3	15	14	3	11	5	7	5	3	5	9	9	2	0	4	3	6838	7	2	1	6	3	5	8	3	6	6	7	107	6	2	2	3	13	21	10	2	9	8	6	10	4	4	287	8	3	9	1
A[Del(T):R8]C	1	6	5	0	3	0	10	9	1	6	3	3	3	0	8	3	5	9	6	2	3	3	17	9	0	14	1	3	2	3	9	3	1	5	10	3	1	20	8	3	12	2	3	4	5	6	4	14	2	0	1	2	4757	6	0	0	8	3	4	4	2	7	0	6	92	4	1	0	2	11	6	11	6	6	8	3	8	4	3	195	5	1	4	3
A[Del(T):R8]G	0	0	4	3	3	6	9	12	1	18	3	3	5	0	10	2	2	4	2	4	4	1	11	5	1	5	3	5	1	4	8	6	3	10	5	3	0	9	0	1	9	2	3	1	1	3	2	8	1	2	4	3	4636	3	0	2	5	2	6	3	7	8	3	5	64	3	0	0	0	10	5	7	4	1	1	4	4	5	0	217	6	1	4	1
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	0	2	1	1	6	2	2	2	1	1	5	2	2	0	1	4	2	0	2	3	0	3	3	2	2	1	2	3	2	0	0	4	4	1	0	0	1	1	0	1	3	3	4	5	0	2	1	1	3	1	3	1	22	2	2	2	1	0	0	0	1	4	0	1	3	8	0	0	0	5	0	1	4	1	0	3	2	1	1	3	1	2	0	0
C[Del(T):R1]C	0	2	0	1	2	1	1	0	2	0	2	3	1	1	3	3	4	1	3	1	4	1	2	4	1	1	1	0	2	1	1	1	3	1	2	1	0	1	2	1	3	2	2	4	2	2	2	2	0	1	1	1	83	0	0	7	3	3	1	0	0	0	0	0	1	6	1	0	0	2	6	3	1	2	2	1	0	1	0	4	1	1	0	0
C[Del(T):R1]G	1	0	0	2	4	0	3	1	0	3	3	2	0	0	1	2	2	2	0	2	0	1	1	3	2	0	3	2	2	1	1	1	3	1	2	2	0	4	2	1	2	2	1	2	2	0	1	1	3	1	2	2	28	2	2	1	2	1	0	0	0	3	2	2	4	2	1	0	0	2	4	0	1	2	3	4	2	1	1	2	2	2	0	2
C[Del(T):R2]A	0	0	0	0	2	1	0	0	1	0	1	1	1	0	1	1	1	0	2	0	0	0	3	2	1	0	1	1	0	0	1	1	2	0	2	2	0	1	0	0	1	1	0	1	0	2	1	2	0	0	0	1	16	0	0	0	1	0	0	0	0	1	0	1	4	7	0	0	1	2	1	0	0	2	0	2	2	2	1	0	0	0	0	0
C[Del(T):R2]C	1	0	1	0	1	2	0	2	3	4	1	0	2	0	0	2	1	0	0	1	2	0	1	0	0	1	1	0	0	0	1	0	2	2	2	1	0	0	0	0	1	1	0	1	0	2	3	1	1	0	1	0	21	1	0	3	2	0	3	2	1	0	0	0	4	0	0	1	0	0	1	0	0	0	2	2	4	0	0	1	1	1	0	1
C[Del(T):R2]G	0	2	0	1	2	0	1	1	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	2	2	0	1	0	1	5	0	0	0	0	0	1	1	1	0	0	0	2	1	20	0	1	0	0	1	1	1	0	0	1	3	2	3	0	0	0	0	0	0	1	0	1	2	0	0	1	1	1	3	0	1
C[Del(T):R3]A	2	0	0	1	3	1	1	0	0	3	3	0	0	0	0	2	0	1	0	1	1	1	1	1	0	3	1	1	0	1	1	0	3	0	1	1	2	1	1	0	0	0	0	4	1	3	0	2	0	0	1	1	24	0	0	3	0	0	1	0	1	1	2	0	6	5	0	0	1	0	3	0	1	0	0	1	3	0	1	3	0	3	0	0
C[Del(T):R3]C	0	1	1	0	4	0	1	3	1	1	1	0	0	1	1	3	1	0	1	2	0	1	1	1	1	0	1	0	0	1	0	4	4	0	2	1	0	3	1	1	0	1	2	2	0	3	0	0	1	0	1	0	32	1	1	0	2	0	0	2	0	1	1	0	2	6	0	2	4	3	2	0	1	2	0	0	0	2	0	1	2	2	0	2
C[Del(T):R3]G	0	1	1	3	2	1	0	0	1	0	0	0	1	0	0	3	0	1	1	3	1	3	2	1	1	0	2	0	2	1	0	1	6	1	0	0	1	2	1	0	0	0	2	2	0	2	0	2	1	0	2	2	17	0	1	1	2	1	0	0	0	0	2	1	4	7	0	3	0	1	1	1	1	0	0	1	1	1	2	3	0	0	0	0
C[Del(T):R4]A	1	3	0	0	1	0	0	0	3	2	2	0	0	0	2	5	2	1	0	1	0	0	2	3	2	1	1	0	0	1	0	1	2	0	2	2	0	3	0	2	0	0	0	2	2	2	3	4	3	1	3	2	250	0	0	0	1	1	1	2	1	0	3	4	8	13	0	0	0	7	5	2	1	1	0	0	2	0	1	6	1	0	0	0
C[Del(T):R4]C	0	1	1	0	3	0	1	2	2	3	2	1	1	1	1	1	0	1	1	2	0	0	0	2	0	0	0	2	1	0	0	1	1	1	2	3	2	1	1	0	2	2	3	2	1	3	1	0	3	2	0	1	263	0	0	0	2	0	3	0	1	2	3	0	3	4	1	0	1	3	0	1	3	2	0	2	1	0	0	13	1	1	0	2
C[Del(T):R4]G	0	0	0	1	4	1	4	1	1	0	2	1	1	0	0	2	0	1	0	1	0	1	2	1	0	1	0	1	0	1	1	1	2	2	1	0	2	1	2	0	2	0	0	4	2	6	1	2	1	0	0	0	184	1	1	3	1	2	0	3	0	2	3	0	0	4	0	0	0	7	3	2	0	0	0	1	0	2	0	10	0	0	1	0
C[Del(T):R5]A	0	1	1	0	1	1	1	0	1	0	3	1	1	0	1	3	0	1	2	0	0	1	1	2	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	669	1	0	1	2	0	2	1	1	1	1	0	14	6	0	0	0	4	5	6	2	1	0	0	1	2	1	17	3	0	0	3
C[Del(T):R5]C	0	0	0	0	1	1	1	0	1	0	1	1	0	0	2	3	0	0	2	1	0	0	3	1	0	2	0	0	1	1	0	2	1	0	1	1	0	2	0	0	0	0	2	0	0	1	1	0	0	0	1	1	633	1	2	0	2	0	1	1	0	0	1	0	6	2	0	1	0	3	1	1	2	0	3	0	1	0	1	23	2	0	2	0
C[Del(T):R5]G	2	0	1	0	3	3	0	2	0	2	4	0	1	0	3	0	1	2	1	0	0	0	2	2	0	1	0	0	0	0	0	0	3	1	1	0	0	1	0	0	1	0	0	1	0	2	0	0	3	0	2	3	527	0	1	0	3	3	0	0	0	0	2	0	7	2	0	0	0	0	1	3	1	0	2	1	4	0	0	27	0	0	0	0
C[Del(T):R6]A	2	1	1	1	3	3	6	1	1	5	0	0	2	0	1	1	0	1	0	0	1	1	3	4	0	2	1	0	0	2	1	0	1	1	1	0	0	3	1	1	0	2	0	1	0	2	2	2	0	1	0	2	1307	0	0	2	2	0	2	1	0	1	1	1	24	5	0	0	0	3	1	0	0	1	2	3	1	0	2	43	1	0	0	0
C[Del(T):R6]C	0	0	0	0	2	0	1	2	0	3	1	0	0	1	1	1	1	0	2	0	0	1	3	1	0	0	0	0	0	0	1	5	1	0	0	0	1	4	2	3	2	0	0	2	0	5	1	1	0	0	0	0	680	1	0	1	0	0	3	0	1	0	0	0	10	4	1	0	1	2	1	0	0	0	0	0	1	1	1	31	0	1	1	0
C[Del(T):R6]G	0	2	0	0	1	0	0	0	1	0	2	0	0	0	2	2	2	0	0	0	4	1	1	1	0	2	1	0	2	0	2	1	3	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	1	1	617	0	0	0	1	0	4	1	0	1	0	1	5	2	0	1	1	0	0	0	1	2	1	1	0	2	0	19	0	1	0	1
C[Del(T):R7]A	1	3	2	3	1	2	8	4	0	5	4	2	2	1	5	3	1	5	0	3	3	4	5	3	0	5	2	3	0	4	2	2	2	3	4	4	0	9	1	1	7	2	5	0	0	2	1	5	1	0	1	3	3471	1	1	1	5	1	3	3	2	4	3	4	42	3	1	0	0	6	3	6	4	3	4	2	7	2	3	98	3	2	5	1
C[Del(T):R7]C	2	5	2	0	2	1	4	3	0	3	2	2	1	0	4	6	1	7	1	1	1	3	12	5	1	6	1	3	2	0	5	2	3	3	5	3	0	6	2	1	2	1	2	0	0	4	0	4	1	1	0	1	3558	3	1	2	2	0	2	1	5	4	1	0	33	1	1	1	1	5	2	7	2	2	5	3	4	1	1	88	3	2	2	3
C[Del(T):R7]G	1	2	0	3	0	2	6	4	0	5	1	1	4	0	5	2	1	2	2	3	2	1	10	3	0	1	0	0	1	1	3	2	0	1	3	3	1	12	1	1	1	0	4	2	1	0	1	3	0	0	4	4	3702	5	0	1	1	1	1	3	3	6	0	4	28	4	0	0	2	2	3	4	1	2	3	5	3	1	0	133	2	0	0	2
C[Del(T):R8]A	1	8	5	1	0	2	11	7	1	8	2	1	5	0	13	3	2	9	0	9	6	2	19	5	0	14	0	4	1	5	11	1	0	4	5	7	0	5	5	4	8	4	3	0	4	3	2	7	1	2	1	7	6152	6	0	3	7	1	9	4	4	5	2	5	89	2	5	0	0	14	3	6	1	3	10	3	6	11	4	212	4	3	2	2
C[Del(T):R8]C	1	1	5	1	3	3	5	8	0	8	2	1	2	0	5	3	3	4	4	2	1	2	7	7	0	14	3	1	2	5	5	1	3	3	7	4	0	15	5	1	7	3	6	3	1	2	2	6	2	2	3	3	6336	5	0	3	6	1	2	1	2	2	2	3	58	1	1	0	1	7	5	4	4	1	6	5	10	2	1	174	2	0	4	5
C[Del(T):R8]G	2	2	1	1	0	3	5	8	2	4	0	4	2	0	6	4	1	4	0	2	1	0	18	4	0	14	0	2	0	7	7	2	2	6	3	5	0	5	0	6	5	1	3	1	1	2	1	6	3	0	4	2	5970	5	0	0	7	2	1	4	1	4	2	7	62	2	1	0	2	9	4	7	5	2	3	4	1	2	1	247	1	5	1	2
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	0	1	2	0	0	1	2	0	1	0	4	2	0	1	1	2	0	0	0	0	1	0	0	2	0	1	2	1	2	0	0	0	2	0	2	1	0	1	1	0	0	1	0	0	0	0	1	1	2	1	1	0	6	0	1	1	1	1	0	1	0	1	2	0	3	1	0	1	1	2	1	1	0	0	0	2	0	0	0	0	1	0	0	0
G[Del(T):R1]C	1	1	0	0	1	0	0	0	0	2	2	2	1	0	1	2	0	0	2	0	0	1	0	1	0	0	0	1	1	0	0	0	4	1	0	2	0	0	0	1	0	0	0	0	0	4	0	0	2	1	1	1	12	0	0	1	1	0	1	1	0	0	2	0	2	2	0	0	1	3	2	1	1	0	0	0	0	0	1	0	0	2	0	0
G[Del(T):R1]G	3	1	3	2	1	1	1	0	2	1	3	1	1	0	0	2	1	1	2	0	2	0	0	0	0	0	0	2	4	1	1	2	2	1	1	0	0	2	1	0	1	3	2	1	0	4	0	2	1	1	1	0	58	0	2	2	3	2	0	2	0	0	1	0	2	4	0	1	2	5	1	2	2	1	1	0	2	0	1	3	1	2	0	1
G[Del(T):R2]A	1	0	0	0	1	0	1	1	2	1	2	1	2	0	1	1	1	0	0	1	0	0	3	1	0	0	1	1	1	2	0	2	1	1	1	0	2	1	1	0	0	0	1	0	0	2	0	3	1	0	1	1	18	0	1	2	3	0	2	1	0	2	2	1	5	2	0	0	0	2	1	2	0	0	1	0	2	0	0	2	1	0	1	0
G[Del(T):R2]C	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	2	0	1	0	0	0	2	8	0	0	0	1	0	1	0	0	1	0	1	4	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
G[Del(T):R2]G	0	2	0	1	3	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	2	1	0	1	3	1	0	0	2	1	0	1	17	1	1	1	0	0	3	0	0	1	0	0	5	2	0	0	1	0	2	1	1	0	0	0	0	0	1	0	0	1	0	0
G[Del(T):R3]A	1	0	1	0	1	1	1	0	2	0	4	0	0	0	0	0	0	1	2	1	0	0	1	1	1	0	0	1	1	0	1	5	1	3	0	3	1	1	1	0	1	0	1	2	0	1	0	2	3	2	2	1	35	1	0	2	1	0	1	1	0	1	0	0	2	3	0	0	2	2	1	1	1	1	0	1	3	1	0	2	0	0	1	2
