MutationType	CPCT02060044T	CPCT02030247T	CPCT02050043T	CPCT02020342T	CPCT02010371T	CPCT02030256T	CPCT02050045T	CPCT02050047T	CPCT02010393T	CPCT02020358T	CPCT02090002T	CPCT02010403T	CPCT02030272T	CPCT02020373T	CPCT02050052T	CPCT02030270T	CPCT02050056T	CPCT02050055T	CPCT02030279T	CPCT02020320T	CPCT02060037T	CPCT02100033T	CPCT02010436T	CPCT02010439T	CPCT02060043T	CPCT02030284T	CPCT02020410T	CPCT02020408T	CPCT02030291T	CPCT02050079T	CPCT02050073T	CPCT02220001T	CPCT02010440T	CPCT02011020T	CPCT02340050T	CPCT02080280T	CPCT02080282T	CPCT02060163T	CPCT02011025T	CPCT02010754TII	CPCT02010716T	CPCT02170039T	CPCT02080284T	CPCT02030555T	CPCT02011037T	CPCT02120180T	CPCT02050304T	CPCT02020895T	CPCT02090032T	CPCT02020662T	DRUP01080025T	CPCT02020891T	CPCT02080266TII	CPCT02020901T	CPCT02080287T	CPCT02011045T	CPCT02020897T	CPCT02120101T	CPCT02020910T	CPCT02120095T	CPCT02080294T	CPCT02080292T	CPCT02120098T	CPCT02120105T	CPCT02020914T	CPCT02160035T	CPCT02050310T	CPCT02290061T	CPCT02050308T	CPCT02090035T	CPCT02020933T	CPCT02020930T	CPCT02020934T	CPCT02020939T	CPCT02020670T	CPCT02020837TII	CPCT02030459T	CPCT02350019T	CPCT02050424T	CPCT02340064T	CPCT02011045TII	CPCT02120189T	CPCT02010754T	CPCT02020868T	CPCT02060286T	CPCT02060288T	CPCT02120193T	CPCT02120187T	CPCT02120191T	CPCT02080304T	CPCT02080307T	CPCT02080303T	CPCT02340067T	CPCT02030461T	CPCT02020919T	CPCT02050432T	CPCT02120110T	CPCT02080308T	CPCT02020951T	DRUP01060009T	CPCT02020949T	CPCT02020960T	WIDE01010033T	CPCT02340115T	CPCT02050322T	CPCT02050046T	CPCT02050331T	WIDE01010071T	CPCT02020895TII	CPCT02030468T	CPCT02020959T	CPCT02080313T	CPCT02080311T	CPCT02011108T	CPCT02080314T	CPCT02020694T	CPCT02020672T	WIDE01010123T	CPCT02020665T	CPCT02080207T	CPCT02060291T	CPCT02050441T	CPCT02050440T	CPCT02050438T	DRUP01230001T	CPCT02080205T	CPCT02020714T	WIDE01010172T	CPCT02340081T	CPCT02010801T	CPCT02010794T	CPCT02340083T	CPCT02050347T	CPCT02120198T	CPCT02120199T	WIDE01010255T	CPCT02040241T	WIDE01010305T	WIDE01010314T	CPCT02060228T	WIDE01010328T	CPCT02030479T	CPCT02040246T	WIDE01010376T	WIDE01010381T	WIDE01010392T	CPCT02080221T	CPCT02020723T	CPCT02020736T	CPCT02020743T	CPCT02020739T	CPCT02050365T	CPCT02020670TII	CPCT02030490T	CPCT02300042T	CPCT02020700T	CPCT02220050T	CPCT02050370T	CPCT02050373T	CPCT02080234T	CPCT02030499T	CPCT02020770T	CPCT02050376T	CPCT02080239T	CPCT02050301T	CPCT02080242T	CPCT02020789T	CPCT02020796T	CPCT02220057T	CPCT02340098T	CPCT02340097T	CPCT02170038T	CPCT02010920T	CPCT02050399T	CPCT02050404T	CPCT02050402T	CPCT02060256T	CPCT02080259T	CPCT02020813T	CPCT02020785T	CPCT02020810T	CPCT02020821T	CPCT02340100T	CPCT02080266T	CPCT02010941T	CPCT02020822T	CPCT02020819T	CPCT02050405T	CPCT02020837T	CPCT02340102T	DRUP01060021T	DRUP01060019T	DRUP01060018T	CPCT02070394T	CPCT02080269T	CPCT02030459TII	CPCT02050411T	CPCT02030547T	CPCT02020828T	CPCT02080270T	CPCT02060133T	CPCT02050276TII	CPCT02080271T	CPCT02050243T	CPCT02060126T	DRUP01010106T	CPCT02050245T	CPCT02030548T	CPCT02050415T	CPCT02020853T	CPCT02020506TII	DRUP01080021T	CPCT02020854T	CPCT02010994T	DRUP01080022T	CPCT02020863T	CPCT02050276T	CPCT02030552T	CPCT02080275T	CPCT02030553T	CPCT02120062T	CPCT02020615T	CPCT02050421T	CPCT02120053T	CPCT02020626T	CPCT02120055T	CPCT02070422T	CPCT02120058T	CPCT02170017T	CPCT02020609T	CPCT02050249T	CPCT02060146T	CPCT02060049T	CPCT02050159T	CPCT02010550T	CPCT02010534T	CPCT02050079TII	CPCT02050170T	CPCT02050168T	CPCT02020509T	CPCT02050073TII	CPCT02020511T	CPCT02010565T	CPCT02020517T	CPCT02010393TII	CPCT02050181T	CPCT02020519T	CPCT02020520T	CPCT02060092T	CPCT02080116T	CPCT02080113T	CPCT02050194T	CPCT02050193T	CPCT02030350T	CPCT02080123T	CPCT02020542T	CPCT02010505T	CPCT02020553T	CPCT02170006T	CPCT02050212T	CPCT02050214T	CPCT02050217T	CPCT02020573T	CPCT02180032T	CPCT02010503TII	CPCT02010622T	CPCT02030370T	CPCT02030339TII	CPCT02040142T	CPCT02120050T	CPCT02120037T	CPCT02050235T	CPCT02050236T	CPCT02050232T	CPCT02050240T	CPCT02020574T	CPCT02020578T	CPCT02090005T	CPCT02020423T	CPCT02020426T	CPCT02050092T	CPCT02010403TII	CPCT02020412T	CPCT02010469T	CPCT02180012T	CPCT02020445T	CPCT02050105T	CPCT02050055TII	CPCT02010493T	CPCT02010503T	CPCT02010501T	CPCT02020464T	CPCT02090009T	CPCT02020468T	CPCT02340001T	CPCT02080079T	CPCT02010526T	CPCT02010532T	CPCT02060051T	CPCT02050141T	CPCT02110024T	CPCT02120013T	CPCT02050158T	CPCT02050149T	CPCT02010557T	CPCT02220014T	CPCT02050052TII	CPCT02020506T	CPCT02030339T	CPCT02080163T	CPCT02050281T	CPCT02070243T	CPCT02340040T	CPCT02120077T	CPCT02030437T	CPCT02010641TII	CPCT02050291T	CPCT02020643T	CPCT02150006T	WIDE01010503T	WIDE01010567T	WIDE01010459T	CPCT02060041T	WIDE01010561T	WIDE01010651T
3:Ins:R:4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:5	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	1	3	1	0	0	0	0	0	4	0	1	0	3	0	0	0	0	0	3	0	0	0	2	0	0	1	0	1	0	0	0	1	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	3	0	3	1	0	1	1	1	1	3	0	1	0	0	0	1	0	0	1	3	0	1	0	2	0	2	0	2	0	1	0	2	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	59	1	0	0	0	3	0	0	0	2	3	0	0	1	1	2	1	1	0	0	4	1	0	0	1	2	1	1	3	1	1	0	0	2	1	1	0	1	1	0	0	0	3	1	2	0	1	0	0	1	3	0	1	1	0	7	0	4	1	1	0	1	0	0	0	0	5	1	1	0	2	4	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	0	1	0	1	3	1	0	2	0	0	0	61	3	0	0	1	1	0	1	6	0	0	0	0	0	3	4	1	2	0	0	0	0	1	0	2	0	0	0	2	0	0	1	0	4	2	0	1	0	0	1	1	0	1	0	0	0	1	1	3	0	4	0	0	1	0	3	0	0	1	0	1	0	0	2	1	2	1	3	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	2	0
4:Ins:R:0	32	4	2	16	10	2	25	3	41	5	8	1	13	5	10	3	13	12	2	24	3	3	18	4	15	11	2	14	44	2	4	2	4	28	4	26	10	3	15	16	38	1	3	8	29	9	56	7	21	8	36	7	9	19	9	14	7	2	15	20	11	1	7	20	9	10	4	22	18	9	5	10	40	10	43	10	4	2	164	9	15	18	12	2	39	9	9	8	15	4	9	4	13	83	7	6	4	6	0	17	9	14	2	15	13	19	1	9	9	7	8	7	18	18	25	6	5	10	13	7	17	8	11	27	197	23	4	26	2	11	18	15	5	13	9	77	14	34	12	12	9	31	9	3	19	6	8	8	12	8	47	18	52	13	31	24	15	31	6	52	2	31	9	11	9	12	12	23	30	9	9	8	4	2	2	11	9	9	14	95	10	15	50	10	10	30	25	9	3	3	23	8	7	8	35	7	19	6	6	13	3	5	10	2	8	4	13	14	11	9	36	38	6	8	23	34	5	12	14	42	86	14	14	14	14	7	12	13	11	48	7	4	2	26	13	2	2	66	6	3	3	29	11	9	31	9	17	35	2	51	5	19	24	1	42	10	5	4	5	16	6	7	3	6	27	6	8	18	3	3	20	31	22	2	37	4	39	65	23	33	4	2	8	14	8	6	21	15	6	24	25	3	12	1	8	1	0	28	4	6	17	14	9	11	11	7	9	35	11	2	13	9	2	7	2	5	4	10	42	4	40	20	91	20	7
4:Ins:R:1	4	2	0	4	7	0	6	6	5	4	1	0	3	3	1	2	5	1	4	4	2	2	2	2	4	2	4	2	7	0	6	0	2	2	9	2	3	0	3	3	7	1	0	1	7	3	13	0	5	0	13	3	4	7	4	6	1	2	2	5	2	0	3	2	4	5	2	4	4	3	3	3	7	4	5	1	5	0	24	1	6	3	1	0	4	5	1	3	3	0	3	3	3	21	1	2	2	1	0	4	8	1	0	4	6	5	1	3	0	6	1	3	1	7	1	2	2	3	2	2	6	2	2	4	20	5	1	8	1	7	9	3	1	3	1	7	5	7	3	3	1	8	4	2	7	3	2	2	7	2	5	5	6	4	4	3	6	11	0	6	3	2	2	2	4	5	8	0	8	2	2	3	3	2	3	1	1	0	1	20	3	6	11	3	2	4	5	4	2	6	15	4	3	2	12	6	4	0	2	4	1	2	4	0	1	3	2	5	8	4	9	6	0	4	3	5	2	0	5	9	13	6	5	5	7	1	6	2	6	14	4	1	1	3	3	0	1	7	3	1	5	8	2	5	6	5	4	9	2	10	5	2	5	4	8	5	2	2	0	8	1	2	0	2	7	5	1	8	1	1	2	14	8	3	13	3	11	7	9	18	4	1	2	5	1	5	10	1	3	5	5	0	5	0	3	0	1	3	1	3	3	4	5	3	3	0	0	9	4	1	0	4	1	2	1	5	4	3	5	2	8	4	11	6	2
4:Ins:R:2	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	3	0	0	0	1	0	0	1	0	0	3	2	1	0	3	0	0	0	1	0	5	1	0	1	0	0	0	0	0	0	1	2	1	0	1	1	1	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	0	0	1	1	0	2	0	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	4	2	0	0	1	1	0	1	0	0	0	0	2	0	1	1	0	0	2	0	0	0	1	0	1	2	1	1	0	0	0	0	0	0	0	0	1	2	2	0	1	2	1	0	0	0	0	0	2	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	4	1	0	0	1	0	0	1	0	1	1	1	3	0	0	1	0	0	5	0	0	0	1	1	0	2	0	0	0	0	2	0	0	0	1	1	0	2	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	2	1	5	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2	0	1	0	2	3	0
4:Ins:R:3	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	1	1	1	1	1	1	3	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	11	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0
4:Ins:R:4	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	2	1	0	1	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	2	0	0	0	0	0	1	0	1	1	0	2	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	21	0	0	0	0	2	0	0	0	1	3	0	2	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	2	0	0	1	0	0	0	1	3	1	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	2	0	1	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	2	0	2	2	2	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	4	1	0	0	0	1	0	0	0	0	2	1	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	1
4:Ins:R:5	2	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	1	0	1	0	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	2	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	1	3	0	0	0	0	0	0	5	2	1	0	0	1	0	1	0	0	0	1	1	0	5	0	0	3	0	0	0	1	1	0	0	26	1	2	2	0	0	0	1	0	1	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	2	0	0	0	0	0	1	1	1	1	0	0	2	0	0	1	1	0	1	0	0	2	0	4	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	2	1	5	0	0	1	0	0	0	16	1	0	0	1	0	1	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	2	1	1	1	1	2	1	1	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	2	1	0	0	2	0	1	0	1	0	1	2	0	0	0	0	3	1	0	1	1	0	0	0
5:Ins:R:0	64	29	19	54	57	15	76	27	93	17	71	22	65	39	33	43	66	41	18	53	13	12	54	20	18	38	24	43	104	32	20	63	30	48	45	45	23	39	42	37	94	11	16	18	45	19	85	22	36	45	98	25	34	34	28	23	10	20	30	67	31	15	33	98	23	81	47	63	104	36	27	23	77	19	90	30	39	8	338	38	23	45	49	22	55	34	27	25	30	26	32	30	51	181	22	25	38	20	14	159	37	28	10	42	55	49	18	18	20	46	27	7	34	45	59	57	80	21	47	52	62	13	36	47	521	71	94	44	122	49	66	103	68	31	31	133	57	60	29	48	27	92	32	21	52	31	60	30	81	54	150	85	105	73	94	45	50	60	36	113	41	67	52	25	52	71	50	90	77	80	36	59	30	64	31	97	39	38	36	175	38	76	100	43	84	85	43	51	46	25	109	65	57	95	138	42	44	56	31	41	19	27	70	52	39	36	60	39	45	28	148	67	60	26	57	78	61	48	46	132	174	99	57	69	58	118	32	80	46	148	88	75	13	42	26	6	37	149	27	22	30	91	44	28	71	28	44	62	16	78	18	48	43	26	93	28	66	22	47	97	25	52	43	37	169	39	46	84	86	47	85	127	158	49	132	36	138	127	74	92	25	17	31	39	20	23	40	35	28	79	85	13	25	12	16	15	12	66	18	24	54	39	23	14	42	18	21	60	24	48	62	78	15	47	73	54	21	44	97	22	77	49	157	43	17
5:Ins:R:1	22	7	6	9	8	7	13	6	17	4	8	3	10	5	3	6	22	13	4	20	2	7	8	6	8	9	14	13	13	5	5	3	5	13	19	14	9	1	11	11	24	6	0	17	16	4	37	5	14	10	18	11	16	15	5	14	4	7	11	6	5	6	15	23	7	8	5	15	12	9	4	9	12	5	34	4	12	0	104	7	11	25	8	11	39	8	11	7	15	8	18	7	8	62	5	5	5	5	4	10	17	16	4	11	22	4	1	6	6	3	8	6	9	24	6	6	3	6	6	4	11	7	16	14	67	11	7	14	6	7	24	10	5	20	10	24	11	33	13	5	7	18	16	7	23	13	8	7	11	10	45	17	32	15	19	6	9	21	2	39	5	19	7	8	9	10	21	12	24	7	10	6	1	6	5	9	10	6	12	78	7	11	42	11	23	17	7	4	4	4	38	7	7	5	17	17	26	3	4	6	6	3	11	4	7	9	14	13	15	5	26	14	5	13	27	20	6	5	13	34	38	16	16	12	11	8	18	10	16	49	5	7	4	25	13	3	2	18	17	3	8	18	17	7	17	25	10	29	6	35	15	12	12	3	14	9	5	2	6	15	6	2	7	4	17	9	5	12	11	1	14	27	37	8	46	3	48	16	17	49	12	2	8	10	5	5	25	16	6	16	26	10	9	1	4	4	2	15	4	6	17	15	11	6	9	5	4	24	7	2	11	15	3	6	3	4	7	16	37	15	32	19	18	21	9
5:Ins:R:2	0	0	0	1	1	0	0	3	0	0	2	0	0	1	0	0	1	0	2	0	0	0	1	0	1	1	1	0	3	0	1	0	0	0	1	0	2	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	2	1	0	0	1	1	0	0	0	0	0	0	1	0	1	6	1	1	0	0	0	1	0	1	0	0	2	0	1	0	0	1	0	1	0	2	0	1	0	2	0	2	0	0	0	1	2	0	0	2	0	0	1	3	0	1	1	3	0	0	0	0	1	2	0	0	0	0	0	0	1	0	2	0	1	0	0	1	1	1	0	3	1	1	0	0	0	1	1	1	1	0	2	0	0	1	1	1	2	1	1	3	0	0	0	1	1	1	0	2	0	0	2	0	0	1	0	0	2	1	0	0	0	0	2	0	1	0	0	2	0	0	0	1	0	0	1	2	1	0	0	0	0	1	0	0	0	0	3	0	1	1	2	0	0	1	0	0	0	2	0	1	1	0	2	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	2	0	0	0	1	0	0	5	1	1	1	0	2	0	0	2	0	0	0	1	0	0	1	0	0	2	2	1	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0
5:Ins:R:3	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	4	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	4	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1
5:Ins:R:4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5:Ins:R:5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2:Del:M:1	10	2	2	7	4	6	11	8	9	5	4	1	10	7	29	4	4	10	5	7	2	4	7	4	12	5	4	6	15	4	6	1	6	20	14	8	9	5	8	3	8	4	2	6	13	2	32	4	14	5	48	10	8	13	0	6	2	7	8	3	5	2	4	14	7	8	8	11	9	10	11	2	7	5	15	14	34	2	34	3	6	11	4	3	9	9	7	9	11	3	8	4	9	35	28	1	3	7	1	13	11	14	3	8	12	7	4	173	4	55	7	5	10	25	17	6	1	5	12	8	15	2	7	9	261	17	8	36	5	16	147	9	3	5	21	14	15	11	12	7	8	12	12	1	49	4	5	5	6	1	15	5	17	13	11	9	25	25	3	31	3	7	7	4	8	5	290	9	8	3	3	5	5	5	8	2	8	12	8	33	7	12	38	7	14	16	5	8	5	6	27	19	17	28	50	22	13	3	3	0	3	4	4	4	6	37	5	10	9	5	11	16	3	6	28	13	2	7	18	18	10	20	17	8	7	4	20	8	17	18	7	10	3	10	8	2	3	111	8	3	10	13	10	8	8	8	9	10	7	20	2	12	9	11	15	9	5	4	7	14	3	2	5	2	13	3	5	12	7	2	9	16	9	7	41	0	17	6	8	164	7	2	3	5	3	3	21	14	6	9	10	5	28	1	5	6	1	10	3	37	42	11	3	5	6	11	36	11	6	4	5	6	2	6	6	7	1	10	25	7	32	8	13	41	6
3:Del:M:1	1	1	0	2	3	1	3	1	1	0	3	2	4	2	0	1	1	1	4	3	1	1	2	1	2	0	2	4	3	1	0	0	0	5	5	1	2	2	1	0	1	0	0	5	2	3	16	1	4	0	8	0	5	1	1	0	3	1	3	5	0	1	1	3	1	5	3	4	1	1	0	0	1	2	4	5	3	3	13	1	0	5	2	0	1	3	2	2	3	2	4	0	3	15	3	0	3	2	0	4	4	5	0	1	7	1	0	2	1	0	0	3	4	4	3	1	0	2	3	0	4	2	2	3	22	6	3	6	1	1	6	2	1	2	3	10	1	1	5	7	1	1	3	1	11	2	2	0	2	1	4	3	3	2	5	1	7	4	0	11	2	5	2	2	3	2	7	3	4	5	3	1	4	0	2	2	2	3	4	8	4	3	10	2	7	8	4	3	4	2	7	2	0	4	9	1	3	0	1	0	0	4	3	0	2	6	2	3	4	0	1	5	1	1	6	4	2	2	8	5	1	2	9	6	1	1	0	6	6	5	2	1	0	4	1	3	0	12	1	0	0	5	7	1	1	5	2	2	1	5	4	10	2	3	2	1	2	1	1	0	1	0	2	4	3	2	4	2	5	1	7	2	3	0	12	2	9	0	6	12	1	2	4	1	0	1	8	3	2	2	5	2	2	0	1	1	0	3	0	4	5	1	1	0	1	4	1	0	3	1	2	3	1	0	1	2	3	5	8	4	7	3	5	6	4
