MutationType	CPCT02020318T	CPCT02010377T	CPCT02060017T	CPCT02060166T	DRUP01080024T	CPCT02300029T	CPCT02130024T	CPCT02370015T	CPCT02080291T	CPCT02330082T	CPCT02130035T	CPCT02020667T	CPCT02190030T	CPCT02070304T	CPCT02230093T	CPCT02170024T	CPCT02050342T	CPCT02130064T	CPCT02130063T	CPCT02080208T	CPCT02130066T	CPCT02130067T	CPCT02100172T	CPCT02130084T	CPCT02060220T	CPCT02100169T	CPCT02080218T	CPCT02050332T	DRUP01080031T	CPCT02040245T	DRUP01050048T	DRUP01010142T	CPCT02080224T	CPCT02260021T	CPCT02020762T	CPCT02130116T	CPCT02050342TII	CPCT02130138T	CPCT02130139T	CPCT02230115T	CPCT02010902T	CPCT02290056T	CPCT02130152T	DRUP01170003T	DRUP01010095T	DRUP01030024T	CPCT02040292T	DRUP01050035T	CPCT02020577T	CPCT02050263T	DRUP01010108T	DRUP01010109T	DRUP01010113T	CPCT02120059T	CPCT02170010T	CPCT02030398T	CPCT02050250T	CPCT02050076TII	CPCT02050182T	CPCT02070187T	CPCT02030373T	CPCT02020589T	CPCT02040154T	CPCT02050091T	CPCT02020406T	CPCT02020405T	CPCT02070052T	CPCT02060063T	CPCT02230004T	CPCT02300006T	CPCT02080066T	CPCT02010492T	CPCT02020460T	DRUP01010019T	CPCT02050133T	CPCT02050144T	CPCT02050286T	CPCT02130006T	CPCT02130003T	CPCT02340039T	CPCT02230075T	CPCT02080169T	CPCT02150005T	WIDE01010522T	WIDE01010696T
T[Del(C):R5]T	0	1	1	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	3	1	0	0	1	1	0	135	0	221	84	0	0	0	0	1	1	0	0	2	1	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0
T[Del(C):R6]A	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	2	0	0	0	3	2	0	156	1	306	159	1	0	0	0	0	0	1	0	1	2	0	0	1	1	0	1	0	0	3	0	0	2	1	0	0	2	0	1	3	0	1	0	0	0	2	0	0	2	0	0	0	2	0	3	1	1	0	3	0	0	0	0	1
T[Del(C):R6]G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	48	0	77	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R6]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	2	3	1	81	0	187	68	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	5	0	2	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0
T[Del(C):R7]A	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	155	0	300	173	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
T[Del(C):R7]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1	64	41	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R7]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	91	0	139	72	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
T[Del(C):R8]A	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	93	1	202	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0
T[Del(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	0	42	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R8]T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	44	0	58	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	3	6	1	2	1	4	3	1	0	2	4	1	3	4	2	2	4	4	12	1	1	5	2	2	6	15	8	2	60	2	94	28	2	8	2	6	4	4	7	7	0	8	1	2	0	7	2	15	3	2	17	2	11	8	3	4	2	4	2	4	10	1	2	1	4	4	3	6	3	4	3	3	1	12	3	16	10	4	2	4	1	1	3	4	2
A[Del(T):R1]C	2	1	1	0	1	1	1	3	1	1	2	2	1	2	2	0	2	0	4	2	1	0	1	1	0	2	2	0	7	1	9	7	4	3	1	0	1	1	1	2	0	3	1	0	0	1	3	5	2	2	5	1	6	2	2	2	2	2	0	0	1	2	2	0	1	0	1	2	1	0	2	1	2	1	3	5	2	1	0	2	0	1	2	2	0
A[Del(T):R1]G	0	3	1	1	1	1	1	2	0	4	3	0	4	3	2	2	4	1	3	2	3	1	1	2	1	0	2	1	9	3	13	4	1	0	2	0	3	1	1	1	0	2	3	0	0	1	1	4	2	0	4	2	7	2	1	1	1	0	2	0	7	0	1	0	1	0	3	3	1	1	0	2	0	4	2	3	4	3	1	0	1	1	1	1	2
A[Del(T):R2]A	0	3	2	5	1	3	5	1	1	1	0	1	6	2	2	2	4	2	10	2	4	1	3	1	1	2	3	2	29	1	82	45	1	1	2	4	4	4	4	0	3	3	1	2	2	2	1	12	5	5	8	4	5	2	2	0	1	3	3	2	6	2	0	1	0	1	1	2	2	0	1	0	0	7	4	4	4	2	0	0	0	1	2	3	1
A[Del(T):R2]C	0	3	0	1	0	0	0	0	0	2	2	2	5	1	2	0	4	0	2	1	1	0	0	1	2	1	1	0	8	1	18	10	2	3	0	0	4	1	0	2	0	1	0	1	0	1	3	4	2	2	6	0	4	1	4	0	0	1	2	0	1	1	3	2	1	2	0	2	0	1	1	0	1	6	1	5	0	0	1	2	0	0	3	2	1
A[Del(T):R2]G	1	0	0	1	1	1	0	1	0	2	1	1	1	0	2	1	2	2	0	2	2	2	0	2	1	0	4	0	16	1	25	11	0	2	0	1	1	1	0	0	0	3	2	2	1	3	1	1	0	0	7	1	0	3	1	1	1	1	0	1	3	1	4	0	0	0	1	2	3	0	0	2	0	0	3	0	3	0	1	2	0	1	2	1	2
A[Del(T):R3]A	0	4	4	3	0	2	1	1	0	0	1	1	5	2	9	2	1	0	11	1	1	4	0	1	4	4	5	1	55	5	113	33	3	0	1	1	1	2	2	0	1	0	1	3	1	3	0	13	1	2	10	1	3	3	4	2	1	3	1	1	4	2	1	2	1	1	1	3	5	0	1	2	2	7	1	7	9	1	1	2	1	1	1	0	1
A[Del(T):R3]C	0	0	0	1	0	2	1	1	0	1	6	1	5	2	3	0	3	2	1	1	1	3	0	0	0	1	0	0	15	0	24	8	2	0	0	0	2	1	1	0	0	4	0	1	0	2	0	1	1	1	1	1	2	1	0	0	1	0	0	0	0	1	1	1	1	3	1	1	2	0	0	0	1	1	1	3	1	1	0	1	0	0	1	1	3
A[Del(T):R3]G	0	1	1	0	0	0	0	1	2	0	0	2	1	2	3	1	2	3	11	0	1	1	0	0	0	2	3	0	23	1	28	6	1	5	1	0	1	2	2	2	1	3	2	0	1	2	1	12	0	1	4	0	3	0	0	0	1	0	2	0	3	0	2	0	0	0	1	2	2	0	1	1	1	4	1	1	1	2	0	2	1	1	3	1	0
A[Del(T):R4]A	2	5	0	2	0	1	1	0	2	0	5	3	3	1	2	2	0	3	15	0	4	6	2	4	4	2	1	4	105	4	178	77	2	2	0	3	0	0	3	1	2	5	1	1	3	2	2	16	3	3	18	0	1	4	0	1	1	7	2	0	7	4	2	1	3	4	0	0	4	0	1	0	0	6	7	10	11	2	0	5	0	0	0	1	2
A[Del(T):R4]C	2	1	1	1	0	1	0	0	0	1	0	3	1	0	2	0	1	0	5	0	2	0	1	2	3	1	3	2	65	3	119	58	1	0	3	0	1	3	2	1	1	1	1	1	1	0	3	9	0	1	6	0	2	0	1	1	0	2	0	1	0	1	1	0	3	0	0	2	2	1	0	0	0	1	2	2	1	6	1	0	1	0	0	0	1
A[Del(T):R4]G	2	2	1	1	2	0	2	0	1	1	1	2	1	2	2	1	0	0	8	2	0	2	0	2	0	5	0	1	51	1	80	43	2	0	1	1	0	2	1	1	0	4	0	1	0	2	2	7	0	1	6	0	2	1	1	1	0	1	0	0	2	1	0	0	0	1	2	5	0	1	1	0	0	2	1	7	5	0	0	1	0	1	2	1	1
A[Del(T):R5]A	0	1	0	1	1	6	2	1	2	1	3	1	1	0	8	0	6	1	14	1	2	7	3	1	3	5	4	2	464	4	859	383	5	0	1	0	5	2	3	3	2	2	1	1	2	3	3	14	1	6	17	3	4	6	2	2	4	3	1	0	9	2	1	2	2	1	3	6	1	6	1	2	0	4	7	10	5	8	2	4	4	4	1	2	0
A[Del(T):R5]C	2	0	0	0	0	0	1	1	0	0	1	0	0	1	2	1	0	0	6	0	2	0	0	0	2	3	1	0	213	4	321	156	1	0	0	2	0	1	1	0	0	1	1	1	0	1	0	9	0	2	12	1	2	5	2	0	3	3	1	0	3	0	0	2	0	2	0	1	1	1	2	0	0	0	1	8	3	5	1	0	2	1	0	0	0
A[Del(T):R5]G	1	2	0	0	0	4	0	0	0	0	2	2	1	2	5	2	0	0	18	0	5	0	0	1	0	1	2	2	292	4	397	211	0	1	0	0	0	3	1	3	1	2	0	0	1	4	2	17	1	3	14	0	0	1	1	1	1	0	0	0	3	2	0	0	0	0	2	4	1	1	1	0	0	3	5	10	5	5	0	2	2	1	0	0	0
A[Del(T):R6]A	1	1	2	4	1	6	3	2	1	3	7	3	1	5	9	2	7	1	17	2	8	5	2	1	0	13	11	1	850	8	1595	727	3	0	0	0	6	6	3	1	1	3	2	0	2	8	4	23	0	3	67	6	5	5	2	4	3	4	1	1	22	2	0	0	2	6	6	7	4	3	1	0	0	5	7	22	3	12	0	10	3	2	1	2	0
A[Del(T):R6]C	3	1	0	2	1	2	0	0	1	1	1	1	4	1	4	0	0	2	10	1	4	3	0	1	1	10	5	2	271	5	511	224	1	1	1	0	0	1	3	3	0	1	0	0	1	3	0	10	0	6	25	0	0	6	0	3	0	2	0	0	5	1	0	0	1	2	0	2	1	1	1	1	0	5	4	10	6	4	0	2	3	3	1	0	0
A[Del(T):R6]G	2	0	1	5	0	2	2	2	0	1	4	0	0	2	3	0	0	0	6	0	7	4	0	2	1	3	3	1	502	3	818	366	0	0	0	0	0	1	4	0	1	0	1	1	1	2	0	7	1	3	20	0	1	5	0	2	2	4	0	0	10	2	1	1	1	1	1	1	1	1	1	0	0	3	2	10	3	9	1	2	1	0	0	0	0
A[Del(T):R7]A	4	1	4	6	1	10	4	1	2	0	6	1	6	3	5	0	2	2	23	2	10	2	1	0	3	20	8	3	1238	15	2131	1013	2	1	1	0	2	2	5	4	2	2	1	1	1	17	4	33	1	4	73	2	1	4	1	4	2	7	2	0	23	3	5	2	0	4	4	3	0	6	3	1	0	5	15	41	2	15	0	6	4	2	1	0	0
A[Del(T):R7]C	5	1	1	5	0	2	5	0	1	0	6	0	0	4	8	1	1	2	20	1	12	4	0	2	2	10	12	2	781	11	1305	553	1	1	0	1	2	4	2	0	3	0	1	0	2	5	2	24	2	5	37	4	1	5	1	7	4	6	4	0	23	6	1	0	1	3	6	6	6	1	3	1	0	5	11	25	3	8	1	4	2	2	1	1	0
A[Del(T):R7]G	1	2	2	2	0	5	4	1	1	0	5	0	1	2	10	1	0	2	12	0	9	3	1	1	1	8	11	0	1073	8	1724	849	3	0	1	0	0	4	2	1	0	3	0	0	0	2	0	15	1	3	38	2	2	2	0	3	4	7	0	0	12	0	2	1	0	4	4	6	1	1	2	1	0	4	8	33	3	6	1	3	2	1	0	0	0
A[Del(T):R8]A	7	1	3	11	1	21	6	0	3	1	9	1	3	7	24	1	2	3	44	0	24	5	0	2	3	43	18	3	2044	15	3146	1633	3	3	1	1	2	4	8	9	1	1	0	0	3	11	2	58	1	14	84	2	0	12	1	5	7	6	1	2	36	1	6	0	3	1	5	8	8	9	5	0	0	7	13	63	12	13	6	8	11	5	1	0	0
A[Del(T):R8]C	5	1	0	9	1	4	1	0	1	2	9	1	2	3	6	1	4	1	28	1	16	2	0	2	4	19	17	0	1226	12	2032	899	2	2	0	1	4	2	5	4	0	1	0	1	3	16	3	34	0	8	83	1	2	8	0	4	13	10	0	4	34	1	3	1	1	7	2	6	3	3	1	0	1	4	18	42	9	14	1	8	2	3	1	0	1
A[Del(T):R8]G	7	1	1	6	0	7	3	0	2	2	5	0	4	4	9	1	1	1	19	0	16	2	0	1	4	21	7	3	1476	9	2058	965	3	0	1	1	1	1	1	4	1	0	0	0	2	5	2	18	3	4	60	0	0	5	0	4	3	5	1	0	26	0	0	0	0	6	2	6	3	1	4	1	0	2	5	28	3	10	1	3	7	3	0	0	0
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	0	3	1	4	2	4	0	3	1	0	3	1	6	5	2	5	3	2	6	3	0	3	0	1	2	2	2	2	8	1	15	6	2	1	2	2	3	2	2	1	3	4	1	3	3	3	1	2	3	1	5	2	4	2	1	0	1	3	0	1	5	3	1	1	4	0	2	1	2	1	0	0	3	4	1	2	4	2	0	2	1	2	0	1	4
C[Del(T):R1]C	1	3	1	1	2	2	1	1	0	2	1	2	2	1	3	3	1	3	5	2	1	5	0	2	2	3	1	4	29	1	38	17	1	0	0	1	2	2	0	0	0	3	2	0	0	3	1	6	3	0	12	0	8	2	2	2	1	1	1	1	6	1	1	0	3	1	1	3	0	0	2	0	2	4	1	4	6	3	4	1	0	1	2	0	0
C[Del(T):R1]G	1	1	1	0	2	4	2	1	1	3	1	1	5	1	2	5	7	1	1	3	2	2	1	4	1	1	3	1	6	3	19	6	1	2	1	0	7	4	3	1	0	2	2	2	1	1	1	3	2	2	6	0	7	2	3	3	1	2	3	1	5	0	3	1	1	0	2	4	4	1	1	1	0	5	3	7	2	3	2	2	1	4	1	3	2
C[Del(T):R2]A	2	1	1	1	1	0	3	0	0	1	2	2	3	3	0	3	1	0	4	1	8	0	0	2	1	4	3	0	8	2	12	7	1	0	1	0	0	1	4	0	0	5	2	1	0	4	2	7	1	2	1	3	5	1	0	0	0	1	2	1	1	1	2	1	0	0	1	4	2	2	2	1	1	2	2	2	1	2	1	1	0	1	0	1	1
C[Del(T):R2]C	0	2	1	1	0	1	0	0	4	0	1	1	2	2	2	2	1	1	2	1	1	1	0	1	0	0	3	0	16	1	24	8	3	1	2	1	2	0	1	1	1	3	0	0	1	0	2	4	2	0	3	1	5	1	3	1	0	0	1	1	1	0	1	1	0	1	1	4	0	1	3	0	5	2	2	3	2	2	3	1	1	1	2	1	0
C[Del(T):R2]G	1	0	1	4	0	1	2	0	1	0	1	0	2	0	2	3	2	1	3	0	2	2	0	1	1	0	1	0	10	1	13	8	0	1	0	0	2	0	2	0	1	1	2	2	1	0	0	9	1	1	4	2	5	1	0	0	1	2	0	0	0	5	0	0	0	1	1	1	1	1	0	0	1	0	2	2	2	1	1	1	0	1	3	1	0
C[Del(T):R3]A	1	2	0	2	0	6	2	1	0	1	0	0	2	2	2	0	0	0	1	0	2	3	0	1	1	3	3	2	21	0	23	14	2	2	1	0	0	1	3	0	1	1	1	0	1	1	0	2	2	0	9	2	6	2	1	0	0	1	1	1	3	0	1	1	1	1	1	1	3	0	3	0	0	3	1	3	3	2	0	2	0	1	1	0	1
C[Del(T):R3]C	0	1	1	2	1	0	1	3	0	1	0	0	2	2	6	1	2	4	7	0	1	1	0	1	0	2	3	1	16	0	20	8	2	2	1	2	1	4	1	1	1	3	0	1	1	1	3	5	1	0	2	0	3	1	2	0	3	2	1	0	5	1	3	0	3	0	1	2	0	0	3	0	0	2	1	3	4	2	1	3	0	1	1	0	2
C[Del(T):R3]G	0	3	1	1	1	0	1	1	2	1	0	0	4	3	2	1	2	0	8	1	2	1	0	0	1	2	1	0	7	2	19	9	2	0	0	0	2	1	1	0	0	2	3	0	0	1	2	10	2	1	8	1	3	1	2	0	2	1	1	1	4	2	0	0	1	4	1	1	0	1	0	0	0	2	2	3	3	3	1	3	0	0	2	0	1
C[Del(T):R4]A	3	2	0	0	0	1	0	2	0	1	0	1	1	2	2	1	3	0	8	0	2	3	0	1	3	4	1	3	126	1	143	71	4	0	1	1	3	1	0	0	2	0	2	0	2	0	0	7	1	2	7	1	1	1	1	0	0	0	0	1	6	0	0	0	0	1	2	2	1	0	1	2	0	4	2	3	4	1	1	0	0	2	3	0	1
C[Del(T):R4]C	2	1	1	0	3	5	1	2	0	0	2	0	2	5	0	2	1	3	4	2	1	1	0	2	1	1	4	2	121	2	141	84	2	4	0	2	1	0	0	2	2	1	0	0	2	0	3	8	1	2	5	0	2	3	1	1	1	1	0	0	4	1	0	0	0	1	1	4	1	1	1	0	1	2	0	2	6	0	0	0	0	1	3	0	3
C[Del(T):R4]G	1	1	1	0	2	3	0	0	0	0	2	1	1	1	0	1	2	0	12	2	3	1	0	0	2	5	3	1	87	0	128	62	0	0	2	2	2	1	2	0	0	2	0	1	1	0	2	13	1	2	5	2	4	3	0	0	0	1	2	1	5	3	2	1	1	0	4	1	2	0	0	1	0	1	1	9	4	3	0	1	0	1	0	0	2
C[Del(T):R5]A	0	0	0	0	1	2	0	1	0	1	0	0	1	1	1	1	2	0	4	1	0	2	0	1	3	2	2	0	215	0	288	154	0	0	0	1	3	1	0	2	0	0	0	0	0	1	0	5	0	1	1	0	1	2	3	1	1	1	1	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	2	3	4	0	0	2	0	2	0	0	1
C[Del(T):R5]C	1	0	1	2	3	0	1	0	1	0	2	1	2	2	0	0	0	1	4	0	2	0	1	0	2	1	1	0	283	0	313	200	1	1	0	2	0	2	1	0	2	2	0	1	2	1	2	5	1	1	4	1	0	4	0	1	2	1	1	1	2	1	0	0	1	0	3	3	3	0	1	0	0	3	1	6	1	2	1	1	2	0	0	0	0
C[Del(T):R5]G	0	1	0	2	1	2	0	0	2	1	0	0	3	1	3	1	1	1	2	1	1	0	0	0	0	2	1	0	194	2	224	141	1	0	1	0	1	3	1	1	0	0	0	1	0	0	0	4	0	0	9	2	5	0	1	0	1	0	0	0	7	0	1	0	0	0	1	0	1	1	0	0	1	2	0	4	4	0	0	0	0	0	2	2	0
C[Del(T):R6]A	3	0	1	2	0	1	2	1	1	0	2	1	1	2	2	1	4	1	5	0	4	3	0	0	0	9	5	0	374	3	539	323	0	0	0	1	4	2	4	1	1	0	1	0	1	1	0	8	0	0	14	1	0	5	2	0	1	2	0	0	12	0	0	0	0	4	0	0	0	3	0	2	0	2	2	7	2	0	2	3	0	1	1	0	0
C[Del(T):R6]C	0	0	0	1	1	1	2	0	1	0	1	0	0	1	3	1	1	1	6	1	4	0	1	0	0	4	2	0	206	1	342	170	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	4	0	0	12	0	0	3	1	1	2	0	0	1	3	0	1	1	0	1	1	2	0	3	0	0	0	1	2	7	4	4	0	0	0	1	0	0	1
C[Del(T):R6]G	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	3	0	0	0	1	1	1	2	2	1	197	2	273	189	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	1	6	0	0	0	1	0	0	1	1	0	3	1	1	0	1	0	0	0	0	0	0	0	0	1	2	3	3	1	0	3	2	1	0	0	0
C[Del(T):R7]A	3	0	1	3	1	4	0	0	0	1	2	0	2	2	7	1	1	0	10	1	5	3	1	2	2	18	6	0	983	13	1466	733	0	1	1	1	2	0	4	0	2	0	1	0	2	9	1	6	1	2	43	0	2	7	1	2	6	6	0	4	16	1	0	0	1	1	5	4	1	2	2	0	0	3	3	23	1	7	0	3	3	0	0	0	1
C[Del(T):R7]C	1	0	1	4	0	2	2	0	1	1	3	2	2	3	10	2	0	0	12	0	6	3	1	2	3	7	3	0	1008	2	1431	737	0	0	0	0	0	0	5	2	0	1	1	0	0	2	0	9	1	4	33	0	1	5	0	3	1	1	0	1	13	0	1	0	1	2	1	6	0	3	1	1	0	4	5	17	5	1	0	5	6	1	0	0	0
C[Del(T):R7]G	2	1	1	5	0	3	2	1	1	0	3	1	0	2	6	0	1	2	10	0	10	0	2	0	0	7	7	1	1193	4	1533	828	2	1	1	0	1	0	3	0	1	1	0	0	1	3	3	9	1	2	34	0	0	1	0	2	6	1	0	2	9	0	2	1	0	2	1	1	0	3	1	0	0	3	5	15	3	4	1	1	3	2	0	0	0
C[Del(T):R8]A	5	0	1	7	2	8	1	1	2	0	9	0	1	5	9	0	4	0	19	2	6	3	1	0	1	15	16	0	1861	13	2706	1495	2	0	0	1	4	4	2	5	1	0	1	0	0	10	2	19	1	3	56	0	1	6	0	3	10	2	0	1	20	1	0	0	4	4	2	5	4	4	1	1	0	2	11	67	4	17	1	3	0	4	6	0	2
C[Del(T):R8]C	1	1	0	8	0	9	2	1	1	1	6	0	1	2	9	1	2	0	24	1	13	2	0	2	1	16	6	1	1831	6	2481	1255	0	1	0	0	2	1	8	5	0	0	0	1	1	5	1	25	0	7	51	2	0	9	0	0	3	6	0	1	15	1	1	2	1	4	2	2	6	0	3	0	0	4	9	37	6	3	3	9	0	1	1	0	0
C[Del(T):R8]G	3	3	0	6	0	3	1	0	1	0	5	1	3	4	6	0	0	1	15	0	6	1	0	1	0	14	6	1	2389	2	2790	1488	0	2	0	0	0	2	5	2	1	0	0	0	1	7	1	17	0	5	62	1	0	6	0	2	0	6	1	3	22	1	1	0	1	0	3	1	3	1	2	0	0	2	6	26	1	10	1	7	5	2	1	2	0
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	1	3	0	0	0	0	1	1	1	1	1	1	3	1	2	3	1	2	1	0	2	2	1	0	1	0	2	1	1	0	6	1	1	2	1	1	1	0	3	1	0	0	2	1	0	0	0	3	2	0	3	0	1	0	2	1	0	0	1	1	2	1	1	0	0	1	2	2	0	0	0	0	0	3	1	0	0	2	0	1	0	2	1	1	1
G[Del(T):R1]C	1	1	0	1	0	1	0	2	0	0	2	0	2	1	2	0	2	1	2	0	1	1	0	1	2	4	0	1	0	0	2	4	0	0	0	0	1	0	0	0	0	1	0	0	1	3	1	5	1	2	13	1	9	3	0	1	1	1	1	1	3	0	0	1	2	0	2	5	1	0	0	2	0	2	1	2	1	3	2	5	0	1	0	0	0
G[Del(T):R1]G	1	2	1	1	0	1	2	0	2	3	4	1	2	0	0	1	1	3	2	1	2	2	1	3	3	0	1	1	23	2	35	20	1	0	0	2	1	0	0	2	0	2	0	2	1	2	0	2	2	1	5	1	6	2	2	1	1	2	0	0	7	2	1	0	0	4	1	3	1	0	2	1	1	2	1	4	4	0	2	2	1	1	1	0	0
G[Del(T):R2]A	0	1	0	2	1	1	0	1	1	0	0	0	4	1	0	0	2	3	1	1	0	2	1	1	2	0	2	0	5	3	6	1	2	1	2	2	2	0	3	2	0	2	1	0	0	0	1	6	2	2	21	1	6	1	3	1	0	0	2	0	2	0	0	1	0	0	2	2	0	1	1	0	2	2	0	5	1	0	0	0	0	0	0	1	2
G[Del(T):R2]C	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	3	0	0	0	1	2	0	0	4	0	5	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	1	9	0	6	1	0	0	0	1	2	0	1	0	0	0	1	0	1	2	1	0	0	0	1	2	0	3	1	4	1	1	0	0	0	0	0
