MutationType	CPCT02150038T	CPCT02040203T	CPCT02300038T	WIDE01010265T	CPCT02310012T	CPCT02080232T	CPCT02180068T	CPCT02290041T	CPCT02040278T	CPCT02310017T	CPCT02150022T	CPCT02150026T	CPCT02150030T	CPCT02180037T	CPCT02150033T	CPCT02230051T	CPCT02340030T	CPCT02340031T	CPCT02230066T	CPCT02180043T	CPCT02120032T	CPCT02300023T	CPCT02180001T	CPCT02330016T	CPCT02180015T	WIDE01010545T
G[Ins(C):R5]T	0	0	0	0	1	1	2	1	0	0	0	1	0	0	1	0	0	0	1	0	6	0	0	3	0	0
G[Ins(C):R6]A	0	0	0	1	4	2	6	0	2	0	0	2	0	3	1	0	0	2	0	1	13	0	0	2	1	2
G[Ins(C):R6]G	0	0	0	0	0	0	3	0	1	0	0	2	1	0	0	0	1	1	0	0	3	0	0	1	1	2
G[Ins(C):R6]T	0	0	0	0	2	2	4	1	0	6	1	1	1	0	0	0	0	0	0	0	11	0	3	1	0	1
G[Ins(C):R7]A	1	0	2	1	6	5	6	1	1	2	0	1	3	1	1	0	2	1	1	2	12	1	3	2	0	6
G[Ins(C):R7]G	0	0	3	0	0	0	4	0	0	4	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	1
G[Ins(C):R7]T	0	0	1	1	1	3	6	0	1	0	0	2	1	0	0	0	0	0	0	0	3	0	1	1	0	2
G[Ins(C):R8]A	0	0	5	0	1	2	3	0	1	4	0	4	2	1	0	0	0	0	0	0	12	0	0	4	1	4
G[Ins(C):R8]G	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
G[Ins(C):R8]T	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	1	3	0	1	1	0	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	0	0	1	3	1	1	2	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0
T[Ins(C):R0]G	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R0]T	1	1	3	2	17	5	10	1	5	8	1	1	7	2	2	0	5	3	3	3	9	1	3	2	0	5
T[Ins(C):R1]A	0	0	1	1	4	0	1	0	0	3	0	0	0	1	0	1	0	0	0	1	1	0	2	1	0	0
T[Ins(C):R1]G	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R1]T	1	0	0	3	3	3	2	0	2	5	0	2	2	1	1	1	0	0	1	0	2	1	2	0	1	0
T[Ins(C):R2]A	0	0	1	0	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1
T[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
T[Ins(C):R2]T	0	0	1	1	2	1	1	0	0	1	0	0	2	1	0	1	1	1	0	1	1	2	0	1	0	1
T[Ins(C):R3]A	0	0	1	1	1	2	1	1	2	1	0	0	0	0	0	0	1	0	0	2	2	0	0	2	0	0
T[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R3]T	0	0	2	0	4	0	0	1	2	5	1	5	3	1	1	1	1	0	1	2	7	0	2	1	1	2
T[Ins(C):R4]A	0	1	0	0	2	0	5	0	1	0	0	0	3	2	0	1	0	0	0	0	15	0	0	2	0	5
T[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1
T[Ins(C):R4]T	0	0	0	1	3	1	2	0	0	4	0	2	3	0	0	1	0	0	0	0	5	1	1	1	0	4
T[Ins(C):R5]A	1	0	0	0	0	4	2	2	1	1	0	1	0	1	0	0	1	1	0	1	7	0	0	0	0	1
T[Ins(C):R5]G	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
T[Ins(C):R5]T	0	1	0	0	4	1	2	0	1	6	0	1	0	0	0	0	1	2	0	1	10	1	1	0	0	2
T[Ins(C):R6]A	0	0	1	0	3	3	3	1	1	4	0	3	1	0	0	0	0	0	0	1	17	0	0	2	1	1
T[Ins(C):R6]G	0	0	0	1	1	1	1	0	2	2	0	1	0	0	0	0	0	2	0	0	6	0	1	0	0	0
T[Ins(C):R6]T	0	0	1	0	4	1	3	1	0	5	0	0	1	1	0	0	0	1	1	0	9	0	4	0	0	0
T[Ins(C):R7]A	0	0	1	2	0	3	5	4	3	7	0	6	1	2	1	0	0	2	2	0	14	0	6	1	1	2
T[Ins(C):R7]G	1	0	0	1	1	0	1	0	1	2	0	0	2	1	0	0	1	0	1	1	6	0	1	2	0	2
T[Ins(C):R7]T	1	0	0	0	3	0	4	1	0	2	1	1	1	2	0	0	0	1	1	0	3	0	1	2	0	2
T[Ins(C):R8]A	1	0	3	1	1	6	8	1	2	5	0	1	4	1	1	1	0	1	0	1	16	1	2	2	1	4
T[Ins(C):R8]G	2	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0
T[Ins(C):R8]T	0	0	2	2	0	0	0	0	1	2	0	0	1	1	0	1	0	2	1	1	4	0	0	0	0	1
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	5	1	9	8	12	10	22	4	3	18	1	14	3	5	4	0	13	3	6	1	10	0	10	4	1	8
A[Ins(T):R0]C	1	0	0	0	0	1	3	0	2	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1
A[Ins(T):R0]G	3	0	1	2	6	1	1	2	1	3	0	1	1	1	0	0	0	1	0	0	2	2	2	3	0	7
A[Ins(T):R1]A	2	1	2	2	3	0	3	0	3	3	2	3	1	2	5	1	9	5	0	1	5	1	3	1	0	4
A[Ins(T):R1]C	2	0	1	0	0	0	1	2	0	2	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0
A[Ins(T):R1]G	0	0	1	1	4	1	4	0	1	0	0	1	0	3	1	0	5	0	0	0	4	0	1	0	0	2
A[Ins(T):R2]A	0	0	0	1	1	1	2	3	2	2	1	5	1	3	0	0	2	4	2	1	1	2	3	0	0	1
A[Ins(T):R2]C	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
A[Ins(T):R2]G	1	0	0	1	1	4	2	3	1	2	1	1	1	0	0	0	1	0	1	0	3	0	2	3	1	1
A[Ins(T):R3]A	0	0	2	1	1	1	2	0	3	3	0	2	1	0	0	0	2	2	0	0	3	2	4	1	0	4
A[Ins(T):R3]C	0	0	0	0	0	0	2	0	0	3	1	1	0	1	0	0	3	0	0	0	5	1	1	0	0	1
A[Ins(T):R3]G	0	0	0	1	1	0	3	1	0	4	0	0	2	1	0	0	2	2	0	0	5	0	3	0	0	3
A[Ins(T):R4]A	0	0	2	2	5	4	6	3	2	5	1	5	1	0	0	0	3	4	0	3	10	2	5	3	0	6
A[Ins(T):R4]C	0	0	2	3	6	2	10	3	1	8	0	6	2	2	0	0	1	4	1	3	9	0	8	3	1	7
A[Ins(T):R4]G	0	0	3	3	9	8	10	4	1	8	0	4	0	2	0	0	0	3	3	4	25	1	5	3	2	4
A[Ins(T):R5]A	0	0	5	5	10	16	19	6	4	25	0	11	5	6	0	1	3	3	3	5	35	2	18	7	0	13
A[Ins(T):R5]C	6	0	8	3	21	29	41	6	11	37	2	18	9	10	2	0	6	10	4	9	43	0	14	6	0	16
A[Ins(T):R5]G	1	1	6	2	12	22	31	8	3	20	1	10	8	7	1	0	3	4	3	6	29	1	13	11	0	8
A[Ins(T):R6]A	5	0	9	15	26	23	52	6	12	27	3	23	14	5	2	1	7	13	5	9	54	12	26	22	3	15
A[Ins(T):R6]C	6	0	22	13	36	46	51	20	12	52	2	44	10	18	3	0	8	14	7	13	89	7	25	27	7	34
A[Ins(T):R6]G	5	0	18	8	31	42	65	20	13	40	2	41	9	9	4	2	9	23	10	14	112	4	34	23	7	35
A[Ins(T):R7]A	9	0	14	18	21	34	60	21	9	55	0	36	12	10	8	0	8	18	4	19	92	6	37	27	11	37
A[Ins(T):R7]C	6	0	19	18	30	45	76	9	10	50	4	34	16	13	4	1	6	25	12	14	66	6	32	26	6	31
A[Ins(T):R7]G	4	0	16	12	24	38	62	20	12	37	1	34	13	8	4	0	6	21	11	17	81	5	24	29	8	33
A[Ins(T):R8]A	2	0	26	18	24	42	77	15	13	57	0	50	16	11	4	5	5	32	7	11	98	9	28	33	6	52
A[Ins(T):R8]C	7	0	15	16	14	36	85	15	16	52	3	25	7	16	3	1	8	22	4	17	79	6	31	27	10	50
A[Ins(T):R8]G	6	0	22	25	34	58	81	13	11	56	4	34	19	12	3	1	8	30	14	16	76	9	37	41	11	62
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	0	1	0	1	0	1	0	2	0	1	0	0	1	0	1	0	3	1	0	0	0	0	1	2	1	1
C[Ins(T):R0]C	0	0	1	1	1	1	0	1	1	0	0	4	0	1	0	0	12	0	0	0	2	1	0	1	0	4
C[Ins(T):R0]G	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0
C[Ins(T):R1]A	1	0	3	0	0	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	1
C[Ins(T):R1]C	0	0	1	0	0	0	1	0	0	0	0	2	1	1	1	0	3	0	0	1	1	1	1	1	0	1
C[Ins(T):R1]G	0	0	1	0	1	1	1	0	2	2	0	2	1	2	0	1	5	0	1	3	1	0	0	1	0	1
C[Ins(T):R2]A	0	0	0	0	1	0	2	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1
C[Ins(T):R2]C	1	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	1	2	0	0	1	0	1	1	1	2
C[Ins(T):R2]G	0	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	2	1	0	0	4	0	1	0	0	2
C[Ins(T):R3]A	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	5	1	3	3	1	2
C[Ins(T):R3]C	1	0	1	0	2	1	4	1	1	0	0	1	0	0	0	0	2	0	0	0	7	0	1	2	0	1
C[Ins(T):R3]G	0	0	0	2	1	1	1	0	3	1	0	0	0	1	0	0	3	1	0	0	3	0	1	2	0	1
C[Ins(T):R4]A	0	0	0	1	2	2	3	3	0	2	0	1	2	2	0	0	0	2	0	1	5	1	1	1	1	2
C[Ins(T):R4]C	0	0	0	0	5	2	7	0	2	6	0	3	2	0	0	1	1	3	0	0	6	0	3	2	1	4
C[Ins(T):R4]G	0	0	1	0	1	2	3	0	0	2	0	1	1	0	0	0	0	0	1	1	6	0	2	3	0	0
C[Ins(T):R5]A	1	0	2	2	6	8	5	3	1	7	0	4	1	3	0	1	5	3	2	5	9	3	7	3	2	7
C[Ins(T):R5]C	4	0	4	4	4	4	8	2	4	12	0	10	2	1	1	0	1	7	0	1	15	0	7	10	1	5
C[Ins(T):R5]G	3	0	4	1	7	5	11	3	2	6	1	8	2	2	1	0	0	6	1	1	7	0	3	6	0	3
C[Ins(T):R6]A	1	0	8	7	12	15	23	4	9	21	0	13	6	3	0	0	1	11	4	3	29	2	11	11	2	13
C[Ins(T):R6]C	8	0	11	7	34	30	36	8	14	42	2	21	11	2	5	0	7	19	6	8	53	4	22	21	2	22
C[Ins(T):R6]G	2	0	7	2	17	20	33	11	8	27	0	17	7	4	1	0	2	13	4	7	48	2	15	13	4	25
C[Ins(T):R7]A	4	0	5	3	7	18	32	9	10	12	0	9	6	7	3	1	3	5	6	4	32	3	19	7	1	9
C[Ins(T):R7]C	3	0	13	5	18	16	24	4	6	29	0	23	7	5	3	1	3	14	2	7	44	2	14	11	3	13
C[Ins(T):R7]G	4	0	9	12	13	15	32	5	9	20	1	19	7	3	2	1	5	14	0	6	55	7	14	8	9	21
C[Ins(T):R8]A	4	0	9	7	15	25	42	7	8	28	3	16	7	8	1	1	4	14	9	7	48	6	21	17	5	23
C[Ins(T):R8]C	4	0	15	6	19	26	61	4	11	29	2	27	9	9	1	0	4	15	6	8	58	8	24	18	7	32
C[Ins(T):R8]G	5	0	22	17	22	30	67	10	13	46	0	35	14	5	2	1	5	17	10	10	72	2	23	24	5	35
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	0	0	0	0	0	1	0	1	0	2	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0
G[Ins(T):R0]C	0	0	1	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	2
G[Ins(T):R0]G	2	0	1	2	1	0	3	2	0	1	0	0	1	2	0	0	0	2	0	1	1	0	2	1	0	0
G[Ins(T):R1]A	3	0	0	0	1	2	0	4	0	4	0	0	1	3	0	0	3	2	1	1	2	0	3	4	2	1
G[Ins(T):R1]C	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0
G[Ins(T):R1]G	0	0	0	2	1	1	2	0	1	1	0	0	1	0	0	0	2	1	1	0	1	1	2	0	0	0
G[Ins(T):R2]A	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	2	1	0	0	1	0	0	0	0	1
G[Ins(T):R2]C	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0
G[Ins(T):R2]G	1	0	2	0	0	3	2	2	0	2	0	2	0	0	1	0	0	1	2	0	0	0	1	1	0	1
G[Ins(T):R3]A	1	0	0	0	2	1	1	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
G[Ins(T):R3]C	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	1	2	0	1
G[Ins(T):R3]G	0	0	0	2	0	2	2	1	0	2	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0
G[Ins(T):R4]A	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	1
G[Ins(T):R4]C	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0
G[Ins(T):R4]G	0	0	2	0	3	1	4	0	0	3	0	1	1	0	0	0	2	2	0	1	5	0	1	1	0	3
G[Ins(T):R5]A	0	0	1	0	3	5	6	0	1	4	0	2	0	1	0	0	3	1	0	0	9	1	1	0	0	2
G[Ins(T):R5]C	0	0	2	0	4	2	10	3	3	4	0	5	0	0	1	0	1	2	0	1	5	1	4	3	0	3
G[Ins(T):R5]G	0	0	3	0	2	3	9	1	2	5	1	5	2	1	0	0	3	3	0	0	14	1	3	5	0	4
G[Ins(T):R6]A	1	0	4	6	4	10	11	1	6	17	3	10	6	5	0	2	2	4	4	3	31	2	12	3	1	9
G[Ins(T):R6]C	4	0	9	6	29	20	42	4	9	24	1	18	8	6	2	0	4	9	2	4	41	4	16	17	9	22
G[Ins(T):R6]G	5	0	8	8	18	22	37	10	4	30	0	19	5	7	1	0	5	15	4	5	49	1	17	19	4	24
G[Ins(T):R7]A	2	0	10	6	6	18	25	7	3	15	1	20	3	5	1	2	3	6	2	8	38	1	14	12	1	6
G[Ins(T):R7]C	4	0	10	8	15	20	32	4	5	26	1	17	7	5	2	2	6	15	3	0	35	4	19	12	1	30
G[Ins(T):R7]G	5	0	15	11	15	21	41	6	9	32	3	17	9	7	1	0	6	21	6	5	58	4	15	18	2	31
G[Ins(T):R8]A	5	0	5	12	16	22	46	15	9	33	3	20	4	4	2	1	3	12	5	5	65	5	18	16	5	19
G[Ins(T):R8]C	5	0	6	10	12	21	39	5	5	31	0	16	8	8	3	2	5	15	5	9	58	1	17	15	7	23
G[Ins(T):R8]G	10	0	18	10	14	22	59	8	6	32	1	29	15	8	7	5	6	16	6	6	54	1	18	19	2	45
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	0	1	5	3	4	8	8	0	1	2	3	5	1	2	0	2	8	6	2	5	2	5	4	7	1	6
Del3:U1:R1	2	0	0	1	0	0	3	3	1	1	0	0	0	0	3	0	2	0	0	0	0	0	1	2	1	2
Del4:U1:R1	1	0	3	0	0	0	5	2	1	3	1	0	1	1	0	0	2	1	2	1	1	0	0	2	0	0
Del5:U1:R1	1	0	0	1	0	2	2	0	1	1	0	1	0	2	0	1	2	0	1	1	0	0	0	2	0	0
Del6:U1:R1	0	0	1	0	0	1	0	1	0	0	0	0	1	3	2	0	3	0	0	2	1	2	1	1	0	0
Del7:U1:R1	0	0	1	1	0	1	2	0	0	0	0	1	1	0	2	0	1	0	2	3	0	0	2	0	0	0
Del8:U1:R1	0	0	0	0	0	3	4	0	2	0	1	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0
Del9:U1:R1	0	0	1	0	0	1	1	1	1	1	2	2	1	1	0	1	2	1	1	2	0	0	0	0	0	1
Del(10,):U1:R1	3	2	7	1	5	4	4	3	1	4	1	5	4	3	3	0	15	1	0	5	2	2	3	3	1	3
Del2:U(2,):R1	4	1	6	3	10	2	12	8	7	9	2	8	4	3	3	3	9	13	8	8	9	3	16	3	2	8
Del3:U(2,):R1	1	1	2	3	1	4	6	2	1	5	2	3	2	3	2	1	1	0	0	1	6	1	3	1	0	2
Del4:U(2,):R1	1	2	0	0	1	3	5	0	3	3	0	3	4	1	2	2	6	1	2	1	1	1	1	2	0	1
Del5:U(2,):R1	0	1	1	0	2	1	6	1	3	1	0	3	1	3	5	1	9	3	3	8	0	2	0	2	2	0
Del6:U(2,):R1	2	0	1	1	1	1	5	5	1	4	2	4	2	6	1	0	6	0	5	4	2	2	0	2	3	0
Del7:U(2,):R1	0	1	0	2	3	3	4	2	2	5	1	1	1	4	5	0	7	0	2	3	0	1	1	1	2	0
Del8:U(2,):R1	0	1	2	0	2	3	7	1	0	3	0	1	2	3	2	0	1	1	1	3	1	1	4	1	0	0
Del9:U(2,):R1	2	2	2	0	4	0	8	4	0	2	1	4	0	3	3	2	3	1	2	8	0	4	0	1	0	0
Del(10,):U(2,):R1	6	3	13	2	14	13	23	4	7	21	3	11	5	8	14	3	28	6	4	22	1	10	5	2	2	9
Del2:U1:R3	5	1	3	2	3	3	6	3	7	6	0	2	4	2	1	1	7	3	2	5	4	2	5	8	3	5
Del2:U1:R4	0	1	2	2	2	1	3	2	1	3	0	1	1	1	0	0	3	3	0	2	2	1	5	3	2	7
Del2:U1:R(5,9)	3	0	5	2	3	4	7	3	3	4	0	2	3	2	0	1	4	4	0	4	23	5	6	7	1	1
Del2:U2:R2	9	0	17	9	13	26	20	17	15	29	6	16	5	5	5	0	14	17	5	5	12	3	13	23	4	28
Del2:U2:R3	3	0	6	1	5	5	3	7	0	9	1	1	3	3	2	2	4	7	3	5	8	2	5	4	2	7
Del2:U2:R4	1	0	1	2	3	1	9	5	3	2	1	2	1	0	1	2	1	1	0	3	18	1	1	3	0	2
Del2:U2:R(5,9)	3	0	8	3	5	10	18	9	13	15	3	13	8	3	4	0	2	2	3	8	123	4	4	3	3	8
Del3:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Del3:U1:R(5,9)	0	0	0	2	1	1	3	2	1	0	0	1	1	1	0	0	2	0	0	1	1	0	0	1	0	0
Del3:U3:R2	5	0	18	12	12	15	29	8	16	25	4	25	6	12	3	4	7	10	5	5	4	9	13	18	4	25
Del3:U3:R3	5	0	7	5	4	9	7	8	10	14	1	4	2	2	0	3	4	3	0	7	3	3	0	3	1	6
Del3:U3:R4	0	0	4	0	3	2	0	2	1	2	0	5	0	0	0	0	0	1	1	0	4	1	1	0	0	2
Del3:U3:R(5,9)	2	0	1	2	2	2	1	3	1	6	0	3	0	0	1	2	3	0	1	0	2	1	0	2	1	2
Del4:U1:R(5,9)	0	0	1	0	1	0	1	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
Del4:U2:R3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0
Del4:U2:R4	0	0	3	0	1	1	2	0	2	4	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0
Del4:U2:R(5,9)	2	0	2	5	4	6	5	2	0	3	0	5	1	0	1	0	2	1	1	1	1	1	1	5	0	6
Del4:U4:R2	7	0	14	7	6	16	17	9	12	17	4	23	5	5	4	4	6	13	6	3	3	8	11	11	2	16
Del4:U4:R3	2	0	4	6	2	1	3	4	5	12	1	5	0	0	3	0	0	1	0	4	3	3	1	3	2	7
Del4:U4:R4	2	0	1	2	3	1	1	4	0	4	0	7	3	0	3	1	2	3	0	2	0	1	1	2	0	3
Del4:U4:R(5,9)	0	0	2	1	3	1	2	5	3	6	0	1	0	2	1	0	0	2	0	0	2	3	3	1	0	4
Del5:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
Del5:U5:R2	1	0	0	0	1	1	3	1	1	8	0	4	1	0	0	0	0	0	1	0	1	0	1	5	0	5
Del5:U5:R3	0	0	0	0	1	1	1	0	0	1	0	3	0	0	0	0	1	1	0	1	0	0	0	1	0	2
Del5:U5:R4	0	0	0	2	0	0	1	1	1	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	2
Del5:U5:R(5,9)	0	0	0	0	1	0	1	0	0	5	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0
Del(6,):U3:R(3,9)	0	0	0	0	0	3	2	1	0	1	0	1	0	0	0	0	0	2	0	0	1	0	1	1	0	1
Del(6,):U(4,):R(2,9)	3	0	4	4	6	6	16	18	4	20	0	4	0	5	2	1	0	4	2	7	9	8	6	7	1	16
Ins(2,4):M	10	1	13	14	34	17	28	10	14	52	2	18	19	9	7	4	34	16	6	12	24	3	18	14	3	36
Ins(5,):M	15	11	35	23	35	31	44	25	17	54	10	27	22	32	24	7	52	19	20	29	28	11	24	18	4	39
Ins2:U1:R0	2	1	1	3	5	1	0	1	2	3	0	2	1	0	1	0	0	0	3	0	0	0	1	0	0	1
Ins3:U1:R0	1	0	2	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	2	0	3	0	3	7	8	4	4	5	1	3	1	2	2	3	7	3	3	9	4	0	4	0	1	2
Ins3:U3:R0	0	0	0	1	4	2	3	3	1	1	0	3	1	2	1	1	1	3	0	1	1	3	2	1	2	1
Ins4:U2:R0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Ins4:U4:R0	0	0	0	1	2	2	3	1	1	5	0	1	1	1	0	1	2	0	1	1	1	3	0	0	0	2
Ins(5,):R0	1	17	32	5	41	27	74	12	5	56	14	31	19	41	38	11	13	17	30	106	10	34	29	5	6	9
Ins2:U1:R1	2	0	0	3	1	0	4	0	1	7	1	3	0	2	0	0	9	1	1	0	6	0	1	0	0	1
Ins2:U1:R2	3	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	3	1	0	1	1	0	3	0	0	2
Ins2:U1:R3	0	0	1	1	2	0	0	0	2	1	0	1	0	0	1	0	0	1	0	0	0	0	2	1	0	1
Ins2:U1:R4	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	4	0	1	0	2	1
Ins2:U1:R(5,9)	0	0	3	2	2	3	5	3	1	8	0	2	1	4	1	0	1	6	2	0	6	1	4	1	0	3
Ins2:U2:R1	3	2	7	3	1	3	5	1	3	11	0	4	5	0	2	0	7	4	1	3	4	3	5	2	2	6
Ins2:U2:R2	0	0	0	1	1	4	1	1	2	4	0	1	2	1	0	0	0	0	0	1	3	1	3	3	0	3
Ins2:U2:R3	0	0	1	1	2	3	3	0	0	2	1	2	0	0	1	0	1	0	1	0	3	0	2	0	0	1
Ins2:U2:R4	2	1	2	0	7	7	15	5	1	10	1	8	2	2	1	0	4	4	1	2	20	1	5	6	2	7
Ins2:U2:R(5,9)	10	0	27	23	31	52	98	22	27	74	3	41	23	16	6	4	14	18	11	19	160	7	54	39	5	72
Ins3:U1:R1	0	0	0	0	1	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
Ins3:U1:R2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ins3:U1:R(5,9)	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1
Ins3:U3:R1	2	0	3	1	2	2	6	5	2	3	0	4	2	1	1	2	5	2	2	0	1	3	0	5	0	5
Ins3:U3:R2	1	0	1	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Ins3:U3:R3	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
Ins3:U3:R4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1
Ins3:U3:R(5,9)	0	0	0	1	1	5	5	1	1	1	1	2	2	0	0	1	3	0	0	0	5	2	2	4	2	2
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
