MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027
T[Del(C):R2]A	2	7	6	3	1	1	3	1	0	5	6	0	7	6	2	12	3	4	6	3	2	0	3	1	12	1	5	0	1	1	20	16	6	4	2	0	2	2	3	2	3	3	0	2	3	6	9	4	10	1	4	4	2	1	1	1	2	1	1	2	17	1	9	2	1	2	5	3	2	2	9	3	6	6	2	2	4	3	4	3	0	5	3	1	4	4	2	5	1	3	5	6	2	5	4	1	1	15	3	1	3	1	0	9	3	1	0
T[Del(C):R2]G	3	0	1	0	0	0	0	1	1	4	0	1	1	5	0	2	1	1	5	0	0	0	2	0	2	0	1	0	0	0	8	8	4	2	1	0	0	0	0	2	0	0	1	0	0	1	1	1	5	1	2	1	1	1	1	0	2	0	0	2	6	1	0	1	0	0	1	0	0	1	3	0	4	4	3	0	1	1	2	0	0	2	0	1	0	0	0	3	0	3	4	2	0	0	2	1	0	7	2	0	0	1	0	3	0	0	0
T[Del(C):R2]T	6	6	10	3	0	6	4	7	3	9	8	1	4	18	4	20	4	7	15	2	2	4	4	5	13	1	8	3	1	1	36	29	23	10	5	2	6	0	3	3	0	0	1	0	6	8	16	16	32	2	7	10	2	3	11	5	6	3	7	5	23	1	6	0	4	1	5	3	4	5	24	6	6	1	3	0	5	2	17	4	3	11	4	3	4	6	5	9	8	4	12	5	1	3	4	3	0	17	7	3	4	5	3	14	4	1	2
T[Del(C):R3]A	3	3	3	2	0	1	3	4	1	1	4	1	1	5	4	5	1	2	10	2	1	1	2	2	0	0	2	0	0	0	12	5	6	2	0	0	4	1	1	0	3	1	0	0	2	1	7	5	12	0	4	5	2	0	4	1	3	0	2	4	12	0	3	0	0	0	6	3	2	2	7	3	3	0	1	0	0	1	6	2	0	4	2	2	2	2	1	4	1	1	10	1	3	0	4	2	0	7	0	2	0	4	1	5	2	1	0
T[Del(C):R3]G	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	2	1	0	0	0	0	0	0	1	0	0	0	6	2	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	1	0	4	0	1	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	7	0	0	1	0	1	0	2	0	0	0	0	0	1	1	0	0	1	0	5	2	0	1	0	0	2	2	0	0
T[Del(C):R3]T	2	2	4	1	1	2	1	1	1	7	5	0	1	9	4	5	0	2	3	1	0	0	2	1	4	0	1	1	0	0	13	8	11	5	1	3	2	0	3	1	4	1	0	1	0	6	9	2	18	1	8	3	0	2	2	0	4	1	1	3	17	0	3	0	0	0	2	1	4	1	3	2	5	1	1	0	1	1	9	1	0	2	0	3	1	1	1	2	3	1	7	2	2	0	3	1	1	8	1	1	2	5	0	9	2	2	1
T[Del(C):R4]A	0	1	1	1	0	0	4	0	0	0	1	0	0	5	0	5	1	1	5	0	0	0	1	0	1	0	0	0	1	0	2	3	2	2	2	0	1	0	0	1	0	1	1	1	1	2	10	2	28	1	1	0	0	1	1	0	1	0	2	0	7	0	4	2	4	1	1	0	0	1	3	1	2	1	1	0	0	0	2	0	1	2	0	0	1	3	0	4	2	3	2	2	0	0	0	1	0	5	2	1	1	2	0	7	2	2	1
T[Del(C):R4]G	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	9	0	1	0	0	0	1	1	2	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0
T[Del(C):R4]T	0	2	2	0	0	3	3	0	0	0	0	0	1	3	1	1	3	0	3	0	0	0	1	0	0	0	0	0	1	0	4	6	2	3	0	1	1	0	1	0	1	0	0	0	3	2	6	0	24	0	1	2	1	0	3	0	1	0	0	1	5	0	1	0	0	0	1	1	0	0	2	0	2	1	1	0	1	1	1	1	0	3	0	1	1	1	1	3	0	1	2	2	0	1	0	1	0	3	1	0	1	1	0	4	0	1	1
T[Del(C):R5]A	0	0	0	0	0	1	1	0	1	0	1	0	2	1	1	7	1	1	2	0	1	0	1	1	1	0	3	0	0	0	6	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	75	0	1	1	0	2	2	0	0	2	1	0	5	0	0	0	0	0	1	0	2	1	1	0	0	1	0	0	1	0	3	1	1	3	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	2	0	0	0	1	0	1	0	1	0
T[Del(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
T[Del(C):R5]T	0	2	1	0	0	0	2	0	0	0	1	0	1	1	2	1	0	2	2	1	0	0	1	0	0	0	0	0	0	0	1	4	1	2	0	0	0	0	0	0	0	1	0	2	0	0	2	1	74	1	1	1	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	1	0	3	0	0	1	0	0	1	1	1	2	0	0	0	4	0	1	1	0	0	4	1	0	0	0	0	0	3	1	0
T[Del(C):R6]A	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	2	1	1	0	1	0	2	1	0	0	2	0	2	1	4	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
T[Del(C):R6]G	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
T[Del(C):R6]T	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	45	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
T[Del(C):R7]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
T[Del(C):R7]G	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
T[Del(C):R7]T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
T[Del(C):R8]A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	5	17	7	9	0	3	8	3	5	8	11	2	3	15	6	26	7	1	15	2	0	2	1	4	9	0	1	1	4	1	37	19	23	10	2	3	9	2	7	3	3	3	0	3	3	14	29	7	20	1	11	6	1	8	8	3	8	3	3	4	37	1	15	0	4	5	4	7	5	5	23	4	14	14	5	0	4	7	23	5	0	4	3	2	7	8	5	11	6	8	16	6	2	4	10	5	3	47	4	5	5	9	0	21	11	2	2
A[Del(T):R1]C	0	1	1	0	0	2	2	1	0	2	2	0	0	6	1	6	3	1	1	0	0	1	4	3	4	0	0	0	0	0	9	5	9	4	3	0	2	1	3	0	1	3	0	0	0	4	10	3	5	1	3	1	3	6	1	1	2	0	0	1	8	1	2	3	3	0	3	1	4	1	5	1	0	0	1	1	2	1	8	2	2	5	2	3	0	5	1	6	2	0	2	4	1	1	1	0	0	5	0	2	1	2	1	12	3	1	2
A[Del(T):R1]G	2	3	3	4	1	0	2	1	4	4	6	2	2	4	2	13	2	2	11	3	0	0	5	3	4	1	2	0	3	1	16	8	12	5	2	1	2	1	2	2	2	1	1	0	5	4	7	2	11	1	6	4	3	1	2	1	2	1	4	2	19	1	2	1	2	1	3	2	2	1	11	4	5	3	1	1	1	2	8	1	1	3	2	4	3	3	4	4	6	3	3	3	1	1	5	0	2	8	2	1	0	4	0	8	10	2	3
A[Del(T):R2]A	57	165	66	67	0	35	105	2	4	112	140	0	68	190	75	206	64	46	145	1	0	0	45	14	212	1	57	3	2	4	416	239	254	140	48	32	98	0	59	68	16	0	0	29	29	112	382	1	113	11	82	6	1	65	79	0	95	0	118	18	366	0	87	1	1	16	61	49	77	92	281	58	126	44	32	0	55	58	255	39	1	124	1	32	30	47	21	154	45	48	73	61	12	21	120	1	2	289	63	24	28	81	23	189	82	63	0
A[Del(T):R2]C	0	1	0	1	0	0	2	1	0	5	0	2	2	8	0	6	4	0	3	1	0	1	2	1	3	0	1	0	2	0	12	11	14	0	0	1	3	2	1	0	1	0	0	2	2	3	7	2	6	1	3	1	3	2	2	2	3	0	2	1	11	0	2	0	0	0	4	1	2	3	2	1	4	1	1	1	4	0	10	3	0	4	2	1	3	3	1	5	0	0	1	2	0	1	5	0	1	11	2	1	0	2	1	10	3	1	1
A[Del(T):R2]G	1	4	2	1	0	1	2	0	0	4	1	2	1	3	1	6	1	1	4	0	0	1	1	2	1	3	3	0	1	0	5	2	11	3	2	1	0	0	0	4	3	1	0	0	2	0	5	1	6	0	1	0	0	0	3	1	2	0	1	1	2	0	1	0	0	1	1	1	0	2	2	1	4	0	2	0	0	2	5	0	1	0	1	1	1	2	1	5	0	0	0	2	1	0	0	3	1	8	1	0	1	1	1	2	1	0	0
A[Del(T):R3]A	3	8	1	4	0	4	6	2	1	9	9	1	9	9	5	23	6	3	9	4	2	1	0	4	6	1	2	2	2	0	23	11	19	8	2	2	6	1	5	0	4	1	0	1	1	6	22	7	25	1	6	3	0	4	5	3	2	2	4	6	21	3	3	1	2	1	5	5	4	3	13	3	10	2	4	0	2	2	19	2	0	5	1	5	0	4	6	12	3	6	9	5	1	4	7	2	0	14	3	2	1	1	1	10	2	1	0
A[Del(T):R3]C	0	2	1	3	0	1	2	1	0	3	2	1	1	5	2	2	0	1	1	2	0	1	1	1	3	1	1	0	2	0	5	3	5	5	1	0	1	0	1	0	0	2	1	1	2	3	3	0	7	0	1	1	2	0	0	1	1	0	1	0	17	0	1	0	4	0	2	1	3	2	4	1	3	2	0	1	1	1	6	0	0	1	0	0	0	6	0	2	0	1	2	3	0	0	4	1	1	3	1	2	1	1	0	4	2	0	0
A[Del(T):R3]G	1	2	2	2	0	1	1	1	0	1	6	0	1	3	2	2	1	2	2	1	1	1	0	2	2	0	1	1	1	0	4	3	9	1	1	0	1	0	3	0	0	1	0	1	0	1	9	1	19	1	3	3	2	4	1	2	1	1	0	3	6	0	2	1	1	1	3	2	0	3	8	1	4	3	1	0	3	2	3	1	3	3	3	0	1	1	0	4	1	0	4	1	1	1	3	0	0	5	2	0	1	0	0	5	0	1	1
A[Del(T):R4]A	3	20	10	13	0	8	5	2	3	14	9	1	12	24	6	26	11	5	21	0	0	1	11	3	21	0	8	1	1	0	58	23	33	15	4	2	9	1	6	10	6	1	0	1	6	19	37	4	59	0	18	6	1	13	12	3	11	1	13	4	42	0	9	0	3	1	7	10	11	9	30	5	23	8	4	0	3	7	35	8	2	9	2	5	3	7	3	23	4	4	18	13	0	8	8	0	2	41	10	3	7	8	1	22	15	3	0
A[Del(T):R4]C	0	2	2	2	0	0	1	2	0	0	5	0	2	3	2	6	1	1	3	3	0	1	0	1	1	1	5	2	0	0	6	1	6	1	1	0	1	0	1	0	1	4	0	0	0	4	6	4	28	0	2	2	1	0	0	0	1	1	0	2	7	0	3	1	2	0	2	3	4	1	1	0	2	0	2	0	1	1	5	2	2	2	2	1	1	2	1	4	0	1	2	1	0	1	2	2	0	9	1	1	0	2	0	1	1	2	0
A[Del(T):R4]G	2	0	1	0	1	3	2	1	2	3	3	1	1	3	1	6	1	1	1	1	1	1	1	1	2	0	1	0	1	0	7	4	4	0	0	1	2	0	1	1	1	0	1	0	2	0	5	2	22	2	3	3	2	2	2	1	0	2	2	3	10	0	2	0	2	2	3	1	0	0	3	0	6	2	0	0	2	1	9	2	0	3	2	1	1	4	1	2	1	1	3	2	1	2	4	3	0	9	2	1	1	2	0	4	0	1	0
A[Del(T):R5]A	3	8	5	3	1	4	5	1	2	5	7	2	6	22	8	14	4	2	11	3	0	1	5	1	12	2	5	2	1	1	25	28	24	8	2	2	6	0	8	2	4	2	1	2	2	5	18	4	236	0	10	6	1	7	6	4	4	0	5	3	42	1	6	2	7	2	4	7	14	8	18	8	9	3	5	0	4	4	17	2	0	5	2	4	8	9	2	8	3	1	6	7	1	0	10	0	0	17	7	3	4	8	1	8	4	7	0
A[Del(T):R5]C	0	2	1	3	1	0	0	1	0	2	1	1	0	5	1	1	0	2	1	2	1	0	1	1	0	0	3	1	1	0	7	3	3	1	0	1	3	0	3	0	0	1	0	0	2	3	3	4	80	0	1	0	3	1	1	0	1	2	0	1	8	2	0	0	2	0	2	1	7	1	1	3	2	1	2	0	0	1	1	0	0	0	2	2	2	3	1	2	0	0	3	3	0	0	2	2	0	2	1	1	0	1	0	5	0	2	1
A[Del(T):R5]G	2	1	0	1	0	3	2	0	2	4	3	1	2	0	3	5	2	0	3	1	0	0	1	1	1	0	1	1	0	0	8	1	6	0	0	4	3	0	1	0	0	1	1	0	1	2	6	2	131	0	0	2	0	1	0	2	3	1	3	1	6	0	2	3	2	2	0	1	2	2	3	2	3	0	3	3	2	0	3	1	2	0	0	0	0	5	0	5	2	1	3	0	0	0	0	1	0	4	1	0	0	1	0	6	0	1	1
A[Del(T):R6]A	4	9	2	1	1	2	3	1	3	8	3	2	3	2	6	13	5	9	6	5	0	0	8	1	10	0	4	1	2	0	18	10	9	6	1	3	2	1	2	3	3	2	5	0	3	5	17	5	402	0	6	4	5	3	1	3	2	2	7	0	31	3	6	0	9	1	5	7	9	4	8	2	13	4	1	0	4	5	14	3	1	9	0	0	5	2	5	8	3	0	4	2	0	0	1	0	0	15	5	3	2	2	1	11	7	4	1
A[Del(T):R6]C	0	0	3	2	0	1	0	1	1	0	1	0	1	6	1	2	0	2	2	3	0	0	2	0	1	0	4	0	1	0	2	2	4	1	0	1	1	0	0	0	0	0	0	0	0	2	3	0	136	0	1	2	0	0	3	2	3	1	1	0	4	0	1	1	0	1	0	1	6	3	1	1	2	1	4	0	0	1	2	0	0	3	1	1	1	3	0	0	3	1	1	0	0	0	1	0	0	2	0	0	2	0	0	1	0	3	1
A[Del(T):R6]G	2	2	1	3	0	1	1	0	1	4	1	0	1	2	0	1	1	1	2	3	0	0	0	1	2	0	5	0	1	0	2	0	2	4	0	1	0	2	2	1	3	1	0	0	1	1	3	1	199	0	4	2	0	0	0	1	0	1	0	0	4	1	0	0	2	0	0	1	4	1	2	0	5	2	0	0	0	1	3	0	0	2	0	1	0	3	1	1	2	1	0	2	0	0	0	0	0	4	0	1	1	1	0	1	2	0	1
A[Del(T):R7]A	2	1	1	1	0	1	0	2	0	2	0	0	1	4	1	1	0	8	3	2	0	0	0	2	2	2	7	2	0	0	6	6	9	3	0	2	1	0	0	0	0	1	0	0	0	3	5	2	443	0	3	4	0	2	1	3	1	1	5	0	12	0	3	0	4	3	2	1	6	5	2	3	4	3	2	0	2	0	7	1	0	2	0	1	1	1	0	3	4	1	1	1	0	1	3	1	0	7	1	0	2	3	1	5	1	1	1
A[Del(T):R7]C	2	1	3	0	0	1	3	4	1	1	1	1	0	1	3	4	1	5	3	2	0	2	2	0	0	0	3	0	1	0	4	2	5	2	1	2	3	1	0	0	0	1	0	0	2	1	4	1	272	0	1	1	2	0	0	4	0	0	0	1	9	0	2	1	3	1	1	2	5	2	2	2	4	3	3	0	1	1	6	1	0	0	4	0	3	5	1	2	0	1	3	4	0	0	1	2	2	1	1	1	0	1	0	1	0	0	1
A[Del(T):R7]G	0	2	0	1	1	0	1	0	1	2	5	0	0	1	4	1	0	3	0	2	0	0	1	0	1	1	2	1	0	0	2	4	2	1	0	1	2	1	0	0	0	1	0	0	0	1	2	0	412	0	1	5	0	1	2	2	2	0	0	0	3	1	1	0	7	1	1	1	8	0	1	1	2	0	1	0	1	4	1	0	0	1	5	1	1	4	0	2	1	2	0	0	0	0	1	1	2	3	0	0	1	0	0	1	1	0	0
A[Del(T):R8]A	0	1	0	0	0	3	2	0	3	0	2	0	1	1	3	2	1	5	3	0	0	6	2	0	5	0	4	0	1	0	7	1	5	2	0	1	1	0	0	1	0	2	0	0	0	2	8	1	620	0	2	3	0	2	5	5	0	2	0	0	3	0	1	0	3	0	2	1	11	1	0	2	4	1	1	0	1	1	6	1	0	1	2	3	4	10	0	2	1	3	0	2	0	3	0	1	1	3	1	1	1	4	0	1	4	0	1
A[Del(T):R8]C	1	0	0	1	0	0	2	2	0	2	1	0	0	2	3	0	0	1	2	1	1	0	0	0	2	1	2	0	0	0	1	2	1	4	0	0	1	1	0	1	1	2	0	0	2	0	2	0	311	0	0	1	0	0	1	9	1	1	1	0	6	1	1	0	2	1	2	0	9	0	1	0	5	0	0	0	0	0	4	0	0	0	0	0	3	3	2	0	2	1	2	1	0	0	1	2	1	0	0	2	1	0	1	1	1	0	0
A[Del(T):R8]G	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	2	1	0	0	0	0	0	2	0	4	2	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	4	2	378	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	3	1	0	7	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	5	9	5	3	1	2	9	2	1	7	10	1	1	11	7	15	5	8	10	1	0	0	5	3	11	0	3	2	5	0	29	12	22	8	3	2	3	1	4	5	6	1	0	2	4	6	25	4	8	4	8	1	4	6	9	5	9	1	4	3	43	3	8	0	3	3	3	8	6	9	17	5	8	5	4	0	1	0	22	9	0	7	1	3	1	6	1	13	7	7	5	7	1	3	12	0	2	20	10	1	2	4	2	25	5	2	1
C[Del(T):R1]C	0	4	1	0	0	2	1	1	0	4	5	0	2	3	2	5	1	3	5	1	1	0	1	1	0	0	2	1	2	0	18	5	5	5	1	3	6	0	5	2	0	2	1	0	2	5	9	1	8	1	5	3	1	3	3	1	1	1	4	0	14	1	2	0	6	1	3	2	0	4	6	0	9	8	2	0	1	1	10	2	1	4	1	2	1	3	1	6	1	4	2	3	0	3	2	0	1	12	2	0	1	3	2	10	1	3	1
C[Del(T):R1]G	3	2	1	4	2	2	4	2	2	3	4	1	4	5	6	9	6	4	8	1	1	2	2	2	1	0	4	0	3	0	12	4	8	2	3	0	1	0	4	0	4	0	0	0	2	4	9	3	8	2	4	6	2	3	4	1	2	1	4	4	35	1	5	0	5	1	4	3	2	3	6	5	9	4	4	2	0	5	6	2	2	6	2	3	0	2	1	5	3	1	5	3	0	3	6	4	1	11	3	1	3	2	1	14	4	6	1
C[Del(T):R2]A	10	14	9	11	0	6	10	0	1	17	22	0	12	23	10	37	9	5	18	0	1	0	5	2	22	0	9	2	1	3	78	44	38	14	5	5	6	2	4	6	2	0	1	2	2	11	58	0	18	1	14	3	1	5	13	1	8	1	14	6	43	0	7	0	1	6	13	7	8	12	49	7	21	7	10	0	6	4	33	7	1	18	1	6	5	3	3	27	6	13	11	6	1	4	18	3	0	46	9	3	1	9	0	26	10	9	1
C[Del(T):R2]C	1	1	5	1	0	1	2	1	0	1	2	1	4	3	2	2	2	1	3	0	1	2	0	3	3	0	2	0	1	1	12	3	11	3	1	0	2	0	0	1	1	0	1	2	2	5	7	3	10	2	8	0	0	1	3	0	2	0	1	2	16	0	3	0	1	0	3	1	4	3	3	3	5	1	1	0	1	1	10	0	0	1	0	3	2	5	1	1	0	2	3	3	1	2	2	2	0	10	5	0	2	2	0	6	1	2	2
C[Del(T):R2]G	1	3	0	2	0	0	1	0	1	1	2	0	2	1	1	5	3	3	1	2	0	0	1	4	2	0	0	1	2	0	9	1	2	1	2	1	1	1	0	1	1	0	0	0	0	2	2	0	3	0	1	3	0	1	2	1	2	0	0	1	9	1	4	0	0	2	2	0	1	0	2	1	3	0	1	1	1	0	6	1	0	1	2	2	1	2	0	4	2	1	2	0	1	2	2	0	1	3	0	0	1	3	0	5	1	2	0
C[Del(T):R3]A	0	7	4	1	1	3	6	1	0	5	3	0	2	9	2	13	3	1	7	2	0	0	3	2	6	0	4	0	0	0	15	8	10	8	6	2	6	0	4	1	3	2	0	2	1	7	16	1	8	0	6	4	2	5	4	1	1	1	4	1	27	3	6	1	3	2	4	5	3	5	15	3	10	5	3	0	3	4	15	2	1	3	1	6	4	4	3	5	0	3	5	4	1	2	6	0	0	15	0	2	1	2	1	8	5	5	1
C[Del(T):R3]C	0	1	0	2	1	0	0	0	1	1	1	2	1	3	0	5	0	2	1	0	0	0	0	3	2	0	5	2	0	0	7	1	7	2	0	3	1	1	1	0	0	1	1	1	0	1	5	4	11	0	1	1	1	0	0	2	2	0	0	1	7	0	0	0	3	1	3	1	3	2	7	1	4	1	0	0	2	3	3	0	0	7	3	2	0	2	1	1	3	1	1	2	0	0	2	1	0	4	1	0	0	2	0	5	1	1	0
