MutationType	SP18310	SP17172	SP96133	SP110242	SP114330	SP21017	SP22383	SP81312	SP22031	SP96112	SP19215	SP96120	SP16886	SP96124	SP19295	SP19670	SP17905	SP16934	SP20993	SP19983	SP18121	SP96122	SP119755	SP96126	SP19606	SP96118	SP21528	SP21400	SP23078	SP17430	SP96110	SP18946	SP21057	SP22750	SP19750	SP17016	SP16958	SP17329	SP96116	SP96129	SP21193	SP18787	SP96114	SP19582	SP17294	SP80367	SP82087	SP80615	SP80271	SP81172	SP81840	SP80657	SP81494	SP81711	SP80423	SP80754	SP81440	SP80950	SP82103	SP81137
A[Del(T):R7]G	3234	846	1779	2435	6	2053	1716	94	27	10	1821	12	45	22	30	7	384	8	16	21	1875	22	19	27	4	276	6	92	5	3	15	261	28	4	4	12	12	6	5	12	8	18	5	2	22	3	5	178	13	13	19	2	9	16	11	5	1	6	10	10
A[Del(T):R8]A	4697	1660	2399	4148	20	3802	2664	424	42	11	2608	35	79	24	100	17	278	26	40	40	3308	57	62	66	14	114	19	195	7	4	32	571	36	16	22	38	33	10	30	40	20	48	15	2	38	4	8	244	27	25	42	4	7	22	17	18	1	17	9	7
A[Del(T):R8]C	2789	992	1429	2255	11	2653	1841	140	26	7	1363	23	45	20	43	11	149	15	27	29	1753	46	29	35	9	55	8	83	6	5	18	257	37	15	13	24	30	8	10	17	11	27	12	3	27	4	7	139	16	10	22	3	9	14	15	10	2	11	13	16
A[Del(T):R8]G	3470	1118	1723	2798	10	2360	1638	70	11	5	1606	15	15	16	27	8	97	8	14	17	2087	25	27	30	5	78	6	41	3	2	8	120	25	15	10	15	10	7	9	11	9	16	3	4	13	4	6	83	12	8	25	4	3	14	6	3	0	6	12	5
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	4	6	6	8	0	11	11	3	1	0	11	2	3	2	4	0	4	1	4	1	22	2	3	3	5	1	1	2	2	0	1	1	5	2	3	2	2	3	1	1	0	1	4	1	5	7	3	10	2	3	2	0	3	1	7	0	2	0	1	6
C[Del(T):R1]C	14	10	14	28	0	16	14	3	0	1	16	3	0	1	2	1	4	2	1	1	18	0	1	3	1	0	2	4	5	3	1	2	5	1	2	2	0	2	1	1	2	2	3	2	3	1	2	11	2	3	5	0	1	3	4	0	3	1	2	7
C[Del(T):R1]G	12	3	6	11	1	4	5	2	0	1	13	2	1	3	3	3	0	2	3	3	7	0	1	0	4	0	1	1	1	4	1	1	0	1	1	4	4	1	0	1	0	4	0	0	0	4	2	6	1	0	3	2	3	1	1	0	3	0	1	2
C[Del(T):R2]A	11	3	12	19	2	15	9	0	0	0	12	2	0	2	4	0	16	0	6	3	18	0	3	2	3	1	0	0	2	1	1	5	1	0	0	0	3	3	0	2	0	0	3	1	6	3	4	10	0	2	4	0	0	4	2	0	0	0	1	0
C[Del(T):R2]C	12	3	16	33	1	11	12	2	0	2	20	2	2	0	3	1	24	1	2	1	19	2	0	0	3	2	0	2	0	4	1	4	4	2	1	2	3	0	1	0	2	1	0	1	1	1	2	9	1	2	0	1	3	2	3	0	1	0	1	0
C[Del(T):R2]G	16	2	13	22	2	5	21	1	0	0	13	0	0	1	1	1	10	0	1	2	14	1	4	0	3	1	2	3	0	1	2	4	1	0	1	1	2	1	0	0	5	0	3	0	1	0	0	2	0	2	1	1	0	1	1	1	0	3	0	1
C[Del(T):R3]A	28	14	13	25	2	28	14	1	0	0	8	5	2	3	3	0	42	0	1	4	27	2	3	1	1	3	2	5	4	2	1	8	3	0	3	2	2	5	0	0	2	1	4	5	3	6	0	9	1	3	2	1	5	5	3	3	0	0	2	4
C[Del(T):R3]C	35	5	17	30	1	27	19	3	2	3	21	0	1	2	1	2	32	1	2	2	27	3	1	4	2	3	1	5	4	1	3	8	0	2	1	2	1	0	1	2	4	3	0	1	1	1	1	9	3	1	1	0	2	2	1	0	0	2	2	2
C[Del(T):R3]G	12	3	15	20	5	14	9	1	0	1	20	2	1	1	2	1	16	0	2	0	26	1	4	0	2	2	1	3	0	2	0	4	1	1	0	1	3	1	1	0	4	1	3	2	2	2	1	8	1	1	0	0	4	1	4	0	3	3	1	2
C[Del(T):R4]A	234	43	159	228	1	169	177	11	1	2	219	3	3	1	7	1	70	1	1	3	180	1	4	1	1	21	1	3	2	2	4	32	5	3	4	2	3	0	5	1	3	1	6	0	3	0	2	31	2	4	3	0	4	4	3	0	3	2	3	2
C[Del(T):R4]C	274	66	171	291	3	211	191	12	0	2	270	2	4	0	2	0	66	2	1	5	207	4	6	1	4	35	1	6	1	2	1	19	0	1	0	1	2	1	2	0	1	3	1	2	3	6	2	23	3	3	1	2	0	4	4	1	0	0	0	3
C[Del(T):R4]G	210	37	155	203	0	163	151	4	2	0	203	2	2	1	1	1	30	0	1	3	163	1	7	5	3	25	3	6	2	4	4	7	3	0	2	1	6	1	1	2	1	0	2	2	8	5	2	16	2	2	3	1	2	3	2	1	1	2	2	1
C[Del(T):R5]A	587	95	393	527	5	388	388	30	2	3	463	4	12	4	9	5	83	3	3	6	440	4	8	3	2	119	3	21	4	1	3	47	5	2	2	5	4	2	1	1	1	3	5	0	6	1	2	27	0	4	2	0	1	2	3	1	0	0	1	4
C[Del(T):R5]C	637	125	408	594	2	521	444	22	3	1	583	2	3	0	2	0	52	4	2	3	512	4	4	4	2	105	1	20	2	1	1	31	2	2	1	0	1	3	4	1	1	2	1	0	3	1	1	21	0	4	5	1	0	4	3	1	0	0	0	2
C[Del(T):R5]G	584	86	360	428	1	358	289	5	1	0	373	2	0	0	1	2	27	1	0	3	325	5	6	5	1	67	2	2	3	0	4	17	4	2	0	3	2	1	1	5	1	1	1	0	2	0	1	18	2	3	1	1	5	3	2	2	1	1	2	2
C[Del(T):R6]A	1195	250	894	1011	5	732	699	101	17	0	846	3	22	0	22	1	217	8	5	9	774	6	6	11	2	185	1	66	2	1	10	154	7	4	1	7	2	1	2	12	4	3	7	1	7	3	0	75	4	6	13	1	1	4	4	1	1	5	2	6
C[Del(T):R6]C	536	165	389	516	0	436	382	50	3	1	454	5	12	4	11	0	78	4	3	5	379	8	5	3	0	59	1	29	0	0	6	65	10	2	0	3	3	0	2	6	3	5	5	2	5	2	4	49	1	2	5	0	1	2	1	2	2	4	3	2
C[Del(T):R6]G	632	139	439	455	1	373	310	10	2	0	379	4	4	4	4	2	72	3	3	1	375	8	5	1	3	97	0	19	1	1	1	25	3	2	0	2	2	1	0	2	2	1	2	2	8	2	2	9	2	3	3	3	1	6	1	2	0	0	2	2
C[Del(T):R7]A	2795	601	1660	2133	15	1868	1455	305	41	9	1562	12	68	17	86	12	298	21	18	23	1628	21	27	26	7	281	11	185	4	3	11	363	15	7	9	11	12	6	12	15	10	19	12	4	26	2	9	170	13	6	24	3	3	13	7	6	3	9	9	13
C[Del(T):R7]C	2296	657	1420	1891	2	2196	1770	110	5	1	1654	9	24	8	23	4	147	8	8	19	1437	21	16	19	4	225	12	65	1	1	7	201	31	6	2	21	15	4	8	11	6	13	3	3	23	2	4	78	8	11	16	2	3	11	6	6	4	12	5	7
C[Del(T):R7]G	3423	850	1911	2586	5	1976	1629	51	9	3	1907	5	25	11	17	7	168	8	12	19	1982	24	24	25	2	324	8	40	2	4	6	136	19	4	1	11	2	2	4	15	5	13	6	1	13	2	3	54	7	5	12	4	11	8	10	2	1	5	3	4
C[Del(T):R8]A	4607	1178	2405	3585	9	3451	2197	188	30	4	1907	8	30	18	49	11	114	23	18	35	2757	33	48	47	7	109	7	98	8	4	16	219	23	15	17	28	19	17	17	24	8	17	9	2	19	2	8	105	22	10	39	3	7	23	12	14	5	11	10	5
C[Del(T):R8]C	3627	1007	1938	2995	4	3534	2395	90	14	3	1694	11	10	18	11	5	48	12	11	23	2103	29	29	25	8	83	6	29	7	1	13	95	27	2	12	25	12	1	4	17	9	22	9	3	17	1	6	57	16	10	19	1	2	15	6	10	0	10	9	13
C[Del(T):R8]G	5161	1370	2715	4018	1	3411	2268	27	10	2	2249	12	7	11	7	15	36	15	10	10	2908	25	22	19	1	166	9	24	4	2	8	78	19	8	6	10	12	5	6	13	10	9	8	1	18	1	4	28	9	10	28	4	4	9	4	9	3	8	11	4
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	3	2	10	12	9	17	1	0	0	1	1	2	1	0	0	0	1	1	3	0	2	0	3	1	2	2	2	13	2	0	0	2	4	1	1	2	0	2	1	1	3	2	1	2	3	0	0	2	0	3	1	1	3	3	4	0	0	0	0	3
G[Del(T):R1]C	2	3	7	4	3	4	8	3	0	0	1	3	2	2	1	0	4	1	0	2	4	1	2	0	0	0	0	1	1	0	2	1	0	1	0	0	4	0	0	0	2	2	1	2	3	1	0	8	0	2	0	1	0	2	1	0	0	1	0	1
G[Del(T):R1]G	10	2	33	38	21	52	8	3	0	1	10	1	1	1	1	1	0	3	3	4	5	2	1	1	2	1	2	37	2	1	2	0	2	1	0	0	6	0	1	1	1	3	2	0	2	3	0	5	0	6	2	1	2	1	2	2	1	2	4	3
G[Del(T):R2]A	8	8	9	13	0	7	10	3	0	1	5	1	1	0	2	1	4	5	0	5	5	1	1	1	4	0	0	0	0	1	1	4	0	2	0	2	2	1	1	1	4	1	2	1	4	0	1	28	6	1	3	2	1	2	1	3	0	1	1	2
G[Del(T):R2]C	6	0	2	11	0	3	5	1	0	0	3	2	0	2	5	0	3	1	0	1	5	0	2	0	1	1	0	0	0	0	0	2	5	0	0	1	1	2	0	3	0	0	0	0	1	1	2	10	0	1	0	1	0	2	0	2	0	0	2	1
G[Del(T):R2]G	6	4	5	7	0	8	10	1	0	0	5	2	2	0	0	2	0	1	1	0	5	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	3	0	3	3	0	9	1	0	1	0	0	1	0	0	0	0	0	1
G[Del(T):R3]A	20	5	18	32	3	33	34	12	2	1	28	3	9	2	1	1	91	3	0	0	27	0	1	2	2	4	2	7	1	0	2	40	0	2	2	0	3	2	0	1	2	1	2	1	2	2	3	27	1	2	1	0	3	5	1	0	1	0	1	3
G[Del(T):R3]C	29	10	15	39	1	47	49	27	3	1	36	0	3	0	2	0	75	1	0	1	25	0	3	2	2	5	0	15	0	0	0	29	1	2	0	2	1	2	2	2	1	1	0	1	1	0	0	25	0	4	0	1	2	2	1	2	1	0	1	1
G[Del(T):R3]G	29	9	23	49	2	40	40	8	2	1	31	1	3	1	1	1	51	1	1	1	32	2	0	2	1	7	3	6	3	2	1	16	0	0	0	1	2	0	1	0	3	2	2	1	1	1	3	12	0	2	2	0	5	1	3	1	0	1	2	2
G[Del(T):R4]A	190	29	149	172	2	207	207	26	1	3	145	3	11	2	7	1	122	0	7	1	121	1	2	0	4	32	4	19	2	1	1	65	5	2	2	0	4	2	3	2	4	3	2	2	3	4	3	45	3	5	5	2	2	2	3	2	1	2	1	2
G[Del(T):R4]C	150	44	113	157	2	200	219	31	1	0	196	1	6	1	3	1	71	0	1	5	138	0	5	1	3	19	3	17	1	0	0	27	1	0	0	0	5	2	1	1	2	0	1	2	3	1	1	22	2	0	1	0	2	2	2	1	1	2	0	0
G[Del(T):R4]G	142	34	127	169	0	200	185	10	2	1	165	2	4	1	1	1	47	1	2	1	136	0	3	2	6	19	3	11	0	1	1	18	4	3	0	3	6	2	2	2	1	1	2	2	1	4	2	24	1	5	1	5	2	1	2	2	1	1	3	1
G[Del(T):R5]A	410	110	420	489	3	552	536	37	2	0	452	5	17	5	11	0	147	3	3	4	414	4	7	7	4	95	5	35	0	1	1	83	8	2	2	4	3	6	1	5	0	5	1	2	2	3	6	50	1	2	9	3	3	5	1	4	2	2	2	2
G[Del(T):R5]C	279	88	237	305	3	409	378	30	0	0	354	1	8	0	6	1	61	2	1	3	312	2	6	2	4	50	0	20	1	1	2	43	7	2	0	1	3	2	2	2	3	4	3	2	3	1	2	33	2	1	6	3	2	4	2	1	1	0	2	2
G[Del(T):R5]G	453	142	367	448	1	472	318	24	2	2	362	2	4	1	2	5	54	0	2	5	332	7	5	3	2	75	4	10	4	3	3	39	6	3	6	2	1	0	3	2	4	5	1	1	6	2	4	28	0	3	4	2	1	2	6	3	0	2	1	3
G[Del(T):R6]A	743	181	614	715	2	794	783	38	3	0	641	2	7	5	11	1	80	1	4	5	641	5	3	7	0	132	2	20	3	2	2	73	3	1	3	5	6	1	3	4	2	4	2	1	4	0	5	44	2	3	3	2	3	2	2	4	0	1	2	0
G[Del(T):R6]C	365	148	266	384	0	376	405	31	0	1	363	3	10	1	5	1	60	1	1	3	276	7	6	2	1	52	3	17	0	1	0	40	5	3	1	6	3	2	2	0	3	1	3	0	7	0	2	27	4	2	2	0	2	1	2	1	1	1	2	1
G[Del(T):R6]G	372	112	289	386	5	414	392	27	3	2	331	3	12	3	6	0	56	3	3	5	283	1	2	6	2	60	2	20	2	0	1	51	4	1	0	2	5	1	2	0	5	3	5	1	5	2	3	31	0	4	4	0	2	2	7	3	2	1	4	0
G[Del(T):R7]A	1309	393	895	1169	2	1225	1112	64	10	2	990	5	11	5	12	3	79	7	12	3	865	12	5	8	2	127	3	32	1	0	6	96	11	1	3	7	7	5	3	8	2	10	4	1	7	2	2	49	6	0	8	0	1	7	4	2	0	1	3	5
G[Del(T):R7]C	1157	397	675	925	4	1032	962	52	8	1	809	4	12	7	6	0	66	7	9	11	733	13	9	8	2	113	4	19	4	0	4	74	9	6	3	7	4	4	3	2	6	4	4	2	14	0	0	32	4	7	9	3	3	8	5	5	0	6	1	4
G[Del(T):R7]G	1349	370	831	1098	1	1134	990	23	6	1	908	2	11	5	12	4	58	2	4	8	767	6	5	10	2	123	3	25	1	1	3	61	5	0	3	4	5	0	4	5	1	7	3	0	6	2	1	28	4	2	12	0	4	2	5	3	1	8	1	4
G[Del(T):R8]A	1919	603	1104	1625	2	1917	1486	116	12	2	1123	8	17	6	26	3	60	6	16	13	1154	14	18	11	4	46	2	54	2	2	3	131	15	3	1	9	8	2	6	9	2	10	0	2	16	2	3	55	2	6	11	1	3	9	4	2	2	5	6	4
G[Del(T):R8]C	1294	488	716	1120	3	1281	949	42	7	3	747	7	11	12	8	5	35	6	5	9	784	10	10	14	6	41	4	19	1	0	7	59	10	7	1	5	9	7	4	5	5	8	5	0	7	1	0	30	0	1	11	2	1	7	8	2	0	3	0	5
G[Del(T):R8]G	1675	534	844	1470	2	1415	986	26	3	1	903	9	2	5	3	0	25	9	6	4	949	5	11	11	0	38	2	15	1	2	4	35	6	3	3	7	8	3	9	5	1	10	3	0	5	2	3	15	4	0	9	2	1	4	2	1	1	1	1	2
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	23	56	52	29	8	36	15	388	94	2	14	69	430	5	69	5	543	89	61	96	98	18	51	9	50	0	15	273	103	6	24	212	42	23	6	7	4	14	12	13	7	7	34	13	79	152	42	935	15	75	11	9	26	46	15	6	11	2	4	490
A[Ins(C):R0]G	2	4	1	0	0	0	0	4	1	0	1	3	3	1	0	0	3	2	1	3	12	2	1	0	2	0	0	2	5	0	1	1	4	0	0	0	1	0	0	1	0	0	2	0	3	9	2	5	0	1	0	0	1	4	1	1	0	0	0	16
A[Ins(C):R0]T	3	16	15	5	2	4	1	8	4	1	6	32	15	0	3	1	33	50	25	41	40	14	14	7	25	0	10	7	76	5	12	20	17	9	6	0	1	7	5	0	1	4	19	9	48	114	24	141	10	43	2	4	21	22	8	3	4	1	1	267
A[Ins(C):R1]A	2	3	1	6	2	7	1	5	1	0	1	3	2	0	2	1	8	1	3	2	5	2	1	2	0	0	0	7	1	1	1	2	3	1	1	0	1	0	0	3	0	1	1	1	2	6	1	20	1	1	1	0	1	1	0	2	0	0	0	10
A[Ins(C):R1]G	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1
A[Ins(C):R1]T	4	2	1	1	0	1	1	0	0	0	1	3	4	1	3	0	9	0	7	0	6	1	1	2	1	0	0	5	1	0	0	2	1	0	2	1	0	0	2	0	0	0	1	0	1	2	0	9	0	2	2	0	0	0	0	1	1	0	0	9
A[Ins(C):R2]A	0	2	1	4	0	2	1	0	1	0	1	1	0	0	0	0	3	0	0	1	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	5	1	0	0	1	0	0	0	0	1	0	0	2
A[Ins(C):R2]G	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R2]T	2	1	0	4	0	3	3	0	1	1	1	0	1	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	5	0	0	0	0	1	0	0	0	1	0	0	0
A[Ins(C):R3]A	8	3	5	7	1	7	9	2	1	0	5	1	2	0	1	1	3	0	1	0	7	2	0	0	0	2	0	2	1	0	1	0	1	1	0	1	0	0	2	0	0	0	0	0	2	2	0	0	0	2	0	0	0	1	1	0	0	1	0	2
A[Ins(C):R3]G	2	0	4	7	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R3]T	6	2	10	13	0	6	3	0	0	0	1	0	1	0	0	0	2	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
A[Ins(C):R4]A	49	13	40	36	1	32	40	2	1	1	37	1	4	0	2	1	9	0	2	3	28	1	1	1	0	5	2	2	0	0	0	4	1	1	1	0	2	0	0	0	0	3	0	0	0	1	0	10	0	2	0	1	0	0	0	0	0	0	0	0
A[Ins(C):R4]G	15	1	10	23	0	12	19	1	0	0	6	0	0	0	1	0	0	1	0	0	19	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R4]T	13	1	7	14	0	12	7	3	0	0	18	0	2	0	0	1	8	0	0	1	18	0	0	0	0	5	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0
A[Ins(C):R5]A	36	9	19	37	1	35	23	5	0	0	28	0	4	0	2	0	11	0	0	0	25	1	2	1	0	4	0	6	0	1	0	2	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0
A[Ins(C):R5]G	13	5	2	6	0	2	4	0	0	0	5	0	0	0	1	0	1	0	1	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R5]T	17	3	10	37	0	19	16	1	0	0	19	0	1	0	0	1	6	0	1	0	15	0	0	2	0	3	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R6]A	41	16	28	69	1	46	34	4	0	0	37	2	2	2	5	0	4	1	1	1	30	1	0	4	0	1	1	2	1	0	0	5	1	2	1	1	1	0	0	0	1	0	0	0	1	0	0	6	2	1	2	1	1	1	0	1	0	0	1	0
A[Ins(C):R6]G	13	3	8	22	0	12	11	1	0	0	7	0	1	1	0	0	0	0	0	0	11	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
A[Ins(C):R6]T	33	5	10	44	0	17	9	2	0	0	27	0	1	0	0	0	2	0	0	2	24	0	0	0	0	5	0	2	0	0	0	2	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	1	1
A[Ins(C):R7]A	121	52	74	178	2	145	99	3	1	2	74	1	3	1	1	1	3	2	1	2	92	8	6	5	1	8	4	3	0	0	1	8	4	0	1	2	4	0	4	2	2	5	1	1	4	2	3	11	5	0	9	1	1	1	0	0	2	0	1	1
A[Ins(C):R7]G	32	15	18	37	0	39	16	0	0	0	16	1	0	0	0	0	0	0	0	1	17	1	0	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	1	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0
A[Ins(C):R7]T	45	23	15	36	0	33	31	1	1	0	18	0	1	0	1	0	1	0	1	0	27	1	0	0	0	1	2	2	0	0	2	5	0	1	0	1	0	0	1	0	0	2	1	0	1	1	0	1	0	0	2	0	0	1	2	0	0	0	1	1
A[Ins(C):R8]A	46	28	27	62	3	88	26	2	0	1	26	2	0	2	1	2	1	2	3	2	39	1	2	5	0	2	1	1	0	1	1	4	3	0	0	0	2	0	0	1	0	2	0	0	3	0	2	2	1	0	1	0	0	1	0	1	0	0	1	1
A[Ins(C):R8]G	1	1	4	10	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R8]T	12	4	7	16	1	21	8	0	0	0	7	0	0	0	0	0	0	1	0	1	8	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	0	0	1	0	0	0	0	3	3	0	0	0	2	0	1	0	11	0	0	1	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	1	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]G	0	0	1	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]T	0	1	1	0	0	0	1	7	2	0	0	2	7	0	3	0	22	0	0	0	0	1	0	0	1	0	0	9	0	0	1	7	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	19	0	1	0	0	1	0	1	0	0	0	0	3
G[Ins(C):R1]A	0	0	3	5	0	1	2	1	1	0	1	0	0	0	0	0	2	1	0	0	1	1	1	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0
G[Ins(C):R1]G	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R1]T	0	0	2	1	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1
G[Ins(C):R2]A	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
G[Ins(C):R2]G	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
G[Ins(C):R2]T	1	2	0	4	1	2	2	0	0	0	1	1	0	0	0	1	2	1	0	0	2	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
G[Ins(C):R3]A	9	2	4	9	0	9	7	1	0	0	10	0	1	0	0	0	4	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R3]G	10	1	3	2	0	4	3	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
