MutationType	CPCT02020315T	CPCT02020321T	CPCT02020330T	CPCT02010372T	CPCT02020326T	CPCT02020403T	CPCT02040063T	CPCT02060054T	CPCT02060053T	CPCT02020886T	CPCT02130167T	CPCT02080186T	CPCT02130172T	CPCT02020413TII	CPCT02130180T	CPCT02130057T	CPCT02130186T	CPCT02130184T	CPCT02020690T	CPCT02080215T	CPCT02050360T	CPCT02130096T	CPCT02020759T	CPCT02130127T	CPCT02060242T	CPCT02050386T	CPCT02290055T	CPCT02130048T	CPCT02130155T	CPCT02130156T	CPCT02130157T	CPCT02130158T	CPCT02020852T	CPCT02020839T	CPCT02130159T	CPCT02020861T	CPCT02060276T	CPCT02350014T	CPCT02030315T	CPCT02090015T	CPCT02020533T	CPCT02020546T	CPCT02050224T	CPCT02180031T	CPCT02080057T	CPCT02020421T	CPCT02080054T	CPCT02020413T	CPCT02020448T	CPCT02190014T	CPCT02080101T	CPCT02030336T	CPCT02050295T
C[Del(T):R1]G	3	0	5	0	3	10	8	15	0	7	4	4	1	8	6	3	3	7	7	2	3	5	11	8	8	7	1	5	2	5	5	4	9	2	1	2	6	3	2	7	1	4	5	6	1	8	7	27	0	4	4	6	1
C[Del(T):R2]A	1	0	0	2	2	5	5	5	1	1	4	1	3	9	2	4	3	6	0	3	2	5	4	3	0	1	0	0	3	2	1	2	3	0	1	1	3	1	0	5	2	1	3	2	1	4	1	11	1	3	0	3	1
C[Del(T):R2]C	3	0	4	2	3	5	2	5	0	3	1	2	0	13	5	2	2	6	0	1	3	2	2	4	8	3	1	3	2	7	4	1	1	2	1	6	2	2	4	4	0	1	2	1	1	2	6	18	0	1	1	3	1
C[Del(T):R2]G	0	0	3	0	4	4	7	8	1	1	0	2	0	11	3	2	2	3	5	2	1	1	2	1	5	1	1	0	3	2	0	1	2	1	1	3	4	2	1	4	1	2	4	5	0	3	0	10	0	1	2	2	2
C[Del(T):R3]A	5	0	3	1	2	1	4	5	0	2	1	1	0	11	10	3	2	4	4	3	1	3	3	2	3	3	1	0	2	5	2	3	5	0	0	2	1	2	5	1	1	2	4	4	0	2	1	9	2	3	1	2	1
C[Del(T):R3]C	1	0	3	2	6	1	8	5	0	1	4	3	2	6	2	3	6	2	4	0	3	2	4	1	1	2	0	1	1	4	1	1	2	1	2	2	2	2	6	1	0	0	3	3	0	3	3	9	2	2	1	4	4
C[Del(T):R3]G	1	0	1	3	5	3	5	7	0	1	1	2	0	10	0	5	5	3	0	2	2	3	3	3	5	0	0	1	1	2	2	7	0	0	0	2	1	4	2	0	3	1	3	1	0	3	3	5	0	1	1	3	1
C[Del(T):R4]A	4	0	2	0	2	2	6	3	0	1	2	5	1	1	3	7	4	4	5	1	3	5	6	6	7	1	1	1	5	5	3	2	6	1	1	4	1	2	8	5	1	0	3	4	1	1	3	1	1	2	2	3	1
C[Del(T):R4]C	2	0	3	2	2	4	3	5	1	1	2	2	0	4	7	3	5	3	1	3	3	5	4	2	2	1	0	2	3	2	3	2	3	0	0	5	2	2	10	3	0	1	3	2	0	5	6	5	0	3	3	1	2
C[Del(T):R4]G	0	0	2	0	0	1	8	3	0	3	4	3	1	3	2	2	2	7	4	4	6	3	2	1	2	0	0	3	0	2	3	0	5	0	0	3	2	0	6	2	2	1	3	7	1	0	1	4	0	4	2	3	0
C[Del(T):R5]A	1	0	2	4	2	2	2	4	0	1	2	1	1	2	1	3	2	3	1	4	3	2	5	1	1	1	0	2	1	2	1	1	1	2	2	1	2	3	12	3	0	1	3	2	0	4	4	3	2	2	0	1	1
C[Del(T):R5]C	3	0	0	0	4	2	5	4	0	4	2	0	2	2	1	0	1	1	1	2	1	1	2	1	2	1	1	0	0	3	0	3	1	2	0	1	2	0	3	5	0	0	2	3	1	5	1	4	0	3	1	4	0
C[Del(T):R5]G	1	0	2	0	2	3	2	2	0	2	2	1	1	2	3	0	1	2	6	0	2	0	2	1	3	2	0	1	1	1	0	1	3	0	1	1	0	0	2	5	3	0	1	1	0	1	2	2	1	1	0	2	2
C[Del(T):R6]A	1	1	2	1	0	1	1	2	0	4	0	2	0	1	3	1	1	1	4	2	2	2	2	3	0	1	0	1	1	0	0	0	0	0	0	0	0	1	6	2	0	1	1	2	0	2	3	3	1	0	0	2	2
C[Del(T):R6]C	1	0	1	0	2	2	1	1	0	0	1	4	1	1	0	2	0	1	1	0	0	0	3	1	1	0	0	1	1	2	1	2	0	0	0	2	1	0	6	5	2	0	0	0	0	1	1	3	0	1	2	1	1
C[Del(T):R6]G	0	0	1	0	0	0	3	6	0	2	1	3	0	1	0	1	0	2	2	1	0	1	0	0	1	1	0	1	1	2	0	0	1	0	2	3	0	0	1	1	0	0	2	4	0	4	2	0	0	0	0	1	0
C[Del(T):R7]A	1	0	0	1	1	1	4	0	0	2	3	0	0	0	1	2	1	0	0	1	0	4	1	0	1	2	0	0	2	3	1	2	0	1	0	2	2	0	5	5	2	1	1	2	1	2	0	1	0	2	0	3	0
C[Del(T):R7]C	1	0	3	0	0	0	5	2	0	1	4	0	0	0	2	1	4	2	0	0	0	2	1	2	1	3	0	1	0	1	2	0	2	0	2	2	2	0	4	1	2	0	2	2	2	2	1	1	0	0	4	3	1
C[Del(T):R7]G	3	0	0	2	0	0	5	3	0	3	0	0	1	0	1	2	0	0	0	1	1	1	2	2	0	5	0	1	1	3	1	1	4	0	1	1	0	1	4	1	2	1	0	3	4	0	0	0	0	0	0	2	1
C[Del(T):R8]A	2	0	2	8	0	2	3	0	1	7	1	2	0	0	0	2	3	1	1	0	0	3	3	0	3	1	0	2	0	1	1	1	1	1	0	1	1	1	0	3	3	0	0	0	5	2	2	0	0	1	0	3	0
C[Del(T):R8]C	2	0	2	4	0	2	1	5	0	5	0	1	0	0	1	0	4	2	1	0	1	0	2	1	3	1	1	1	1	1	1	1	0	0	0	2	2	1	2	2	3	0	0	3	2	2	1	0	0	2	0	9	2
C[Del(T):R8]G	1	0	0	3	0	0	3	3	0	8	0	1	0	0	1	2	1	2	0	0	2	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	2	2	5	0	0	0	4	0	1	1	0	1	1	3	1
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	3	0	2	1	3	2	1	7	2	2	0	1	0	5	0	4	1	3	2	3	1	1	0	1	5	1	0	1	3	1	1	1	0	0	0	4	3	0	2	1	0	1	1	0	0	1	0	13	1	2	0	2	3
G[Del(T):R1]C	2	0	1	1	0	3	4	1	0	2	0	1	0	7	1	3	1	2	2	2	2	0	3	2	2	4	0	0	2	2	1	1	2	0	0	3	3	0	3	2	0	1	1	0	0	4	2	12	1	1	0	2	3
G[Del(T):R1]G	1	0	0	1	0	2	0	0	2	2	2	3	1	8	4	2	2	1	2	1	3	6	3	1	5	3	2	1	1	2	1	3	3	0	3	1	0	1	1	3	1	0	4	3	0	0	2	16	0	0	0	3	0
G[Del(T):R2]A	2	0	5	0	4	2	2	5	0	1	5	0	1	7	5	4	1	0	1	2	2	2	6	3	5	0	1	1	3	2	2	0	0	2	5	0	0	0	2	0	2	1	4	4	0	2	4	7	1	4	0	2	1
G[Del(T):R2]C	0	0	0	1	1	2	3	2	0	3	3	2	0	8	2	3	1	0	1	4	3	2	2	0	1	0	0	0	1	1	1	0	1	0	2	2	1	2	0	0	0	0	6	0	0	1	3	7	1	0	0	2	1
G[Del(T):R2]G	2	0	1	0	3	0	1	4	0	2	1	2	1	3	2	0	1	3	2	2	0	2	2	2	1	0	0	1	2	0	0	1	0	1	0	1	0	0	1	2	2	1	3	1	3	0	5	11	0	1	2	0	0
G[Del(T):R3]A	1	0	0	0	2	4	4	2	0	1	1	3	0	6	4	0	3	3	3	2	1	0	1	2	6	3	1	2	1	1	1	1	2	0	1	1	0	1	3	3	0	0	3	4	1	2	0	10	1	2	1	5	0
G[Del(T):R3]C	1	0	2	1	5	1	2	5	0	1	2	1	4	2	2	0	2	3	3	0	0	3	2	1	6	1	0	2	0	3	0	0	2	0	1	0	2	0	4	2	1	1	3	1	0	1	4	9	2	1	1	1	0
G[Del(T):R3]G	0	0	3	1	1	0	1	3	0	2	2	3	3	2	2	1	1	2	3	3	4	5	4	1	1	2	0	2	1	3	0	4	3	0	0	1	2	0	1	1	0	0	3	2	2	2	1	10	1	2	0	4	2
G[Del(T):R4]A	1	0	1	1	2	6	1	2	1	2	1	1	1	2	7	5	2	2	2	1	5	6	5	0	4	0	0	2	1	5	2	1	3	0	2	3	1	1	3	1	1	0	4	1	0	1	1	3	0	2	0	1	2
G[Del(T):R4]C	0	0	1	0	2	0	3	3	1	3	0	0	3	7	2	3	1	2	1	1	3	2	2	2	3	0	0	3	2	1	2	0	3	0	0	0	0	1	3	1	1	0	2	3	0	2	3	5	3	3	2	3	0
G[Del(T):R4]G	2	0	5	3	0	0	0	1	0	6	1	1	0	3	1	2	3	2	4	2	1	2	2	1	2	1	0	4	2	4	4	0	3	0	1	3	2	1	6	2	3	0	4	3	2	5	5	4	0	0	1	3	2
G[Del(T):R5]A	1	0	0	0	2	0	4	2	0	4	0	5	3	1	5	0	2	4	0	1	2	2	5	2	2	1	0	0	2	1	5	3	5	2	1	0	1	2	4	2	1	0	4	5	2	2	1	4	0	4	2	2	2
G[Del(T):R5]C	0	0	2	1	2	2	2	2	0	3	1	0	0	1	3	1	0	3	2	1	0	2	0	0	3	0	0	2	1	0	0	0	0	1	2	2	1	2	0	2	0	0	2	1	0	1	2	5	0	1	0	2	0
G[Del(T):R5]G	2	0	1	0	1	2	4	0	0	2	2	2	0	2	0	1	3	3	0	0	3	3	0	0	1	0	1	0	2	3	3	0	1	0	0	1	1	1	1	1	0	3	0	0	0	1	0	0	0	2	0	1	3
G[Del(T):R6]A	1	0	0	0	2	3	2	0	0	3	0	3	0	2	2	2	2	0	0	1	0	2	2	1	2	1	0	2	0	0	2	2	2	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0
G[Del(T):R6]C	1	0	1	1	1	1	2	2	1	0	1	1	0	0	0	1	0	0	0	0	4	2	2	0	3	1	0	1	0	0	1	0	1	0	0	2	1	0	2	1	0	1	1	0	0	1	1	1	0	1	1	1	1
G[Del(T):R6]G	2	0	2	0	0	0	0	3	0	1	3	1	1	2	0	1	3	0	2	0	3	1	3	1	1	1	1	0	1	1	1	1	2	0	2	2	3	0	0	2	0	0	1	1	0	1	0	1	0	1	0	2	1
G[Del(T):R7]A	1	0	2	1	1	1	0	1	0	2	1	0	0	1	0	1	0	0	1	2	0	1	0	1	3	0	0	0	1	0	1	1	3	0	0	0	1	1	1	2	0	0	1	1	0	1	0	1	0	0	0	1	0
G[Del(T):R7]C	2	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	0	0	3	1	2	0	0	0	0	1	0	1	1	0	4	0	0	0	1	1	1	1	2	0	1	0	0	1	2	1	0	0	3	3	1
G[Del(T):R7]G	3	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1	4	2	2	3	1	0	0	0	0	0	1	0	0	0	1	2	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	3
G[Del(T):R8]A	0	0	0	2	1	1	2	0	0	0	1	0	1	0	1	1	3	1	0	1	0	0	2	0	1	0	1	2	0	2	0	0	0	0	0	0	2	3	2	2	0	0	1	1	1	0	0	1	0	0	1	4	0
G[Del(T):R8]C	0	0	1	1	2	0	3	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	2	0
G[Del(T):R8]G	0	1	0	1	0	0	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	2	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	0
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	3	0	1	2	0	3	3	4	0	0	2	0	0	0	3	3	0	0	5	3	0	1	4	0	3	1	1	2	2	1	1	2	5	0	2	0	1	2	2	1	4	0	2	2	0	0	2	2	0	0	1	1	0
A[Ins(C):R0]G	1	0	0	0	0	0	0	0	0	0	1	2	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0
A[Ins(C):R0]T	2	0	1	2	1	2	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0	4	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0
A[Ins(C):R1]A	1	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	2	0	1	1	2	0	0	0	1	1	0	2	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	2	0	1	0	0	0
A[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0
A[Ins(C):R1]T	1	0	0	0	0	1	1	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	1	0
A[Ins(C):R2]A	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0
A[Ins(C):R2]G	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R2]T	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3
A[Ins(C):R3]A	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	2	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
A[Ins(C):R3]G	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R3]T	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	1	0	0	1	1	0
A[Ins(C):R4]A	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
A[Ins(C):R4]G	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R4]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R5]A	1	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	3	0	2	0	0	0	2	0	1	0	0	0	1	0	0	3	0	0	1	0	2	1	0	0	0	0	0	1	0	0	1
A[Ins(C):R5]G	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
A[Ins(C):R5]T	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R6]A	1	1	1	0	1	0	2	0	0	2	0	0	1	0	1	2	1	2	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
A[Ins(C):R6]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R6]T	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1
A[Ins(C):R7]A	3	0	0	0	1	0	2	3	0	2	0	0	0	0	1	0	2	4	0	0	1	1	1	2	2	0	1	0	0	0	4	0	2	0	1	0	1	1	1	0	2	0	2	1	1	2	0	0	1	0	0	0	1
A[Ins(C):R7]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R7]T	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2
A[Ins(C):R8]A	1	0	1	2	1	0	1	1	0	1	0	1	0	0	0	0	3	2	0	1	0	1	1	1	1	0	0	0	0	0	2	0	1	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0
A[Ins(C):R8]G	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R8]T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	1	0	0	0	0	1	0	2	0	4	1	0	1	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	55	0	0	0	1	1	0	0	1	1	0	0	0	0	0	2
G[Ins(C):R0]G	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
G[Ins(C):R0]T	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	4	2	1	0	0	0	4	0	0	0	0	1	0	0	1	1
G[Ins(C):R1]A	0	0	0	1	0	0	0	1	0	0	2	1	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	0	1	1	0	1	2	1	0	0	0	0	0
G[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
G[Ins(C):R1]T	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
G[Ins(C):R2]A	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
G[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
G[Ins(C):R2]T	2	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	2	1	3	0	0	0	2	0	0	0	1	0
G[Ins(C):R3]A	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
G[Ins(C):R3]G	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
G[Ins(C):R3]T	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
G[Ins(C):R4]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1
G[Ins(C):R4]G	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
G[Ins(C):R4]T	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
G[Ins(C):R5]A	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	1	1	0	0	0	1	0
G[Ins(C):R5]G	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R5]T	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0
G[Ins(C):R6]A	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	1	1	0	0	3	0	0	0	0	0	0	0	0	1	1
G[Ins(C):R6]G	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R6]T	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0
G[Ins(C):R7]A	1	0	0	1	0	0	1	0	1	0	0	2	2	0	0	0	2	1	0	1	0	1	2	1	1	0	1	1	1	1	1	0	0	0	1	0	0	3	0	2	1	0	1	0	1	0	0	0	0	1	0	0	2
G[Ins(C):R7]G	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0
G[Ins(C):R7]T	1	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
G[Ins(C):R8]A	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	1	0	2	2	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	2	0	0	1	0	0	0	1	0	0	1
G[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R8]T	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	0	1	0	2	4	0	0	0	0	2
