MutationType	SP111062	SP111006	SP110846	SP111086	SP111096	SP111021	SP111058	SP111092	SP111076	SP111098	SP111039	SP111052	SP111166	SP111014	SP111066	SP111094	SP111015	SP110853	SP111051	SP110855	SP111004	SP111078	SP110863	SP111013	SP111042	SP111040	SP111031	SP23496	SP111030	SP111019	SP111026	SP110860	SP110851	SP111059	SP111170	SP111054	SP111033	SP111113	SP110865	SP111061	SP111101	SP110859	SP111168	SP111067	SP111036	SP111116	SP111099	SP23502	SP111069	SP111043	SP111024	SP111011	SP111082	SP111074	SP110845	SP110857	SP111017	SP111080	SP23506	SP111075	SP111112	SP111001	SP111027	SP111117	SP110842	SP111173	SP111008	SP111070	SP110847	SP111077	SP111091	SP111072	SP111084	SP23504	SP23500	SP111029	SP111175	SP111049	SP23498	SP111002	SP110866	SP111035	SP111009	SP111114	SP111000	SP111045	SP110861	SP111047	SP111088	SP111056	SP111089	SP111038	SP110849	SP111164	SP111057	SP111119	SP111095	SP111064
A[Ins(T):R(8,)]C	15	55	2	25	21	0	39	15	37	27	2	2	61	1	35	31	4	16	17	23	37	1	10	16	0	13	57	26	1	2	26	20	27	19	49	20	48	41	40	22	45	33	12	17	25	67	36	23	57	45	18	11	42	17	13	27	38	1	13	25	30	57	1	46	53	20	36	52	27	23	3	26	17	5	2	2	38	41	34	4	21	50	32	74	50	64	29	20	44	15	24	85	37	30	42	42	66	41
A[Ins(T):R(8,)]G	11	51	4	17	16	0	33	9	41	31	4	1	54	1	31	11	3	15	17	8	38	1	9	12	0	11	50	16	2	4	15	16	29	21	47	15	32	36	46	10	47	41	10	22	17	43	20	19	31	19	21	14	24	10	8	19	25	1	17	23	27	44	2	55	40	19	34	39	23	18	2	20	8	11	4	1	47	49	25	6	34	39	25	65	42	47	19	24	35	14	10	83	22	35	36	20	36	59
C[Ins(T):R(8,)]A	10	34	5	15	9	0	22	26	28	13	1	1	38	0	22	15	2	11	13	16	18	2	9	13	0	13	53	14	1	1	14	18	17	14	27	11	24	19	9	7	25	18	3	5	14	29	10	13	32	20	13	10	25	9	11	17	20	1	14	21	13	31	2	22	19	19	21	33	16	27	1	21	10	8	3	2	30	25	22	4	20	51	9	40	26	44	14	10	16	21	6	57	27	28	17	19	34	33
C[Ins(T):R(8,)]C	10	32	3	10	10	0	28	18	24	17	1	0	31	0	27	14	4	7	15	10	33	4	2	7	0	7	31	10	1	1	14	15	17	14	32	7	20	19	23	12	44	29	1	8	14	30	12	4	39	22	18	7	26	7	10	20	23	1	4	23	12	26	1	19	20	16	18	25	12	15	1	20	6	7	2	0	30	33	22	3	19	42	21	48	30	36	14	10	34	12	8	63	19	20	26	20	30	36
C[Ins(T):R(8,)]G	10	23	5	10	16	0	16	20	33	19	2	0	48	1	29	22	3	7	14	11	31	2	11	7	0	5	38	8	0	2	15	20	21	15	44	5	30	20	21	17	43	28	9	14	18	33	22	16	25	37	14	10	25	10	10	21	33	1	6	25	26	29	4	32	33	23	27	28	15	18	3	18	16	9	3	2	34	16	18	4	22	37	21	65	36	40	21	13	16	20	12	68	18	29	31	26	44	40
G[Ins(T):R(8,)]A	3	29	4	15	10	0	30	22	27	6	0	0	26	0	23	21	3	10	10	8	13	1	6	3	0	3	33	6	0	0	15	14	18	16	28	13	15	18	21	8	30	26	7	10	16	21	13	6	20	22	14	7	10	12	7	21	14	0	4	13	15	23	1	25	15	9	24	26	11	18	2	10	6	6	0	2	37	20	18	7	7	29	13	41	23	30	18	13	18	11	3	39	20	22	17	16	22	32
G[Ins(T):R(8,)]C	9	18	3	7	10	0	19	18	29	9	1	0	41	0	14	12	5	2	6	7	11	0	2	6	0	4	24	12	0	2	15	11	21	9	26	9	22	17	20	10	25	23	5	9	6	22	21	7	26	12	15	6	21	6	5	14	21	0	13	12	17	17	5	26	20	11	16	22	12	18	1	10	11	6	2	1	31	23	8	2	17	30	11	45	22	26	15	7	17	6	5	36	19	14	22	13	24	27
G[Ins(T):R(8,)]G	10	42	2	13	8	0	12	13	19	12	1	0	50	0	24	13	2	15	9	10	11	1	5	7	0	2	41	5	2	0	15	18	7	11	39	5	24	14	34	14	29	13	3	11	13	37	21	15	25	20	20	5	14	8	4	18	18	0	5	21	10	15	1	30	30	12	17	16	12	15	1	13	8	4	3	0	28	23	15	2	13	38	16	46	24	36	17	9	11	11	3	45	13	19	22	21	34	26
Del(2,4):R1	15	20	14	26	9	0	11	39	8	9	9	2	19	6	13	26	11	21	3	10	14	2	12	6	0	7	14	20	5	14	12	16	17	17	19	10	14	27	32	14	20	15	7	10	8	16	16	20	13	32	17	14	15	15	15	6	24	6	13	17	16	24	8	12	21	14	11	14	6	16	9	12	13	4	7	6	28	16	22	5	8	17	13	27	5	19	17	15	13	13	11	26	16	15	4	39	12	6
Del(5,):R1	12	19	13	25	10	0	26	84	12	16	4	4	15	3	18	28	6	22	10	21	18	3	19	5	1	11	18	10	8	9	17	19	15	20	26	10	10	25	88	6	14	12	11	16	12	7	13	25	10	34	15	15	10	17	11	7	19	4	6	16	19	29	7	12	23	16	13	21	7	26	6	11	16	6	4	7	32	15	19	7	3	20	13	18	8	23	14	14	10	11	6	15	13	7	6	14	20	15
Del(2,8):U(1,2):R(2,4)	25	55	21	37	24	0	28	35	29	26	8	6	42	11	28	46	14	34	15	37	50	7	24	19	7	14	61	26	21	18	36	27	48	27	40	17	24	50	56	37	23	25	21	26	27	41	29	43	25	47	29	61	22	22	23	20	25	7	21	21	25	56	10	43	40	28	25	41	34	59	16	28	22	20	12	13	61	28	34	13	20	21	20	52	15	27	39	50	43	25	30	59	27	39	11	78	36	19
Del(2,):U(1,2):R(5,)	4	16	0	10	7	0	7	11	8	6	1	0	8	0	3	7	2	17	3	12	6	4	8	5	0	4	14	5	8	1	5	11	7	7	11	8	10	21	16	4	9	10	2	7	14	5	10	12	3	8	13	11	7	5	1	2	11	0	4	4	2	8	2	7	17	12	3	17	1	12	2	7	3	2	2	14	8	3	6	1	2	12	9	18	15	11	5	8	8	10	4	18	9	4	1	24	6	7
Del(3,):U(3,):R2	36	51	22	35	24	0	27	43	46	23	8	3	41	3	17	58	8	28	13	36	33	7	17	14	4	12	43	25	16	12	30	35	38	30	34	25	22	40	37	30	23	31	11	23	18	36	32	41	20	50	21	54	23	15	16	27	33	7	18	27	20	31	5	37	45	19	20	26	23	47	23	28	24	18	12	11	54	20	34	11	24	20	38	50	28	16	21	52	48	21	26	43	32	29	16	80	33	40
Del(3,):U(3,):R(3,)	15	20	10	16	10	0	7	14	10	7	3	0	16	1	7	22	3	14	6	17	19	3	2	5	1	4	26	7	3	2	6	15	8	23	10	3	10	19	23	10	6	3	7	10	2	17	24	20	3	11	12	9	14	10	4	7	17	4	6	12	12	16	4	9	9	7	6	14	12	8	4	12	8	10	2	5	20	11	6	3	5	5	7	16	10	5	8	11	17	8	9	15	17	6	2	25	24	20
Ins(2,4):R0	7	24	1	35	8	0	41	14	9	11	1	0	17	1	20	11	0	8	1	12	3	3	4	4	0	4	19	11	5	5	20	17	5	9	15	6	7	23	16	5	5	9	3	5	6	9	8	14	34	34	7	9	18	5	7	7	6	0	1	9	5	27	1	6	12	7	5	10	5	13	3	3	8	6	3	0	56	12	5	2	8	22	12	19	2	14	13	7	3	9	4	11	5	5	1	15	10	7
Ins(5,):R0	5	5	1	4	2	0	5	10	4	8	3	1	3	0	6	2	0	5	6	3	2	0	1	3	0	0	10	2	1	1	6	6	4	3	5	2	2	9	6	1	0	2	4	2	1	8	3	4	4	5	8	4	5	2	6	0	3	2	0	7	4	13	0	6	5	3	4	3	2	5	1	3	3	2	1	2	10	2	4	0	1	7	5	8	2	2	4	1	2	6	1	8	2	3	3	4	3	1
Ins(2,4):R1	5	20	10	17	10	0	16	11	8	17	3	4	12	2	11	7	4	5	5	19	10	4	9	8	1	10	26	10	11	9	16	18	15	14	17	8	7	17	11	11	8	11	3	4	5	13	12	9	20	56	13	14	15	10	15	8	12	4	7	13	16	11	4	11	15	9	14	22	8	17	6	6	5	4	5	1	16	24	15	10	14	16	9	18	14	25	13	13	16	26	2	26	17	5	11	19	8	10
Ins(5,):R1	12	30	7	21	5	0	6	16	13	18	5	0	16	4	26	13	9	19	13	21	19	4	20	15	1	8	47	8	20	3	13	18	22	20	16	9	8	25	16	16	13	18	9	6	9	27	24	19	29	25	13	15	32	16	14	11	16	5	10	17	12	28	5	21	19	20	35	33	14	20	14	11	14	4	9	3	33	18	18	5	16	29	10	25	17	17	21	21	9	34	4	26	21	20	19	24	24	19
Ins(2,):R(2,4)	9	26	8	22	2	0	13	11	17	14	1	3	18	2	11	15	4	7	5	10	15	5	4	3	1	6	20	6	3	7	9	14	15	11	26	12	10	24	29	9	11	18	3	3	12	14	13	19	12	32	12	6	16	10	12	8	15	1	3	14	9	27	6	25	15	19	20	14	11	13	7	13	7	4	4	1	19	17	17	1	3	21	8	20	6	17	6	16	15	12	2	29	16	16	7	18	23	12
Ins(2,):R(5,)	15	48	10	26	9	0	31	34	45	14	3	2	61	0	43	22	9	20	13	17	21	4	11	15	1	8	45	10	5	2	38	28	22	18	62	21	27	48	31	21	48	35	6	12	23	59	23	18	28	39	32	19	44	16	13	25	43	5	5	18	22	46	3	33	51	32	31	47	20	28	7	16	12	7	3	3	50	48	36	3	30	49	14	67	39	32	33	14	35	16	17	87	20	34	32	57	40	47
Del(2,5):M1	13	23	17	25	11	0	13	21	11	13	2	4	31	5	16	39	6	23	5	17	24	12	14	8	1	9	24	9	8	11	22	20	24	24	29	15	13	34	36	14	16	11	10	7	15	17	31	20	18	27	9	21	23	11	20	8	15	5	14	17	12	25	1	15	21	14	14	26	21	23	14	13	15	13	12	7	31	12	17	11	10	15	16	26	17	21	20	22	30	11	11	27	16	21	16	45	27	20
Del(3,5):M2	23	30	19	22	11	0	10	27	11	13	12	5	19	3	6	37	3	21	6	37	28	6	13	11	4	9	27	16	12	9	10	17	23	22	20	15	10	30	39	20	12	17	13	12	20	26	30	33	16	22	20	38	8	17	12	12	15	9	17	12	15	32	4	14	28	9	10	23	11	33	15	16	16	7	9	9	28	19	22	7	20	6	20	27	12	26	20	31	19	23	19	26	14	27	9	53	34	23
Del(4,5):M(3,4)	12	8	4	5	15	0	7	12	11	3	2	1	9	1	6	24	1	14	5	14	6	7	9	7	0	1	16	7	5	1	8	11	13	12	15	7	13	18	31	6	4	5	3	7	3	6	23	17	4	13	1	16	7	11	9	8	9	5	11	7	7	5	6	11	15	10	9	5	6	12	8	4	11	5	4	3	18	14	13	8	7	5	14	17	5	9	10	11	13	4	11	18	4	8	8	20	6	9
Del(6,):M1	6	17	8	38	11	0	27	80	14	11	4	6	23	2	14	18	5	20	17	18	17	2	14	15	2	11	8	10	9	5	16	18	19	21	22	7	16	27	87	8	8	6	5	6	8	9	12	25	17	29	21	11	7	13	17	7	12	5	17	14	11	44	8	23	14	7	18	17	8	27	6	13	16	6	5	2	30	15	10	7	5	13	18	14	5	27	16	17	11	14	11	23	9	10	7	13	13	12
Del(6,):M2	8	31	6	20	9	0	23	130	11	11	1	2	19	3	11	14	10	27	15	23	10	3	11	8	0	16	10	10	9	6	14	16	17	31	20	20	12	26	128	9	13	7	7	9	4	14	10	19	13	42	26	13	7	21	12	7	13	4	9	5	11	34	1	28	12	10	10	13	5	29	4	9	19	11	3	5	42	10	14	7	7	13	36	21	1	18	9	18	11	13	10	14	4	9	11	15	11	17
Del(6,):M3	6	12	8	10	8	0	16	102	10	10	1	2	11	3	6	12	8	15	17	7	5	1	4	2	1	5	7	10	2	4	8	8	6	14	20	11	19	20	110	4	5	5	5	6	6	6	3	13	12	41	10	8	4	15	5	6	8	3	13	5	8	12	3	12	13	7	5	10	3	11	6	7	13	6	2	0	31	10	18	4	4	6	26	8	3	13	10	12	4	9	5	7	3	9	7	13	9	6
Del(6,):M(4,)	6	24	12	14	8	0	14	106	11	13	4	2	13	1	9	18	7	21	20	23	9	1	8	4	1	10	17	8	6	9	8	12	15	14	39	22	29	20	103	5	8	9	7	12	4	10	6	21	12	33	11	14	17	12	13	9	11	5	13	12	7	24	4	29	16	9	6	15	13	22	3	8	16	7	4	3	36	10	10	3	6	14	44	25	6	17	7	20	17	10	8	18	9	10	9	17	24	4
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
