MutationType	CPCT02020340T	CPCT02140010T	CPCT02110007T	CPCT02140015T	CPCT02020376T	CPCT02050051T	CPCT02140017T	CPCT02040048T	CPCT02060029T	CPCT02060039T	CPCT02050077T	CPCT02060050T	CPCT02020866T	CPCT02120177T	CPCT02140095T	CPCT02120176T	CPCT02120085T	CPCT02100138T	CPCT02080177T	CPCT02230079T	CPCT02340107T	CPCT02120096T	CPCT02120102T	CPCT02440023T	CPCT02160060T	CPCT02180055T	CPCT02140104T	CPCT02140105T	CPCT02190055T	CPCT02030551TII	CPCT02050317T	CPCT02180078T	CPCT02220075T	CPCT02230085T	CPCT02120195T	CPCT02080302T	CPCT02070470T	CPCT02300034T	CPCT02020955T	CPCT02020965T	CPCT02140094TII	CPCT02210083T	CPCT02100200T	CPCT02140106T	CPCT02140059T	WIDE01010156T	CPCT02100174T	CPCT02120200T	CPCT02140070T	CPCT02040248T	CPCT02060149T	CPCT02020718T	CPCT02230096T	CPCT02180064T	CPCT02020764T	CPCT02440012T	CPCT02020752T	CPCT02140071T	CPCT02140074T	CPCT02140017TII	CPCT02120143T	CPCT02030431T	CPCT02180067T	CPCT02160052T	CPCT02140080T	CPCT02170036T	CPCT02290045T	CPCT02060269T	CPCT02230113T	CPCT02050407T	CPCT02030543T	CPCT02190050T	CPCT02140087T	CPCT02100190T	CPCT02140094T	CPCT02130164T	CPCT02140093T	CPCT02020592T	CPCT02180076T	CPCT02020865T	CPCT02230059T	CPCT02180022T	CPCT02120014T	CPCT02180033T	CPCT02140046T	CPCT02080111T	CPCT02120027T	CPCT02140042TII	CPCT02070169T	CPCT02160024T	CPCT02020566T	CPCT02230033T	CPCT02030356T	CPCT02090021T	CPCT02330047T	CPCT02100107T	CPCT02020580T	CPCT02180003T	CPCT02020414T	CPCT02050087T	CPCT02010458T	CPCT02020447T	CPCT02060067T	CPCT02020480T	CPCT02140042T	CPCT02120002T	CPCT02030332T	CPCT02230015T	CPCT02060138T	CPCT02360007T	CPCT02040181T	CPCT02300027T	CPCT02120090T	WIDE01010520T	WIDE01010600T	WIDE01010710T	WIDE01010727T
A[Del(T):R6]A	1	2	11	4	1	1	12	9	1	2	6	6	2	5	7	6	2	3	2	6	7	3	1	4	3	0	0	2	8	1	0	0	3	2	1	5	1	7	3	2	8	1	6	1	2	1	5	1	5	3	3	3	8	2	2	1	1	1	4	9	1	4	1	4	0	5	1	4	1	4	2	4	2	4	4	1	4	1	0	1	2	3	6	208	5	1	6	0	1	4	1	1	3	5	2	2	1	0	6	2	0	6	4	6	2	5	4	0	7	655	5	4	2	4	0	10	0
A[Del(T):R6]C	1	2	1	2	3	0	7	3	2	1	1	5	2	5	4	3	0	2	1	2	2	2	2	4	2	2	1	0	7	1	0	0	0	4	1	3	0	3	1	2	4	0	2	1	3	1	3	0	3	0	0	2	2	3	1	2	1	2	4	7	0	3	0	3	3	0	0	3	0	1	2	2	2	1	1	2	4	0	1	2	1	2	3	70	4	1	1	1	1	3	0	3	0	1	3	4	0	1	3	1	0	2	3	1	2	1	4	0	2	145	1	5	0	3	2	2	0
A[Del(T):R6]G	2	2	0	4	2	1	3	2	1	0	4	4	4	3	4	4	11	2	2	4	2	2	0	6	1	0	1	4	4	1	1	0	1	5	2	4	1	1	1	6	2	0	2	0	6	1	4	2	2	2	4	3	4	2	2	0	2	0	0	3	0	1	0	9	1	1	2	2	0	1	3	1	3	3	0	2	1	1	0	2	5	4	1	118	0	4	6	2	4	3	0	1	9	4	3	5	0	2	4	1	1	1	3	4	4	0	1	4	2	305	3	5	2	2	0	6	3
A[Del(T):R7]A	0	0	0	3	0	2	4	5	1	2	3	0	0	3	3	5	0	1	2	2	3	0	1	2	1	1	3	2	3	2	0	2	4	4	0	4	1	1	2	1	2	1	4	0	0	0	5	0	2	1	2	1	4	1	1	6	2	2	3	2	0	1	1	1	0	9	0	3	0	1	2	1	1	1	0	0	2	1	0	2	1	3	5	318	4	2	4	1	1	4	0	0	3	3	0	3	0	0	2	1	0	0	0	1	3	2	0	0	1	840	3	1	0	1	1	6	1
A[Del(T):R7]C	0	4	2	2	0	1	5	4	2	2	3	4	4	0	3	5	1	2	3	3	4	2	0	0	6	1	2	2	1	2	0	2	2	3	2	3	0	0	1	3	4	0	3	2	4	0	0	0	3	0	2	4	2	1	1	3	2	1	3	4	3	2	1	2	0	4	0	0	2	1	3	0	0	2	3	6	0	1	1	2	0	7	1	163	2	1	5	0	0	5	0	1	3	1	0	3	2	1	2	0	1	1	2	3	1	0	1	0	2	419	5	3	0	3	0	1	0
A[Del(T):R7]G	2	0	0	1	0	2	0	1	2	0	1	4	2	1	4	4	2	2	2	4	3	0	2	2	2	1	3	2	1	2	1	1	2	5	1	1	1	1	2	1	1	0	1	0	3	1	4	0	3	1	0	0	3	2	3	0	1	2	0	1	0	1	0	0	1	4	0	0	1	0	1	3	0	0	0	0	0	0	1	2	0	4	0	235	1	1	1	0	2	1	0	0	0	0	0	1	0	0	2	0	0	1	1	1	1	1	2	1	0	638	2	0	0	4	0	6	0
A[Del(T):R8]A	2	2	0	1	3	2	0	2	1	0	4	0	1	0	3	3	2	2	1	3	8	1	0	1	2	0	0	2	2	2	0	0	0	1	1	2	1	0	0	0	1	0	1	0	2	0	2	1	0	0	1	2	3	1	3	1	0	1	1	0	1	0	0	0	0	15	0	0	0	2	0	1	1	3	1	0	1	0	0	4	1	1	3	444	5	4	1	0	0	1	0	0	0	1	3	2	1	1	1	2	0	0	1	1	0	2	4	0	0	1339	1	2	0	1	0	12	1
A[Del(T):R8]C	1	0	1	1	1	1	4	2	0	0	3	0	1	2	2	6	2	2	3	2	5	2	0	1	0	0	0	2	1	3	0	1	1	1	0	1	0	0	0	2	4	0	0	1	0	0	4	0	2	0	2	0	2	2	3	0	0	1	1	3	0	0	0	1	0	11	0	1	1	0	0	1	0	0	1	0	0	0	0	1	2	2	1	289	1	0	2	0	0	1	0	1	1	1	0	0	1	0	0	2	1	1	0	0	4	2	0	5	0	723	2	4	0	2	0	4	0
A[Del(T):R8]G	0	0	0	2	0	1	1	0	0	1	1	0	0	0	1	3	0	3	0	4	3	0	1	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	0	0	1	0	0	1	0	0	2	0	1	1	1	0	1	0	0	0	1	2	0	0	2	0	0	1	0	8	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	5	1	294	0	2	3	0	0	1	0	0	0	0	0	3	1	0	1	0	0	1	0	1	1	0	1	1	0	847	1	1	0	0	0	4	2
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	10	5	8	10	0	5	12	11	1	6	7	4	12	5	12	14	5	4	8	3	4	5	0	10	3	1	0	15	9	10	3	7	2	4	5	5	2	6	4	8	5	1	9	2	6	2	4	4	4	7	3	1	9	5	3	4	4	4	4	14	13	2	4	5	1	0	7	4	2	3	6	11	5	5	3	3	9	1	3	11	5	8	2	9	3	1	4	1	5	3	0	2	7	7	5	10	1	1	6	3	1	2	3	0	2	2	4	6	3	14	6	5	3	7	3	7	4
C[Del(T):R1]C	3	7	6	9	0	5	11	12	3	4	3	6	2	3	6	1	3	6	4	6	5	7	0	6	6	2	0	12	5	4	2	2	1	6	8	8	1	6	8	6	5	1	5	2	8	2	4	2	0	6	0	4	8	8	12	1	1	8	8	10	2	2	4	4	2	2	0	4	1	3	8	6	9	5	2	3	6	1	2	10	2	5	6	10	0	1	7	3	5	4	0	3	6	8	7	4	5	1	8	1	2	4	4	6	7	7	2	1	10	17	8	6	5	3	0	3	3
C[Del(T):R1]G	11	6	6	5	1	3	11	16	8	9	12	4	2	10	19	7	6	5	10	8	8	3	1	8	6	5	3	4	7	4	1	6	8	8	5	20	2	7	5	7	10	4	11	6	5	4	5	1	5	4	5	4	6	3	6	9	4	5	8	11	2	4	1	6	1	2	4	10	2	6	9	7	11	7	0	7	12	2	2	11	4	6	9	2	5	4	6	4	3	8	0	2	2	8	3	9	0	1	8	6	1	4	3	2	7	3	4	8	7	11	11	8	6	17	4	7	4
C[Del(T):R2]A	12	2	3	2	1	2	12	12	2	2	4	5	3	1	3	3	2	2	3	7	4	3	0	8	3	2	1	2	9	4	0	4	6	5	1	9	2	4	1	3	5	2	11	3	8	1	3	1	0	2	2	4	5	4	4	3	2	4	1	12	2	5	2	3	1	1	2	4	1	3	3	7	6	2	4	2	10	1	2	8	1	5	3	5	2	0	3	2	2	4	0	4	1	3	4	1	0	1	6	1	0	1	2	2	4	4	5	4	6	14	3	4	3	6	3	5	1
C[Del(T):R2]C	8	4	9	6	2	2	11	17	4	4	1	14	4	4	11	5	1	2	5	10	4	3	0	5	4	3	0	6	5	5	2	8	9	7	6	7	3	4	7	3	9	5	5	3	7	1	1	0	1	3	1	11	2	5	4	4	3	4	8	12	3	3	2	5	1	0	2	8	0	6	2	8	5	3	1	3	16	2	4	9	2	3	6	12	2	1	6	1	3	12	2	6	4	8	4	5	4	0	7	8	1	3	4	5	3	3	1	4	9	19	5	6	7	9	0	2	1
C[Del(T):R2]G	1	2	6	3	2	4	3	13	5	5	2	3	7	4	5	6	4	3	3	4	3	5	4	1	4	3	2	8	6	2	0	3	5	6	2	7	0	4	5	6	4	2	5	3	3	0	4	4	1	6	1	2	5	3	4	5	0	3	3	3	3	0	1	6	1	1	5	4	1	2	3	7	7	2	1	5	5	2	1	10	2	1	9	8	2	2	2	1	2	4	1	3	6	8	3	2	2	0	3	1	1	4	1	4	2	4	4	3	5	8	5	5	3	3	3	3	0
C[Del(T):R3]A	6	2	8	1	1	8	13	9	4	7	6	10	3	5	5	7	2	5	6	3	7	9	0	8	13	1	3	8	6	4	1	4	5	9	5	10	2	6	3	6	9	2	6	3	9	4	2	2	2	4	2	4	6	2	5	5	2	3	4	13	5	3	3	5	2	1	0	2	1	4	4	6	3	7	4	1	12	1	1	5	4	2	4	3	2	3	6	2	3	6	0	3	4	9	3	7	1	1	3	5	0	3	2	10	8	4	5	3	9	24	9	7	5	8	3	5	2
C[Del(T):R3]C	7	3	6	4	0	6	12	12	3	10	3	7	2	4	16	14	6	3	4	4	10	9	1	11	5	3	3	7	7	5	1	7	2	12	9	5	4	6	8	9	8	0	16	3	14	1	3	2	3	3	6	4	4	5	4	7	1	6	3	12	2	3	6	7	0	2	1	6	0	3	2	9	4	1	1	7	14	2	4	13	7	3	10	11	2	2	5	2	2	8	0	1	4	7	2	11	5	0	9	2	4	9	4	7	5	5	5	3	10	15	7	9	5	14	0	6	0
C[Del(T):R3]G	8	10	11	7	1	5	8	20	3	3	10	9	2	5	9	7	4	2	8	9	7	5	1	6	13	4	1	7	9	1	1	3	2	10	5	10	2	9	2	9	13	2	8	3	8	1	3	0	2	5	6	1	14	4	4	4	7	2	9	8	2	4	7	4	1	0	3	1	1	2	6	7	5	7	11	4	10	0	3	8	3	3	11	8	5	4	7	2	1	8	0	4	6	10	2	5	2	1	6	2	1	3	2	3	3	8	3	4	6	8	6	7	4	7	4	2	6
C[Del(T):R4]A	8	3	4	5	0	4	7	11	1	4	5	6	5	6	7	6	0	2	5	4	5	7	2	8	5	1	2	6	3	3	1	4	8	7	4	6	1	9	1	3	2	2	9	3	7	1	2	6	2	2	1	3	7	1	6	9	3	1	3	7	3	3	0	3	2	1	0	5	1	5	4	3	8	6	0	2	4	0	1	9	3	0	6	16	2	2	4	3	0	4	0	2	4	3	4	3	2	0	5	0	4	5	3	4	7	3	2	4	3	74	6	4	2	3	0	3	1
C[Del(T):R4]C	4	4	4	5	1	4	4	12	0	5	2	5	2	8	12	7	6	4	3	11	2	9	2	18	2	0	0	6	4	3	2	2	3	12	7	12	1	6	4	5	7	2	8	1	10	2	2	2	2	5	1	1	5	3	3	3	3	5	9	3	3	2	1	6	2	0	2	4	1	5	6	5	2	0	3	2	4	0	0	13	1	4	8	23	4	1	5	1	2	6	0	2	4	6	6	9	3	0	6	1	1	4	4	1	1	5	3	11	6	71	4	3	2	7	1	4	0
C[Del(T):R4]G	4	1	4	2	1	3	2	10	1	2	8	5	4	6	8	4	0	2	3	14	2	6	2	7	2	2	1	11	8	1	0	6	4	8	4	8	5	8	5	1	1	0	4	1	6	1	4	1	1	5	0	4	2	6	2	3	4	4	2	2	5	4	3	3	0	0	4	2	1	1	4	4	2	1	0	3	6	1	3	10	2	4	2	16	2	0	7	0	2	5	0	1	4	10	4	8	2	0	2	2	2	0	3	2	2	6	4	4	4	50	7	2	4	5	1	1	0
C[Del(T):R5]A	2	2	1	2	1	2	6	5	1	1	3	3	3	3	9	0	1	4	3	1	5	0	1	6	3	3	2	2	7	2	0	2	2	1	4	4	0	3	2	0	1	0	7	0	5	1	3	0	1	1	0	2	3	1	1	2	2	0	4	6	3	1	0	3	0	1	0	2	0	1	2	1	1	5	0	2	4	0	1	4	0	3	5	40	1	0	3	0	0	3	0	0	2	2	3	5	2	0	4	3	1	3	2	3	0	0	7	3	7	139	3	5	4	5	2	3	1
C[Del(T):R5]C	6	4	2	5	2	3	4	8	2	3	5	5	0	3	5	6	0	0	4	3	3	2	1	3	2	3	0	4	3	2	0	5	3	5	0	4	1	6	2	4	1	0	3	1	2	0	1	0	0	3	1	2	4	1	2	3	1	1	3	4	2	1	2	2	2	0	2	0	0	2	3	4	2	3	0	2	3	3	1	4	0	1	4	48	0	2	4	2	0	3	0	1	3	5	2	4	0	1	3	1	0	2	1	2	5	4	0	3	0	160	8	6	3	3	3	4	0
C[Del(T):R5]G	3	0	0	0	0	1	4	2	5	1	4	2	7	4	7	4	1	1	2	2	2	2	0	3	1	2	0	6	3	0	0	2	2	2	5	3	1	3	1	1	1	0	2	1	3	0	2	0	0	0	2	0	3	2	1	3	0	4	1	4	1	0	2	1	0	0	2	1	0	0	0	6	0	1	0	2	2	1	1	4	2	2	3	32	4	1	0	2	0	4	0	2	3	3	3	3	0	0	1	0	0	0	2	1	4	3	2	2	5	93	3	4	1	6	0	6	0
C[Del(T):R6]A	0	4	1	2	0	0	3	5	1	4	1	3	0	1	3	2	0	2	1	3	0	3	0	1	0	0	0	2	2	1	1	0	0	3	1	1	1	2	1	2	1	0	2	0	0	0	5	1	1	3	0	0	5	0	1	2	0	1	0	2	2	0	0	1	0	3	2	1	0	0	1	2	1	2	1	1	1	1	2	1	1	2	4	86	0	0	0	0	0	1	0	2	0	0	0	1	0	0	4	0	1	0	0	1	1	0	0	1	1	264	1	1	1	5	2	4	0
C[Del(T):R6]C	0	0	1	0	1	1	4	0	3	2	1	4	3	2	2	2	0	0	2	0	0	1	0	0	0	1	0	3	2	0	0	4	3	2	2	0	1	0	1	0	1	0	3	1	1	1	2	0	0	1	1	3	6	1	1	1	1	1	1	4	2	1	0	0	0	0	1	2	0	0	3	2	0	0	1	2	3	0	1	4	2	1	1	46	2	1	3	0	0	0	0	0	2	0	1	0	0	0	2	2	1	0	0	2	0	1	0	0	1	111	1	2	2	2	0	5	0
C[Del(T):R6]G	2	3	3	0	0	2	2	5	1	3	1	1	0	1	3	1	1	2	0	1	0	1	0	2	1	2	0	1	3	1	0	0	0	5	2	2	1	3	1	0	1	0	1	2	1	1	2	0	0	0	0	1	3	0	0	1	0	1	2	2	1	0	0	4	1	1	0	1	1	0	1	1	0	0	0	1	5	0	0	3	1	1	0	38	2	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	2	1	2	122	0	0	0	0	1	0	0
C[Del(T):R7]A	0	1	0	1	2	2	0	1	2	1	3	0	1	1	0	1	0	1	2	1	1	1	0	0	3	0	0	3	3	0	0	1	1	1	1	2	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	2	0	0	1	1	2	3	0	1	2	217	0	0	2	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	573	1	0	1	4	0	6	0
C[Del(T):R7]C	2	2	2	2	1	1	2	2	1	1	1	0	0	1	2	2	0	0	0	2	4	2	0	2	0	1	0	0	1	0	1	4	0	1	1	0	2	0	0	1	1	0	3	0	0	1	0	1	0	0	0	2	0	2	0	1	0	0	0	2	1	1	0	0	0	4	0	1	1	0	0	1	2	1	1	1	2	0	1	0	0	1	1	196	1	1	2	0	1	3	0	0	0	1	1	2	1	0	1	0	2	0	1	1	1	0	1	1	2	461	2	3	0	1	0	2	0
C[Del(T):R7]G	0	1	2	0	0	0	0	2	0	0	0	0	0	0	1	3	1	2	0	2	3	0	1	0	0	0	2	1	2	0	0	0	0	1	0	1	0	0	2	2	2	0	3	1	3	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	8	0	1	1	0	0	0	0	0	0	0	4	1	0	3	1	0	2	228	2	1	2	2	1	3	0	0	0	1	0	1	0	0	1	2	2	0	1	3	2	1	0	2	1	640	2	1	0	3	1	7	0
C[Del(T):R8]A	0	0	2	0	0	1	1	3	0	1	1	0	1	0	0	6	1	0	3	2	1	0	0	1	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	2	2	1	0	0	2	4	0	2	1	0	0	1	2	1	0	0	1	1	8	1	0	0	1	0	0	0	0	0	0	0	2	0	1	1	1	4	426	3	0	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	2	1	0	1	0	2	0	0	1201	0	1	1	3	0	7	0
C[Del(T):R8]C	0	1	2	0	1	1	1	0	1	0	1	0	0	0	2	2	0	2	2	3	7	3	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	4	0	1	1	1	0	3	0	0	0	0	1	4	0	0	0	1	1	1	2	0	0	0	1	0	7	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	1	323	1	0	1	1	0	0	0	0	0	2	0	5	0	0	1	0	0	1	1	2	0	0	0	1	1	802	0	0	0	2	0	8	0
C[Del(T):R8]G	0	0	0	0	1	0	2	0	1	0	1	1	0	1	2	0	2	0	0	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	5	0	1	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	430	0	0	2	0	0	2	0	0	1	0	1	1	2	0	0	0	1	0	1	0	0	1	1	0	1	1245	1	2	2	1	0	7	0
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	2	4	3	1	3	5	5	5	4	6	4	6	3	5	7	7	4	2	2	7	7	4	3	7	6	0	2	1	6	3	0	1	3	4	3	7	2	3	0	4	6	1	3	4	4	0	5	1	2	2	0	3	2	4	2	6	1	1	2	4	4	3	2	8	1	0	2	4	0	5	2	2	3	1	2	5	2	2	1	2	2	3	4	4	1	0	3	1	2	3	0	6	6	9	1	1	0	0	2	5	1	2	6	2	3	4	4	4	10	8	4	4	1	2	1	5	3
G[Del(T):R1]C	2	1	7	5	2	2	9	4	2	5	4	3	3	6	6	7	5	2	1	2	1	2	1	7	7	1	1	3	4	5	0	2	2	5	2	7	2	4	4	5	4	1	7	3	10	1	3	1	1	2	1	4	9	2	4	8	4	3	6	9	1	5	3	6	1	0	0	6	0	2	2	4	4	4	0	4	14	0	2	7	1	3	4	4	3	0	1	1	3	4	0	1	0	2	2	5	2	0	3	4	1	3	2	2	1	2	2	7	11	4	12	3	2	6	1	3	1
G[Del(T):R1]G	4	7	11	3	0	3	9	4	3	6	2	6	5	3	1	3	7	2	2	5	5	2	0	11	5	0	4	4	9	3	2	4	2	6	3	8	2	4	4	6	5	1	10	2	4	1	2	3	3	2	4	5	3	3	4	6	0	8	6	8	2	4	1	5	1	1	3	1	1	4	7	9	2	3	1	2	10	2	3	11	2	2	6	5	2	1	3	3	1	4	0	4	3	4	3	5	2	0	5	3	4	1	1	4	4	7	8	4	4	20	6	5	2	9	0	4	1
G[Del(T):R2]A	5	3	1	2	1	4	6	5	2	1	1	1	2	5	4	4	1	3	4	7	2	5	1	3	4	0	1	2	1	3	0	1	3	4	6	3	1	3	3	3	4	4	3	0	8	1	1	1	4	3	6	1	7	2	1	3	3	1	4	6	3	5	1	10	0	2	1	3	1	3	5	3	1	2	3	1	6	0	0	7	4	2	4	5	4	1	5	0	1	3	0	1	0	0	3	2	0	0	5	1	1	5	2	4	2	1	2	3	3	3	9	4	2	5	0	4	1
G[Del(T):R2]C	2	4	6	0	4	1	4	6	1	1	5	6	1	4	4	4	0	1	4	3	8	8	0	1	4	0	1	2	3	2	0	5	1	4	2	7	1	6	4	1	4	0	5	5	4	0	1	0	1	5	2	1	4	1	3	2	1	4	4	4	2	3	0	6	1	1	3	2	0	4	2	3	3	3	4	3	4	2	0	8	2	2	2	5	1	0	1	0	1	3	0	2	4	4	4	4	0	0	2	1	0	1	2	3	4	2	3	2	7	5	8	7	4	4	2	0	2
G[Del(T):R2]G	6	4	4	1	3	5	5	8	3	3	5	2	3	1	7	0	2	0	2	3	2	4	0	2	3	0	0	2	3	2	2	4	4	3	4	4	1	3	4	2	5	1	4	2	6	1	4	2	0	3	1	2	6	4	2	2	1	4	0	5	5	0	3	0	0	1	1	3	1	1	8	4	4	5	2	0	5	2	0	6	3	1	2	2	3	1	5	1	0	2	0	2	4	5	2	3	2	0	3	1	0	0	0	3	2	3	1	5	2	6	5	10	0	3	2	4	0
G[Del(T):R3]A	7	2	2	3	1	3	11	7	4	4	3	10	3	1	8	7	1	1	5	5	11	2	0	6	3	0	2	3	5	1	0	5	3	4	4	9	1	4	1	3	8	3	4	4	7	0	1	1	1	2	1	3	6	3	2	6	4	5	3	10	1	3	1	8	0	1	1	6	1	2	4	3	2	3	1	0	8	2	1	8	4	3	5	7	1	0	5	1	1	3	0	2	3	3	1	1	2	2	3	3	0	3	4	3	4	4	2	2	3	9	5	10	5	6	0	1	0
G[Del(T):R3]C	10	3	5	2	1	1	13	15	2	2	4	4	4	7	6	3	3	3	1	3	3	2	0	11	7	3	0	14	7	1	0	4	3	7	5	6	2	9	3	7	6	2	9	4	8	1	6	1	1	4	3	4	6	1	4	1	1	1	8	12	3	4	3	7	0	0	1	2	2	1	5	7	5	6	1	6	7	1	1	12	2	5	7	9	2	1	5	1	0	9	0	4	5	2	5	1	1	0	6	2	0	4	2	5	1	7	2	2	7	11	8	4	3	5	3	3	1
G[Del(T):R3]G	6	7	5	2	0	3	7	5	1	2	3	6	3	5	5	2	0	3	2	8	4	2	0	5	8	0	0	6	5	1	0	4	4	3	4	1	0	3	3	6	4	1	5	4	9	1	2	3	0	4	4	4	5	2	2	6	2	6	3	7	1	0	2	3	0	1	1	6	0	3	3	2	2	7	1	0	6	0	1	7	3	0	3	4	1	0	3	0	0	7	0	2	2	3	1	5	3	1	4	2	0	3	1	8	3	2	2	5	6	18	3	1	3	8	0	2	0
G[Del(T):R4]A	2	1	5	2	0	2	6	8	1	5	5	8	1	1	6	5	1	2	2	6	6	1	2	5	2	1	2	3	4	2	2	3	5	6	2	3	0	5	4	2	4	0	6	2	2	0	2	1	3	3	2	3	7	4	3	3	4	3	4	6	5	3	3	3	1	0	2	3	0	4	0	2	1	4	1	1	5	1	2	9	0	4	8	23	3	0	2	0	1	4	0	3	3	3	2	5	3	1	7	4	1	5	2	3	3	3	1	4	6	39	6	1	3	6	1	4	1
G[Del(T):R4]C	7	5	2	3	3	0	9	7	4	0	2	2	2	5	5	5	4	0	4	4	5	3	0	6	4	0	0	0	5	0	1	1	4	3	4	4	1	10	2	1	2	0	6	2	3	1	0	4	0	2	1	1	3	1	6	4	0	2	4	9	4	0	1	5	0	0	1	2	0	3	2	2	5	3	1	3	4	0	2	5	1	1	3	16	1	0	5	0	2	4	0	1	3	5	4	4	0	0	2	2	1	1	2	3	0	2	1	1	4	41	4	3	1	4	2	2	0
G[Del(T):R4]G	0	2	6	2	3	3	8	3	2	3	7	6	0	1	7	2	1	2	8	7	4	0	1	6	4	2	2	3	4	1	1	5	4	4	3	6	2	4	2	3	3	1	8	2	6	1	0	1	0	3	2	3	1	1	3	1	1	6	4	8	6	3	0	6	1	1	1	1	2	0	3	3	3	7	1	4	4	0	0	2	0	2	1	13	3	0	2	2	0	5	0	0	4	6	4	2	2	1	5	1	0	0	7	4	3	2	2	4	6	34	6	6	2	4	1	1	1
G[Del(T):R5]A	1	2	4	1	0	1	6	2	3	2	2	1	3	5	4	4	3	0	1	4	3	1	1	4	4	1	1	2	5	1	3	3	1	2	2	1	0	0	2	1	4	0	4	1	1	0	4	2	1	2	2	2	2	1	1	4	0	3	1	6	2	0	2	0	0	0	2	1	0	1	2	6	4	1	0	2	3	1	1	5	3	1	5	34	1	0	4	1	0	4	0	2	4	1	1	2	0	0	2	1	0	0	2	0	1	3	1	2	5	95	2	4	6	3	1	4	2
