MutationType	SP117655	SP117556	SP117627	SP117775	SP117332	SP117712	SP117017	SP117031	SP117759	SP117621	SP117425	SP117930	SP99287	SP99293	SP99289	SP99297	SP99301	SP99305	SP99309	SP99313	SP99317	SP99321	SP99325	SP99329	SP99333	SP99337	SP99341	SP99345	SP99113	SP99185	SP99209	SP99213	SP99221	SP99225	SP99241
A[Ins(C):R1]A	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R1]T	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R2]A	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R2]T	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R3]A	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	1
A[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0
A[Ins(C):R3]T	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R4]A	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	42	0	0	0	2	0	0	0	1	0	0	1	1
A[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R4]T	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R5]A	0	0	0	1	0	2	0	0	0	1	0	7	0	0	0	0	1	0	0	0	0	0	49	0	0	0	0	0	0	0	2	0	0	0	0
A[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R5]T	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R6]A	0	0	0	1	0	1	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	49	0	0	0	0	0	0	1	0	0	0	0	0
A[Ins(C):R6]G	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0
A[Ins(C):R6]T	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R7]A	2	0	1	0	0	0	1	0	4	1	2	4	0	0	0	0	2	1	0	0	0	0	118	0	0	1	0	0	0	0	0	1	0	0	0
A[Ins(C):R7]G	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R7]T	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	1	0	0	0	0	1	0	0	0
A[Ins(C):R8]A	0	1	0	1	0	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	48	0	0	1	0	0	0	0	0	1	0	0	0
A[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R8]T	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
G[Ins(C):R0]G	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
G[Ins(C):R0]T	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
G[Ins(C):R1]A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
G[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R1]T	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R2]A	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	1
G[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R2]T	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	2	0	0	0	0
G[Ins(C):R3]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R3]T	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	1
G[Ins(C):R4]A	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	2
G[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R4]T	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R5]A	0	0	0	0	0	2	0	0	1	0	2	1	0	0	0	0	1	0	1	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R5]T	1	0	1	0	0	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	0	0
G[Ins(C):R6]A	1	0	0	0	0	1	0	0	0	1	0	2	1	0	1	0	1	1	1	0	0	0	94	0	0	1	1	0	0	0	0	1	0	0	0
G[Ins(C):R6]G	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1
G[Ins(C):R6]T	1	1	0	1	0	0	1	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	58	0	0	1	0	0	0	0	0	0	0	0	0
G[Ins(C):R7]A	3	2	0	0	0	0	1	1	3	2	0	2	0	0	0	0	1	0	0	1	0	0	132	0	1	1	0	0	0	0	0	0	0	0	0
G[Ins(C):R7]G	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	1	0
G[Ins(C):R7]T	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R8]A	2	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	57	0	1	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R8]T	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	5	0	0	2	1	0	0	0	0	0	0	0	0
T[Ins(C):R0]G	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]T	3	2	2	2	0	1	0	2	5	3	2	3	0	1	2	0	0	1	1	2	0	0	67	0	0	1	1	0	0	0	0	0	1	0	4
T[Ins(C):R1]A	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	9	0	0	1	0	0	0	0	2	0	0	0	2
T[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R1]T	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R2]A	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0
T[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R2]T	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R3]A	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	21	1	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R3]T	0	1	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	20	0	0	1	0	0	0	0	0	0	0	0	2
T[Ins(C):R4]A	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	4	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R4]T	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]A	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]T	1	0	0	1	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	1	0	0	0
T[Ins(C):R6]A	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	2	0	1	1	69	0	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R6]G	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R6]T	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R7]A	0	1	0	1	0	0	3	2	3	1	0	2	0	0	1	0	0	0	0	1	0	0	121	0	0	0	0	0	0	0	0	1	0	0	1
T[Ins(C):R7]G	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	40	0	1	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R7]T	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]A	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	46	0	0	1	0	0	0	0	0	1	0	0	0
T[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]T	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	2	2	0	4	0	1	0	4	5	5	0	8	0	1	2	0	1	0	0	0	0	0	53	0	0	1	2	1	1	3	1	1	0	0	1
A[Ins(T):R0]C	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]G	2	1	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	36	0	0	0	0	0	2	0	0	0	0	0	2
A[Ins(T):R1]A	2	1	4	2	2	2	1	2	6	1	2	3	3	9	4	2	1	0	3	2	3	0	24	0	0	2	0	1	0	0	2	3	0	2	7
A[Ins(T):R1]C	2	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	2	0	9	0	0	0	0	0	1	0	0	1	0	0	2
A[Ins(T):R1]G	3	1	0	2	0	0	1	1	2	1	1	1	0	6	4	2	0	0	1	3	2	0	33	1	1	1	1	0	0	2	1	1	0	0	8
A[Ins(T):R2]A	3	0	0	1	2	1	1	1	2	2	0	2	0	1	1	0	0	0	1	0	0	0	41	0	0	0	0	0	1	1	1	2	1	0	3
A[Ins(T):R2]C	0	1	0	1	0	1	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	44	1	0	0	0	0	0	1	0	1	0	2	1
A[Ins(T):R2]G	0	1	0	2	1	1	0	2	0	1	1	3	0	1	2	0	4	0	2	2	0	1	129	0	1	0	1	0	1	0	2	0	0	0	2
A[Ins(T):R3]A	0	0	0	2	0	1	0	3	0	1	0	0	0	0	1	0	0	0	0	3	0	1	29	1	0	1	0	0	0	0	0	0	0	0	1
A[Ins(T):R3]C	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	3	0	0	1	1	0	65	0	0	0	0	0	0	0	2	0	0	0	1
A[Ins(T):R3]G	1	1	0	0	0	0	0	1	5	1	0	1	0	1	1	0	1	0	1	0	0	0	91	0	0	0	1	0	0	2	1	2	0	0	1
A[Ins(T):R4]A	4	5	1	3	0	1	0	1	4	1	2	5	1	0	1	0	2	1	0	0	0	2	91	0	1	2	0	0	0	0	1	0	1	0	3
A[Ins(T):R4]C	4	1	1	1	1	1	3	2	3	1	2	3	1	2	1	1	2	0	1	0	0	0	87	1	0	3	1	0	0	1	1	1	0	1	0
A[Ins(T):R4]G	2	1	1	1	0	0	1	2	1	2	1	2	0	1	1	0	2	0	5	1	0	2	103	0	0	0	0	0	0	3	0	1	0	0	1
A[Ins(T):R5]A	5	5	3	5	1	1	4	9	11	3	1	15	0	2	1	1	5	0	6	1	0	1	307	0	2	5	2	0	1	1	1	0	0	0	2
A[Ins(T):R5]C	8	4	3	10	1	5	0	8	10	5	4	11	3	2	0	0	10	4	6	0	0	0	258	0	1	6	3	0	0	2	2	3	0	0	3
A[Ins(T):R5]G	5	5	2	4	0	0	2	5	10	3	1	5	0	3	1	0	4	2	3	4	0	0	306	0	2	4	5	0	0	0	0	4	0	3	1
A[Ins(T):R6]A	10	12	4	9	1	2	4	17	17	11	8	24	1	3	6	0	18	4	9	2	0	4	544	1	1	4	10	1	0	1	5	3	0	0	1
A[Ins(T):R6]C	11	16	5	7	4	6	6	14	16	8	6	41	0	0	6	0	6	3	6	2	0	7	569	1	5	3	9	3	0	3	3	9	0	3	5
A[Ins(T):R6]G	27	11	8	11	1	8	6	19	25	10	10	39	0	2	6	0	14	5	14	3	0	4	827	0	3	12	6	0	0	2	1	7	0	5	5
A[Ins(T):R7]A	23	17	11	8	0	6	9	10	20	15	6	32	4	2	4	0	9	1	5	2	0	5	772	1	5	8	7	1	0	0	5	10	1	0	5
A[Ins(T):R7]C	14	14	8	13	2	6	12	18	23	14	5	31	2	1	5	0	4	2	14	4	0	2	644	0	7	7	8	1	0	1	6	3	1	1	5
A[Ins(T):R7]G	14	15	8	13	4	6	5	21	21	15	3	33	1	5	9	0	9	2	6	3	0	2	875	0	4	11	2	0	0	2	4	12	0	2	8
A[Ins(T):R8]A	17	10	3	14	1	6	7	23	19	13	8	42	0	0	4	0	2	1	6	0	1	4	855	0	1	8	4	0	0	1	8	15	0	0	9
A[Ins(T):R8]C	11	16	4	16	1	3	6	15	23	6	4	35	3	1	5	0	2	1	4	2	0	2	655	1	4	7	9	0	0	2	1	7	0	1	7
A[Ins(T):R8]G	17	21	14	15	2	3	4	11	16	18	3	25	2	0	3	0	7	2	6	3	0	2	813	1	3	8	5	0	0	1	5	11	0	1	5
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	1	0	1	0	0	0
C[Ins(T):R0]C	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]G	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R1]A	1	0	0	1	0	1	0	0	3	1	1	2	1	0	1	0	0	2	1	5	0	0	9	2	2	0	1	0	1	3	0	1	0	0	1
C[Ins(T):R1]C	2	1	1	0	0	1	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	1	0	0	1	2
C[Ins(T):R1]G	2	1	1	0	0	1	2	1	2	5	0	0	0	0	4	0	1	1	2	0	0	0	19	1	2	0	1	0	1	1	0	2	0	0	3
C[Ins(T):R2]A	1	1	2	1	1	2	2	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	67	0	0	1	0	1	0	3	2	0	0	0	0
C[Ins(T):R2]C	2	0	0	0	0	0	0	1	2	1	1	2	0	0	1	0	1	0	0	0	0	3	147	0	0	0	0	0	0	0	0	0	0	0	1
C[Ins(T):R2]G	1	0	1	2	0	0	1	1	1	0	1	1	0	1	3	0	3	1	0	0	0	0	366	1	1	1	0	0	0	3	0	0	0	0	2
C[Ins(T):R3]A	0	2	0	0	0	0	0	2	1	1	0	4	0	0	0	0	2	0	0	2	0	0	43	0	0	0	1	0	0	0	1	0	0	0	1
C[Ins(T):R3]C	2	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	85	1	1	0	1	0	0	0	0	0	0	0	1
C[Ins(T):R3]G	2	0	1	0	0	2	0	1	1	2	2	3	0	0	1	0	2	0	1	2	0	1	163	0	0	0	1	0	0	3	2	0	0	0	3
C[Ins(T):R4]A	2	1	0	0	0	0	1	2	1	1	1	3	0	0	0	0	2	0	0	0	0	0	43	0	0	0	1	0	0	1	1	1	0	0	0
C[Ins(T):R4]C	1	3	1	1	0	1	1	2	2	2	1	5	0	0	1	0	1	1	1	0	0	0	65	1	0	1	0	0	0	0	0	0	0	0	0
C[Ins(T):R4]G	1	2	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	2	0	0	0	77	0	0	2	1	0	0	1	0	1	0	0	0
C[Ins(T):R5]A	1	1	2	0	0	0	1	2	6	2	1	7	2	1	0	0	4	1	1	0	0	0	82	0	0	2	3	0	0	0	2	1	0	1	3
C[Ins(T):R5]C	2	4	2	2	0	1	2	9	4	3	0	9	0	0	3	0	3	1	3	0	0	2	108	1	0	0	4	0	0	1	1	1	0	0	2
C[Ins(T):R5]G	1	5	1	1	0	2	1	3	6	1	1	4	1	0	1	0	3	1	5	2	0	1	126	0	0	1	2	0	0	0	0	1	0	0	1
C[Ins(T):R6]A	2	8	4	5	2	0	4	7	8	4	0	8	0	1	3	0	4	1	5	1	0	2	216	1	1	2	2	0	0	1	2	3	0	1	1
C[Ins(T):R6]C	7	8	5	5	1	6	6	14	14	5	4	22	2	2	3	0	9	6	9	3	0	1	351	1	7	3	8	0	0	1	4	6	0	2	3
C[Ins(T):R6]G	10	13	5	7	0	1	5	12	12	8	4	14	3	1	2	1	5	0	6	3	0	3	338	1	2	2	2	0	0	1	4	3	0	2	4
C[Ins(T):R7]A	5	3	4	9	0	2	2	6	8	13	5	11	1	0	1	0	3	0	4	0	0	2	317	0	2	9	2	0	0	0	5	6	0	1	2
C[Ins(T):R7]C	9	3	2	9	1	5	3	5	8	1	3	18	4	1	0	0	4	3	6	0	0	1	305	1	0	4	1	0	0	1	1	2	0	0	3
C[Ins(T):R7]G	5	8	2	6	0	7	5	7	18	5	3	16	0	4	1	0	2	3	4	2	0	2	485	0	2	6	7	0	0	2	2	8	0	1	2
C[Ins(T):R8]A	7	6	2	7	1	2	5	8	13	10	5	25	0	2	3	0	2	1	2	4	0	1	454	0	2	4	6	0	0	3	5	6	0	0	8
C[Ins(T):R8]C	7	9	4	7	0	3	7	10	16	3	1	20	2	0	3	0	1	1	3	0	0	0	488	0	5	9	2	0	0	1	6	5	0	1	1
C[Ins(T):R8]G	13	8	6	5	0	2	4	17	8	8	4	32	2	0	3	0	3	4	2	2	0	4	631	1	0	3	2	0	0	1	2	4	0	1	3
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	1
G[Ins(T):R0]C	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]G	0	0	0	2	0	1	0	0	2	1	0	1	0	0	1	0	0	0	1	1	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0
G[Ins(T):R1]A	0	2	1	2	0	1	1	2	3	3	1	1	1	4	4	0	0	3	2	1	1	1	11	1	3	2	2	0	0	2	5	3	0	2	2
G[Ins(T):R1]C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R1]G	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	21	0	1	0	1	1	0	0	1	2	0	1	1
G[Ins(T):R2]A	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	13	1	1	0	0	0	0	1	1	1	0	0	0
G[Ins(T):R2]C	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	1	0
G[Ins(T):R2]G	3	2	0	0	0	0	0	1	4	2	0	2	0	1	1	0	3	0	0	0	0	0	98	2	1	0	0	0	0	2	0	1	0	0	0
G[Ins(T):R3]A	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	1	0	0	2	1
G[Ins(T):R3]C	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	26	0	1	0	0	0	0	1	2	1	0	0	1
G[Ins(T):R3]G	1	2	0	0	0	0	0	0	1	1	0	1	1	0	1	0	2	0	1	0	1	0	44	0	0	0	0	0	1	2	1	0	0	0	0
G[Ins(T):R4]A	0	0	1	1	0	0	0	0	0	2	1	2	0	0	1	0	1	0	2	0	0	0	19	0	0	2	0	0	0	0	0	1	0	0	0
G[Ins(T):R4]C	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R4]G	0	0	0	0	0	1	0	1	2	0	0	3	1	0	0	0	1	0	0	0	0	0	56	0	1	1	1	0	0	0	0	1	0	0	1
G[Ins(T):R5]A	1	2	0	0	0	0	0	1	0	1	1	2	0	0	0	0	2	0	0	1	0	0	71	0	1	2	0	0	0	0	1	0	0	1	0
G[Ins(T):R5]C	2	2	0	0	0	0	0	3	1	0	1	7	1	0	0	0	2	0	1	0	0	1	94	0	0	2	0	1	0	0	0	0	1	0	1
G[Ins(T):R5]G	1	1	1	0	0	3	0	1	4	3	1	5	1	2	1	0	5	1	3	0	0	0	137	0	0	4	1	0	0	1	0	3	0	0	0
