MutationType	SP116536	SP116539	SP116542	SP116545	SP116548	SP116550	SP116553	SP116557	SP116559	SP116562	SP116564	SP116571	SP116393	SP116442	SP116446	SP116419	SP116383	SP116385	SP116440	SP116450	SP116493	SP116391	SP116401	SP116409	SP116416	SP116424	SP116515	SP116499	SP116505	SP116509	SP116437	SP116512	SP116465	SP116496	SP116525	SP116481	SP116586	SP116528	SP116589	SP116406	SP116484	SP116453	SP116469	SP116578	SP116531	SP116593	SP116487	SP116456	SP116472	SP116518	SP116412	SP116534	SP116596	SP116490	SP116459	SP116475	SP116520	SP116431	SP116582	SP116599	SP116478	SP116462	SP116523	SP116434	SP122725	SP122476	SP122372	SP122489	SP122560	SP122590	SP122714	SP121870	SP123010	SP121865	SP122676	SP122412	SP122392	SP122634	SP122702	SP121828	SP121783	SP121774	SP121790	SP121859	SP121808	SP121781	SP121763	SP121811	SP121852	SP122361	SP121837	SP121824	SP121841	SP121831	SP121761	SP121816	SP121861	SP121847
A[Ins(T):R(8,)]C	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	3	3	9	0	0	0	2	1	0	0	1	10	0	0	3	0	3	2	0	0	14	6	0	0	1	1	0	3	0	1	0	3	7	1	0	1	3	2	0	3	4	7	3	2	0	3	1	6	0	0	2	1	1	1	2	6	2	7	1	7	3	1	1	0	2	4	2	1	3	1	0	1	5	0	0	0	2	4	2	0	4
A[Ins(T):R(8,)]G	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	2	3	2	6	0	1	1	1	0	0	0	1	9	3	0	1	0	1	0	0	0	10	4	0	0	0	3	0	1	0	0	0	0	5	3	0	0	0	3	3	0	3	4	2	2	2	4	0	8	0	0	3	0	0	0	2	4	1	5	0	9	0	3	1	1	2	0	0	2	4	0	0	1	4	0	0	0	1	0	0	0	2
C[Ins(T):R(8,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	4	2	1	2	0	0	0	0	0	1	0	0	4	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	6	0	0	1	1	3	2	2	1	6	1	0	0	1	1	4	2	0	1	2	0	0	3	3	0	9	0	3	1	1	4	0	0	2	1	1	0	1	1	0	4	0	0	2	1	3	1	0	1
C[Ins(T):R(8,)]C	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	3	0	2	0	0	0	1	0	0	0	1	7	0	1	1	2	1	2	1	0	8	3	0	0	0	0	1	0	0	0	0	1	6	3	1	0	1	1	0	1	2	2	0	0	0	3	0	2	3	0	2	3	0	1	1	3	0	2	1	4	3	1	1	0	2	0	1	1	4	1	1	0	7	0	0	1	0	4	0	0	1
C[Ins(T):R(8,)]G	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	1	3	1	2	1	1	0	0	0	2	4	0	0	0	0	2	1	1	0	8	1	0	1	0	1	0	1	0	0	0	1	4	1	1	0	0	0	1	0	3	6	0	4	3	0	1	4	1	1	1	2	0	0	5	6	1	4	2	6	2	3	1	0	0	1	0	0	3	1	0	1	4	2	0	0	2	1	2	0	2
G[Ins(T):R(8,)]A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	0	0	0	0	2	0	1	2	1	2	0	0	0	7	0	1	0	1	1	1	2	0	1	0	0	8	0	1	0	0	1	2	0	1	1	1	1	2	0	0	3	2	0	1	0	1	1	0	2	1	5	1	3	1	1	0	0	1	1	0	0	1	0	0	0	8	0	0	0	1	1	0	0	0
G[Ins(T):R(8,)]C	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	2	0	1	0	1	0	0	0	0	5	2	1	1	1	1	1	1	1	13	1	1	1	1	2	1	1	0	0	0	0	7	0	1	0	1	0	1	1	0	3	5	0	0	3	1	2	0	0	1	2	0	0	1	3	5	2	0	3	1	0	0	0	1	0	0	0	1	0	1	1	2	0	0	0	1	2	1	0	2
G[Ins(T):R(8,)]G	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	3	0	5	1	0	0	1	0	0	0	1	7	0	0	0	0	1	0	1	0	7	1	0	0	0	0	1	1	0	0	0	0	5	1	0	1	1	0	0	0	1	4	2	0	1	1	0	1	1	0	1	2	0	0	0	3	1	1	1	3	0	2	1	1	3	1	2	1	2	0	0	1	2	0	0	0	1	1	2	0	1
Del(2,4):R1	3	2	0	0	2	0	0	0	0	0	1	0	0	0	0	1	17	5	7	15	1	2	5	4	3	1	6	4	2	1	2	29	2	30	2	2	3	7	8	4	0	5	31	46	4	2	1	1	4	11	1	1	13	2	2	2	4	2	7	3	1	4	5	1	7	3	18	7	5	5	7	3	8	5	7	7	23	6	5	5	3	11	3	7	3	19	4	2	3	18	2	3	1	3	6	6	0	3
Del(5,):R1	5	0	0	0	0	1	1	0	0	3	0	0	0	0	0	4	38	8	4	35	1	2	6	2	0	1	5	5	3	6	4	7	3	35	13	1	2	9	23	5	0	5	37	85	0	0	1	0	5	8	1	4	23	0	8	2	5	5	12	1	2	2	4	3	10	9	34	4	10	6	6	1	8	13	6	10	21	8	6	8	15	18	5	5	5	23	10	12	12	10	14	7	5	10	8	6	2	9
Del(2,8):U(1,2):R(2,4)	3	0	1	1	2	0	0	0	0	2	3	2	0	0	1	2	15	6	4	16	4	0	4	11	1	1	2	3	1	4	1	52	24	9	7	0	1	10	6	0	3	3	8	24	3	0	2	2	4	10	5	0	10	5	7	1	3	8	12	5	2	5	1	0	17	9	6	5	3	6	4	6	8	6	8	5	20	9	5	1	6	9	4	7	2	11	4	3	4	25	4	2	5	3	7	8	1	8
Del(2,):U(1,2):R(5,)	2	0	0	0	0	0	0	0	1	1	0	0	1	0	2	3	3	1	0	3	0	1	1	0	0	1	2	1	2	2	0	13	3	2	3	0	0	1	3	3	0	1	5	3	0	0	1	0	2	2	2	1	2	1	2	0	2	4	1	1	0	1	0	0	4	5	2	0	4	4	2	1	4	0	4	0	3	1	3	3	4	9	2	3	7	5	1	3	5	10	1	3	0	3	3	0	0	4
Del(3,):U(3,):R2	2	0	3	0	2	0	2	1	1	1	1	1	0	1	0	8	20	15	12	12	2	3	1	9	0	2	1	1	4	3	3	12	23	22	10	1	3	6	7	4	0	2	6	11	1	0	0	2	7	15	2	2	10	3	6	1	5	4	8	3	5	1	2	0	5	8	4	5	0	3	7	6	15	4	8	5	31	7	4	7	3	10	5	4	4	23	6	6	2	19	4	6	2	3	10	4	0	0
Del(3,):U(3,):R(3,)	3	0	1	0	0	0	1	1	1	2	3	1	0	0	0	2	4	8	7	3	1	1	2	3	0	1	0	2	4	3	1	1	10	7	2	1	2	3	5	2	0	0	2	1	0	3	0	0	1	3	0	2	5	1	2	3	5	2	3	2	1	0	0	0	3	3	4	1	1	2	2	4	5	1	1	6	10	7	8	13	18	23	12	12	7	12	6	15	11	43	6	6	4	22	3	10	1	7
Ins(2,4):R0	0	1	1	0	0	0	2	0	1	0	1	1	0	0	1	1	2	2	0	0	0	1	0	1	0	0	2	2	1	1	0	0	0	3	1	0	0	4	1	0	0	0	1	4	0	0	0	1	0	5	0	1	2	0	1	2	0	1	3	0	0	1	1	0	2	5	2	0	1	1	2	0	2	1	1	1	4	0	0	0	0	2	0	2	2	2	1	1	5	0	1	0	1	0	3	0	1	0
Ins(5,):R0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	4	0	0	0	0	1	1	1	1	2	2	2	0	4	1	0	0	1	0	2	0	0	0	2	2	0	0	0	2	2	1	0	1
Ins(2,4):R1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	3	0	3	6	0	0	2	0	0	0	0	3	1	3	0	0	2	1	0	1	0	1	11	2	0	1	1	12	3	0	1	2	0	6	1	0	7	3	1	0	1	2	2	0	1	0	1	1	1	5	0	1	1	0	1	0	1	3	1	1	4	2	4	0	1	2	1	3	0	4	1	0	0	5	1	1	1	0	1	3	0	1
Ins(5,):R1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	2	2	5	1	5	1	0	0	2	0	1	0	0	7	0	1	2	0	3	4	0	1	8	0	4	1	1	0	5	1	0	0	0	3	6	0	0	9	5	1	2	3	3	4	2	4	0	0	1	2	3	0	2	2	2	5	2	4	3	5	3	8	4	5	3	3	2	4	2	0	3	1	2	4	5	2	1	1	1	1	3	0	2
Ins(2,):R(2,4)	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	4	2	3	0	0	0	1	1	1	2	3	1	1	0	2	1	4	2	0	0	5	10	0	0	2	2	3	2	0	1	0	2	7	0	1	0	1	3	1	0	1	2	1	0	2	0	0	6	1	2	1	3	1	0	3	1	2	4	3	3	1	3	1	0	1	1	1	0	5	1	0	2	2	1	0	0	1	1	3	0	0
Ins(2,):R(5,)	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	4	3	2	4	1	1	0	1	0	0	1	0	6	2	0	0	1	0	2	0	0	12	4	0	0	0	0	2	1	1	1	1	1	11	0	4	2	2	2	1	0	2	1	3	3	0	3	1	6	2	0	1	2	0	2	2	4	1	10	5	3	2	4	1	1	3	0	1	1	3	3	0	4	9	2	0	0	2	2	4	0	3
Del(2,5):M1	2	0	2	0	0	1	0	0	1	0	1	0	0	0	0	4	17	11	6	12	1	1	1	3	1	3	8	1	2	4	1	53	9	29	6	1	2	13	13	4	2	3	30	42	4	0	0	1	9	9	1	0	22	0	10	1	8	10	1	1	2	2	0	3	8	4	19	3	2	3	5	5	7	6	5	7	16	9	6	7	6	14	4	3	3	11	5	4	3	19	4	3	1	3	9	3	1	5
Del(3,5):M2	3	0	0	1	1	1	3	0	0	2	3	1	0	0	0	3	8	7	5	10	2	1	0	7	2	1	2	3	1	1	4	13	13	8	3	1	0	5	2	1	0	1	8	23	0	1	2	2	7	6	0	4	7	1	7	3	5	4	10	0	0	3	2	0	6	6	5	1	3	1	4	4	11	2	1	1	19	6	3	6	5	5	5	4	3	20	4	5	2	21	5	4	1	2	7	6	0	5
Del(4,5):M(3,4)	0	1	2	1	0	0	1	1	1	1	1	0	0	0	0	3	9	3	6	7	2	0	1	2	0	3	1	2	1	3	1	9	11	6	4	0	1	3	2	2	0	2	2	14	2	0	0	1	2	6	0	1	1	1	3	2	0	2	4	1	1	1	0	0	8	2	3	1	1	3	3	0	5	1	1	6	20	2	1	4	1	9	2	0	1	14	2	5	0	10	4	0	2	0	1	2	0	1
Del(6,):M1	2	0	0	0	1	0	1	0	1	3	2	1	0	0	0	2	19	6	6	20	0	0	2	5	0	1	1	3	1	5	1	7	0	37	11	1	1	5	12	3	0	1	32	66	1	1	1	1	8	4	3	3	22	4	3	0	8	10	17	0	2	1	3	1	6	12	24	1	4	9	2	2	8	6	5	6	31	6	4	7	13	18	8	4	4	12	10	11	13	18	3	7	2	9	12	8	0	8
Del(6,):M2	1	1	0	0	1	0	0	1	0	0	2	1	0	0	0	1	27	5	4	11	1	1	1	1	1	1	5	6	2	5	0	1	1	27	3	1	4	5	17	1	1	0	23	55	2	0	2	0	8	6	1	6	12	5	3	0	6	2	12	1	3	2	5	1	6	10	10	3	8	2	3	5	3	5	5	5	36	6	5	8	10	12	7	6	4	6	8	13	8	11	5	4	1	7	10	5	0	8
Del(6,):M3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	12	6	2	3	0	1	1	2	1	0	4	3	3	4	0	4	2	9	4	0	1	1	10	1	1	0	12	28	0	0	0	0	6	4	0	4	8	3	4	2	3	2	6	2	1	2	0	0	4	6	5	2	2	4	3	0	5	3	5	6	35	2	4	1	3	5	3	4	2	8	3	7	4	3	4	5	2	2	3	2	0	2
Del(6,):M(4,)	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	7	7	1	2	1	1	0	1	0	0	0	4	2	3	0	2	3	10	6	0	1	3	10	4	0	3	6	20	0	2	2	0	11	7	0	1	4	4	3	0	4	1	9	1	0	1	1	1	6	5	7	1	7	3	1	1	1	5	7	6	30	5	2	5	6	5	1	2	2	7	2	9	5	10	6	2	2	4	4	4	2	2
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
