MutationType	SP29914	SP31046	SP31334	SP30011	SP31174	SP32662	SP31126	SP32958	SP31422	SP33496	SP34005	SP30113	SP31030	SP33544	SP33688	SP30907	SP30185	SP33837	SP31790	SP30143	SP30071	SP30493	SP32014	SP30332	SP31814	SP29987	SP30083	SP32742	SP115162	SP29940	SP30843	SP32222	SP31190	SP30077	SP32694	SP33774	SP30093	SP33094	SP30803	SP30675	SP31854	SP31606	SP30213	SP32894	SP117260	SP117124	SP117932	SP117189	SP117217	SP117779	SP117376	SP117681	SP117408	SP118015	SP117509	SP117482	SP117003	CPCT02060034T	CPCT02020356T	CPCT02050063T	CPCT02030275T	CPCT02070033T	CPCT02030294T	CPCT02070038T	CPCT02080179T	CPCT02010866TII	CPCT02330133T	CPCT02050427T	DRUP01030028T	CPCT02080193T	CPCT02030556T	CPCT02120111T	CPCT02050341T	WIDE01010210T	WIDE01010208T	CPCT02290033T	CPCT02070323T	WIDE01010450T	CPCT02090049T	CPCT02010866T	CPCT02070363T	CPCT02060222T	CPCT02080251T	CPCT02070384T	CPCT02070386T	DRUP01070051T	CPCT02080137T	CPCT02080157T	CPCT02330128T	CPCT02070030T	DRUP01050009T	CPCT02070225T	CPCT02070230T	DRUP01070022T	DRUP01050010T	CPCT02050161T	CPCT02050174T	CPCT02050172T	CPCT02050186T	DRUP01070016T	CPCT02080120T	CPCT02030351T	CPCT02060119T	CPCT02080136T	DRUP01010035T	CPCT02070039T	CPCT02030302T	CPCT02070053T	CPCT02070065T	DRUP01070003T	CPCT02070099T	CPCT02020473T	DRUP01070009T	CPCT02030324T	CPCT02030330T	CPCT02050151T	CPCT02070128T	CPCT02080099T	DRUP01030004T	CPCT02070265T	CPCT02080040T	WIDE01010705T
G[Del(C):R7]T	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
G[Del(C):R8]A	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	42	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
G[Del(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
G[Del(C):R8]T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	13	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	15	0	7	5	3	7	12	5	6	22	3	44	6	7	16	4	0	1	7	2	4	3	1	24	2	2	0	2	1	3	0	0	3	6	8	1	1	4	23	28	14	2	5	4	5	4	4	1	0	0	3	2	2	1	1	8	0	1	2	4	5	0	1	2	3	23	10	1	3	2	63	0	1	2	2	5	1	0	6	19	3	2	22	7	13	2	8	12	11	1	28	1	6	3	7	16	1	12	5	3	3	6	1	2	0	7	6	1	1	5	1	2	3	11	12	2	3	8	1	2	12	0
T[Del(C):R1]G	4	1	1	1	3	0	3	2	1	0	0	7	0	1	1	1	0	2	1	1	1	2	0	4	0	0	0	2	0	1	0	0	0	1	1	1	1	2	0	6	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	2	1	1	5	2	0	1	0	5	0	0	1	1	2	0	1	0	6	5	0	0	0	1	1	2	7	0	0	2	1	0	1	0	2	1	1	3	1	0	0	0	0	0	2	0	1	0	1	0	2	1	0	0	0	1	1	2	1	1	1
T[Del(C):R1]T	17	0	6	5	4	8	18	5	6	37	4	46	14	18	31	6	2	4	3	6	13	5	1	34	7	8	1	9	3	7	0	0	2	17	7	1	2	6	26	31	17	2	3	1	3	6	5	1	0	3	5	1	3	3	3	7	6	2	4	4	3	5	12	3	17	31	25	6	4	11	76	0	1	3	7	14	5	2	2	33	16	1	30	4	22	2	12	54	6	1	31	2	10	5	3	24	5	11	13	7	2	6	1	5	0	9	7	3	2	2	2	2	9	8	13	2	7	10	13	2	25	3
T[Del(C):R2]A	10	1	1	5	4	2	12	0	4	9	2	98	2	6	5	6	2	1	1	3	6	2	1	47	0	0	0	2	2	2	2	0	0	3	5	2	0	3	11	54	6	0	2	0	3	1	2	0	0	3	0	0	2	2	5	1	1	1	0	3	5	5	7	1	0	27	16	3	2	2	17	1	3	0	1	6	2	0	2	24	4	0	8	0	14	4	7	11	3	0	10	0	6	1	3	7	1	9	6	5	3	6	1	5	1	2	1	0	0	1	0	1	6	5	4	2	5	1	7	3	3	0
T[Del(C):R2]G	2	0	0	0	0	1	2	0	1	2	0	21	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	10	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	2	3	2	0	0	0	0	0	1	0	0	1	0	1	2	0	0	3	1	1	0	1	6	0	0	1	0	0	5	0	0	0	0	1	2	1	1	0	0	0	2	0	0	1	0	0	0	0	2	4	0	2	0	1	1	0	0
T[Del(C):R2]T	11	0	5	3	1	4	11	3	4	7	0	91	6	11	8	7	1	2	1	1	5	2	4	48	0	4	2	3	1	0	0	1	4	3	6	3	2	1	9	43	9	0	2	0	5	5	2	2	0	1	3	1	0	2	2	3	0	2	5	7	4	2	9	7	8	33	15	2	2	8	15	0	1	0	0	10	2	5	3	35	7	1	7	0	9	7	8	17	6	1	12	2	6	4	6	4	1	3	3	7	2	5	3	2	0	2	3	3	0	3	0	0	0	7	9	0	8	3	9	2	11	2
T[Del(C):R3]A	18	0	2	2	3	2	13	0	4	3	0	161	3	6	2	11	0	0	2	0	2	0	0	86	1	5	0	0	0	0	0	0	3	4	3	0	1	0	3	113	10	0	1	2	3	0	2	0	1	2	2	0	1	5	0	2	0	3	0	0	2	0	9	0	0	43	10	1	2	4	11	0	1	1	1	12	1	3	0	45	2	2	3	0	3	2	6	10	5	0	9	0	2	0	3	5	1	5	6	1	1	1	0	1	0	2	0	1	0	1	0	1	2	2	10	0	1	3	9	3	0	0
T[Del(C):R3]G	4	0	0	1	0	0	0	0	0	2	0	32	1	1	0	1	0	0	0	0	1	0	0	16	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	14	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	0	4	0	0	0	2	1	0	0	0	0	2	0	0	0	4	1	0	0	0	0	0	4	3	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0
T[Del(C):R3]T	14	0	1	1	3	2	9	0	4	7	3	84	2	2	2	4	0	1	0	1	3	0	1	49	1	2	0	2	0	1	0	0	0	2	2	0	1	1	1	63	3	0	0	0	7	0	0	0	0	0	1	1	0	1	3	1	0	1	1	2	4	1	8	1	1	19	10	0	1	1	5	0	0	0	1	6	2	1	1	20	0	1	8	2	6	2	6	14	2	0	7	0	2	2	2	2	1	5	1	5	0	4	1	1	0	0	1	2	0	0	2	1	1	3	6	0	5	3	8	1	3	1
T[Del(C):R4]A	9	0	2	0	0	1	2	0	2	2	0	55	0	3	1	2	0	2	2	0	4	1	0	29	2	1	1	0	1	1	1	0	2	3	3	1	1	1	2	22	2	1	0	1	1	1	2	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	15	6	0	4	2	5	0	0	0	1	3	0	1	1	14	1	1	6	0	6	2	8	18	1	0	3	1	0	1	3	0	3	4	2	3	1	1	0	1	0	0	1	0	0	1	0	1	0	2	2	0	2	1	1	1	2	0
T[Del(C):R4]G	1	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	2	2	0	1	0	0	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
T[Del(C):R4]T	3	1	2	0	1	2	1	1	2	2	1	26	0	3	3	3	0	0	1	0	2	0	0	22	0	3	0	0	0	1	1	0	1	0	1	0	1	1	2	17	2	0	0	1	1	1	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	7	2	0	2	0	2	2	0	1	0	2	0	0	0	8	0	0	5	1	4	0	2	17	1	0	1	0	1	0	3	0	1	3	1	4	0	2	0	0	0	0	0	1	0	0	0	0	1	2	3	0	4	0	3	0	0	0
T[Del(C):R5]A	7	0	1	0	2	3	0	0	1	0	1	28	2	5	1	1	0	0	0	0	2	0	0	19	0	0	1	1	1	0	0	0	0	2	1	0	0	0	1	18	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	3	2	1	4	1	0	3	1	4	0	1	0	2	4	0	1	1	4	2	0	0	1	3	0	1	44	0	0	1	0	0	0	1	1	1	3	2	1	1	0	1	0	0	1	1	2	0	0	0	0	1	1	1	1	1	2	3	2	0	0
T[Del(C):R5]G	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
T[Del(C):R5]T	4	0	1	0	1	0	0	1	1	0	1	15	1	2	0	1	0	0	0	0	3	0	0	19	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	18	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	2	1	0	2	1	0	0	0	1	3	0	0	0	6	1	1	3	0	2	0	2	52	2	0	1	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
T[Del(C):R6]A	2	1	0	1	2	0	0	0	0	0	0	13	1	0	0	1	0	1	0	2	2	1	1	17	0	2	0	0	1	0	0	0	1	0	0	1	1	2	0	7	3	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	2	0	0	5	3	2	0	0	0	0	0	0	0	2	0	1	0	5	0	0	1	0	3	0	0	85	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	2	0	1	0
T[Del(C):R6]G	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R6]T	0	0	0	0	1	1	1	0	1	1	0	8	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	56	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	3	0
T[Del(C):R7]A	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
T[Del(C):R7]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R7]T	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
T[Del(C):R8]A	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
T[Del(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R8]T	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	17	2	7	5	5	7	6	1	10	4	0	33	0	14	1	11	0	1	2	2	13	0	0	23	2	19	1	3	2	2	0	0	11	13	13	1	4	6	9	27	14	1	3	0	4	2	3	0	0	1	2	0	0	2	2	1	1	4	0	4	7	4	12	2	5	6	15	10	4	10	10	1	2	2	2	12	1	4	3	8	5	2	21	1	12	5	10	39	5	1	9	4	7	4	2	3	5	12	4	7	6	8	2	3	0	8	4	76	1	0	1	0	0	2	6	4	8	5	11	6	5	3
A[Del(T):R1]C	0	2	1	4	1	3	13	0	5	4	1	5	0	5	3	5	0	0	0	0	7	1	2	4	0	9	1	0	0	0	2	0	4	2	5	0	0	3	6	7	8	0	1	0	3	1	2	0	0	0	4	0	0	2	1	0	1	2	0	1	0	0	3	1	1	4	10	4	0	2	5	0	1	0	2	6	0	0	2	5	2	0	8	3	3	2	5	9	0	1	2	1	5	3	0	3	1	8	3	2	3	5	2	0	1	2	0	42	1	0	2	1	0	5	7	1	2	2	3	2	3	0
A[Del(T):R1]G	1	1	7	4	2	1	1	1	5	5	0	16	0	8	0	2	0	0	0	0	4	0	0	3	1	7	1	1	0	0	0	0	3	4	11	1	1	2	2	12	8	0	1	2	2	2	0	0	0	0	2	0	0	1	1	1	2	4	0	7	7	2	1	0	2	1	9	5	2	6	7	0	0	2	1	5	0	0	2	4	4	1	11	2	9	4	3	15	3	0	4	1	7	0	2	3	4	6	6	8	0	7	3	1	1	0	0	9	0	0	0	0	2	4	13	1	8	4	1	2	2	1
A[Del(T):R2]A	5	0	3	2	1	4	6	2	2	1	1	11	0	5	4	2	0	0	3	2	0	4	0	6	0	6	0	0	1	1	1	0	4	3	2	1	0	1	2	5	10	0	0	0	2	2	0	1	0	0	1	0	0	3	1	3	2	1	2	2	2	4	3	2	4	7	7	2	2	4	11	0	1	0	0	1	1	1	3	9	2	1	9	5	11	6	4	28	7	0	4	1	5	3	7	4	2	6	5	2	2	5	0	5	1	3	2	130	3	1	1	1	2	5	3	0	4	6	3	2	1	0
A[Del(T):R2]C	1	0	1	6	2	1	10	0	7	2	0	1	0	7	0	3	0	0	1	0	3	1	0	2	1	7	0	2	0	0	0	0	5	7	2	1	0	1	1	2	11	1	2	0	3	1	4	1	0	3	2	0	1	1	0	0	2	1	0	2	3	0	3	2	0	5	4	6	0	3	9	0	2	0	0	1	0	1	1	6	0	0	12	2	11	6	2	7	3	0	1	1	1	1	2	1	0	2	2	3	3	2	0	0	0	1	2	48	0	0	0	1	0	1	2	0	3	1	3	1	1	2
A[Del(T):R2]G	5	0	1	4	1	2	6	1	2	1	1	13	0	5	1	1	0	0	0	0	4	0	1	7	1	1	1	1	2	0	0	0	2	1	1	0	1	1	4	10	3	0	0	1	2	0	2	0	1	2	2	0	0	0	0	0	1	1	0	3	4	1	3	0	1	2	4	1	0	1	6	1	0	0	1	3	0	1	1	3	4	0	5	1	5	3	3	11	3	0	5	3	5	0	2	5	1	2	3	3	3	4	2	1	0	1	2	41	0	0	1	0	0	3	1	1	3	2	3	0	0	0
A[Del(T):R3]A	11	1	1	1	1	2	10	2	5	4	1	10	2	12	2	0	1	0	3	2	3	1	2	10	0	6	1	2	1	2	0	0	2	4	2	2	1	3	2	6	7	0	1	1	4	2	1	0	0	0	3	1	0	0	2	1	0	1	0	2	7	1	5	1	0	3	8	3	3	2	8	0	0	1	0	5	2	3	0	6	1	1	9	3	9	6	5	29	0	1	3	1	4	3	2	1	1	5	6	6	2	5	0	2	1	4	1	69	0	1	0	2	3	4	5	2	6	7	5	1	3	2
A[Del(T):R3]C	3	0	0	1	0	4	7	1	2	1	2	4	1	5	2	3	0	2	0	1	1	0	0	4	0	5	1	1	1	0	0	0	4	3	5	1	1	2	3	0	5	2	0	0	2	1	0	0	0	0	2	1	0	3	0	3	1	1	0	4	2	0	2	1	0	8	5	1	1	1	7	0	0	1	1	2	0	3	0	9	1	1	3	1	5	5	2	10	1	1	2	1	4	2	0	2	2	3	4	3	2	6	1	2	0	1	1	61	1	1	1	0	1	3	0	2	3	3	2	0	2	0
A[Del(T):R3]G	5	2	2	1	0	1	1	0	0	3	2	8	0	7	0	0	0	0	2	2	1	2	0	4	1	4	0	1	0	0	0	0	2	0	2	2	0	0	1	5	7	0	0	0	2	0	0	0	0	0	1	0	0	2	0	1	0	1	0	2	3	1	2	1	1	5	5	3	1	1	2	0	0	0	0	7	0	0	0	6	1	0	7	1	13	3	3	14	3	0	1	2	2	1	3	0	0	5	3	4	1	1	0	2	0	2	0	37	1	1	1	0	4	1	4	0	4	3	2	5	2	0
A[Del(T):R4]A	3	0	1	2	1	2	8	1	4	5	0	11	3	3	4	3	0	0	2	2	4	1	2	11	1	6	1	1	2	0	1	0	3	8	5	2	1	2	3	10	7	0	3	0	2	1	4	0	0	0	5	0	0	4	4	4	1	0	2	5	1	3	3	2	3	8	4	2	2	1	7	1	0	1	2	3	1	4	4	8	3	0	2	1	5	4	3	62	3	0	1	1	6	4	4	0	1	7	3	3	2	8	1	2	0	1	3	133	0	2	0	1	3	2	1	0	3	2	4	3	6	0
A[Del(T):R4]C	4	0	2	1	3	2	8	1	4	1	2	10	1	4	4	2	0	2	1	1	2	0	0	8	0	4	0	0	2	0	0	0	4	5	5	1	0	0	4	4	5	0	1	1	1	2	1	1	0	2	3	0	0	0	2	2	3	0	0	1	1	0	2	2	0	4	4	1	3	3	9	0	0	0	1	1	2	0	0	7	0	1	9	0	3	4	1	44	4	0	2	1	5	2	1	2	0	4	2	2	1	3	0	1	0	0	1	144	1	0	0	1	3	1	3	1	2	3	3	3	1	1
A[Del(T):R4]G	3	0	1	2	1	1	4	0	2	0	0	14	1	5	1	3	0	0	3	0	6	0	0	8	1	2	1	2	0	1	0	0	1	2	1	1	0	3	2	10	4	0	1	1	2	1	1	0	0	0	1	0	0	0	3	5	0	0	2	2	1	2	2	1	1	6	4	2	3	0	5	1	0	0	1	1	1	2	0	8	5	1	4	0	3	2	2	21	0	0	0	1	0	0	2	1	1	2	4	3	3	0	1	0	0	2	0	43	0	0	0	0	1	3	5	0	3	3	2	3	2	0
A[Del(T):R5]A	12	1	1	1	5	3	6	1	6	7	2	12	4	3	2	2	0	2	4	2	3	1	0	9	1	8	5	3	0	1	0	0	2	6	5	2	2	6	3	13	5	0	2	0	5	5	2	0	0	6	4	0	0	0	1	5	2	1	1	2	9	2	2	0	5	11	4	4	4	2	6	0	0	1	5	2	1	5	2	11	5	0	6	3	7	5	5	253	6	0	2	1	0	7	0	2	0	3	7	3	1	2	1	1	1	3	5	36	0	1	1	0	0	5	6	0	3	5	2	5	3	0
A[Del(T):R5]C	4	0	1	0	0	1	3	1	0	4	0	8	3	1	2	0	0	1	0	1	1	0	0	2	0	0	1	0	0	3	1	0	4	7	4	2	1	1	2	2	9	1	1	0	1	2	1	0	1	3	8	1	0	1	1	5	1	0	0	1	1	1	1	3	0	2	4	1	1	0	3	1	0	1	1	3	0	2	2	2	2	0	4	2	3	3	3	91	0	0	1	0	2	3	1	0	3	5	7	3	2	1	0	2	0	1	0	24	0	1	1	2	2	3	1	0	3	0	1	0	1	0
A[Del(T):R5]G	3	0	0	0	3	2	1	1	2	1	1	4	3	0	4	0	0	4	1	0	3	1	0	7	2	3	0	0	2	2	1	0	4	4	4	1	0	2	1	7	3	0	1	0	2	3	1	0	0	1	2	0	1	0	3	1	1	1	0	2	0	2	0	1	0	6	4	2	0	3	9	1	2	0	1	2	1	0	1	4	0	0	6	1	4	2	2	108	0	0	3	1	7	1	1	1	0	5	2	1	0	1	1	1	0	2	1	39	1	0	0	1	3	5	2	0	1	1	0	1	3	0
A[Del(T):R6]A	18	1	4	0	5	2	4	1	3	2	1	4	5	9	3	4	1	1	2	2	8	1	3	10	3	8	2	2	0	5	0	0	1	6	3	2	7	6	1	2	7	2	1	1	2	4	9	0	0	5	14	0	2	1	2	4	3	1	0	2	1	1	1	0	1	14	6	5	3	2	6	0	0	0	11	5	1	8	2	12	1	1	9	2	6	4	8	432	2	0	2	0	1	8	1	1	0	11	3	0	1	4	0	4	0	0	0	19	0	0	0	0	2	6	2	0	0	4	2	2	1	2
A[Del(T):R6]C	5	0	1	1	3	2	2	0	2	4	1	0	2	1	3	0	1	0	1	0	4	1	0	2	0	6	1	1	0	3	0	0	2	5	4	0	1	5	2	3	4	0	0	0	2	7	3	0	0	1	10	2	2	1	1	2	1	1	0	1	1	0	2	1	3	3	5	1	1	0	2	1	0	1	0	4	0	1	0	5	1	0	2	4	7	2	6	158	2	0	2	2	0	5	1	1	1	2	5	1	1	3	1	4	0	0	1	18	0	0	0	0	0	5	2	1	1	5	2	0	3	0
