MutationType	SP53460	SP50827	SP50263	SP50317	SP54113	SP50406	SP51824	SP55387	SP52779	SP55235	SP50713	SP50611	SP50485	SP51037	SP55142	SP53387	SP54745	SP52284	SP53618	SP52232	SP50412	SP50321	SP53548	SP55004	SP56079	SP56168	SP54363	SP53810	SP50518	SP56303	SP55711	SP55509	SP55309	SP52607	SP52667	SP51446	SP50592	SP53073	SP56638	SP56537	SP57586	SP56541	SP56553	SP56771	SP57941	SP57818	SP56460	SP56474	SP56704	SP56533	SP56730	SP59245	SP57024	SP57933	SP56754	SP56827	SP57084	SP57538	SP57735	SP57669	SP56566	SP56569	SP58342	SP58349	SP56644	SP57629	SP56941	SP57619	SP58245	SP57251	SP56502	SP58668	SP58101	SP58991	SP56607	SP58326	SP57267	SP57066	SP57901	SP57651	SP57450	SP57846	SP58612	SP56821	SP58882	SP57189
G[Del(T):R4]A	3	5	1	2	8	0	3	0	7	4	0	1	0	0	22	3	4	2	4	3	0	1	2	0	2	2	2	5	0	4	0	2	0	0	1	1	1	1	3	2	1	2	8	2	6	2	3	0	6	5	5	1	1	6	6	0	4	8	5	3	1	2	7	3	4	4	0	7	3	7	3	2	5	5	3	4	4	6	2	2	2	4	4	6	5	13
G[Del(T):R4]C	3	6	2	3	5	0	3	1	1	3	0	1	1	0	16	2	2	1	0	0	0	0	3	0	0	2	1	3	0	3	0	3	0	1	0	2	1	1	1	1	1	1	6	6	5	2	1	1	4	6	2	1	0	3	3	4	3	4	0	3	0	4	2	3	2	2	0	1	7	3	3	4	1	3	0	5	3	2	0	2	5	1	0	3	4	6
G[Del(T):R4]G	5	3	4	4	12	0	0	0	4	11	1	1	0	1	25	3	5	1	5	2	1	3	1	0	2	0	6	10	0	3	2	6	0	0	4	2	1	4	7	6	3	5	6	1	3	4	4	3	7	5	3	7	3	11	2	3	2	8	3	7	2	3	1	5	2	6	2	8	2	7	4	8	3	1	3	6	6	3	3	1	3	3	4	3	0	14
G[Del(T):R5]A	0	1	0	1	7	0	2	0	1	2	1	2	0	2	14	2	1	1	2	1	0	2	2	0	2	1	0	3	2	1	2	4	0	1	0	1	0	1	0	4	0	0	6	3	5	3	3	3	2	1	5	5	2	4	2	0	7	5	1	2	0	2	2	5	3	3	0	1	0	6	4	3	3	4	1	8	2	2	3	2	1	0	1	2	3	10
G[Del(T):R5]C	0	1	2	1	7	0	3	0	0	4	0	3	0	0	15	1	2	0	4	0	0	0	3	0	4	1	2	3	0	3	1	1	1	1	1	0	0	2	1	1	1	1	5	1	7	1	1	1	7	1	4	1	1	2	1	1	3	2	2	0	0	0	2	3	0	1	0	2	8	2	5	4	3	4	0	5	3	4	4	1	1	2	1	3	4	3
G[Del(T):R5]G	0	1	1	0	6	0	4	1	2	7	1	4	0	1	13	4	3	1	5	2	0	0	0	0	4	1	1	6	1	1	1	3	0	1	0	0	0	1	2	1	3	2	4	2	62	5	5	0	3	3	3	3	8	13	1	2	7	4	1	2	3	2	3	6	2	5	0	1	6	78	1	3	3	1	3	8	4	2	4	3	0	2	3	1	3	16
G[Del(T):R6]A	2	2	2	1	4	0	0	0	2	1	0	2	0	2	5	0	2	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	1	0	1	1	1	2	3	0	3	1	3	4	1	5	0	0	2	1	0	1	0	2	0	3	1	1	1	2	1	7	3	2	0	1	4	1	2	3	3	3	1	4	3	4	3	1	3	0	2	3	3	4
G[Del(T):R6]C	2	2	0	2	1	0	3	0	1	2	1	1	1	0	6	1	1	0	2	1	0	0	0	0	1	0	2	2	1	1	2	2	0	0	1	1	0	0	2	0	0	2	6	1	0	2	0	1	1	1	2	2	1	1	1	1	1	2	2	1	0	4	4	2	1	3	0	2	1	4	1	1	2	3	0	4	2	1	2	0	2	1	0	3	3	4
G[Del(T):R6]G	1	1	0	0	4	0	2	0	1	1	1	2	1	1	11	1	0	0	0	2	0	0	1	0	2	0	5	1	0	1	0	1	0	0	1	0	0	0	1	5	1	0	6	0	1	1	2	2	0	2	3	4	0	7	3	1	2	2	1	6	2	4	3	3	4	1	0	1	4	2	4	3	1	1	1	6	3	2	0	0	0	2	2	4	2	5
G[Del(T):R7]A	0	0	0	1	1	0	0	0	1	5	0	0	0	2	5	1	2	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	3	3	2	0	4	0	2	2	3	1	0	1	5	3	3	5	0	0	1	0	2	2	0	0	2	1	1	5	0	1	2	2	1	3	2	1	0	1	2	1	1	0	0	0	0	1	2	2
G[Del(T):R7]C	0	1	0	1	4	0	0	0	2	1	0	1	0	0	6	0	2	1	1	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	2	0	1	1	0	3	0	3	2	1	2	3	2	2	2	0	4	1	3	1	5	3	4	0	0	1	1	3	1	0	0	2	1	0	2	1	1	0	4	3	2	3	0	0	1	1	2	3	7
G[Del(T):R7]G	0	2	0	1	3	0	0	0	0	2	1	0	0	0	5	1	2	0	1	0	0	0	0	0	1	0	0	1	3	1	0	0	1	0	0	0	0	0	1	0	3	1	3	1	2	0	1	1	0	2	0	3	1	5	1	1	1	2	1	3	1	2	2	4	1	0	2	1	6	1	1	2	6	0	1	2	2	2	1	0	2	3	0	2	2	3
G[Del(T):R8]A	0	1	3	2	2	0	0	0	0	0	0	1	0	1	3	1	1	1	0	0	0	1	0	0	0	1	0	1	0	3	0	2	0	0	1	0	0	0	0	3	1	0	2	0	2	0	0	2	2	1	0	1	0	0	2	0	2	1	0	1	0	3	3	1	1	3	0	0	2	2	1	1	2	0	0	4	0	2	0	0	1	0	4	0	2	1
G[Del(T):R8]C	0	1	0	2	1	0	0	0	0	4	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	2	3	0	0	0	0	5	1	1	1	1	1	0	1	1	0	1	1	3	0	0	0	1	1	2	3	2	1	2	1	2	0	0	1	1	1	2	0	7
G[Del(T):R8]G	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	2	1	0	3	0	1	1	1	0	0	1	1	1	0	3	2	0	2	1	1	3	1	1	1	0	2	1	0	0	0	0	0	2	0	0	2
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	1	0	0	1	10	0	2	0	2	2	0	1	0	1	7	3	7	2	0	1	0	0	3	0	4	2	3	4	0	1	1	2	0	0	0	0	0	2	3	2	1	4	1	1	3	1	2	1	1	0	5	5	2	1	2	0	2	4	5	4	3	3	22	11	2	2	0	1	1	4	3	9	4	1	0	2	24	3	3	0	5	4	1	1	1	6
A[Ins(C):R0]G	1	0	0	0	2	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	1	0	1	1	0	1	0	0	1	2	1	0	0	1	0	1	0	1	2	1	0	2	2	2	0	0	4	2	0	0	1	1	0	0	1	1	0
A[Ins(C):R0]T	3	2	0	1	6	0	0	0	1	2	0	1	0	0	5	4	3	0	1	0	0	0	0	0	1	0	1	6	0	2	0	0	0	0	0	0	0	3	5	4	3	3	4	0	3	0	1	1	2	0	5	9	1	6	0	3	1	1	0	1	0	6	12	6	3	1	0	0	2	1	2	3	4	0	3	3	10	2	0	1	1	0	1	5	0	5
A[Ins(C):R1]A	0	0	1	0	3	0	2	0	0	0	0	0	0	0	2	2	2	1	3	1	0	0	2	0	0	0	2	5	0	0	0	1	0	0	0	1	1	0	3	0	0	0	3	0	1	0	0	0	1	0	1	1	0	0	2	0	3	0	0	0	0	1	0	0	1	1	0	0	0	1	2	3	0	1	1	0	1	1	1	0	0	1	1	2	0	3
A[Ins(C):R1]G	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
A[Ins(C):R1]T	1	0	0	0	3	0	0	1	1	1	0	0	0	0	4	0	2	0	2	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	2	1	0	0	2	0	1	1	0	0	1	1	1	2	0	1	0	2	0	0	1	2	0	0	2	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4
A[Ins(C):R2]A	0	2	1	0	1	0	0	0	1	1	1	2	1	0	0	0	2	0	0	1	0	0	0	0	1	1	1	4	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	2	1	0	0	0	1	1	0	0	2	0	1	0	2	0	1	0	2	1	1	2	2	2	0	2	2	1	0	0	1	0	1	0	0	0	2
A[Ins(C):R2]G	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	2
A[Ins(C):R2]T	3	0	1	0	2	0	0	0	0	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	1	3	0	0	3	1	0	0	0	1	0	2	0	1	2
A[Ins(C):R3]A	0	1	0	0	1	0	0	0	2	3	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	4	0	0	0	1	0	0	1	0	0	0	0	1	1	1	2	0	2	0	0	1	2	1	0	1	0	1	1	0	0	1	2	2	0	0	0	1	0	0	0	1	1	2	3	6	2	0	0	1	0	0	0	0	0	0	0	0	1	4
A[Ins(C):R3]G	3	1	0	0	5	0	0	0	2	4	1	0	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	2	0	0	0	2	0	0	0	1	2	1	0	0	0	2	0	0	2	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	2	2	0	0	2
A[Ins(C):R3]T	3	1	0	1	2	0	1	0	2	2	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1	2	0	0	0	1	0	0	1	2	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	4	1	0	1	0	0	1	0	0	0	3	1	3	1	0
A[Ins(C):R4]A	1	1	0	0	7	0	0	1	1	4	0	0	0	0	5	0	2	0	3	1	0	0	0	0	3	0	1	8	0	0	0	4	0	0	1	0	0	2	1	4	1	1	5	1	2	1	1	0	5	0	2	2	0	1	0	0	2	2	2	1	0	1	1	1	1	1	0	1	0	0	1	0	3	2	1	8	0	1	0	0	0	5	1	3	0	6
A[Ins(C):R4]G	0	1	0	0	4	0	0	0	0	1	0	2	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	2	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R4]T	0	1	0	0	0	0	0	0	1	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	3	1	1	2	1	0	2	0	1	0	0	1	0	0	1	0	1	0	2	2	2	0	0	1	0	2	1	0	0	0	0	0	0	2	1	1	0	0	1	1	0	0	1	0	0	0	1	1	2
A[Ins(C):R5]A	1	1	0	0	2	0	0	0	3	4	0	1	0	0	4	2	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	1	1	2	0	1	2	0	0	1	0	0	0	3	2	0	1	1	0	0	2	0	0	1	2	1	1	0	0	0	0	1	1	3	0	0	3	2	3	1	0	1	2	1	0	0	4
A[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
A[Ins(C):R5]T	0	3	0	1	2	0	0	0	3	2	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	1	1	0	0	1
A[Ins(C):R6]A	0	1	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	2	0	0	1	0	1	0	0	2	0	0	0	0	2	1	0	0	1	2	0	0	1	1	1	1	1	0	1	2
A[Ins(C):R6]G	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
A[Ins(C):R6]T	1	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	2	1	0	0	1
A[Ins(C):R7]A	1	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	1	1	0	0	0	1	1	0	1	1	2	0	1	0	0	0	1	0	0	0	1	0	1	4	1	0	1	2	1	1	0	0	3	0	0	1	1	0	0	1	2	0	2	1	0	0	0	1	0	0	2	0	0	1	1	0
A[Ins(C):R7]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
A[Ins(C):R7]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A[Ins(C):R8]A	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0
A[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
A[Ins(C):R8]T	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	0	1	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	2	1	2	1	0	0	0	0	0	2	1	1	0	1	1	2	1	0	1	1	0	1	0	3
G[Ins(C):R0]G	1	1	0	0	2	0	0	0	2	1	2	1	0	0	4	1	0	0	1	0	0	0	0	0	1	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	2	0	1	0	2	0	0	0	0	1	0	0	2	0	3	0	0	0	2	2	1	0	0	1	0	0	1	2	1	0	0	2	1	1	0	1	0	0	0	0	0	4
G[Ins(C):R0]T	1	0	0	0	2	0	1	1	1	1	0	2	0	0	3	2	0	0	4	1	0	0	0	0	1	0	1	8	0	0	0	0	0	0	0	0	0	2	2	3	2	3	3	0	0	1	1	2	3	1	1	2	1	2	3	1	1	2	1	0	2	1	0	2	0	0	0	2	2	6	5	3	2	0	0	0	4	2	1	0	0	5	3	2	3	6
G[Ins(C):R1]A	0	0	0	0	4	0	0	0	1	2	0	6	0	0	1	2	0	0	2	1	1	0	0	0	1	0	0	3	1	1	0	4	0	0	0	0	0	1	0	2	2	0	1	0	3	0	1	0	1	0	1	0	0	2	0	0	2	0	0	1	0	0	0	2	0	1	0	1	0	1	2	2	0	2	0	4	2	1	0	0	0	0	4	0	0	2
G[Ins(C):R1]G	1	0	0	0	0	0	0	0	2	2	0	2	0	0	2	2	0	0	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	1
G[Ins(C):R1]T	0	0	0	0	2	0	1	1	1	3	0	2	0	0	3	0	0	0	3	2	0	1	0	0	0	0	2	3	0	0	0	3	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	2	1	0	0	0	0	0	1	1	1	1	0	4	0	1	1	0	2	0	1	0	0	2	2	2	3
G[Ins(C):R2]A	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	3	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	1	2	0	0	1	1	0	1	0	2	1	1	1	1	2	1	0	2	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	1
G[Ins(C):R2]G	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	2	0	0	0	0	0	1	0	1	1	0	1	0	1	1	2	2	1	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	3
G[Ins(C):R2]T	1	1	0	0	5	0	2	1	0	2	0	1	0	0	2	1	0	0	1	1	0	1	0	0	1	0	1	3	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	2	1	1	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	2
G[Ins(C):R3]A	1	0	0	0	4	0	0	0	2	0	0	1	0	0	4	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	6	0	1	1	0	0	2	1	3	1	0	3	1	0	2	2	1	0	0	0	0	1	0	0	0	0	2	1	1	2	1	1	0	1	0	6	0	2	1	0	1	0	0	6
G[Ins(C):R3]G	0	2	0	0	1	1	0	0	2	1	0	2	0	0	3	1	1	0	1	1	0	0	0	0	0	1	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	2	0	1	0	0	0	1	3	0	0	0	0	1	1	0	0	0	1	0	0	2	1	1	0	0	0	1	2	1	0	0
G[Ins(C):R3]T	0	0	0	1	2	0	2	1	1	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	3	1	0	1	3	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	2	0	1	1	0	2	2	1	2	0	0	0	0	0	0	2
G[Ins(C):R4]A	0	0	1	0	2	0	0	1	5	1	0	1	0	0	2	3	0	0	1	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	3	0	3	1	0	0	2	1	0	0	1	1	0	0	1	3	1	0	0	1	1	0	2	0	0	1	0	0	3	0	3	0	1	1	3	0	0	2	0	1	1	3	0	1
G[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1
G[Ins(C):R4]T	1	2	0	0	1	0	0	0	0	3	0	0	0	0	4	2	0	0	1	2	0	0	0	0	0	0	1	4	0	1	0	1	0	0	0	0	0	1	1	0	1	2	2	0	1	1	0	0	0	0	0	2	0	0	1	0	0	1	0	1	1	0	2	1	1	0	0	2	0	1	2	0	2	0	1	2	1	0	0	0	1	0	1	1	0	1
G[Ins(C):R5]A	1	1	1	1	4	0	1	0	2	0	0	2	0	0	3	2	0	0	3	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	1	0	0	1	2	1	1	3	1	0	2	0	0	0	3	0	0	0	0	0	1	1	1	1	3	3	0	0	0	0	1	1	0	0	2	0	2	3	2	2	1	1	1	1	1	0	1	3	0	0	0	1
G[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	2
G[Ins(C):R5]T	0	0	0	0	1	0	1	1	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	2	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	2	0	0	0	1	0	2	0	0	2	1	1	0	0
G[Ins(C):R6]A	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	2	0	2	2	2	1	1	1	0	1	0	0	4
G[Ins(C):R6]G	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0	5
G[Ins(C):R6]T	0	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	1
G[Ins(C):R7]A	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	2	0	0	3	2	1	0	2	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	1
G[Ins(C):R7]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1
G[Ins(C):R7]T	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0
G[Ins(C):R8]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	1	0	0	0	0	1	0	0	0
