hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24	hdp.25	hdp.26	hdp.27	hdp.28	hdp.29	hdp.30	hdp.31	hdp.32	hdp.33	hdp.34	hdp.35
C[Del(T):R2]A	0.000155542512489475	4.95755516987408e-05	0.00159378041350451	0.00161009551065103	0.000215527654474536	0.0016069016016204	0.0225978304339176	0.0010762269760879	0.00542508922406738	8.32057460510354e-05	0.00283940335718809	0.00164265432013082	0.00708453414838817	0.000418003251381998	0.00162439611078937	0.0080024939734074	0.00214256650157891	3.56857693487199e-05	0.00603373814493367	0.00393221765838017	0.000951009437338469	0.000568223405556485	0.000106401691580364	0.00702843869565749	0.000565775803031257	0.000273572508996223	0.00161317767034768	0.00339398582536076	0.00305530764761464	0.000132341689994829	0.000613096223834458	0.00182020610543478	2.21185700268207e-05	0.00110773887090975	0.000965351595131812
C[Del(T):R2]C	0.000204320666694949	0.000224578382233045	0.00324362758581037	0.000771303531379668	0.000445535258709979	0.00181872124040151	0.00259633441620852	0.00119191907895927	0.00782227318848726	0.000173383841920798	0.00255151371402669	0.00269495023548709	0.000619570157328746	0.00034782567367242	0.00094413632885112	0.0049004413864467	0.00187268653493197	4.14742153095829e-05	0.00705425567383468	0.00379779950188531	0.00137253616866118	0.000358586207995818	0.000157243247949701	0.00486717412655455	0.000531875528343521	0.00103424793487297	0.00221177260608406	0.00128057225390104	0.00389227317553165	0.000527371301002551	0.000375761742352038	0.00179467408140264	0.000245258712905156	0.00141777239538522	0.00115646800833628
C[Del(T):R2]G	0.000108058010791006	8.82140117358589e-05	0.00227492170056192	0.000880488076786089	0.000209332424556004	0.00132288594616944	0.000833864491725384	0.00155681972012324	0.00555809121085322	0.000458182988087788	0.00218942124950755	0.00128308930598071	0.00118766296314105	0.0008828614482052	0.000484025343656643	0.00903353101541136	0.00374733630436154	3.12286659588555e-05	0.00572592358149948	0.00358667850079773	0.000163787576168042	0.000368585654064021	4.42668273043768e-05	0.00604867770502984	0.000509771083645345	0.000794704968978532	0.00108550177411415	0.00253064262661544	0.00271928012944596	8.25977483597238e-05	0.000238529230604192	0.000425187145307524	1.82096848065636e-05	0.000497610700021313	0.000821622707635081
C[Del(T):R3]A	0.00029427168388311	0.000117182322321815	0.00172060909258258	0.0021041364463584	0.000361369742932209	0.00141985877896013	0.00611458775436939	0.00108290285024341	0.00777487681205584	0.000592448153049434	0.00231905097511096	0.00127050351876622	0.00241192234849954	0.000790890161488894	0.000984065121444647	0.00381089398138784	0.00158675687712574	3.45280801565474e-05	0.00427673843064054	0.00837717411582125	0.00151514046898644	0.000762349955870381	0.000136216928973828	0.00326317236205087	0.001732690197909	0.000555986444813377	0.00365076555799945	0.00462115565595007	0.00343805356826784	0.000748902880619636	0.00116928348455066	0.001367638463767	0.000132759089492878	0.00226888456890603	0.000817587467350725
C[Del(T):R3]C	0.000258442102733778	0.000178915088150936	0.00391181134650646	0.0013831465193665	0.00064210671593727	0.00176697640966677	0.00100107966398267	0.00125760184393595	0.00895369629957475	0.000134194018534925	0.00301372967328567	0.00133735792544895	0.000696107575449705	0.00125525036616402	0.000987132898901076	0.00220615908717017	0.000884018583559197	0.000140861832457599	0.00522766060972893	0.00629532429527454	0.00109148115150924	0.000634400749055856	0.000145441147596063	0.00268295548619039	0.000683913186289411	0.000250061705199083	0.00188348039369115	0.00116249812047842	0.00427002523057968	0.000383092490343137	0.00072483089665181	0.0015433588644588	0.00011898265255807	0.0011054861786925	0.00279374020608025
C[Del(T):R3]G	0.000154810597334173	0.000135373664762769	0.00175834893909891	0.000425958306674077	0.000199165009668845	0.00219243222483982	0.00116673534908032	0.00134933958605848	0.00824467526259123	9.78026212667721e-05	0.00146500684479047	0.00152551072294907	0.00175856714973298	0.000382147816720298	0.000526878856726766	0.00484378369365717	0.00262393764846961	2.38773395885596e-05	0.00434685898529137	0.00980921580377596	0.000863864775786835	0.000600411140945084	0.000184292161964729	0.00429810820567252	0.00154275891213345	0.000540862203434806	0.00280309466969039	0.00146812021322263	0.00303418741937169	6.91284002665506e-05	0.000835874218492206	0.000653357948309705	0.000100772967751506	0.00163138168219359	0.00180561074144859
C[Del(T):R4]A	0.00223038982642271	0.000302220496292558	0.00119929286752191	0.00214744397817166	0.000949115255036355	0.000867506458311569	0.0113605621216742	0.00122771756358257	0.00586797373159396	0.00027923786714491	0.00127336906954462	0.00102346866211153	0.00277522060614145	0.000740824477198233	0.000448515422217973	0.0046563182832645	0.00145769164880904	0.000365135171211233	0.00285016220631739	0.0117473625469383	0.000319360976014258	0.00127424269736654	0.000247821494428756	0.00449897388739716	0.00145632854697916	0.000132848834515156	0.000927820443144407	0.00295178094185996	0.0032967690947227	0.00125631959185452	0.00163113945322112	0.00211195665455622	0.000192822447755366	0.0011807260987486	0.00128894069925033
C[Del(T):R4]C	0.00262957085523068	0.000272581727005428	0.00226032463139136	0.0011263944549993	0.00235906858983319	0.00099330168786052	0.00111026682209052	0.00126366691541841	0.00681263069866896	0.000582333502717165	0.00178298571108053	0.00107363644630302	0.00191939751916004	0.000637058639606367	0.00207949215407968	0.00346488841834314	0.00161255298117158	0.000213564713726038	0.00271687206887461	0.00778496672019381	0.000642472575933954	0.000682322673746048	0.000116179928644874	0.00342743473807781	0.00106953112659555	0.000408894668699228	0.00176148052458009	0.00235950390717274	0.00350752852770453	0.00154847616597073	0.00152002055594123	0.000695218144573565	0.000268092322911292	0.000964557753581441	0.00190747401099513
C[Del(T):R4]G	0.00191685567177029	0.00024326320475154	0.00162901890624777	0.00099091739407773	0.000446371054679517	0.00149731897024797	0.000930787457130295	0.00104210060307041	0.00525446430823558	0.000863195879938887	0.00102907127754526	0.00128635378669443	0.00119188003431048	0.000620524426619704	0.000595482626166918	0.00655371025811265	0.00326024487015297	0.000164825998735572	0.00202365420290582	0.0129377439368404	0.000914067341714496	0.000753415621945742	0.000219513790211551	0.00572635751529256	0.00195472680788787	0.000124291697945702	0.000523942716173035	0.000872283821355791	0.00266670651918052	0.000165088597131407	0.00159843434607364	0.0025375674081056	9.01427067256851e-05	0.00161261225063947	0.000654452259802256
C[Del(T):R5]A	0.00548666905737365	0.000293244215413422	0.00141693633662045	0.0016061994874695	0.00180142465731234	0.000699317782270218	0.00370609398575518	0.00117466573690137	0.00331023654946956	0.000379222312164481	0.00113937077823137	0.00215040247742251	0.00244056934920219	0.000207007472922594	0.000517755000457385	0.00278386533333423	0.000526032240296713	0.000284560003436022	0.00172325644518704	0.00603138714860235	0.000737471849862761	0.00143018339165475	0.000131298601986282	0.00485371151058361	0.000954782947434383	0.000311781118794718	0.00213732525615818	0.00260420669686659	0.00232242723963646	0.00218720120451605	0.00229159781922114	0.00160509013824994	0.000328680043825277	0.00173922256401771	0.00076494351021995
C[Del(T):R5]C	0.00644095200954237	0.000531582919732729	0.000827744907682214	0.000310578106642582	0.00688067739453876	0.000345513022483759	0.000938618430286713	0.000326906200446832	0.00394307873886117	0.000651535260441811	0.000886125760525329	0.000283092529992653	0.00119294642012344	0.000443199906733934	0.000324477073092341	0.00181343842122301	0.000712370101393588	0.000248237505031607	0.00146577819849781	0.00356828124658292	0.000500314630850329	0.000864193859642647	0.000255187678411251	0.0048186332590129	0.000525508806040456	0.000142685277216257	0.000822779227356926	0.000879764504241752	0.00217485873242854	0.00116623887233192	0.00202367039983073	0.00353019704830547	0.000160836326013993	0.00110941487391938	0.0011172837013645
C[Del(T):R5]G	0.00467871492032786	0.00016538792837835	0.000696987865348964	0.000582218545310649	0.000804957683197699	0.00048386506826747	0.000295774346936769	0.000487333574907362	0.00288785996688198	0.000542313637686205	0.000932955079372246	0.000387272631447587	0.00131810133689881	0.000581008312834404	0.000212344243732853	0.00259953073623988	0.00101222178251527	0.000240770409742093	0.00111060043440286	0.00514415799064751	0.000323892721592564	0.000668259635342181	0.000117681808571722	0.00432184888379924	0.00091477222491068	0.000124121123794815	0.00167302236778084	0.00090484892314484	0.0014825632620843	0.00011552282147637	0.00196414389779497	0.00145709682247992	9.09530853689091e-05	0.00117118369451634	0.000974537076305411
C[Del(T):R6]A	0.0105375172777251	0.000681076482198033	0.000435616248077569	0.00185689880153683	0.00294957136699148	0.000690965493713824	0.00201625969103365	0.000541444615143362	0.00145043669300057	0.000154375888248315	0.000951548811401456	0.000849925090284812	0.0023685398347451	0.00150601125448276	0.000740780832017805	0.00129898778955611	0.00147192260750229	0.000674932799036617	0.000467919833117122	0.00474995784186166	0.000522824573661311	0.00286037993284214	0.00022579266589067	0.00398855833759853	0.0003022134664501	0.000120340063450173	0.00261997535873527	0.00206729878115303	0.00122514078279893	0.00961511907954894	0.0059835257279093	0.00211792567978244	0.00114325358826129	0.00107684995522684	0.00112729215917504
C[Del(T):R6]C	0.00528935504759236	0.000234799131846625	0.000173901307739282	0.000516578452046097	0.0152648655737428	0.000862060629932479	0.000536075807207427	0.000589674977156687	0.00155359576154392	0.000721412909220314	0.000465476684614003	0.000621101179760398	0.00277056728623036	0.000868541989771835	0.000507462845519364	0.00120412431282519	0.000765153205538394	0.000684888926089302	0.000840109666971859	0.0041257086222399	0.000923626783139595	0.00162502968550502	0.000938386638560093	0.00344407789456357	0.000319435316481975	0.000124177981845111	0.0010451310738868	0.00134832069648922	0.00170991995428329	0.00430516710917751	0.00434500288283828	0.00108035505610518	0.000627900440502763	0.000848291802864814	0.000466441919711408
C[Del(T):R6]G	0.00518339941037502	0.000205427235087197	0.000782799947823302	0.00069324768470408	0.000945647132585438	0.000548064534996363	0.000389345672599413	0.000511982553447332	0.00144385478346763	9.02492422964843e-05	0.000461567070261798	0.000165085599068431	0.000951264617241171	0.00104615918925341	0.000468360604364875	0.00105248181113127	0.000651938355234028	0.000445160436620163	0.000605435586008282	0.00407153353087687	0.000232017934355229	0.00122241574823424	0.000244039470572816	0.00316079106387631	0.000405257415732432	0.000534892108153791	0.000482911880447185	0.00116644357741989	0.000970779131279539	0.00126202090321671	0.00262882003049661	0.00111744003218806	0.000420157491845684	0.000776106533455304	0.000702715857413829
C[Del(T):R7]A	0.0260954962488704	0.001463654418827	0.000124149824943889	0.00316780906483915	0.00372883047823922	0.000475452228457382	0.000409700752985379	0.000137106865542215	0.000482788927289791	0.000757389285665923	0.000397311554427199	0.000683247719628698	0.00862420137397026	0.00335195020190349	0.000684233586933621	0.000574255758600442	0.00280657326786162	0.00191739378230604	0.000317463489712039	0.00198636828871919	0.000520053451536137	0.00803624443736916	0.00167473368083795	0.00206579016080347	0.000237751689649982	0.000302541685621719	0.00268373534257333	0.00086993102593198	0.00116391832282002	0.0261260811512544	0.0180963950654025	0.00185567366823056	0.0026456479234667	0.00264813881983311	0.000947697418887755
C[Del(T):R7]C	0.0232843569721866	0.00032802191954978	0.00123844103927181	0.00116899310614681	0.0761580561694958	0.000798841336622755	0.000592125117218831	0.000135741726806397	0.000756924694591177	0.000509870867101107	0.000670909359281461	0.000703428145858995	0.00100851014656407	0.00614133090550803	0.00147250933625615	0.000604628692000017	0.00256172204964472	0.00532991421407317	0.000420062254858644	0.00382711908337579	0.00083989797906217	0.00508784385356348	0.00144692092049109	0.00197714438302258	0.000340176051666481	0.000127077742410175	0.00249027011492618	0.000509434504533982	0.00150803300998602	0.00925757559074761	0.0143542147468713	0.00161864560198948	0.000856951580543438	0.00766318135232916	0.00111919513097288
C[Del(T):R7]G	0.0289801018857673	0.00036425665404791	0.000447459726119792	0.000768499974157821	0.00432248687730319	0.00105007984155856	0.000189760661355364	0.000425663458709026	0.000689958481024063	0.000211885916515028	0.000491084154704766	0.00116922367910241	0.00170243647830545	0.00226356215216341	0.000389432889546739	0.000487478323293897	0.000992131017301278	0.00168695574860409	0.000303034057656722	0.00349541013597801	0.000262078720003936	0.0047069359271661	0.000636067819809572	0.00148891435747118	0.00026995993532604	0.000202130368800077	0.0022656760840307	0.000764453397239922	0.000870336448048004	0.00368743002308425	0.0137830201754044	0.00117019851321979	0.000812809779153705	0.000758733771075884	0.000629099269857782
C[Del(T):R8]A	0.048667921909692	0.00120887730319606	0.000191613975353603	0.00426801254160699	0.0052547957401892	0.00051632810915408	0.00060766339452304	9.2679614512019e-05	0.000195290507094655	0.000953872000795702	0.000171885035987504	0.00112553089797946	0.00194852924068677	0.00741742704825656	0.000725275044925852	0.000286561662490649	0.0056057470351422	0.00300307470672549	0.000141387425948573	0.00101825067516146	0.000986860442371769	0.0124981129115382	0.00313190959576054	0.000161575471453226	0.000108159146477002	0.000311326254392355	0.000721926457490973	0.00133842689009166	0.00135259949658705	0.0111028762795123	0.029536350547289	0.00131437935481307	0.000743069546504484	0.00775339717024553	0.000830277236139686
C[Del(T):R8]C	0.0407150353695627	0.000531418114241938	0.000371639045551317	0.00157655624159263	0.0956174930631627	0.000859218505462225	0.000239351933814594	0.000140187071131857	0.000303249628175006	8.34666162823483e-05	0.000125955013719719	0.000446384013627507	0.00281986339403848	0.00688523507099044	0.000722556962309016	0.000469517283421568	0.00104295088694849	0.00601034603677261	0.000130023591698963	0.00180122679214481	0.00115591749014249	0.00779873564513237	0.00442914943159734	0.000650744609282818	0.000152466840487174	0.000184760234434839	0.00131051692593109	0.00071590135218652	0.000965971262442405	0.00574635172195104	0.0234943688598738	0.000889846876788421	0.000533562832565094	0.00806227731630577	0.000932936934689716
C[Del(T):R8]G	0.0510481845416476	0.000239034445681002	0.000172801272606589	0.00061546072379826	0.00220098252124446	0.000913805460667221	6.18009669549827e-05	0.00017774462554597	0.000210088332361389	0.000450143441868235	0.000182438591445878	0.000921892051473738	0.00189341648298979	0.00324606134515402	0.000670206055299947	0.000252082826179391	0.00136906705801139	0.00229048806671346	0.000163628709097612	0.00084488719210529	0.000453224152857427	0.00689511832639237	0.00279288234416811	0.000125216977075916	0.000216545749408737	0.000263110627741873	0.000694621887475352	0.00110137370192958	0.000430651897739933	0.000508699506291379	0.0198959626002622	0.000591549654838228	0.000547625285491629	0.00158048885962151	0.000445416194019238
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	2.72450145567194e-05	0.000171276915489647	0.00238304744685314	0.000886907489499292	9.96018918543346e-05	0.00142180020353169	0.00226909783504321	0.000979555666577061	0.00474409101105582	7.44547355642655e-05	0.00168045427222449	0.00120611770700339	0.0994231240528555	0.000426617641873333	0.00039230992436339	0.00331864048912946	0.00137523081708126	2.18803257320619e-05	0.00495495256448092	0.00448028904768005	0.000726815118468632	0.000672542902223068	3.84628245757795e-05	0.00294237722644057	0.000824956772518307	0.00218667532728489	0.000787075002205194	0.000745220802852466	0.00247725035888003	0.000130203698234008	0.000526862675836274	0.000845483540913567	1.8400362134381e-05	0.00180688442745498	0.000687450968180245
G[Del(T):R1]C	3.77128319758846e-05	4.83132914624508e-05	0.00116740586186021	0.00105041072103898	0.000312324890781608	0.00198918058845638	0.00101253896008709	0.000604637023423925	0.00551730223547114	8.44152353053044e-05	0.00118830414097119	0.000499924195250534	0.00126841745243144	0.00021545149767906	0.000373140289065702	0.00111582496208235	0.00174227096004459	3.38913511008524e-05	0.00472518914875471	0.0057553137604426	0.000713839819569325	0.000491795614615937	0.000102222055849186	0.00205340912927259	0.00147151255185099	0.000534693104977757	0.00243811941054453	0.000786931642750481	0.00169673780239026	0.000274233076521326	0.000635066989862558	0.00265432924349845	1.58262182088458e-05	0.000748722806862432	0.00133194786543886
G[Del(T):R1]G	0.000411967707050953	0.000123172440075188	0.00538996195240055	0.000797842368823762	0.000476468326036167	0.00191029365825338	0.00131730131904065	0.00127622870624148	0.00565150997098242	0.000146727647375732	0.00273754871653342	0.00105352346802136	0.300530013137873	0.000483192170906432	0.000510419356435923	0.00228193684680426	0.0033807595644649	0.000125956584108377	0.00610086503200665	0.0060265227898608	0.000258383890503703	0.00121741273781698	0.000384081764981401	0.0024925464584864	0.00124728680214716	0.00129212762198767	0.00103413640334279	0.000881369231376967	0.00304493168505517	0.000261155693584304	0.000695722523246609	0.00182174649904155	0.000114740082014132	0.00293672671440037	0.0014199267226912
G[Del(T):R2]A	6.88026600953316e-05	0.00010068866371498	0.000695502467590168	0.00205465582376088	0.000539695860309025	0.000467607056650674	0.0833122121339193	0.00141888727566788	0.00395776949975905	0.000544886766785974	0.00175663089452228	0.000538990047097419	0.00263925641498927	0.000290338159034509	0.0006076981027227	0.00113111558608175	0.0031299987114405	2.17645568128446e-05	0.00413979811957212	0.0030326970751616	0.00186972011344168	0.000335924535500504	5.80664091165581e-05	0.00270924862332963	0.000408582808516331	0.0019133018214647	0.0016223285141545	0.00111450109383269	0.00221486722769807	5.80821095023079e-05	0.00185143068733058	0.00178731870193033	1.14406396690452e-05	0.000534059260096393	0.000557659588244612
G[Del(T):R2]C	5.09893361535641e-05	0.000123405602388865	0.000893342968769164	0.000359208824569223	0.000501998877146889	0.00142665944164062	0.00120704725372278	0.000637900100725133	0.00474093516132624	0.000154055729328068	0.000616831399904478	0.000911532046564067	0.00309033761387062	0.000495362400069139	0.00163212913531036	0.0005538376037081	0.0009386303858274	2.75819450035119e-05	0.00452836178513325	0.00277617249185494	0.000562891155976756	0.000225018669986832	7.88157188712937e-05	0.000504841075634482	0.00033741878541205	0.000134440859923427	0.000622894751069163	0.00111288430107992	0.00179227076141169	0.000170005978181295	0.000670676165419887	0.00243651758750177	2.04024740764639e-05	0.000950302717230692	0.00109280678332387
G[Del(T):R2]G	9.99290086726306e-05	0.0001257390983153	0.0011960231240277	0.00064748257456154	0.000568853938256607	0.000369101520250865	0.00144747028691717	0.00117935204969133	0.00393921677412747	0.000310945457987217	0.00154025781181629	0.000324316716195719	0.00233228271710452	0.000125590125063826	0.00065772830761447	0.00346030106493487	0.00129627291391137	3.69592274601098e-05	0.00435589593375773	0.00356253509591685	0.000752133379674926	0.000226698716156635	0.000130635287388728	0.00229893682376592	0.000537587670080024	0.000949842159209478	0.000990954436423545	0.000657057335356142	0.00172057269774758	0.000343931607924096	0.000832857772689712	0.00180788295658066	3.34162017000028e-05	0.000649901704676177	0.000820374968862944
G[Del(T):R3]A	0.000218525618801113	0.000358787171822264	0.00113947758135757	0.00091103011565561	0.00193046466184632	0.000530391137824474	0.00355655300130703	0.000811705415721084	0.00537361930331619	6.95574898582547e-05	0.00141290501212056	0.00096491035311038	0.00077511706977343	0.000311987712419424	0.000666971378033712	0.00140985880276351	0.000747518974860732	0.000119097275644755	0.00371373140331303	0.00475217827514529	0.00128208723844575	0.000559193157393791	0.000177346202855115	0.00296472328270116	0.00145730115489646	0.000105841260624851	0.000932714551150542	0.00227797652933331	0.00226537494529001	0.00274617915038274	0.000684150280515429	0.00163932538616031	0.000596152665421162	0.000942364229857109	0.00269073538829538
G[Del(T):R3]C	0.000232077344161162	0.00013848436840146	0.000423716717289731	0.000608251576656369	0.00609198326693387	0.000520725643953595	0.00132193157056702	0.00091411596544283	0.00690364051049892	0.000270024404884449	0.000961480611811154	0.000946240760929411	0.00363094674895804	0.00049889639697963	0.000729860815890515	0.000759166545011772	0.000647254496280368	0.000134349830751629	0.00329691171745558	0.00338957915156264	0.000709890815556492	0.000268433398990355	0.000108497162695364	0.00171757816396037	0.000454462113415087	0.000436214961866159	0.00253166516334085	0.00339588012731736	0.00221213853701786	0.00274079853778467	0.000429280982714458	0.0015738201480326	0.000675331425797346	0.000930767370322714	0.00165527149322288
G[Del(T):R3]G	0.000337671918295203	0.000209864810205727	0.00195832178014234	0.000495154085187799	0.00228560470904682	0.000991212669608083	0.00110962332402869	0.000895089933637421	0.00505022372973499	7.14191546908061e-05	0.00100205206687639	0.000576086418844288	0.00152473782420068	0.000294693406154114	0.000274176649460886	0.00184433214112063	0.000537667145250751	3.33993331941791e-05	0.00337272960285147	0.00529137663320464	0.00117542073445077	0.00049367058326953	0.000128347605793755	0.00241008116322011	0.000962035823617651	0.000159003537651031	0.000721038689061953	0.00123092223764986	0.00207691445816442	0.000956145548635233	0.00073519064646238	0.00118587201816863	0.000256556344578338	0.000546485110366735	0.00114940633783865
G[Del(T):R4]A	0.00166512203829431	0.000407963819321703	0.00138167915962865	0.00111559765716707	0.0121750398882549	0.000324819631533889	0.00623440625504934	0.000836049516769018	0.00477912145288449	0.000197490622841669	0.00124337520286357	0.000614207999410343	0.00246679274578448	0.00132870420800569	0.00138712021451553	0.00136650942111168	0.00054191251528109	0.000145203166928247	0.002027208469561	0.00854429544025381	0.000425364146525134	0.00110986928514867	0.000102956978272612	0.00190184684215309	0.00172800418325561	0.000145044886303515	0.000686472628562811	0.00560415358401809	0.00286681247061565	0.0037026453977821	0.00140477261095391	0.00132643293478601	0.000913916432228892	0.00146540331962672	0.000846205816209512
G[Del(T):R4]C	0.00157404604040448	0.000460661311397143	0.00104524824491672	0.000612880924664542	0.00961753868728291	0.000358834298296404	0.00118485390688655	0.000549671068983454	0.0043439863663417	0.000122775017046091	0.000906451413725039	0.000231993964110056	0.00451352642542822	0.00061993033072375	0.000798575851870538	0.000668699835991977	0.000798662728371758	7.85781539187142e-05	0.00213762022755098	0.0056319731149996	0.000499762886176636	0.0004857035134956	0.000127518462546813	0.00208518644131846	0.001311760929524	9.04327289948025e-05	0.00133198271127893	0.00112237994209807	0.00214926941517594	0.00259345527226808	0.00129466182431912	0.0058711717223476	0.000499574598881639	0.000816492799526134	0.00103320734622927
G[Del(T):R4]G	0.00146141243039414	0.000264346134440019	0.00111832701201219	0.00137915271954142	0.0114465575362699	0.000608850424798266	0.00136279893770585	0.00116549845836077	0.00443154717600355	0.000317988954232666	0.00106948845673183	0.000701242832323361	0.00449505856203108	0.000458851712581019	0.000321965628335264	0.00206143695159011	0.000572701413658392	8.47139066372289e-05	0.00179475394991374	0.0106873732372441	0.000494257838196423	0.000749683861933671	0.000165406540099143	0.00321606223607835	0.00198451948659896	0.000133673276244439	0.00148771778069274	0.00190272375766188	0.00242741946286064	0.00126604745436626	0.00169316191629345	0.00336063822204073	0.000306895159122137	0.000975505837757268	0.000619356288381739
G[Del(T):R5]A	0.00496414865341079	0.000367907657505844	0.00124999024039955	0.00218818487309168	0.0275560595606302	0.000317557265543985	0.00293396548235313	0.0011355041706649	0.00289397283251327	0.00041714335760715	0.0011128826176976	0.000704331948370646	0.00217406984012744	0.00090196425227143	0.000668958280531399	0.000526319023540341	0.00106045058125195	0.000245864242187653	0.00158875262786812	0.00823143044429578	0.00147056693860612	0.00175126867957487	0.000203890093256097	0.00263345343321871	0.00110071221597376	0.00020431940373645	0.00152319437291396	0.00297246141035438	0.002870746449876	0.0044342661783351	0.00322116521017866	0.0009128372513694	0.0010420515965222	0.000745226628541263	0.00231614828031997
G[Del(T):R5]C	0.00347092991622408	0.000267175919628497	0.00063944037985096	0.000255089861426823	0.0193029362524843	0.000357434050554734	0.00086690298179269	0.000220072307868124	0.0028918850773206	0.000224466976306983	0.000673880914270953	0.000442836251529534	0.000716708210472762	0.00100466858028449	0.000809185911208188	0.000412669558963073	0.0012807763167349	0.000314630980202704	0.0011702911060164	0.00393584924880617	0.000518757781459713	0.000662481189250322	0.000266952090435483	0.00199693597362048	0.0006662827380108	0.000172137747269264	0.000924701871996312	0.00244509739812921	0.00228627965346842	0.00210257236398355	0.00219879117952001	0.00138077031926467	0.000479124455473221	0.00142656690580136	0.00235804044590361
G[Del(T):R5]G	0.00470407781355672	0.000125997543289496	0.00149649620242765	0.000853885308459672	0.00962962757125468	0.000434905595202645	0.00067000305529526	0.000713198555124171	0.00202801072569828	0.000604222886671877	0.000971658168268771	0.000291307690135868	0.00109134893539796	0.000428015514569695	0.000810076043527153	0.00108442264430686	0.000493927875149448	0.000321403461976914	0.000821927303822555	0.00705875885898312	0.000393046787154809	0.00150034388329013	0.000430542053057234	0.00270773560910365	0.00180649106914462	0.000291312220688382	0.000927934259609666	0.00310544864707868	0.00223963579730761	0.00155549590558543	0.00273416364984353	0.00130394318812723	0.000128421180285032	0.00077104248135093	0.00280112044817927
G[Del(T):R6]A	0.00804932050333555	0.000254413794435325	0.000738079198946849	0.000697816862470068	0.0276083657403527	0.00102378167518866	0.00157136357662712	0.000485978913061305	0.000854490924437683	0.00161154956941115	0.000419021814256501	0.000162927264712249	0.00172643015909701	0.000834447001037117	0.00059475939365776	0.000467443555908624	0.000410241267567834	0.000725957950181624	0.000544051699666299	0.00301971820027249	0.000334351072879297	0.00161913250686847	0.000483252950565132	0.00114910219822747	0.000232326698822395	0.000160652421109597	0.000700972846236801	0.000881743265521265	0.00121856225425343	0.00347983102310852	0.00385160172572218	0.000822685715533433	0.00103895308994517	0.00107843585054778	0.00072644944171787
G[Del(T):R6]C	0.00412720593232052	0.000244935605925141	0.00116026380785644	0.00037935645410114	0.0151387250057423	0.000441172649959958	0.000476947348489712	0.000407446242793143	0.00106088553607358	0.000155265218582337	0.00048903747973157	0.000346466622526031	0.000638958990291624	0.00126875294274044	0.000715229265897545	0.000223158122466922	0.000141123673708035	0.00103575557800701	0.000286170415351213	0.00250728831844828	0.000167990754693475	0.0014266047850228	0.00118854857824499	0.00162041616287039	0.000333144456649582	0.000278490730346773	0.000516487737698574	0.00048027190689629	0.00118067057934388	0.00163773732198502	0.00316172019818201	0.00151274354152433	0.000266900589612433	0.000952312118688478	0.000923751453516116
G[Del(T):R6]G	0.00431823014036082	0.000196724381499601	0.00117310455766439	0.000686487934058514	0.0197538740274098	0.000565912017022623	0.000511559998310891	0.000763568298026629	0.00116936468408837	0.000769152161550579	0.000503226984290052	0.000916819965736712	0.000590680796214059	0.000659787175978788	0.001244095025122	0.000519444087738012	0.000478511003231763	0.00058654322921424	0.000821930729071499	0.0052143228122209	0.000646260396109528	0.00134026534048195	0.000433048326962765	0.00204800722702282	0.00016858743076084	0.000390927524805888	0.000996406245109449	0.000383300538582623	0.00171040339826369	0.0023388560867503	0.00300521463500721	0.000820413634963454	0.000482079954054391	0.000510081604136001	0.000735157065489375
G[Del(T):R7]A	0.0142559373008226	0.000142045477955325	0.000479671370599844	0.000687300232328023	0.0332342247334301	0.00048683964860518	0.000550306127539044	0.000147374217507689	0.000765948691394663	0.000863919201943891	0.000407841852215422	0.000428901505342437	0.00128092324969249	0.00209863938410568	0.000712662187870532	0.000250842357063313	0.00153696347018539	0.00243354950863619	0.000283164188527218	0.00123242459072458	0.000464091663115663	0.002671213076838	0.00116841547267605	0.000955944059794579	0.000151977963491708	0.000120567495651354	0.00101618754677145	0.0024017456342433	0.000422287209755402	0.00460676648023735	0.00742926022707006	0.0022048423890442	0.00136205582193178	0.000749587840673856	0.00104685282982242
G[Del(T):R7]C	0.0125486514526892	0.000150688402273543	0.000908829875276358	0.000612059224794692	0.0364522460110291	0.000191989103196385	0.000541944844904956	0.000363241101825873	0.000517770935237316	0.000189012340323999	0.000570286599889063	0.00130074717893222	0.00216364834240989	0.00168026482278871	0.00111599544729109	0.000314365567175951	0.000373756996016029	0.00445533791384639	0.00033092471806559	0.00251795974111384	0.0004319912819878	0.00309454797028732	0.00142248192328746	0.0011110039381553	0.000490954980000886	0.000155904773909933	0.00165407192631522	0.00160641632167245	0.000943452368027152	0.00268093476848168	0.00788775736033822	0.00129358404112173	0.000562212101069662	0.00243124060238756	0.00125822508734901
